t,y,mu_0,mu_1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0.0,9.125853641340115,9.125853641340115,2.2814634103350286,0.11065078330196165,0.2896683227131551,0.3796616640434034,0.0016396872594106604,0.250956709113482,0.02745407029296143,0.05856833671654649,0.282187166451366,0.21730473451969745,0.3187883213532561,0.630290897440564,0.24359687922081041,0.7825700035282749,0.4338684573154594,0.0,0.0,0.0,0.0
1.0,4.8096139122057995,19.238455648823198,4.8096139122057995,0.8396354152367252,0.7358489250934067,0.2288331736885164,0.8211035616193918,0.4919114282838677,0.9706993228746569,0.34572766161064983,0.2157618052867284,0.20347434420935118,0.47035516729794435,0.5258323853171464,0.30557315923868933,0.6936544017808872,0.6104910762867025,0.0,0.0,0.0,0.0
1.0,5.43393983265527,21.73575933062108,5.43393983265527,0.622815869154423,0.9112986257917279,0.75278398160537,0.8159362306096895,0.9519698073498418,0.5059571734111653,0.22347269282072235,0.16456116410516564,0.1827301473984697,0.5745519596402439,0.12722356876274654,0.43691126394458357,0.83281599290959,0.8124690104774864,0.0,0.0,0.0,0.0
1.0,4.710512901479888,18.84205160591955,4.710512901479888,0.7986882877435493,0.8835536714339379,0.6371920260054913,0.1539529635454968,0.4096838586899968,0.29904334741457383,0.8420241455419393,0.36483200356476986,0.2826798020738004,0.5066380415440227,0.8683221475861319,0.19646429332993087,0.5634273260573944,0.7398089154193774,0.0,0.0,0.0,0.0
1.0,4.6190732168898645,18.476292867559458,4.6190732168898645,0.6047675497862703,0.7896283545319115,0.2163281313986225,0.06874413286175807,0.2882894080320467,0.5097310610435954,0.39804821847412886,0.33473431096290573,0.782826418859,0.6753394117818741,0.6311788556169383,0.7138190000260534,0.5177484847358015,0.3654843953720789,0.0,0.0,0.0,0.0
0.0,16.708354601851397,16.708354601851397,4.177088650462849,0.08727503881528831,0.39225585761761783,0.2804973987041741,0.4937979941600026,0.5203362132295591,0.23313350564950663,0.4597377197481385,0.9122287279019333,0.9293445997090994,0.9903199680168481,0.46196910058142804,0.3293054174077157,0.4702447629970091,0.5589659162117873,0.0,0.0,0.0,0.0
1.0,4.56985982175397,18.27943928701588,4.56985982175397,0.34436574443981516,0.6761120798498643,0.21055316806052704,0.11079941927016157,0.7030730384642876,0.923821677284257,0.8040294137770267,0.4223406154626842,0.560720065013577,0.8841501868195041,0.5866895319940523,0.4230629991580689,0.8549483967789463,0.009985596520844853,0.0,0.0,0.0,0.0
0.0,17.73507557737736,17.73507557737736,4.43376889434434,0.3254317232118953,0.33601382734187746,0.805148840079917,0.7947415354033834,0.5100859991962331,0.5629399197766727,0.335809407381234,0.37633262301159165,0.5768212755029731,0.5533418255150536,0.7372789105645077,0.44154170063104003,0.3117450557165997,0.1596621436842024,0.0,0.0,0.0,0.0
1.0,4.737204639559929,18.948818558239715,4.737204639559929,0.9242240906582636,0.9621552228727804,0.12284302775627964,0.25946850834688795,0.05783304958187663,0.7659362199590103,0.831373936223317,0.3756573258038427,0.49531275606989544,0.5873276718143605,0.8253771431941048,0.30325465468155655,0.5534700239260639,0.5432681911290899,0.0,0.0,0.0,0.0
0.0,14.385837197368646,14.385837197368646,3.5964592993421616,0.5590838120274315,0.015769297141313143,0.5142318759729886,0.3804181888382646,0.6632780554095091,0.67975784678751,0.8134157535096712,0.029726425382473942,0.4799789788507379,0.10100704500262225,0.023187956479995053,0.5019887619624614,0.11463896402184703,0.28947578667518115,0.0,0.0,0.0,0.0
