t,y,mu_0,mu_1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
1.0,5.192122246869664,20.768488987478655,5.192122246869664,0.8243626944135763,0.419150952679498,0.39668434787071194,0.3933525378939834,0.800371360980623,0.5198382349864934,0.6270747063259523,0.07487416025856408,0.7818129430333831,0.5147168841395893,0.48582690811579643,0.922621729504282,0.7608675344660455,0.7395851477352547,0.0,0.0,0.0,0.0
0.0,13.444117380484712,13.444117380484712,3.361029345121178,0.5004060590892208,0.564751940257354,0.09814743290566896,0.6992183429392166,0.150579611387621,0.06233058291855498,0.7371887453531059,0.9748970812255463,0.9589324520524246,0.3449313281607296,0.6300174450492356,0.4082326297984987,0.6015380775291431,0.013724956559593937,0.0,0.0,0.0,0.0
0.0,9.432924240966885,9.432924240966885,2.3582310602417214,0.1568539258488103,0.6723709543150816,0.10805661361405361,0.21077601114298783,0.44560606382396606,0.018643157750047212,0.14366791816362978,0.6035041781142917,0.03148021255958122,0.6488222796054504,0.6891726148993818,0.3362196761020614,0.08151526764163752,0.25369222299954164,0.0,0.0,0.0,0.0
0.0,10.935107115574796,10.935107115574796,2.733776778893699,0.1793024969925523,0.6514343185399415,0.3133237682987293,0.20164384487337228,0.6095153372977178,0.09470281310261408,0.16255017510692849,0.35185693613718216,0.33258406901635307,0.37556045845411645,0.9513582657659048,0.10746921106542862,0.6730937349943236,0.31656103997653695,0.0,0.0,0.0,0.0
0.0,13.84576322988515,13.84576322988515,3.4614408074712877,0.008443613303575792,0.8155075033262409,0.3402758912803333,0.8244887709826948,0.09001840164281649,0.88686840297825,0.13792386860634975,0.34551910762256666,0.08516369044034633,0.6428265026022351,0.4210414812555918,0.44904375401689856,0.8584488575299516,0.15127548447478545,0.0,0.0,0.0,0.0
1.0,4.689833866246678,18.759335464986712,4.689833866246678,0.21784160766791583,0.45849047003601995,0.5118172235347991,0.2279914248332262,0.8689477198480607,0.6497348931972506,0.8441572555088859,0.7460959964241402,0.8239390436362489,0.23640388749232755,0.3234139766915687,0.633192605191697,0.24372784788272372,0.4883857941113503,0.0,0.0,0.0,0.0
1.0,4.947800704344081,19.791202817376323,4.947800704344081,0.9718113468107609,0.7023668417361715,0.3206936681089049,0.15486607107795258,0.5063648780246724,0.5653207029827141,0.62078282044365,0.32248815285560317,0.9027832469817784,0.38826956634122056,0.7167576517179582,0.8607471930561953,0.8795718099356454,0.2343296748650212,0.0,0.0,0.0,0.0
0.0,15.939391665639725,15.939391665639725,3.9848479164099313,0.937090669973929,0.20707414626341714,0.8160306992797078,0.05246292745640191,0.32863487404464964,0.5714939431835468,0.47091699502554707,0.04004834616989017,0.028655802361502225,0.3999900340390613,0.15120236031654444,0.6192250339361213,0.2902929013500336,0.4623595632412407,0.0,0.0,0.0,0.0
1.0,4.870673083723874,19.482692334895496,4.870673083723874,0.27100210870301433,0.8074265825689878,0.807495010670081,0.419274944841723,0.005257045081445422,0.4773709637247774,0.1038336108304666,0.7529102094780927,0.5111900577138254,0.5190829808360552,0.6655732590593039,0.9019800039224302,0.31238398922021304,0.709331331911345,0.0,0.0,0.0,0.0
1.0,4.721883831189392,18.887535324757568,4.721883831189392,0.6483917362776347,0.37251564909473833,0.614756702775655,0.5326617934655621,0.5526840804771697,0.10074897870050536,0.3553597592094092,0.24279943110928182,0.7831383161478751,0.6400670589345098,0.5951270927210158,0.8219947096656495,0.3424817161766077,0.9241276922220107,0.0,0.0,0.0,0.0
