t,y,mu_0,mu_1,0,1,2,3,4,5,6,7,8,9,10,11,12,13
1.0,3.888976316085745,11.666928948257235,3.888976316085745,0.6973651501797659,0.2527538095177799,0.6777459255902859,0.3183203121020377,0.7473857729175525,0.09173787513171583,0.7992045322894291,0.22969745227242278,0.968995345042366,0.17087391297595678,0.6879484876101404,0.0,0.0,0.0
1.0,5.430152976054804,16.290458928164412,5.430152976054804,0.9933876877202513,0.7010101342872991,0.6891169036052239,0.004905443692869715,0.7647882830232945,0.8424009625367213,0.5239668273821216,0.6383861062002822,0.7567217446527079,0.5667068540653134,0.7976227321583709,0.0,0.0,0.0
0.0,8.056145971652832,8.056145971652832,2.685381990550944,0.9795012598743383,0.3176316038543989,0.03801740598114767,0.2172732637907815,0.08426541940958854,0.3095426560876142,0.22526379280699316,0.5968076406844313,0.0781961053010094,0.33393043098326947,0.24637365077870088,0.0,0.0,0.0
1.0,4.461750867066612,13.385252601199834,4.461750867066612,0.45493041939966017,0.889494701853001,0.3721029201043129,0.7915274261892378,0.7507924403300316,0.10399447427533048,0.8595305034628484,0.4075842562525135,0.5041496664581633,0.16121873362794392,0.9717736222891261,0.0,0.0,0.0
0.0,10.097906665440584,10.097906665440584,3.365968888480195,0.8317836311662075,0.6518367398209837,0.19005001086508932,0.21063744818702435,0.8566666175128045,0.15538039083634625,0.259832604557638,0.5814213209488026,0.2063799432378428,0.4698321131317055,0.12914058154354713,0.0,0.0,0.0
0.0,9.105833730584889,9.105833730584889,3.035277910194963,0.603673860252074,0.3301261329977111,0.1505819017613761,0.2313154683067733,0.45939603280245256,0.36296888461829246,0.6883897778276885,0.6817859518529406,0.0949467390824108,0.08856642363814993,0.07600067981835934,0.0,0.0,0.0
1.0,3.9215780525469714,11.764734157640914,3.9215780525469714,0.2834980934367972,0.45350265321944905,0.9176922728970303,0.8836917061660446,0.9740806415264168,0.2665082469189476,0.2957578941055995,0.33226123553285214,0.705405262340811,0.5253996724411304,0.6521842768689754,0.0,0.0,0.0
1.0,5.21497818870024,15.64493456610072,5.21497818870024,0.7780727550861727,0.696404206579196,0.7442102175424099,0.10385241637456721,0.9857284181177974,0.7849848094628487,0.47523896289021184,0.9821273670494097,0.7520715826723462,0.3044677272011157,0.42815431618908395,0.0,0.0,0.0
1.0,5.035847435379439,15.107542306138317,5.035847435379439,0.6043550381034161,0.9818144387923771,0.8610632112152006,0.5613809049806439,0.054447131449490094,0.6087936123663272,0.7465816346419388,0.8699300286585637,0.38538050693003767,0.23486504859712143,0.7652004656359129,0.0,0.0,0.0
1.0,4.815568120762047,14.446704362286141,4.815568120762047,0.9903081773922723,0.6067183973367534,0.48910998035909015,0.587528941834949,0.46916892338984484,0.08810472205270958,0.9267885294787943,0.46705260729274223,0.8093976986557776,0.42695916036823844,0.9681980302811167,0.0,0.0,0.0
0.0,11.013596013751002,11.013596013751002,3.671198671250334,0.48812371916698594,0.40640815920498385,0.04786335297811828,0.2956430546409271,0.4736289093187316,0.6261054335445321,0.364695891372695,0.9424263429866323,0.016782465185771867,0.48534798134887847,0.8159928460704345,0.0,0.0,0.0
0.0,10.784034409663493,10.784034409663493,3.5946781365544975,0.36495172200148074,0.3383187220556889,0.4534319569367703,0.40686269027479927,0.26717842110228895,0.4852427077144189,0.3506683572118099,0.9418519681244923,0.6241095018049838,0.12948959541368898,0.8405517014463609,0.0,0.0,0.0
0.0,9.036727980760274,9.036727980760274,3.0122426602534245,0.6687420130687921,0.18589272192574824,0.032681952773774725,0.9213374635823638,0.31410590587500065,0.40586569958188856,0.21669360170145058,0.7664935815454892,0.17041931668153387,0.17570032755989917,0.5555629418571543,0.0,0.0,0.0
0.0,11.198643971290899,11.198643971290899,3.732881323763633,0.3492336086967317,0.16721969164967554,0.11388214773689742,0.8765314139063259,0.7350719270164358,0.6174552728402601,0.9112214475389292,0.44986043398380915,0.03480292954499442,0.18754465959329814,0.6833729442976032,0.0,0.0,0.0
0.0,8.481426364766842,8.481426364766842,2.827142121588947,0.12348378119422787,0.14504548144114693,0.3779480397478664,0.6647466562273874,0.29128046270489916,0.8956439554411472,0.08539698183010558,0.93810843903943,0.24750614832872642,0.524283798534293,0.040752639486080766,0.0,0.0,0.0
1.0,4.398425549388466,13.195276648165397,4.398425549388466,0.9842377301134235,0.6153598643667725,0.584630261523004,0.3481080664967281,0.186542221802255,0.355561131821615,0.7690309124528515,0.27728534241281266,0.15167832528397418,0.7489475217145612,0.8385290834650018,0.0,0.0,0.0
0.0,10.500210792480122,10.500210792480122,3.5000702641600405,0.831403070533672,0.29321314302271906,0.17984370350011913,0.17538399322522114,0.538505078568564,0.8919963715424468,0.1638318252055475,0.07105776230759542,0.17952258872218407,0.3654577829205369,0.8298500539732332,0.0,0.0,0.0
1.0,5.013453860347242,15.040361581041724,5.013453860347242,0.9693304960656735,0.5910373901102571,0.667794891757027,0.8651699881269129,0.2660079496576946,0.5981570086689902,0.5184725858394481,0.5268810590769127,0.9022566285134107,0.5221506091270113,0.899212056119007,0.0,0.0,0.0
1.0,3.979132552445312,11.937397657335936,3.979132552445312,0.7909068422571781,0.6803844311348971,0.4329023176087885,0.5913694505355702,0.6599812262398199,0.011451979540260337,0.9774286877458501,0.20070083751939938,0.4207280773437774,0.7694299832595655,0.09409278071322524,0.0,0.0,0.0
1.0,3.963639105515807,11.890917316547421,3.963639105515807,0.6139114493872921,0.26521436360286743,0.5532346673510075,0.8411801364413823,0.4042108850792542,0.54278519382298,0.19437405714396783,0.5225771489491193,0.8745028529553068,0.7430277508992323,0.8116529908107076,0.0,0.0,0.0
0.0,9.281619769528039,9.281619769528039,3.093873256509346,0.5159303585739811,0.7044854058380337,0.4443774418954123,0.2422001145427526,0.4563793953421359,0.09712069781045174,0.2552843941743026,0.3144916333527481,0.18949887693720624,0.3853466042503839,0.6578073317133987,0.0,0.0,0.0
1.0,4.384695264429012,13.154085793287036,4.384695264429012,0.5648597845072351,0.0407304900008304,0.5112939991923409,0.3878021132231131,0.8264185496480528,0.9845047343896004,0.34414956360051285,0.629376592969426,0.6966416758312556,0.6879471801402083,0.8223914114891424,0.0,0.0,0.0
1.0,4.2145752426054734,12.64372572781642,4.2145752426054734,0.3645321374451671,0.891085973533843,0.054724200317923466,0.34281976301446926,0.36051115275771006,0.6556757142772258,0.8179099313238525,0.24720693069119237,0.7691721276821574,0.3796464751509916,0.8197957623474436,0.0,0.0,0.0
0.0,11.1656495736281,11.1656495736281,3.7218831912093666,0.2708505958379265,0.17823853912201426,0.6797920870548567,0.7548093776696145,0.869707849345495,0.673496978335183,0.28161078971166176,0.6938412679950089,0.2719579897241361,0.14015915304536053,0.6497249676889557,0.0,0.0,0.0
0.0,9.359475702446282,9.359475702446282,3.119825234148761,0.28543992857832323,0.294145211645475,0.966639074965836,0.11389242585705417,0.8641475782753103,0.17561210631037216,0.257228009268507,0.8254565736677896,0.12314283148782135,0.6738054689636267,0.049436377455937985,0.0,0.0,0.0
1.0,4.397576927262535,13.192730781787604,4.397576927262535,0.4945078375533879,0.9323462880123398,0.4148072170088837,0.10828027736275303,0.1220386559812191,0.8224944582941209,0.2200157040237316,0.9605985887958643,0.517234237265893,0.4621042842525287,0.8510650978418773,0.0,0.0,0.0
0.0,7.962687706977549,7.962687706977549,2.6542292356591832,0.1737874385239252,0.25145193432410995,0.1853109438834386,0.6089704696646339,0.4323410143158857,0.2692764165065653,0.4206426568462227,0.5125419236075942,0.5896815492507304,0.8384967828307004,0.15983790150758848,0.0,0.0,0.0
0.0,9.53014911418233,9.53014911418233,3.1767163713941096,0.42460353025846087,0.03699645566207399,0.6172571048299074,0.23936438438891472,0.020942736080714397,0.4272965336234711,0.48276238384779957,0.7286715533825642,0.7188621064764419,0.43054376241416414,0.6463296810705096,0.0,0.0,0.0
0.0,10.645607674622457,10.645607674622457,3.548535891540819,0.5815832459008021,0.26894108815781703,0.7388817015185243,0.18919812483824794,0.6384656658269457,0.1096224893756016,0.3894383599268765,0.09103808820049342,0.768600199366048,0.7553037408474981,0.9734895741977225,0.0,0.0,0.0
0.0,10.68877194353595,10.68877194353595,3.5629239811786504,0.3144222534483787,0.7588735444134882,0.7838602412115536,0.9610065721150548,0.34499312919238156,0.06182943829440535,0.24472944448659062,0.9772522819629365,0.41589915221325147,0.004973102606319446,0.47755888496949617,0.0,0.0,0.0
1.0,4.38532951991263,13.15598855973789,4.38532951991263,0.7424635307068578,0.6247381287983891,0.12422929777922276,0.14065098612434068,0.4967393717807609,0.9400416968453764,0.5289152878795,0.12680712707222241,0.9458689541377435,0.9328133403363341,0.5663138765923449,0.0,0.0,0.0
0.0,9.543424911578391,9.543424911578391,3.181141637192797,0.031700557764786086,0.2820217143590459,0.3230582375074047,0.6326440045089363,0.4544750452595596,0.11972768346489704,0.6081444336123815,0.5196642880742911,0.8132392741190747,0.7682981829776694,0.8050325703434337,0.0,0.0,0.0
1.0,4.337443820922006,13.012331462766019,4.337443820922006,0.12974160784574262,0.1785251186638218,0.6301913757677321,0.7944866514414423,0.4823611605311262,0.8964481483731955,0.895585777910997,0.9443441273897051,0.2339545677853323,0.16927583580378847,0.6999595609885296,0.0,0.0,0.0
0.0,8.651891717643615,8.651891717643615,2.8839639058812048,0.37375740395872703,0.5465893464192959,0.2944224238079599,0.5286241101327478,0.099756314093431,0.18405072033786007,0.22751995057667185,0.7975626035429564,0.0770431124541272,0.7837081463762311,0.4416407009570753,0.0,0.0,0.0
1.0,4.7886728639143366,14.366018591743009,4.7886728639143366,0.7432813751079339,0.4000301836438752,0.8723373842973763,0.7761068629198992,0.11954425165358273,0.8527742558697293,0.9529842775960644,0.6046998077312571,0.1255797632537422,0.5717186747865182,0.4261200633828053,0.0,0.0,0.0
0.0,10.060712190694488,10.060712190694488,3.353570730231496,0.04877550528830599,0.9615167013148374,0.15026159190900323,0.4144985500318802,0.7011464727171735,0.15256047735097578,0.7928824970804074,0.5060457374950159,0.047059069803608855,0.7798414366414872,0.1185999934357741,0.0,0.0,0.0
0.0,9.471612214797997,9.471612214797997,3.1572040715993324,0.7637674611775767,0.8719418106766214,0.3556986455059393,0.6977776920038524,0.6490486660023319,0.07260644166158914,0.002995689511360533,0.19115728933935938,0.6016620721882617,0.2715941794051062,0.18741743021203594,0.0,0.0,0.0
1.0,5.011802943668491,15.035408831005475,5.011802943668491,0.8882437540901007,0.892251560234913,0.8219913916077355,0.9862642930503839,0.6864420892884896,0.7811539186053308,0.4465597299752463,0.44478512700418504,0.7296618880228151,0.2236666080223607,0.08237596869616104,0.0,0.0,0.0
1.0,4.775147723719002,14.325443171157005,4.775147723719002,0.6209885259690054,0.9403235270977168,0.27767800084448013,0.0803555871402265,0.34570262289143594,0.8587896386454055,0.5535746529111772,0.8236033117257519,0.6466000618632471,0.9731541304785375,0.4051682434408719,0.0,0.0,0.0
1.0,3.8998849771810775,11.699654931543233,3.8998849771810775,0.08658743785680212,0.6074891775839708,0.37685554014061107,0.6234612302659847,0.9174631473810364,0.6860020410915797,0.5769970899627035,0.3060884915256711,0.33726088306198765,0.7764445786052462,0.44522332101510464,0.0,0.0,0.0
1.0,3.913592037248373,11.740776111745118,3.913592037248373,0.9782002700910069,0.07410007525381734,0.23944235791855273,0.1554435809159238,0.46250180948537556,0.6113965554334719,0.6734336749847268,0.4911434666806419,0.4039551195976494,0.4115072477310663,0.6861515840211353,0.0,0.0,0.0
0.0,8.554555350658168,8.554555350658168,2.8515184502193893,0.38547787068986394,0.6943958836930777,0.410403292000019,0.13895598159534517,0.023928960190278792,0.4756904470836153,0.10498053651390793,0.5955906535717651,0.5076941222070294,0.6940135514497088,0.08620583497028245,0.0,0.0,0.0
1.0,3.960718842636932,11.882156527910796,3.960718842636932,0.9423536640613668,0.6973842041837829,0.7642041669299617,0.9995415033404924,0.8370127165590839,0.3307512210139828,0.02514671687598602,0.19549534580588435,0.6968681254168227,0.5927685153795489,0.006323253389357908,0.0,0.0,0.0
0.0,10.181250573177847,10.181250573177847,3.3937501910592824,0.02918078126930912,0.9340135199311816,0.9978254926760896,0.25749126713966675,0.29649159063548247,0.5215828571804448,0.362676007976551,0.06358586513306597,0.3732379770559099,0.11551467802962911,0.5884206274954532,0.0,0.0,0.0
0.0,11.027797592590183,11.027797592590183,3.675932530863394,0.5356757097914693,0.6622241852943203,0.28417277916891925,0.2208629685040202,0.37405109728268515,0.8352256669665704,0.23904804637639143,0.36811335298253367,0.3912920121228871,0.24619712944736039,0.6501250991806926,0.0,0.0,0.0
0.0,11.084294873367295,11.084294873367295,3.6947649577890984,0.4554562071352418,0.008225115837278474,0.19850767502542854,0.5844932053881241,0.23525692020791855,0.6643420539465223,0.7696298582751023,0.6951577601443376,0.6628657004604829,0.96793970603532,0.4590959225727823,0.0,0.0,0.0
0.0,9.92675477573761,9.92675477573761,3.308918258579203,0.013459460649409727,0.4883269385222774,0.3434924098147727,0.9998011959834171,0.8059032146504541,0.27649088711526426,0.7220277885957134,0.20200156377737033,0.3995422247153917,0.42128130079654214,0.45121022655453524,0.0,0.0,0.0
1.0,4.15657869006427,12.46973607019281,4.15657869006427,0.3698211299273605,0.7533777715257101,0.4564498394544001,0.6737046706845111,0.5955769931909662,0.584256060474583,0.2707333106090981,0.6627918826722778,0.621969251978584,0.16002306788430198,0.8249184156999357,0.0,0.0,0.0
1.0,3.9081851876627343,11.724555562988202,3.9081851876627343,0.36798684599847564,0.21292600695945862,0.5367396792548587,0.9208383442820037,0.31893959482713674,0.6890446127433297,0.4745634644175276,0.592023890588285,0.4835314565908916,0.4329700722230271,0.8791232850976717,0.0,0.0,0.0
1.0,4.3123468403066,12.9370405209198,4.3123468403066,0.8407332439569587,0.05336570910764571,0.975331156794005,0.4696217994833951,0.5814514573986306,0.1617198233385927,0.9167362854140783,0.5650203786919135,0.9614178309015798,0.5276944507040161,0.4085176343049429,0.0,0.0,0.0
1.0,4.534762763247307,13.60428828974192,4.534762763247307,0.8207409713962877,0.6575006598706641,0.9146938051022478,0.568595915152748,0.1087796647075453,0.6371689005078269,0.7809582068463251,0.017248134722168795,0.3216655201360268,0.4717913737412174,0.7358430278923472,0.0,0.0,0.0
0.0,10.888181475923332,10.888181475923332,3.6293938253077775,0.7491080331333175,0.8835348848703823,0.16965264783860656,0.5009596716161628,0.5216214621187331,0.0659863487875072,0.676458768624029,0.31663251524318914,0.6540844899643613,0.1027403129684279,0.24465982236380734,0.0,0.0,0.0
0.0,11.207950505202984,11.207950505202984,3.735983501734328,0.5399288730495361,0.465484979492504,0.07645894838808875,0.7555838069126732,0.05157564311990126,0.6088855246871063,0.9252328824772604,0.24410587845662934,0.6195276621088773,0.4058394163075937,0.5320609504126904,0.0,0.0,0.0
0.0,10.888475099261811,10.888475099261811,3.629491699753937,0.6208804524593042,0.14116286996652683,0.6349106288478155,0.08932567390770196,0.9052792984502667,0.5191277351574098,0.7373618868758564,0.4551030974457836,0.3806128366146264,0.32018992321237594,0.026080891331041967,0.0,0.0,0.0
1.0,4.61886199665981,13.856585989979429,4.61886199665981,0.779986403334246,0.8449311384832213,0.2956582756788222,0.8448666367228043,0.9011126903354325,0.7771363619218727,0.14701093763619166,0.9325805172426056,0.27914313574321115,0.25066493239420007,0.2880068972394494,0.0,0.0,0.0
1.0,5.205095813951124,15.615287441853374,5.205095813951124,0.3860000523751981,0.902077219062392,0.6805410112290219,0.14927348447449518,0.9676805830682881,0.6199793321675375,0.9905758308694689,0.35632225313306853,0.14209495504551095,0.670305632797999,0.9743141856254111,0.0,0.0,0.0
0.0,9.15030134979353,9.15030134979353,3.050100449931177,0.3950837116939786,0.5055205024306938,0.03622843641709539,0.2227026732079075,0.05815143728151062,0.5504055804353962,0.7095618418191121,0.09583047075829132,0.35932659581770565,0.9291017580990308,0.38851736230877465,0.0,0.0,0.0
0.0,11.328854795217211,11.328854795217211,3.7762849317390703,0.9818985655550145,0.5272099728063732,0.4035392483390896,0.4812296267690952,0.24147978725518282,0.5230254420884233,0.7059320949203386,0.29627042003150583,0.29436987889149735,0.3563526990152879,0.05006272658966282,0.0,0.0,0.0
1.0,4.371759873573358,13.115279620720074,4.371759873573358,0.8045422306508284,0.9909909708650698,0.4895159877002543,0.10213299241920326,0.6211924371919384,0.4221375726116403,0.22596409054377442,0.365782883652351,0.44730632150129435,0.9837338992129017,0.6491095982418247,0.0,0.0,0.0
0.0,7.38659428714865,7.38659428714865,2.4621980957162166,0.8275609827536925,0.5086292926550715,0.010841797173171686,0.2971387213014749,0.7072867178053994,0.0753115627864519,0.024539983292450662,0.04392235675279377,0.8219592146454147,0.28071673300325517,0.07727620513638833,0.0,0.0,0.0
1.0,4.30951993793797,12.928559813813909,4.30951993793797,0.4599240661824405,0.6118468626563097,0.7042245169139519,0.6255192404122669,0.10892557346454224,0.5979360051715417,0.485726431231455,0.937833397668248,0.7780201590774936,0.01583501454405456,0.7704591639806836,0.0,0.0,0.0
0.0,7.718325250317375,7.718325250317375,2.572775083439125,0.01935903916914561,0.3749880799647093,0.613898202466424,0.017392756247283092,0.22739274101826257,0.3053545767153323,0.1568467270777063,0.918565075210945,0.14809511136031828,0.9157503111632712,0.2738648826872794,0.0,0.0,0.0
0.0,9.166218458616635,9.166218458616635,3.055406152872212,0.4235331303290861,0.288816974625943,0.0763350049340038,0.20060002397736798,0.11635665003876627,0.7693080809024349,0.13108934875741607,0.17770332708014813,0.8691023005571011,0.678193870010655,0.9196448480605169,0.0,0.0,0.0
0.0,8.964495731450715,8.964495731450715,2.988165243816905,0.20545910219351227,0.015889778933806498,0.73696870979546,0.41803178637743277,0.40967721996587136,0.2273437861763683,0.27678272589384023,0.6222030947273985,0.9692712674345888,0.17330042873219553,0.8448840101682283,0.0,0.0,0.0
0.0,8.642350965692629,8.642350965692629,2.8807836552308763,0.266722302328237,0.5127053211093007,0.06811461508079908,0.22289394696975073,0.14969060465347495,0.17144708813636478,0.3370007318597211,0.7074657112692088,0.23630702318890484,0.8976589367848347,0.7856614332206516,0.0,0.0,0.0
1.0,4.693130881248504,14.079392643745514,4.693130881248504,0.01257559941255848,0.7822137923982103,0.7447564659134602,0.9244054146303792,0.9467576699619149,0.8851791553772135,0.3855953562656387,0.5225235868658114,0.37767871593261726,0.3208440150606815,0.9158486711393007,0.0,0.0,0.0
1.0,4.478108227595001,13.434324682785004,4.478108227595001,0.6151413012920276,0.1756784151359264,0.4066182260029553,0.5785574180449822,0.22512102417455326,0.631339098902232,0.9650479595107009,0.983113082576611,0.11054842745430438,0.8448367490524967,0.7545285491011603,0.0,0.0,0.0
1.0,4.726731981362312,14.180195944086936,4.726731981362312,0.9485351583074365,0.5358291941774421,0.6609613507888806,0.13020451844620762,0.04302943816866622,0.9651302018450993,0.87434300030942,0.9326143440138717,0.12277603417983651,0.2847456675962349,0.19887339700181272,0.0,0.0,0.0
0.0,9.185964239957027,9.185964239957027,3.061988079985676,0.14089937803151042,0.5047785960353975,0.6681441948562548,0.3217363475329149,0.6226668326647121,0.3602706273999764,0.42546811159313025,0.31958908485991544,0.581989556520787,0.5124708298278855,0.12735857106681558,0.0,0.0,0.0
0.0,9.08173032445836,9.08173032445836,3.0272434414861196,0.027716218170670603,0.5576773996553309,0.41986458680140415,0.8744607267084271,0.485777575879215,0.3221750399832547,0.3223038188032904,0.23456432537738336,0.2109490750975429,0.28331645427925956,0.8714868312097426,0.0,0.0,0.0
1.0,3.988423978358886,11.965271935076657,3.988423978358886,0.5814866812242303,0.9100868288360101,0.19761375644726564,0.7494655922953932,0.283768113307179,0.4734548861714747,0.666089860700709,0.10115677118694655,0.41495719873571735,0.3882522712297193,0.6770824100678868,0.0,0.0,0.0
0.0,11.126554298355046,11.126554298355046,3.7088514327850155,0.6025330291185975,0.14226005923265717,0.8541589419793242,0.5871248042940798,0.9898385754549321,0.30894720421101773,0.6280777536988632,0.2000020752492716,0.35248877278876,0.41317160058863256,0.32015789826655583,0.0,0.0,0.0
1.0,4.3169411144287935,12.95082334328638,4.3169411144287935,0.32765758582824234,0.40428437258430494,0.6091383115644642,0.43572949106292946,0.36308841320325325,0.30707827704038515,0.8687455985940786,0.8014919542486941,0.9277666586059372,0.8232604728763894,0.7466659302836343,0.0,0.0,0.0
0.0,10.19837343011737,10.19837343011737,3.3994578100391233,0.9660667167207164,0.0662398823098338,0.6768251217174982,0.7815325077189325,0.36640553011699895,0.2108267353768165,0.1551505955416671,0.9403654900972499,0.49674289084937273,0.605416904608972,0.07631852661474803,0.0,0.0,0.0
1.0,4.242012169177214,12.726036507531644,4.242012169177214,0.5335447159722153,0.9215058270873551,0.6686294468320231,0.35283677993321017,0.2683996639699302,0.5106909118704709,0.8840013553883865,0.40853606310643353,0.017495669166926908,0.0532507971582894,0.53104724125058,0.0,0.0,0.0
1.0,4.5297851298389595,13.589355389516879,4.5297851298389595,0.7878380897681769,0.7624801628268885,0.6401965907667241,0.5001605150756099,0.5038554658681277,0.8760567000194944,0.3827881432087856,0.17074836847207464,0.7971897895361616,0.31077003368569533,0.4620724567677613,0.0,0.0,0.0
0.0,9.539628379068688,9.539628379068688,3.179876126356229,0.8764426810589799,0.8088166590883075,0.03176845922782223,0.649114255028197,0.3387952026911709,0.08023266958187181,0.42453312901658,0.25833457371450863,0.17138817445382126,0.6975406068186386,0.09685672763190467,0.0,0.0,0.0
1.0,4.2171454873700105,12.65143646211003,4.2171454873700105,0.9088804598012856,0.16126819154423744,0.9690359178819206,0.016870911327715565,0.6382044951802677,0.27837663986353167,0.6921155589040263,0.5070425992995427,0.4102670606427452,0.8145056779159281,0.5296521185804689,0.0,0.0,0.0
0.0,8.887938453132307,8.887938453132307,2.9626461510441024,0.28914548558515496,0.26293276627456896,0.4864863986959308,0.03271699633058767,0.5292734933908668,0.451979676506848,0.15181879240972684,0.8523532029738624,0.073637895236908,0.10501773649180979,0.7363547363113934,0.0,0.0,0.0
1.0,4.087628916615451,12.262886749846352,4.087628916615451,0.08031885488721957,0.19067082694883475,0.46298022420028007,0.19886849494588954,0.9802054330703235,0.643807712479149,0.8431518710147125,0.928741958895971,0.5231495752257025,0.5856531391424422,0.4687562561047103,0.0,0.0,0.0
0.0,11.432166239338414,11.432166239338414,3.8107220797794716,0.02337988847330008,0.8899482335512849,0.7257493831185767,0.48878697397418525,0.29104592330896617,0.7914016071056414,0.690426173023718,0.21195906573814294,0.8735303336964669,0.26391616921075967,0.08147815583189877,0.0,0.0,0.0
