t,y,mu_0,mu_1,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0.0,11.103278674671717,11.103278674671717,3.701092891557239,0.6020580236950919,0.6269071222653846,0.5871028384594004,0.34106061296741874,0.3073823162403979,0.28548657622715745,0.5656451698610203,0.8044783430287413,0.23231394959277585,0.3229470695787522,0.3425535928197354,0.0,0.0,0.0
1.0,4.913244431033014,14.739733293099043,4.913244431033014,0.47553112008069287,0.5678649971568417,0.2228031844914462,0.03162577604453154,0.9856290531630626,0.531049493593934,0.5845331798090055,0.8183464927781222,0.5788938446286714,0.8117927526471452,0.3700719637818216,0.0,0.0,0.0
0.0,9.447178538657479,9.447178538657479,3.149059512885826,0.5574930744462744,0.11799171807775544,0.8276505984334019,0.4811600929622434,0.20619063944782723,0.09021700318889447,0.4109790481438299,0.5574845087586535,0.45844128893768576,0.01362830588436359,0.9797622482822393,0.0,0.0,0.0
1.0,5.288900634962817,15.866701904888451,5.288900634962817,0.09837355842801965,0.6767724055968356,0.20372364433117196,0.678592693665756,0.8621050461827278,0.7989123741570735,0.7951585491114388,0.7697604532138937,0.07157647304298931,0.8491360945707803,0.6907248854263756,0.0,0.0,0.0
0.0,11.55491500756699,11.55491500756699,3.851638335855663,0.6513376893109837,0.8311165878817048,0.7597268593253933,0.4486817946028765,0.527998620369665,0.36015050804182525,0.5222455273491333,0.3037541761808228,0.32466056641541285,0.4359547495479801,0.14352246963117032,0.0,0.0,0.0
1.0,6.1441017641192985,18.432305292357896,6.1441017641192985,0.4826249668650384,0.8337288993664614,0.1481141359961885,0.9794964780752335,0.5537848637176488,0.3765016090178309,0.7078073510425378,0.935586738829123,0.9231433448379387,0.9402922584034995,0.8390688235735602,0.0,0.0,0.0
1.0,5.4008819292289445,16.202645787686834,5.4008819292289445,0.9657355480856864,0.8005609968684408,0.6599661636783328,0.6389474555062958,0.2755809892673615,0.7799218471690232,0.7900697560000871,0.7222309585125417,0.7422278035023453,0.7717373608117264,0.1069335726637276,0.0,0.0,0.0
0.0,12.438914794843408,12.438914794843408,4.146304931614469,0.23746415012339384,0.05490931754006523,0.9706882308359368,0.5425042783169207,0.569725748255994,0.25905267087866435,0.84710798949053,0.4419495884174074,0.5212407599018524,0.6383107187143782,0.8171410929292349,0.0,0.0,0.0
1.0,5.66466787683828,16.99400363051484,5.66466787683828,0.2958886946506559,0.7980911516839101,0.8886445801498298,0.5817993167166576,0.9030434049441993,0.6019325592582974,0.6822728866760832,0.9922749403465613,0.46634204850664995,0.8272815046936157,0.1708553126613941,0.0,0.0,0.0
1.0,5.120223393115839,15.360670179347517,5.120223393115839,0.25148985948014824,0.5360839523216576,0.1260276660524957,0.32339256544965933,0.7159897978359735,0.35951959930890454,0.8216364502462068,0.9145067025954148,0.9937489453544814,0.6968752475470364,0.36989856753988604,0.0,0.0,0.0
0.0,11.9602703009684,11.9602703009684,3.986756766989467,0.856460675663003,0.3144173955119979,0.32554502043893785,0.3516165712014053,0.6133897552680934,0.2609318745389706,0.9635103991218386,0.15445132936152794,0.7106140153226503,0.14307613400373642,0.8502226431013888,0.0,0.0,0.0
0.0,9.43028754446684,9.43028754446684,3.1434291814889463,0.051470719736953496,0.11186742218021217,0.5505452130421723,0.2891472405215444,0.9479731964764319,0.00470134911176312,0.09360081641277551,0.3824759415301966,0.04572965410514773,0.943451026260784,0.8488153775431261,0.0,0.0,0.0
