t,y,mu_0,mu_1,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0.0,12.026746171649354,12.026746171649354,4.0089153905497845,0.25632988407959456,0.5409360040205109,0.9166627928007979,0.6709158970747806,0.257052573339393,0.5813535389432278,0.7397698318892971,0.7081024251970541,0.15348400043769939,0.0028030311044930922,0.7888249389141226,0.0,0.0,0.0
1.0,5.102482703437681,15.307448110313043,5.102482703437681,0.6021586033954633,0.8722127484197247,0.2791622579046261,0.6196418371306092,0.43713157751495046,0.64420235903663,0.01856363896937485,0.9660033613137723,0.5388435376534813,0.7439932328664944,0.6879606790015159,0.0,0.0,0.0
0.0,12.051922181929438,12.051922181929438,4.01730739397648,0.7621055950041722,0.36730416320362924,0.4275725052098055,0.6858451625774223,0.7033788356587315,0.11954567237897429,0.19517796907518115,0.6549125348622076,0.30457982869299816,0.22795818803845103,0.5127404568126935,0.0,0.0,0.0
1.0,5.40411885285302,16.21235655855906,5.40411885285302,0.40172255709491245,0.9088818752269362,0.9649525932310286,0.44333099415427313,0.3173196978011996,0.2648091930722388,0.09478167348396982,0.9254500013800099,0.9027710137174495,0.41464686038328213,0.8074192278601536,0.0,0.0,0.0
0.0,9.536409050255266,9.536409050255266,3.1788030167517554,0.40590424097394273,0.30422389952609796,0.43110596580230187,0.13477803798491905,0.3441002878704217,0.287969138157268,0.2805896826531593,0.5803720015057815,0.7151587448726788,0.01316525135246438,0.17039133309569443,0.0,0.0,0.0
1.0,4.425929526025403,13.277788578076208,4.425929526025403,0.7711855771649765,0.9805941682448998,0.05449126684441641,0.19529146969331979,0.08228898095101433,0.4017621390409546,0.7631092510066427,0.8693494881672807,0.6078287497066519,0.16514621690382536,0.5618631233794528,0.0,0.0,0.0
1.0,5.2944964345853345,15.883489303756003,5.2944964345853345,0.20876662319620476,0.3293991232497864,0.7015897987143556,0.06343995889236753,0.7154807449721937,0.6675887514516052,0.5767515922713954,0.8178157889461479,0.7641667167365691,0.8376508011023582,0.8743486181163924,0.0,0.0,0.0
0.0,11.142679309551404,11.142679309551404,3.714226436517135,0.256978605874007,0.06489390760450597,0.25581492059294164,0.9726102554885135,0.4297388557162979,0.9451776775439034,0.8418361647708333,0.14113390859067632,0.35617556882614143,0.759330990209454,0.7490187747352459,0.0,0.0,0.0
0.0,11.188777787195969,11.188777787195969,3.7295925957319898,0.772996438139527,0.08247872076671392,0.5855936746540249,0.9041021759658131,0.16600505252515096,0.18810833323434417,0.6649117009214951,0.2775700068238166,0.860686406828627,0.05486524977556473,0.3661572276125459,0.0,0.0,0.0
0.0,10.28395929904245,10.28395929904245,3.42798643301415,0.5946260832868986,0.6361406696296392,0.19471945814214475,0.637048986093686,0.5273059689556283,0.48977451282125417,0.15068144119791738,0.007586724807570833,0.5138560243945995,0.24988604499504818,0.6834099950970887,0.0,0.0,0.0
