t,y,mu_0,mu_1,0,1,2,3,4,5,6,7,8,9,10,11,12
0.0,5.250503669266783,5.250503669266783,1.7501678897555941,0.21683260411015426,0.03669871358016308,0.16060247099836622,0.3288766746199008,0.8253964385500077,0.33542398647572025,0.016239844137686865,0.28525215260591563,0.37870901727628536,0.4522902833232544,0.0,0.0,0.0
0.0,8.301679257974783,8.301679257974783,2.7672264193249276,0.6139384007154904,0.7889908820743387,0.29253550890205304,0.4982275215621401,0.12299272620320145,0.21897398155994052,0.9878776210972325,0.004714898210674501,0.0674031352093789,0.02857528087657424,0.0,0.0,0.0
1.0,4.097307177048176,12.291921531144528,4.097307177048176,0.44665796980628847,0.5844298836762057,0.9504696838655557,0.9892089542888496,0.8409893808041089,0.7153762657378364,0.49072919250709357,0.5771380844234593,0.07995505718252771,0.23893193283661607,0.0,0.0,0.0
1.0,3.713094443831881,11.139283331495642,3.713094443831881,0.27495970950865267,0.4411281905911979,0.5739197275248041,0.724143446784144,0.46971777708306084,0.3526198730241188,0.2733870297153844,0.7040765287432641,0.7300216701232617,0.939550768910109,0.0,0.0,0.0
0.0,8.804433995237295,8.804433995237295,2.934811331745765,0.18348030337017707,0.6074277182591137,0.9206963466952659,0.09959622945642921,0.7472361064251473,0.05051332500535399,0.12224695826354248,0.3179152670428589,0.47313660433554605,0.5446822842794516,0.0,0.0,0.0
0.0,9.840651833084353,9.840651833084353,3.2802172776947844,0.5811422000457892,0.026224700997526607,0.5134502521030694,0.8545386065645245,0.9227216372555875,0.7253388679858565,0.5594693463920617,0.3472785229761213,0.052367795320528265,0.604753625094805,0.0,0.0,0.0
1.0,4.1468494623030026,12.440548386909008,4.1468494623030026,0.09637334656001006,0.9280292673545704,0.16466314009243155,0.3960115503025784,0.32949815600050136,0.669619336253271,0.7896867780542486,0.7617652428600611,0.3968124853253001,0.8227571562058152,0.0,0.0,0.0
0.0,9.996382634140017,9.996382634140017,3.332127544713339,0.5304710394806316,0.994495864792657,0.15441805526565477,0.9336671715007837,0.3394960101953286,0.2665126711323216,0.4518580427641905,0.7633031777286984,0.47047257019460187,0.06167150762610163,0.0,0.0,0.0
1.0,4.202800570714108,12.608401712142324,4.202800570714108,0.6610509664906123,0.32947472833845703,0.38625297784650037,0.9157957339446573,0.08737393269477034,0.9669209209455335,0.7248931376438107,0.9040334680676748,0.21849450392313152,0.7382499203538835,0.0,0.0,0.0
1.0,3.91906082172415,11.75718246517245,3.91906082172415,0.499297341323247,0.6088136719301259,0.5700097508713993,0.8004309015641171,0.45090872069358623,0.837930276349985,0.6666381882923957,0.6143099149872381,0.2585231564182249,0.10535184822442822,0.0,0.0,0.0
1.0,4.776201259703137,14.328603779109411,4.776201259703137,0.38126933312424616,0.7509685067888949,0.7978007886214679,0.20016979967940407,0.9210248965387884,0.9664444767833085,0.9618811168690667,0.12215089409903412,0.9296737958079417,0.1456028513824027,0.0,0.0,0.0
1.0,3.8159337910051563,11.44780137301547,3.8159337910051563,0.4559328041864067,0.28570063744983376,0.9980631125844411,0.8967729441368603,0.43303277336876767,0.6718913003228982,0.6293586236289225,0.8328508361423672,0.02830180828415385,0.09235827025605259,0.0,0.0,0.0
0.0,7.780696695719386,7.780696695719386,2.5935655652397953,0.29182946926321573,0.08663693379079396,0.016522439844092185,0.7979304213162645,0.03133178835707129,0.1900312566235428,0.552785850752736,0.4923373175755814,0.5849698592220344,0.983530610077054,0.0,0.0,0.0
0.0,9.264570841597587,9.264570841597587,3.088190280532529,0.2066039348002876,0.2756879844373794,0.13770425888736693,0.8759331819706954,0.6757271965683698,0.8171175304919228,0.5363217322878107,0.6234292952964114,0.2842152957665335,0.19526141390945218,0.0,0.0,0.0
0.0,6.3850292653405605,6.3850292653405605,2.1283430884468535,0.1801019462956177,0.1688896330835773,0.3419594002682844,0.60358500062584,0.9649102864255619,0.06610600954304557,0.04322376682364404,0.6748907052893293,0.6238017537900776,0.08925534233953658,0.0,0.0,0.0
1.0,4.365920055182424,13.097760165547271,4.365920055182424,0.6812508725710544,0.9696845787856182,0.9374193603207629,0.7137325035715626,0.6045588483393071,0.4091113836540955,0.10134390197688203,0.6145615090476062,0.9818699243512357,0.32633870002779497,0.0,0.0,0.0
0.0,9.765861880408709,9.765861880408709,3.2552872934695696,0.5359840715683022,0.576747823727759,0.8513400009709179,0.2653144205544351,0.4586537602307468,0.7819992523702404,0.13558741579916433,0.11473822433862602,0.0920521364311272,0.5276527139557371,0.0,0.0,0.0
1.0,3.9309546345369526,11.792863903610858,3.9309546345369526,0.8481029626638859,0.8278129663959916,0.20780531871560248,0.782843303069895,0.3830466158614907,0.989525254583329,0.07898940501421503,0.9862649878611817,0.6419107985334309,0.10506030754947393,0.0,0.0,0.0
0.0,9.75882696563276,9.75882696563276,3.252942321877587,0.07098509673336606,0.4411876808228242,0.16269879179206592,0.1917226364066742,0.8875518142949225,0.57265824345288,0.16331410552511916,0.5498411222129802,0.9922460742939648,0.7524082802026195,0.0,0.0,0.0
