t,y,mu_0,mu_1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
1.0,5.653803686901774,33.92282212141064,5.653803686901774,0.7975669754105189,0.28086488090587847,0.07565857551677668,0.7301873600948224,0.7871501245508211,0.6579776475587552,0.7233826823926441,0.3839086218946486,0.051521914365026955,0.6262980462499848,0.9635888186905542,0.6425352558783565,0.8888164080702703,0.5208644406474643,0.3485257672034562,0.5921217664110608,0.4080717865822516,0.7735667504200904,0.029664738955169745,0.006773949650225375,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5.669953928378991,34.019723570273946,5.669953928378991,0.9214949187850876,0.9432029364724861,0.6801351759337844,0.8517003565453793,0.761520029532739,0.11052383064375915,0.8369437820627827,0.8880079793744354,0.45882247572901513,0.5318796599654336,0.13594839762301847,0.03563828128708191,0.6675491085811803,0.5383918095410481,0.16475041297256698,0.26040561957988795,0.6510721178176938,0.1779194851535878,0.17292336471257042,0.33868773957119824,0.0,0.0,0.0,0.0,0.0,0.0
0.0,29.88152652447501,29.88152652447501,4.980254420745835,0.3211120894869749,0.8170707728717861,0.10245051997993915,0.9076268407715145,0.18137714361750268,0.5850304642377303,0.5747654034184566,0.9687556440290491,0.320934300330565,0.9144584862027569,0.10824819560019672,0.022572813809768832,0.49161169213632194,0.8631762640226655,0.05102591261027245,0.8092040178352214,0.22064257419246214,0.9848121222937336,0.30608224190170863,0.5791442949914754,0.0,0.0,0.0,0.0,0.0,0.0
0.0,26.46805786301038,26.46805786301038,4.411342977168396,0.39666929992447686,0.6661519276983834,0.09285544157718484,0.1270198022704795,0.10559926566643463,0.6805209308819842,0.9550090425248162,0.22972355912315245,0.007477142440930229,0.9566298698819711,0.05663550319970634,0.8436728885194583,0.5724965000986381,0.4053874234312277,0.17880529542521817,0.8008157426047522,0.3016547982288308,0.7995586619310556,0.4225493587163016,0.2724106522290054,0.0,0.0,0.0,0.0,0.0,0.0
0.0,28.77711793728712,28.77711793728712,4.796186322881186,0.7772932166487592,0.42320475700027704,0.07264034682363907,0.7134945492116609,0.895848472869454,0.3754229033318258,0.03736974849656405,0.7525587562591833,0.6546404886193083,0.21837368266780133,0.8963165260512093,0.11970987023089186,0.040113168105170405,0.034155219196259856,0.522032792475329,0.2082994124009654,0.24830567677793758,0.9115708844601916,0.005085169870446493,0.8733771387893674,0.0,0.0,0.0,0.0,0.0,0.0
1.0,6.510824158427521,39.06494495056513,6.510824158427521,0.2961313996337539,0.6183632465448412,0.9657831906811367,0.24148910901220266,0.514704202514095,0.7763886518575599,0.24633027998683144,0.5066035712975412,0.48493332561164226,0.7750873389467364,0.996204669633579,0.6653577605695656,0.17958649371028745,0.7628672748784786,0.3194515401817988,0.43452571628114145,0.6966072275094324,0.21306778349970512,0.7537366942459822,0.7158687124283236,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5.497098755058887,32.98259253035332,5.497098755058887,0.07967609302972278,0.39140458689117286,0.22436394176538044,0.7624128745546043,0.037328561035399166,0.33756422781479345,0.36885451994286156,0.8322472157174748,0.8715562649797123,0.322434318605761,0.9109362426311814,0.9561382314463547,0.9680978237471995,0.4157753576564436,0.14563022847444296,0.7958759351552606,0.09346176110634896,0.694211912058731,0.7880355145696638,0.4136488737909063,0.0,0.0,0.0,0.0,0.0,0.0
0.0,27.51871669495158,27.51871669495158,4.5864527824919294,0.22174397143005753,0.6007084859435852,0.4898940462565402,0.5795671642702315,0.0013239763975197993,0.23530967211339415,0.300556876789977,0.3547663531491927,0.6344637862049766,0.590829051290966,0.9845590683690791,0.5155240870761474,0.08173504014618038,0.6107327787771094,0.9550762891219354,0.2487378413099557,0.055907251684097714,0.03383865474016057,0.643889215442277,0.38261646142171846,0.0,0.0,0.0,0.0,0.0,0.0
0.0,31.904786497150525,31.904786497150525,5.317464416191754,0.2660448832601483,0.8710542217898144,0.7766553581362532,0.06665583758228921,0.12022043730522303,0.10187988054196073,0.6096601166175115,0.5075980484986818,0.41452895661289035,0.9158219674788358,0.9910186834758044,0.00777500742809889,0.45233788360861127,0.3450354873564728,0.10646491847488815,0.42263694371481164,0.7730119089053604,0.24672164255456164,0.2378054747631565,0.7829157690223046,0.0,0.0,0.0,0.0,0.0,0.0
1.0,6.82819676648953,40.96918059893718,6.82819676648953,0.8738548712192805,0.5899281849985681,0.5014551525416946,0.3961194233617662,0.8316329937140571,0.2624569686795144,0.8523072700758817,0.9452507750434147,0.7472026228531349,0.12763856106505822,0.5332358468105071,0.8819398907283988,0.013495921407624345,0.9808237867716058,0.38133040180149635,0.07648944101543975,0.46382408316912094,0.7218759019706026,0.7615199014691111,0.8234269529601359,0.0,0.0,0.0,0.0,0.0,0.0
0.0,27.931108926875012,27.931108926875012,4.655184821145835,0.7193163028142701,0.9120289635207229,0.120878517848377,0.03869350832616336,0.5240401220185724,0.34514201087364826,0.525097160201659,0.710747164000958,0.05538716805820054,0.496215602754592,0.005579098132595606,0.2013308699950831,0.006063314626809091,0.29929480414668896,0.5959563928300116,0.6270702839483518,0.8376522971533232,0.4017926624426328,0.48455343191545586,0.8374059544127872,0.0,0.0,0.0,0.0,0.0,0.0
0.0,26.540510616698924,26.540510616698924,4.423418436116488,0.06418021219797887,0.16467774166014637,0.35358180250333293,0.31154319215650417,0.6826989945057562,0.017760833342882587,0.5612273622813778,0.14924215708255395,0.9143614588509179,0.022431095138145007,0.7418424351765011,0.852668531364197,0.34404062663342005,0.018052765340141996,0.9480362950175062,0.26957216677375173,0.6791724485974676,0.38432491710323113,0.2615067292231208,0.14555517191168288,0.0,0.0,0.0,0.0,0.0,0.0
0.0,27.388014406835595,27.388014406835595,4.564669067805933,0.06667231536713403,0.13810931458673692,0.9172118564330557,0.3024041525404574,0.7344143182156866,0.5062834986487573,0.6880281537415217,0.3293801350536908,0.1383486388824351,0.04331874464024443,0.4967924736648557,0.14730181507688644,0.5492178391190787,0.6371613173091855,0.7675808706542171,0.20198818723778966,0.29293528173196093,0.43786211390215224,0.23828216290652726,0.5975704745493454,0.0,0.0,0.0,0.0,0.0,0.0
