t,y,mu_0,mu_1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0.0,28.15990470113509,28.15990470113509,4.6933174501891815,0.06754755734387885,0.30280322899213796,0.056931519691536536,0.12402513057051512,0.7281289396663582,0.20954771291265328,0.8375500939021977,0.41168747391444416,0.34645471559325625,0.10180639073464104,0.016161235318738476,0.5185281866428115,0.40638144493804773,0.1876632085271437,0.9445559011474843,0.46126812181859644,0.6810294616741672,0.5932991931068979,0.6475415801290402,0.8150214287683311,0.0,0.0,0.0,0.0,0.0,0.0
0.0,33.76003395908074,33.76003395908074,5.626672326513456,0.7612342492420485,0.2627385706600077,0.31824700865954014,0.55685275706113,0.6536262315836369,0.7518478528805204,0.7499563246411705,0.1670983938404108,0.6273572195276067,0.02966976630426643,0.5357828004679339,0.8886669053453768,0.7052866671380252,0.6016334568289741,0.21297937614140816,0.2040663719187623,0.5322457967223801,0.3517919987431527,0.30003005099443536,0.572465912490519,0.0,0.0,0.0,0.0,0.0,0.0
1.0,6.0551598506694075,36.33095910401644,6.0551598506694075,0.9185072423398188,0.396539977491995,0.9791054609381425,0.7346296737910861,0.22678520355041631,0.44565814471362386,0.18547271823096623,0.06794650109333489,0.6555780762655369,0.21007693892191903,0.5766297240693834,0.6034308299709414,0.13530559687159072,0.7254853613254535,0.8347865703494044,0.9297581071476075,0.644325573429281,0.5792089869714521,0.5079638957462507,0.09577524218903266,0.0,0.0,0.0,0.0,0.0,0.0
1.0,6.651256374936048,39.90753824961629,6.651256374936048,0.6967578787991983,0.6606111726787963,0.9954122506098331,0.5889046643410237,0.040733623862021395,0.7517501077288614,0.6299778405462921,0.05228018563965153,0.29088980836446576,0.9547274110087763,0.6940580075269693,0.16806187388283889,0.9633747681166155,0.36324621523572986,0.537616366928963,0.44349241802632056,0.783137718803066,0.8395645761854681,0.3911733316920455,0.6250535460745593,0.0,0.0,0.0,0.0,0.0,0.0
0.0,31.507545035267906,31.507545035267906,5.251257505877985,0.3857243083709756,0.26665882814864894,0.20074371543606995,0.18802242599344854,0.24683154565217968,0.6423414846401669,0.20453460978388383,0.061707661028722494,0.09352769943042571,0.2686269507765725,0.9028428644970841,0.9317219928304342,0.2901650132449416,0.6838641219293816,0.283152951057147,0.6417044856367249,0.8597667126551465,0.8350262295417145,0.6003562205734309,0.7147716838426601,0.0,0.0,0.0,0.0,0.0,0.0
0.0,32.237230963599,32.237230963599,5.372871827266501,0.05455178757987267,0.10889475906117352,0.5152752285963256,0.832576283106046,0.06669532862715744,0.927706510764283,0.41336666632055985,0.07777158647194249,0.7324921477390625,0.4703799534287949,0.8388124521126529,0.7947956853395116,0.011884916664494427,0.8524942722635221,0.4462897966711049,0.9880694486006317,0.0794704803267724,0.07091491864867527,0.9417203493152098,0.4958864954422162,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5.779928754666355,34.67957252799813,5.779928754666355,0.6843523784543529,0.7293850944956685,0.27689186807019417,0.7897294743655097,0.7404441747741971,0.9377843782323051,0.22959905911659373,0.13263832775017848,0.2436624301521647,0.8484539324164515,0.15424213191064817,0.3580103636784764,0.5707020963898349,0.8231320105182429,0.30994503435859644,0.6530814418848957,0.16191965212519066,0.44111396626680877,0.35006442627412404,0.7205983734520949,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5.961592255332147,35.769553531992884,5.961592255332147,0.4774586903406812,0.8340990387438604,0.14865562511363695,0.2917080811076188,0.9849410636412144,0.16022318584113748,0.8585369645489799,0.5212025360936133,0.09344490904252423,0.5232795240349966,0.873020889660538,0.06708885686158317,0.5221646852351308,0.8471091568775008,0.5009121988586341,0.8668770959078079,0.05588767109516668,0.3123320581131622,0.8679329872327226,0.43604931554801285,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5.859240814384006,35.15544488630404,5.859240814384006,0.8957605313521614,0.8990876099905688,0.4917255398528464,0.08806679079759672,0.02365845001796818,0.7391362671714848,0.7739906375568553,0.9576675207816182,0.43565025866254714,0.08459477653174308,0.05863917322415868,0.8276269570174527,0.8322096745411453,0.5234159400114592,0.0804207618267152,0.12855409834403875,0.8516703182600326,0.7409563501846366,0.5143173449562822,0.039787786280900295,0.0,0.0,0.0,0.0,0.0,0.0
1.0,6.5380293095286435,39.22817585717186,6.5380293095286435,0.5762247471791921,0.42214873598629443,0.0010641509355864276,0.8643044265279359,0.2185622575134032,0.28581942982888886,0.3036366845728541,0.8907556656152709,0.9933316676902543,0.915715106020945,0.7878448559895797,0.5236609126096067,0.5011278165650301,0.7396694052145965,0.9036249129687385,0.8380373047447258,0.7985651422517851,0.19594699419001993,0.2614186978565983,0.5465569401884102,0.0,0.0,0.0,0.0,0.0,0.0
0.0,30.366298654016298,30.366298654016298,5.061049775669383,0.8280313894789094,0.024140544740865577,0.41512510759040777,0.5248992979601846,0.42197299220523354,0.5105036498687182,0.44908509763065285,0.5809650029979159,0.28408848754913696,0.08149338838641051,0.9290298719428385,0.07713946286598972,0.04157838414517556,0.11525454719238137,0.017773564928401653,0.12758508641954014,0.5734758538051811,0.7714533279681818,0.872141939420683,0.41264205378396257,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5.789207247479195,34.73524348487517,5.789207247479195,0.710925932211649,0.7336043328637402,0.007463278159826503,0.7752185776640057,0.6603345398867128,0.6913490102007652,0.7113877790508906,0.12980217662263072,0.7102282905205011,0.3312906571164599,0.2447409019135579,0.8878935293650998,0.8484934405325282,0.43580226089189056,0.16095243012399052,0.14117215341658174,0.6203068262894131,0.7677136949855544,0.02496139793115526,0.9591860379598909,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5.788924732901627,34.73354839740976,5.788924732901627,0.10938962394420237,0.4551663993944085,0.9773472093120454,0.6448455034939694,0.7537016051776151,0.32527738050986843,0.2651481085411368,0.1895506474135823,0.8960021481491451,0.09299466224489628,0.7490407833859754,0.5558449362456979,0.014865713167210748,0.06802320096708958,0.6609934851756742,0.790451644549482,0.8561061422519798,0.8732720175349487,0.679604532406633,0.392981631558622,0.0,0.0,0.0,0.0,0.0,0.0
0.0,30.486322253033677,30.486322253033677,5.0810537088389465,0.07782776745945108,0.9262529193839091,0.5963689967606511,0.4655011978074355,0.9400980975085541,0.41337226542334427,0.09031943514723062,0.2873292225078473,0.815058551346138,0.19560599549237234,0.5108923930590745,0.630022962538348,0.6894907582495177,0.5960679008471614,0.2546990944655595,0.6012742975470997,0.39165009319885835,0.00891635636549637,0.46581349643871306,0.27494470627583756,0.0,0.0,0.0,0.0,0.0,0.0
0.0,32.9373492364436,32.9373492364436,5.489558206073934,0.48735580291956493,0.9666186661880667,0.3269834120363221,0.7003507149079086,0.426756560584982,0.5677244068058218,0.8635808358039195,0.2329789306889919,0.3343370696772935,0.44161041774221255,0.29300427636221826,0.9691778449478425,0.022591383578223878,0.2645617041925,0.895106967146595,0.48496334373744043,0.6052656629040137,0.6965859555382761,0.09640676737602027,0.7222220955780403,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5.87796765838159,35.26780595028954,5.87796765838159,0.4348980793959921,0.8524341896302822,0.1490148442179834,0.6290194619144708,0.8597887194213502,0.8499252741523504,0.25642446498469906,0.11490636749154426,0.921974316223121,0.08378212173069899,0.711518306145398,0.9546814458938727,0.5742824312888761,0.9877851175023571,0.1820585774263609,0.11932107562701333,0.5190272150913888,0.09703952447494446,0.3127340515315572,0.7458980385576836,0.0,0.0,0.0,0.0,0.0,0.0
1.0,6.041570412739031,36.249422476434184,6.041570412739031,0.8608429776756098,0.26607219798299675,0.6763936917060568,0.6857167890028828,0.71532844220584,0.33236454919793224,0.995804988495325,0.8247410407666607,0.15224598295651592,0.21308895517525472,0.5408915034901346,0.7262524431132057,0.19318703227057854,0.07126408300094988,0.2783426330349338,0.8753977479264992,0.9832715493297046,0.634758194454852,0.36220703508151475,0.07947578029235991,0.0,0.0,0.0,0.0,0.0,0.0
