t,y,mu_0,mu_1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
1.0,5.0962307079957805,15.28869212398734,5.0962307079957805,0.16491626276805316,0.43334597568343325,0.1929233909377589,0.9527008782367811,0.1967479447947006,0.5904708965911583,0.3579048254650271,0.8177593987349799,0.8315604392420703,0.5015651813520331,0.8415000838611575,0.4965941016786334,0.0,0.0,0.0
0.0,12.819970331767589,12.819970331767589,4.273323443922529,0.17093672971893847,0.5729170889025985,0.48400953446648365,0.4986673034772775,0.2211130292393464,0.3312307801206571,0.7450650238598071,0.7024621467909156,0.11283422631739093,0.17396490410856125,0.9453153926227734,0.538153540337234,0.0,0.0,0.0
1.0,5.330429497723248,15.991288493169744,5.330429497723248,0.2932835686864853,0.07972795218095374,0.9562122100072719,0.08165644496530955,0.9090220544651999,0.9418370571310922,0.44530347372059065,0.07478762089390856,0.36797890454652915,0.9756620208770954,0.1554920136458141,0.529527903493876,0.0,0.0,0.0
0.0,14.712371057195357,14.712371057195357,4.904123685731785,0.6977637495993151,0.8086844498469032,0.8477501100530087,0.32476363670941744,0.2455623809910451,0.8412328199834481,0.19356051685275788,0.020749215229881157,0.4552229311477316,0.20880056763689647,0.06511616992404656,0.8391784936621723,0.0,0.0,0.0
1.0,5.299154913323311,15.897464739969932,5.299154913323311,0.00204036294785237,0.30062428561912535,0.10055389182801044,0.7298467787628462,0.9880981509800862,0.9006689957805754,0.5833439927093699,0.023869106045626864,0.9964237699624499,0.20575029617059026,0.3293579773547415,0.5332756574469824,0.0,0.0,0.0
0.0,12.171091567423954,12.171091567423954,4.057030522474651,0.9056937966141938,0.7616168734951473,0.9991101414780338,0.019300271503928323,0.5339645111809679,0.16894520024924586,0.07301698205455753,0.7523113693493054,0.13715239255509692,0.06683475928889948,0.8118417069412023,0.1294201684037415,0.0,0.0,0.0
1.0,6.303216091454217,18.90964827436265,6.303216091454217,0.6051165380373537,0.4798803574062066,0.7752430052502354,0.45325787523983974,0.3202608307179706,0.5791066171538195,0.7376558967587019,0.3149881461207763,0.998416928618552,0.1275207379870842,0.8942889798702087,0.8879957532638871,0.0,0.0,0.0
1.0,5.092827449602545,15.278482348807636,5.092827449602545,0.646699470559424,0.7128210186142414,0.06710278883106191,0.05885378403076569,0.39742069133709146,0.5829571096575735,0.9544638040906291,0.18598716683215366,0.555094290702145,0.8047168434362652,0.22361417493065106,0.8450787696671124,0.0,0.0,0.0
1.0,5.565162897270947,16.69548869181284,5.565162897270947,0.22569920671358268,0.26853048426936654,0.42234139919959257,0.8403649912376571,0.3853204429834851,0.8669191243023622,0.9226875663862428,0.47012550105384443,0.18193321906263615,0.6554848241760195,0.5689627073125212,0.65737993128529,0.0,0.0,0.0
0.0,9.426842145218751,9.426842145218751,3.1422807150729173,0.15423764362513337,0.3069159623427835,0.8064837434794957,0.16518832735277622,0.39551771063360275,0.0024231239251143455,0.2205540278742839,0.7025543768092164,0.0019797512658412675,0.06182418125797051,0.13441173627664793,0.9285823288429238,0.0,0.0,0.0
1.0,5.44747559607271,16.34242678821813,5.44747559607271,0.6346786241618525,0.6732483283845702,0.7731242193585091,0.9399790770398837,0.7603535996772661,0.052426282112583156,0.13644365471060482,0.6697358907626544,0.6663624062106452,0.789143656676776,0.709157501293552,0.03757888777207152,0.0,0.0,0.0
0.0,13.0387743298113,13.0387743298113,4.3462581099371,0.8941690637972057,0.5424978117558443,0.1775323030748429,0.5690831812030493,0.5793574635024774,0.06902238525846838,0.23753661262169712,0.1621290760220817,0.7044281065811969,0.1814108687165642,0.7592347579187316,0.25315628021532344,0.0,0.0,0.0
1.0,5.073815159075358,15.221445477226073,5.073815159075358,0.9185598676425503,0.4640600881912216,0.5680041283998571,0.20467632575228145,0.4786935627202731,0.9687403507488859,0.1919646099679545,0.6967087386893422,0.622027652880202,0.11701033299486951,0.7811803928425198,0.13543190144490558,0.0,0.0,0.0
0.0,11.54364881320138,11.54364881320138,3.847882937733793,0.10290495479180117,0.06640186279860827,0.5000916090108071,0.2027608599381916,0.9399136720035347,0.12823287665786764,0.45474968698544027,0.8995194196338449,0.000311222673483047,0.7709483777983398,0.17495473391267935,0.5663422203878365,0.0,0.0,0.0
1.0,5.688919452095932,17.066758356287796,5.688919452095932,0.4983103118233517,0.7505768972077526,0.1473196293142366,0.46244110696875984,0.7607873546935472,0.5810279854965036,0.39850369453112044,0.04989744641868399,0.929169268051564,0.5752476091369194,0.9252416438057255,0.6442091513796068,0.0,0.0,0.0
1.0,6.2914516808952605,18.87435504268578,6.2914516808952605,0.8640373929384761,0.7447971914093465,0.9378343473290836,0.3142792250369767,0.5766809919143382,0.5244929915032608,0.4407964151149094,0.45060586932943003,0.26950178957421655,0.5618597075403521,0.8871082625146223,0.9993821938677574,0.0,0.0,0.0
0.0,13.729972635949148,13.729972635949148,4.576657545316382,0.2558949428831122,0.07626142198466335,0.22351063710328656,0.6635972889286479,0.43636726238326284,0.6412973088815666,0.3092451169597905,0.06865716693942758,0.8113377015393333,0.41856204490816484,0.8752781363195988,0.3245409695108432,0.0,0.0,0.0
0.0,11.191858530270705,11.191858530270705,3.7306195100902353,0.2934110129804993,0.2660376361191168,0.6445931434594613,0.21035866406217807,0.02586975950531667,0.2766197320937799,0.5015211441097465,0.8053588581236942,0.6383000294679896,0.08508481872233398,0.09401719690603194,0.663412515911416,0.0,0.0,0.0
1.0,5.277262170433402,15.831786511300205,5.277262170433402,0.07005508581367459,0.44023333993634994,0.608920102819604,0.645547890872517,0.8909682683684297,0.5706580613375617,0.9876462760954264,0.7072931271101852,0.7031793532451988,0.4387150636064888,0.03663477458562292,0.10087841740407066,0.0,0.0,0.0
0.0,12.144821627696748,12.144821627696748,4.048273875898916,0.21005046353667822,0.5561547623151591,0.9720201931271512,0.19994477659434617,0.966530118376959,0.1956913762660255,0.42543378485626493,0.06658613126403923,0.010341797198999303,0.6603477231995049,0.19360823235093172,0.29137709771580134,0.0,0.0,0.0
0.0,14.849114505515235,14.849114505515235,4.949704835171745,0.10588560063104935,0.6306692218155496,0.4245808895176584,0.21991835924195302,0.5072256474503405,0.7515614631297485,0.26023448845533803,0.3439506029404462,0.5550851263025527,0.6707614553903237,0.5769140798432485,0.9685562953687241,0.0,0.0,0.0
