t,y,mu_0,mu_1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.0,18.69799749273092,18.69799749273092,4.67449937318273,0.6456785184642386,0.3204011655064988,0.18959112208371676,0.16991295840622256,0.8634263558735262,0.11697685728809404,0.1136991468493449,0.2936791869782752,0.29342873962556426,0.7876196081419422,0.06892967200666267,0.5403594729042868,0.7025198564003902,0.7989376891192213,0.5745488644550051,0.10741759152643582,0.0,0.0,0.0,0.0
1.0,6.122479264892432,24.489917059569727,6.122479264892432,0.7458429335554249,0.8581919745335311,0.8562646485417919,0.7091161863889279,0.3554885060349876,0.4180672868113484,0.3752336657984655,0.43542721637648396,0.8945447829447365,0.14812597242700942,0.7591636978391468,0.09973653085487366,0.8985622411071934,0.8993726489060144,0.8665110781184316,0.5354720357266145,0.0,0.0,0.0,0.0
0.0,19.172404248358458,19.172404248358458,4.793101062089614,0.9162840655710417,0.3566426967739843,0.439791084027941,0.31179934587341585,0.6350180826030839,0.17344074545973054,0.23845364970915217,0.1425306891333351,0.2338016886189307,0.9639250811621463,0.7255225230982878,0.36315656478867175,0.5602638090021667,0.20811865297474064,0.8376013257824205,0.03764011858777383,0.0,0.0,0.0,0.0
1.0,4.996179918940707,19.98471967576283,4.996179918940707,0.5768791895194026,0.33884187589016024,0.5250881180218637,0.04915864767825029,0.003353162353301631,0.9978577336780612,0.7923977252326029,0.2657011244912053,0.12494719736665283,0.6926577785389024,0.025800111697384942,0.8750013768590641,0.36132856270080504,0.9704050307211181,0.5861031843364518,0.2323276050700701,0.0,0.0,0.0,0.0
1.0,6.349113225371486,25.396452901485944,6.349113225371486,0.9071795111839985,0.19292380177904145,0.5275298266989562,0.8420318391687673,0.8293998819685531,0.5397887418665401,0.7135140241950041,0.8706299112181217,0.7171185082994521,0.8896007680431938,0.04882970358591465,0.614791531204713,0.47156913376153875,0.34808715655174893,0.967084446875122,0.5159057229391726,0.0,0.0,0.0,0.0
0.0,18.98200176976587,18.98200176976587,4.745500442441467,0.06481522487636604,0.6301809381373927,0.26423222005918157,0.2400651380000921,0.5132537878017317,0.48858504827113647,0.49280552111616915,0.46622720537990914,0.47584611424040446,0.8115318967787615,0.35695001161325834,0.9814670023496109,0.3992372381813677,0.11671527466751741,0.6779704183027176,0.6924992546660653,0.0,0.0,0.0,0.0
1.0,6.144147851085132,24.57659140434053,6.144147851085132,0.20601684745322013,0.4231498288603963,0.13312828350255068,0.34445140616902303,0.5443504690479163,0.5895090729262606,0.5429484788219123,0.9340197865272818,0.9001776586265283,0.817339489657496,0.5134853797749349,0.7889262932407078,0.40254093488865195,0.6678007609066974,0.8920172487585957,0.4112982380065946,0.0,0.0,0.0,0.0
0.0,17.621416378230343,17.621416378230343,4.405354094557586,0.7612633659693195,0.6446554403239203,0.7787282772981167,0.6088718036656755,0.908064155261794,0.1827457605251076,0.37028100186098944,0.5542792156857329,0.3041221176695933,0.2912090855353966,0.6621346620624906,0.022797797220353244,0.5415765013946036,0.6595778951152256,0.09712442124761,0.6237650092433189,0.0,0.0,0.0,0.0
1.0,5.210323221066128,20.84129288426451,5.210323221066128,0.3404199164215115,0.9795393996193393,0.9724321474446574,0.373806211940547,0.6429477734307157,0.940264733936619,0.8525892711612959,0.43686602710623157,0.23239328893801936,0.44281950424782845,0.012141838335296473,0.3654655407459928,0.6817363016088561,0.6622143965750056,0.5758361142992298,0.8676960396141521,0.0,0.0,0.0,0.0
1.0,5.244058647268359,20.976234589073435,5.244058647268359,0.09566180343545638,0.7201245523241468,0.9851239479362522,0.8392358178130073,0.728741158219726,0.3511222536152142,0.2895847391704469,0.02005513463741815,0.09470225955861455,0.9918961092504893,0.7649594840286309,0.49762394578231073,0.6446775466652914,0.6131047598081434,0.7081976570050145,0.3109443536931539,0.0,0.0,0.0,0.0
1.0,5.569889476481148,22.27955790592459,5.569889476481148,0.9229576947639571,0.4616122581539639,0.32280904736824445,0.9487082126014292,0.7646046202860828,0.49508833878286784,0.5679192582010374,0.508859260704834,0.11218850274911263,0.40838234780922555,0.919253031872015,0.328076714259139,0.1423341351818339,0.8369282418397843,0.8682173470461532,0.4775406274913947,0.0,0.0,0.0,0.0
0.0,18.258658195538352,18.258658195538352,4.564664548884588,0.35535167837030623,0.25193169228288115,0.5889263534271403,0.7296429298791098,0.3929138320824519,0.030091160575456133,0.1442852935892236,0.040413191211532085,0.10456198666528149,0.978677843860262,0.31392823919455703,0.11447008071755949,0.7695077540288372,0.8466692214271981,0.7324476925847244,0.09725156810623958,0.0,0.0,0.0,0.0
