t,y,mu_0,mu_1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0.0,11.069865943065814,11.069865943065814,3.6899553143552715,0.3491734784396817,0.41133972418527565,0.4975639307247198,0.7093693392883444,0.2065258656316319,0.3275443583756049,0.38855163073867427,0.6407964979154211,0.182961462529995,0.6217585303882506,0.5301267100592642,0.18179478752720035,0.2334332169687212,0.0,0.0,0.0
0.0,13.23561193367842,13.23561193367842,4.411870644559474,0.9277425706482353,0.8436295823753438,0.1797675895615305,0.19264242376271457,0.5320240784383692,0.056529750334577744,0.6255611212463951,0.7894875900594338,0.3834544798850176,0.8161356275476465,0.05991807661268722,0.37192066354855957,0.1811431816468415,0.0,0.0,0.0
0.0,12.823406994471767,12.823406994471767,4.274468998157256,0.46941942319463226,0.9417949141213117,0.2591252416646188,0.7285940318626289,0.9145831100945535,0.4060505053624035,0.15249379951230424,0.10511920009092257,0.5543982811380678,0.2173706512933119,0.3377423333659799,0.010874536657977218,0.7138528074758219,0.0,0.0,0.0
0.0,13.732336222931165,13.732336222931165,4.577445407643721,0.06116911126909752,0.36196891640401196,0.8526877607489838,0.27983662024228506,0.5598052255302299,0.06837348619259731,0.7615990179300329,0.5650892302876558,0.900018071823481,0.404535340122423,0.2749254608583349,0.7999031969823264,0.1587987730150625,0.0,0.0,0.0
0.0,13.50779285821972,13.50779285821972,4.502597619406573,0.5863400643369261,0.5518874429437002,0.04876405416649332,0.6898223362097767,0.5192415206092568,0.38010197783250965,0.654465157696235,0.38496560192771767,0.8963435565613387,0.1782508754385217,0.481630828537975,0.4121624245165505,0.537855370335787,0.0,0.0,0.0
1.0,5.179512095181604,15.538536285544811,5.179512095181604,0.8696938364545078,0.9583960218545511,0.29864140156848873,0.23358508768053787,0.5071031239594547,0.07738015723981373,0.8937335301770847,0.39414707701199636,0.0670959333436949,0.9258106412846921,0.5832234877668871,0.46485439312647836,0.6202900309494161,0.0,0.0,0.0
1.0,5.320697551964172,15.962092655892516,5.320697551964172,0.7610850364197737,0.2515886961039925,0.6842053811352391,0.004795317842631874,0.7380359208183973,0.5665827199993513,0.7122923351112947,0.9712455591933851,0.33567778152335204,0.7857047622351944,0.5477569511267247,0.1089899471278385,0.5729139991019411,0.0,0.0,0.0
0.0,12.988319303636057,12.988319303636057,4.329439767878686,0.7640265640998849,0.9893627942874482,0.8784580425443573,0.8429656324270266,0.04783659384132333,0.05185309006987493,0.754237631470905,0.9706109833338761,0.2969089201718388,0.05365123726337884,0.7681604362905682,0.33136124335120476,0.047417832714808594,0.0,0.0,0.0
0.0,11.368712317939298,11.368712317939298,3.789570772646433,0.7011484614672605,0.0033729173589956973,0.5848510742298266,0.47950348118763997,0.0494575534586692,0.81314844569901,0.5839137584395011,0.8581991137710288,0.013778820951217852,0.2531246623344935,0.9192857069795901,0.32922268303870506,0.017917421229360464,0.0,0.0,0.0
1.0,6.087992626073901,18.263977878221702,6.087992626073901,0.8601239740593445,0.5231681215266197,0.915501830778869,0.8118730889876503,0.41328281928920774,0.7641976689618919,0.6659989205825197,0.44965183867599856,0.3471075629700343,0.35755846512524214,0.07561441570808392,0.4893970816918558,0.9765321688244158,0.0,0.0,0.0
0.0,13.371121782731116,13.371121782731116,4.457040594243705,0.19562530220717433,0.08495296102725325,0.04632469488711766,0.6681540785456712,0.06235871477577826,0.7867243500146077,0.48941312884166177,0.7241268551482929,0.6438611716691308,0.9747850871724726,0.256152620032322,0.9601492765725902,0.13728488717856868,0.0,0.0,0.0
1.0,5.517516388140659,16.552549164421976,5.517516388140659,0.6711584230062655,0.8839488996767213,0.7345541829884047,0.4155108164504291,0.38999140962131906,0.8649734816131442,0.24551413777076347,0.5166981356856285,0.15606913501319064,0.03386950814059264,0.8709004415801193,0.9169860532203638,0.892395938284539,0.0,0.0,0.0
0.0,13.785158304063863,13.785158304063863,4.595052768021287,0.717947232039102,0.7900668962361745,0.4750823594032412,0.9083075461692339,0.1289590299046388,0.13939869407505612,0.361957222945938,0.05436077749557189,0.13623721917441445,0.14307563472477713,0.7640894906997309,0.9177955846843303,0.645420084211611,0.0,0.0,0.0
0.0,11.779021769355488,11.779021769355488,3.9263405897851626,0.03767091531949429,0.5992666697692661,0.8609684731185218,0.027765847122813603,0.25442760377403983,0.09319795026330491,0.32049921302722395,0.034455880631537705,0.31943593813158644,0.628010665411514,0.8239220978884888,0.5021647574966911,0.6499506595385176,0.0,0.0,0.0
1.0,5.845203654481459,17.535610963444377,5.845203654481459,0.8213858795615918,0.872429891250637,0.557646033876949,0.8378114050086041,0.5435662694702972,0.8313861759689947,0.13865603507475577,0.6172041775357073,0.10555646718746814,0.9207877712824205,0.7753178693861303,0.3155410891483009,0.6556859095911934,0.0,0.0,0.0
0.0,12.471684177303313,12.471684177303313,4.157228059101104,0.6094672421129876,0.46526004488576345,0.6313157867806742,0.1463448643798999,0.24224720196614702,0.44530761020048326,0.716789073451438,0.42761200960997536,0.06221238453160527,0.4088237370036405,0.9384946826537189,0.631292649517128,0.10985657429509066,0.0,0.0,0.0
1.0,5.330641342993997,15.991924028981991,5.330641342993997,0.7379122168834233,0.82767832930456,0.7441405714636531,0.179724068540831,0.8773578044969527,0.8992518381822519,0.7941867854600169,0.20672270014237182,0.7903421504041631,0.040090548892721345,0.059906666538333986,0.11891760825414999,0.6717834659498337,0.0,0.0,0.0
1.0,5.518152736960172,16.554458210880515,5.518152736960172,0.17341647748863653,0.8827477408235608,0.05955095725479087,0.5608652714895738,0.7368573253308388,0.6825005244994341,0.47057512661997447,0.9894865974847984,0.3604676880706562,0.7312461679185971,0.7335562967612325,0.5695111108913484,0.9960347459330031,0.0,0.0,0.0
1.0,4.893039222192466,14.679117666577397,4.893039222192466,0.9739009320420048,0.6928860763393624,0.6340279370997847,0.15377284119994183,0.8653599778258076,0.0515864500635308,0.32849587800996305,0.26980544316761434,0.5600257090112664,0.2373652833531822,0.1262713596555356,0.7701096840614224,0.3200338625662915,0.0,0.0,0.0
0.0,11.951544674374624,11.951544674374624,3.9838482247915414,0.44381990856067444,0.41255243105653827,0.10411091420029528,0.8278671606211393,0.2017646848345953,0.051732835016875645,0.3861569465619158,0.21134547343579901,0.2179052405439974,0.872725923870993,0.028264093190551787,0.4900999961678112,0.664831342766924,0.0,0.0,0.0
1.0,6.214971433349004,18.644914300047013,6.214971433349004,0.9705412835955917,0.7915431683555646,0.9855976274203013,0.28812478917264894,0.6119636429785272,0.27398953895578215,0.7850473634752425,0.021933605072505857,0.35098077496052305,0.9257276578071345,0.5738160947202133,0.8690379907217199,0.2575772970668373,0.0,0.0,0.0
0.0,12.801887502768691,12.801887502768691,4.26729583425623,0.240540921309504,0.9252489845285009,0.6570065871152198,0.7642398043190175,0.9489124238611044,0.47152559060137866,0.7309914050730301,0.7102603343604091,0.011871842909562558,0.13058677344606173,0.34787839218872385,0.2202276459345216,0.08980648362861543,0.0,0.0,0.0
0.0,14.012533082773857,14.012533082773857,4.670844360924619,0.2920385054942052,0.31909766702830233,0.16282182636135367,0.7846049127181742,0.5792621443615964,0.3678212898709541,0.9118098938573302,0.19581585533881107,0.8624322050266915,0.017249034203510982,0.8011940702621241,0.8329357764460057,0.3967223421994347,0.0,0.0,0.0
1.0,5.345934483649991,16.037803450949973,5.345934483649991,0.45682028207835934,0.08117490615952105,0.8947972570462738,0.22711624576549339,0.4580322479324971,0.43554849754688807,0.17548014207435325,0.6055933531781014,0.9440018631296109,0.3377911571173584,0.5200507276872375,0.8808209255570351,0.727301785899283,0.0,0.0,0.0
1.0,5.208067809653664,15.624203428960993,5.208067809653664,0.6589147195703884,0.7055167611806012,0.8512168571280045,0.3865344241836248,0.5466709231573754,0.036923976122434365,0.7647089754207518,0.3678707235999106,0.47501248949654806,0.8004655826145637,0.8886539273499481,0.38371150850673963,0.20428783781753357,0.0,0.0,0.0
1.0,5.235885370060366,15.707656110181098,5.235885370060366,0.25456061981714195,0.26310248999938246,0.768531383232069,0.13651716111183,0.841455589588834,0.4559832443748474,0.10634429345616536,0.5177367606148301,0.7739206506647001,0.9716998553618857,0.4904149495505372,0.3772547534784041,0.6167882021220864,0.0,0.0,0.0
1.0,4.96634112634623,14.899023379038692,4.96634112634623,0.6660339068957403,0.2918613003404358,0.5657902293430714,0.2783632793236711,0.6638797133763127,0.3016203928118375,0.48809119796387823,0.8528508195911524,0.7346310268166911,0.394933986566688,0.004979048204890257,0.7318114297085657,0.35885753979964097,0.0,0.0,0.0
1.0,4.864331627105604,14.59299488131681,4.864331627105604,0.7548705442327559,0.9249997200907196,0.35743089894413926,0.20755633543965424,0.510728471593814,0.35858653787077954,0.005406771051011505,0.5777952166832798,0.4225867623447911,0.673760542452183,0.7319775100931947,0.2350248551190135,0.9248345613371427,0.0,0.0,0.0
1.0,4.915552824518646,14.74665847355594,4.915552824518646,0.47507918984710573,0.7943802209055456,0.6833588790922444,0.3355214979190504,0.8574910645234555,0.10050045363455895,0.3803978588491175,0.33683432586946405,0.7570163678243416,0.37116711858466456,0.08358798278799073,0.5360901059166707,0.538474837882126,0.0,0.0,0.0
1.0,6.208364504469547,18.62509351340864,6.208364504469547,0.4773121355618709,0.46037952256504755,0.6879979996951352,0.6564748076247694,0.6141436231794664,0.8975249740108224,0.509645884569818,0.8893602812588471,0.8016579195077033,0.5599525950277034,0.4958278401192433,0.6166343968287679,0.7269321490534811,0.0,0.0,0.0
