t,y,mu_0,mu_1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0.0,13.748474702258767,13.748474702258767,4.5828249007529225,0.945596747331237,0.9015560183230189,0.43883061769725207,0.5920308852475782,0.1283828913764019,0.5414365974093217,0.6591696254518333,0.2525101111258542,0.17565530853736244,0.3813271009954611,0.7778123838944321,0.002239337711988254,0.0,0.0,0.0
0.0,13.62239004173149,13.62239004173149,4.540796680577164,0.22849109510967214,0.817242165509699,0.5551697518079561,0.5676618507494748,0.21587862803596525,0.23854631495041267,0.22371121384373682,0.3128023077169071,0.5769524496876263,0.8922660583383765,0.26127966699724414,0.8976035416553172,0.0,0.0,0.0
0.0,13.997245159796613,13.997245159796613,4.665748386598871,0.5083117234098034,0.3457792393977699,0.7674732416037531,0.018596521451269554,0.4799877133319479,0.14107958348621485,0.40988816856067933,0.7618308431377445,0.3548092221745147,0.8350176633459252,0.9165083836058127,0.43061478312072865,0.0,0.0,0.0
0.0,13.694837720744502,13.694837720744502,4.564945906914834,0.7155066772122592,0.553644807808176,0.03708913539619041,0.644304317463925,0.03572732041116333,0.7735353820154961,0.23220870568356633,0.6337111793803897,0.8134790709050363,0.033933418296697715,0.2556169813210628,0.8357366218395986,0.0,0.0,0.0
0.0,12.324982395002223,12.324982395002223,4.108327465000741,0.01665368443571691,0.3732528360753574,0.9504039358581173,0.30325277132150885,0.2199071216302878,0.28968662296988057,0.15775311518224666,0.9922372338515785,0.15031747283619845,0.2771675561828927,0.48957880336761217,0.72054842849559,0.0,0.0,0.0
1.0,5.676718349773483,17.03015504932045,5.676718349773483,0.24158156220629534,0.8707924501561427,0.03467376049386417,0.7775092712014496,0.535391869670139,0.8499204408961257,0.12939076196235355,0.6194159189302738,0.8554690749013623,0.9693751088701553,0.7209368369873365,0.7031266724527262,0.0,0.0,0.0
1.0,5.021342442913485,15.064027328740455,5.021342442913485,0.05364824054047668,0.6371635012022312,0.2669540573531135,0.4900314136239108,0.5436258200025209,0.8966609475856264,0.7083162632652805,0.7851731306608548,0.6447472945707692,0.1409735988446177,0.3320633644174169,0.7644512375472915,0.0,0.0,0.0
0.0,12.395431519100875,12.395431519100875,4.131810506366958,0.2383357220872795,0.8600236529827882,0.3950889015876152,0.8310778557131384,0.7060086997141293,0.35470507620523695,0.24706659491483285,0.2915505898771784,0.17991304738557845,0.6699788557992771,0.013337350466630649,0.7147450447919507,0.0,0.0,0.0
1.0,4.992671435663297,14.978014306989891,4.992671435663297,0.6612182634644289,0.9479047460182788,0.03757407394679968,0.8579406789036127,0.03980589440559634,0.5846443696209646,0.7585620667875093,0.366710272825042,0.7206517405231145,0.17113490384081698,0.3372941626102519,0.5768102247920798,0.0,0.0,0.0
0.0,13.090618938923194,13.090618938923194,4.363539646307731,0.08769123038330306,0.12406007955290943,0.7943187058748834,0.24738571435426593,0.5874467373753173,0.5172964567408956,0.7284110297783281,0.9611011841964153,0.36464215177933157,0.023457912085085852,0.2890766488989276,0.6674384656770829,0.0,0.0,0.0
