t,y,mu_0,mu_1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
1.0,3.5674670266435307,10.702401079930592,3.5674670266435307,0.2769729794082071,0.9549025221728972,0.9706001756509035,0.1485472335394029,0.6496625228181538,0.13918926143813481,0.7252070841568079,0.1153000828918519,0.6744065113462613,0.7863837174026623,0.9688379134314983,0.06001776063496489,0.0,0.0,0.0
1.0,3.6019819193906515,10.805945758171955,3.6019819193906515,0.47871975425164626,0.8945910482349029,0.17572915420069957,0.040740458423360826,0.0978953803101199,0.8695897157396435,0.4864663360552868,0.42946550718912413,0.8395674526458775,0.12716893326011192,0.6018028243440449,0.777732198485157,0.0,0.0,0.0
0.0,10.29303536951313,10.29303536951313,3.4310117898377097,0.7572582057755731,0.7446110705979806,0.8209126383386207,0.9047005897460267,0.3490735437543073,0.04034830520468169,0.3488541354298428,0.046723125250567765,0.5878940837891694,0.8875254200970216,0.44729284713023576,0.7057667843826648,0.0,0.0,0.0
1.0,4.959689087854284,14.879067263562852,4.959689087854284,0.6490463588831071,0.2686231382576634,0.8333226598557933,0.4573879799217575,0.9318803010472861,0.43881215886841185,0.9372533551490057,0.6488222128660718,0.9169782434947377,0.7670885317389089,0.37316920309863344,0.7956284478714155,0.0,0.0,0.0
1.0,3.9288837566337924,11.786651269901377,3.9288837566337924,0.8824859866355687,0.14935458357419495,0.9282756468438873,0.7092422720141176,0.7405200896694514,0.7894405380367769,0.36805502022006165,0.41291736905585996,0.19225819498740604,0.8361898610660793,0.7337011216251083,0.5896330319077847,0.0,0.0,0.0
1.0,3.579894038910529,10.739682116731586,3.579894038910529,0.28239816943252494,0.4672102526280518,0.8080175687860177,0.9022602879448243,0.5943432889016971,0.692421181899028,0.7138842705290351,0.48368485665632843,0.0026620043252167935,0.7460482985131317,0.8079102024036633,0.11751182184622233,0.0,0.0,0.0
1.0,3.744937804069691,11.234813412209073,3.744937804069691,0.1909190071995429,0.9967898553912721,0.461641394306577,0.6940914463164061,0.8187837770293737,0.39876704015178543,0.05123249363599902,0.9268182769981876,0.7824523609104901,0.47876643154724463,0.439848425847969,0.4052441608863001,0.0,0.0,0.0
0.0,6.705320175397523,6.705320175397523,2.2351067251325074,0.3297105607880484,0.6067944016968639,0.7776158308808648,0.36641972062560524,0.4212491588533652,0.11719897739094709,0.2505619668694009,0.07055895026410741,0.2966632478468868,0.39982370292838665,0.019905783964930923,0.9665163022199428,0.0,0.0,0.0
0.0,7.512136125772379,7.512136125772379,2.50404537525746,0.30128399162697284,0.24699127469389193,0.7805263837800838,0.23930971547595659,0.1508903296918359,0.0167343574465737,0.23023874447597248,0.6794257176025262,0.11552188627361493,0.8102964154952232,0.14181137356935958,0.620418474367371,0.0,0.0,0.0
0.0,6.770914784476941,6.770914784476941,2.256971594825647,0.9610222791743716,0.09236167909966697,0.27395216356867313,0.3508949578899112,0.4751960675285676,0.2581507177249023,0.359394904146783,0.24752111246595498,0.18738559801427956,0.04004493978412316,0.21127307354091518,0.4658961256013595,0.0,0.0,0.0
0.0,9.826184445949284,9.826184445949284,3.275394815316428,0.2856841395262688,0.362428591777222,0.3796684770307889,0.7917041260910695,0.9590015954525027,0.3902072294862864,0.41217444394640734,0.5520063887581819,0.4945549840401293,0.37926915099337344,0.6166462738698688,0.23020689148181916,0.0,0.0,0.0
1.0,3.7797405841953933,11.33922175258618,3.7797405841953933,0.07727807004614995,0.6125179727021254,0.693343270263601,0.42432801198404324,0.4888469523978135,0.08472523572429846,0.8117499689947725,0.7706014095135081,0.48087235981211807,0.7445732856520443,0.5051518363586603,0.6122093110737561,0.0,0.0,0.0
1.0,4.819209413795402,14.457628241386207,4.819209413795402,0.2879177288197864,0.7988129681577274,0.21932322223232226,0.2983579722175096,0.8523030715006024,0.4982651664972695,0.7974351946944854,0.8605795785941789,0.9094544948434873,0.822233696202101,0.8388697985779745,0.5307202212653005,0.0,0.0,0.0
1.0,3.839896436620615,11.519689309861846,3.839896436620615,0.2586912341048131,0.9545281850212787,0.1948989188487802,0.6344662694086476,0.39704774466938586,0.8089612302875147,0.26198587050060795,0.6644550304120656,0.6705490669871281,0.6345500205134239,0.7906025597141367,0.3527707586887072,0.0,0.0,0.0
