t,y,mu_0,mu_1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
1.0,7.409973230194152,44.45983938116491,7.409973230194152,0.9662198082848232,0.9472338789165948,0.17878200603825622,0.4472716730486246,0.7997897136288359,0.9815415153511335,0.9445404373972616,0.4622668643681145,0.13364082282253875,0.03979466988058644,0.5178508642490904,0.5748734193939643,0.6589494846060191,0.36922662095811865,0.340447494240369,0.04316778467586824,0.8552222429242471,0.6276915866842524,0.6323098770706417,0.369246604138579,0.0,0.0,0.0,0.0,0.0,0.0
0.0,32.9255812716285,32.9255812716285,5.487596878604751,0.09346525252938731,0.8282923674111615,0.442716097704396,0.550205118305271,0.6302514241744591,0.8415350459636807,0.5935564182322877,0.5957104091688351,0.15352671398732165,0.9058909343606508,0.018847147939922704,0.7396050560464716,0.13479838393156818,0.11198028948390215,0.3232955729129079,0.6760402474833236,0.052894268801739086,0.5661732104479245,0.48187733245416076,0.2150525308096335,0.0,0.0,0.0,0.0,0.0,0.0
1.0,6.82575238790132,40.95451432740792,6.82575238790132,0.8307272332440062,0.2470291862962829,0.10706974964840987,0.017971525708820768,0.7439536349091886,0.15955720024797826,0.996060344041734,0.16544772245650263,0.1541876978286688,0.8759802832891804,0.28459959192215833,0.7506963657410489,0.9915259723457814,0.4448297455143192,0.9334909465396151,0.15069411597166182,0.5388049971790774,0.44643351246366214,0.6336169293061714,0.9773057950689779,0.0,0.0,0.0,0.0,0.0,0.0
0.0,34.79917597877201,34.79917597877201,5.7998626631286685,0.3471576901367547,0.0022959781876550345,0.8453319091270842,0.6865370552075667,0.567067991712158,0.2677985508354118,0.31709273625927414,0.14745162749214924,0.11671675260839198,0.5018423489923509,0.8298758657189735,0.639214668667343,0.20418855930907587,0.38386540622547805,0.5895037663166157,0.742038935170382,0.29761336878181255,0.6373443476619068,0.7486065255708202,0.7703439409483792,0.0,0.0,0.0,0.0,0.0,0.0
0.0,35.87486555251892,35.87486555251892,5.979144258753153,0.9780741713371149,0.4376740038532154,0.13796351204208146,0.8516443879230456,0.13862605244091586,0.8487471936549116,0.20737051793000782,0.9909242992716613,0.341977855392554,0.18550516761521196,0.09288900200716332,0.48276311023834373,0.8683094475100168,0.1670559688626423,0.9246657280217414,0.7228598889049549,0.24018690197905035,0.2775697844364047,0.7683395619189671,0.18543189160554108,0.0,0.0,0.0,0.0,0.0,0.0
0.0,32.12778829918839,32.12778829918839,5.354631383198065,0.892354500071017,0.9520350164311329,0.6815941724462763,0.20217480175840685,0.44596057434275826,0.6602507132843967,0.11728851323667722,0.095563938135101,0.42480036695515133,0.22202438189436158,0.16596992004038602,0.1703430617486038,0.2935333104419805,0.7327914384466249,0.3345361761471056,0.2456013177958919,0.6237622461218448,0.4302550712366582,0.34014483921510774,0.758788227161414,0.0,0.0,0.0,0.0,0.0,0.0
1.0,6.283118016648211,37.69870809988927,6.283118016648211,0.22054106814297936,0.19027809556280184,0.179412568943063,0.540996365652268,0.8914050708714126,0.40162606858069694,0.9701301654814947,0.4579434655235488,0.5437410343182131,0.08902414389104452,0.620955544366591,0.5707871493973302,0.5327331909391237,0.36187922659024585,0.8587828524967143,0.0939701566615041,0.3096476980592472,0.6615150325923447,0.8053744941905006,0.3217512853824529,0.0,0.0,0.0,0.0,0.0,0.0
1.0,6.279385505048295,37.67631303028977,6.279385505048295,0.8972864240605747,0.556590834183423,0.07655402496026442,0.2104596596165086,0.45462814523378414,0.8873443644664814,0.8607068496613027,0.3068076129855395,0.9264910351473477,0.42921388157774043,0.8310264580296671,0.028022551940850127,0.6624295791234988,0.014526107111001663,0.6986652548210418,0.35767456649962415,0.3317264553073489,0.12600180255405535,0.8206629744621471,0.8009094248981893,0.0,0.0,0.0,0.0,0.0,0.0
1.0,6.294121520655394,37.76472912393236,6.294121520655394,0.2892618193747768,0.27473116754842064,0.6156030030843099,0.28975164695995825,0.6223901256941073,0.12711805740129778,0.20179331154908686,0.34885828280236275,0.872622806441091,0.826860429144734,0.6785608293057324,0.6010108031506509,0.7352430209084663,0.15155881581752917,0.27717835610938446,0.293184189965489,0.9738571424529535,0.913456940379013,0.9685241561735646,0.45122443695367,0.0,0.0,0.0,0.0,0.0,0.0
1.0,6.340464832560638,38.04278899536383,6.340464832560638,0.4278688731867131,0.6527466260619154,0.641516540377515,0.8414665056189407,0.49414555195534837,0.5465045178870074,0.048403255345386365,0.970144741861266,0.1880111390548016,0.8520405203340355,0.7476527692836484,0.45695613547928515,0.010261773690098286,0.51454332111916,0.20145479253414045,0.5191016992701426,0.5543705288039468,0.9719306865919803,0.3056904712961702,0.5806951742630555,0.0,0.0,0.0,0.0,0.0,0.0
