t,y,mu_0,mu_1,0,1,2,3,4,5,6,7,8,9,10,11,12,13
1.0,4.001326605264295,12.003979815792885,4.001326605264295,0.7296658989295459,0.4400542920739666,0.02708859628903315,0.44672533527157277,0.5952697227856805,0.4083950704358117,0.4521766709992563,0.13668664571630929,0.4841157523419479,0.5743323535533577,0.8295423511572677,0.0,0.0,0.0
1.0,4.938945858811372,14.816837576434114,4.938945858811372,0.5766129122050334,0.4786939355218205,0.7918046963802156,0.841242913830424,0.31741755514585746,0.7676838854474417,0.24409808238590158,0.62233961512184,0.9988225538293417,0.9820571819230488,0.4325151461758502,0.0,0.0,0.0
1.0,4.432797077380781,13.298391232142343,4.432797077380781,0.7418998970590213,0.43169529949704266,0.10705301968184322,0.1899643538453757,0.5140322378675077,0.746093548700424,0.3660789946624933,0.1903914398847456,0.6961542649362837,0.9890961177636455,0.7600217368052059,0.0,0.0,0.0
0.0,11.393439405948829,11.393439405948829,3.7978131353162765,0.3744577394669588,0.7363262814827017,0.9845677151531216,0.1412780647030477,0.20661072975086792,0.8544416417245287,0.6719628970338868,0.02659184362408551,0.41375427061450987,0.8883383193781565,0.20798757637048892,0.0,0.0,0.0
1.0,3.8410186900427106,11.523056070128131,3.8410186900427106,0.08659705412308549,0.21839898904912436,0.469355947098439,0.6851832127481637,0.7206020480053771,0.5070039119165343,0.2864621584205378,0.7453139557455203,0.20679081580022685,0.7816718732640352,0.8743694248110504,0.0,0.0,0.0
1.0,4.061639691670939,12.184919075012816,4.061639691670939,0.5812679201521348,0.17997585272141858,0.456330391126183,0.6688036457610694,0.6561250652863176,0.14181406846046996,0.8539605031597906,0.42861598608005,0.48507732645318036,0.7673664725847923,0.44686180178310486,0.0,0.0,0.0
0.0,11.303355610529136,11.303355610529136,3.767785203509712,0.09306647431218762,0.68443754778176,0.4811415054467386,0.1576054041960272,0.7881755355658809,0.6244212192904175,0.07155964139458315,0.475930827432801,0.3958691670618766,0.4417244279316277,0.9783181730320096,0.0,0.0,0.0
0.0,10.479778198132948,10.479778198132948,3.4932593993776493,0.43791160654022976,0.31693626024130794,0.6887851987992466,0.4131639095722459,0.09847898357659413,0.4342343371485339,0.47175043026172214,0.4031562827907662,0.666325529838737,0.7649496147725502,0.28878610164501084,0.0,0.0,0.0
1.0,4.422713442826246,13.268140328478736,4.422713442826246,0.5407320205814555,0.19972255954801055,0.790494784539083,0.4922203138567879,0.9096151476692586,0.868961684490941,0.8412156889225546,0.6891225980227744,0.30204332104790377,0.6774556379793046,0.6047767878800561,0.0,0.0,0.0
0.0,11.042327883289351,11.042327883289351,3.6807759610964506,0.027333641574153966,0.6887957645093837,0.8928261719763244,0.4109372780908972,0.14965805499569063,0.13496688248926614,0.7873536465443463,0.734657651699882,0.6279237041373205,0.23166300551072094,0.628054837413809,0.0,0.0,0.0
