t,y,mu_0,mu_1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0.0,23.806495583708646,23.806495583708646,4.761299116741729,0.7926296371025536,0.5637645993732451,0.9475185764647026,0.28338617042340775,0.39449172351711925,0.06579575162598073,0.809814532572491,0.3447801398272491,0.16351263751055145,0.5780050273685234,0.2640892232230674,0.9000908362984958,0.08940622675127807,0.6011823482787639,0.1368133025293462,0.46585782323240144,0.8270755457614989,0.491231365230815,0.0,0.0,0.0,0.0,0.0
1.0,5.894285501530419,29.471427507652095,5.894285501530419,0.8358500277933634,0.9211283771811638,0.5597172433369525,0.6427153606299228,0.12402433800536272,0.8019862510416246,0.47336267463855575,0.029914751373117388,0.593728117177757,0.614840904732587,0.9268587225565609,0.8223895631014735,0.5944149161329536,0.4694601335341665,0.6036672910595624,0.30102228640455786,0.1962851601064488,0.10794538721450597,0.0,0.0,0.0,0.0,0.0
1.0,5.46789918715523,27.33949593577615,5.46789918715523,0.3198762525384987,0.7413134813411105,0.5742767879314079,0.827858595594276,0.2303570949249547,0.13583067169656238,0.2382472055897087,0.8364303252735399,0.5800220486777532,0.4648232551428704,0.8625877661358085,0.4768707231661228,0.4277115368584423,0.34670283320797446,0.8551706715883245,0.4977728003851354,0.7057244509278001,0.311750640546848,0.0,0.0,0.0,0.0,0.0
1.0,5.881411574461736,29.40705787230868,5.881411574461736,0.9767908614462477,0.031454832924588616,0.861193776187651,0.004868261753789849,0.6510313056757374,0.8501127327015027,0.6192876087313024,0.38833499359537416,0.9703233556493394,0.11529884027844539,0.601000206174875,0.5512838040198886,0.7759073291062353,0.3328479908437205,0.73848939793816,0.2851561724454055,0.5081662552559453,0.5827413817685838,0.0,0.0,0.0,0.0,0.0
0.0,21.776993366599516,21.776993366599516,4.355398673319903,0.5103510249900992,0.2822258614293478,0.32905637191036574,0.011863728121135342,0.7824914072539708,0.8472148529312896,0.35347136420769376,0.3544315245771933,0.491801908907308,0.47592302906583384,0.38445102759078764,0.007454189983506776,0.3411315137698593,0.5105880026540629,0.15777692220526218,0.6788815176035411,0.9610733783228196,0.13675926688312035,0.0,0.0,0.0,0.0,0.0
1.0,5.421779949053141,27.108899745265703,5.421779949053141,0.9958634314384979,0.7042925784815895,0.27123819700228236,0.6526396354526975,0.019038180903796276,0.5409783061410525,0.46804517672821444,0.634402187212112,0.8963311183474985,0.7606442307180633,0.6837159430467775,0.9385552024722265,0.7479506618761276,0.05302095079988778,0.06587455307523526,0.07553454048824171,0.32011346013235187,0.5659080629553757,0.0,0.0,0.0,0.0,0.0
1.0,5.577132166258835,27.885660831294174,5.577132166258835,0.06247664887986315,0.7807297770348581,0.494938010333254,0.7673701639692728,0.6483134288049035,0.9850968235858246,0.688979743882696,0.08138796322250574,0.568038904992275,0.6226197720338355,0.702219068121695,0.27351927403691934,0.9030754722670907,0.04102032246032683,0.9451320229196366,0.26423104944708375,0.8834126499587399,0.052618450885643764,0.0,0.0,0.0,0.0,0.0
1.0,6.263793787304911,31.318968936524556,6.263793787304911,0.18320504720753816,0.8681556081812479,0.8839472540221434,0.39115395343621684,0.9730015214408008,0.9784894630122029,0.46187300255067965,0.5161506642852204,0.9664654023452052,0.46882725414841964,0.5748018532158182,0.28584334203470707,0.11021400614487731,0.7508950439585492,0.5287958209543369,0.8338163505319796,0.6243433487433798,0.14619824061663345,0.0,0.0,0.0,0.0,0.0
1.0,5.441542095202683,27.207710476013418,5.441542095202683,0.7629525822912493,0.9386347042696594,0.08977088824107249,0.10092695997984191,0.4620076446130803,0.6142057325635166,0.625714626713017,0.6425882130723124,0.6279391371589568,0.2972268133399171,0.3061821460813341,0.637776756556699,0.0003047525313595312,0.638947401600761,0.47836757931518403,0.8503584582768572,0.3811717487099475,0.644220786251998,0.0,0.0,0.0,0.0,0.0
0.0,17.124377486536922,17.124377486536922,3.4248754973073843,0.026250277376279274,0.38227880191258623,0.344699546309884,0.09513211059974136,0.4547163482806126,0.6386189009187693,0.7396193933043435,0.8272850346429492,0.21436529758920264,0.6469461398310863,0.18684665986482496,0.20099327220069851,0.15773703902709235,0.18301646318696252,0.25124072304997014,0.5490958225580961,0.7627657801390545,0.21181339455809112,0.0,0.0,0.0,0.0,0.0
0.0,25.471713672120643,25.471713672120643,5.094342734424129,0.14296891774238074,0.1781537719492321,0.8329241528672691,0.2025397307148301,0.5286626838464998,0.45343757266614304,0.36749874573067864,0.8671670096412841,0.5914206816852685,0.8279654483853395,0.8469334770410294,0.6541472420069215,0.2645632105392578,0.1964017130653115,0.5267695035782716,0.6447650234367198,0.050737150662343855,0.38721710008216315,0.0,0.0,0.0,0.0,0.0
0.0,22.039779862841815,22.039779862841815,4.407955972568363,0.8277985375352336,0.7239234651639759,0.35166390328555597,0.13180212295927485,0.4107980474011623,0.1295556927726249,0.5761422060850545,0.9774975491940371,0.32718290952964346,0.2172572873001013,0.20193433463884736,0.6990603569007627,0.903192888337189,0.07058429106396613,0.6529295872824386,0.4249617985728814,0.022556292160578417,0.11434274814031231,0.0,0.0,0.0,0.0,0.0
0.0,25.150745742091978,25.150745742091978,5.0301491484183956,0.29460615924047406,0.8173727047163326,0.4616677303709532,0.38633517777585014,0.964417320366565,0.3514707864026987,0.2910349129730091,0.9420975104372141,0.6962731483041986,0.34369145565154413,0.0438687756024706,0.7736562382548944,0.14472152407654848,0.793648423770658,0.6800887958954172,0.02469074518253822,0.0677919476443346,0.7246127676481999,0.0,0.0,0.0,0.0,0.0
0.0,22.33213865322012,22.33213865322012,4.466427730644024,0.37226872484432927,0.7946780652097459,0.529683027572151,0.839536445741555,0.6349387511030549,0.6326182599099893,0.3597496331259493,0.5560687271986773,0.009223737964939027,0.14814937839707654,0.6928784896881945,0.14126130434230233,0.26167408477301957,0.8838102142361981,0.14745699941069723,0.4205989749773382,0.8326099703772061,0.010062221517361913,0.0,0.0,0.0,0.0,0.0
