t,y,mu_0,mu_1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0.0,11.687440303466879,11.687440303466879,3.8958134344889594,0.6186206740588236,0.7142703877345876,0.5668297584581024,0.9798130710379287,0.49187660128788,0.0806327089001212,0.04728776779923527,0.7609193849524634,0.603909888973062,0.19743017103354654,0.2461952290105932,0.8161989627663461,0.015669189801202132,0.0,0.0,0.0
1.0,4.551209521112366,13.653628563337097,4.551209521112366,0.15458344602242624,0.4037256858233971,0.80102534984477,0.9488404989502933,0.8683085642973393,0.8755190994757623,0.2865272614816172,0.26318390845650796,0.3289105149157534,0.8945082167018152,0.07822624804261336,0.5669119457841694,0.8737727436263986,0.0,0.0,0.0
1.0,4.7649810523438285,14.294943157031485,4.7649810523438285,0.9183120286057536,0.7705243194730528,0.9592302198615468,0.3609996498402197,0.5459429784825882,0.1830145041044845,0.202279252266221,0.298574939675072,0.8544065876381527,0.859147875427222,0.9190795629214732,0.8719526064071423,0.5300846197607467,0.0,0.0,0.0
1.0,5.720239489528216,17.160718468584648,5.720239489528216,0.7603422397066782,0.7825823304278964,0.01344872380818396,0.180098662438397,0.08769652286458451,0.780676727596981,0.9926843689483434,0.7793267987444962,0.8498264781884796,0.3206370023213677,0.9453216385860896,0.9831648697873777,0.38456694123762425,0.0,0.0,0.0
0.0,10.22106737916593,10.22106737916593,3.407022459721977,0.16608071036811278,0.05263745689531163,0.665972818201,0.7849372416766832,0.7595278415054209,0.5852758428775648,0.3131949182203557,0.010335692361769011,0.6748464216408131,0.24841054698492693,0.9113811078153964,0.09208041304064085,0.9572462812049564,0.0,0.0,0.0
0.0,12.026910372389631,12.026910372389631,4.008970124129877,0.7286528299672059,0.581371055172627,0.3812921875536319,0.5460108685685359,0.704895435179579,0.3047745105817632,0.06273117681897467,0.8357376183044849,0.6256895424232708,0.9064822188247289,0.4426237544009237,0.2613312658183039,0.2396808687617309,0.0,0.0,0.0
1.0,4.261271030619702,12.783813091859106,4.261271030619702,0.3972093386319049,0.13838138522318,0.9179030566914085,0.891399698408779,0.06933030208618063,0.39580746050842097,0.6459450477078466,0.41239534018800483,0.5609421404858831,0.6352781049581478,0.13078276796592103,0.6374656297648034,0.9719039063444435,0.0,0.0,0.0
1.0,4.77835379200724,14.33506137602172,4.77835379200724,0.7993611853494287,0.24239449486215836,0.5067717349886953,0.4337154697357827,0.6542668485743975,0.6432991341938088,0.29269978216799863,0.4047877404526261,0.696106153083468,0.9529782032241798,0.839653821762277,0.7774168682828748,0.3864608995650093,0.0,0.0,0.0
0.0,9.848573462017203,9.848573462017203,3.282857820672401,0.19925848698884407,0.8424859824113081,0.5564648896170137,0.7111917784779679,0.6815399694520976,0.36279090632907773,0.008926769872191098,0.6229490083682728,0.43517959602855316,0.35893877309612476,0.0072077580221197035,0.38335397210623756,0.0024199658883156117,0.0,0.0,0.0
1.0,6.324130805283285,18.972392415849853,6.324130805283285,0.35162670564279574,0.9612156417550718,0.9369359581553948,0.8238946907696485,0.9148664366492905,0.5255681266217946,0.9823231181995725,0.7202771675864146,0.5973368873106645,0.6981422084802958,0.3832769579435381,0.9186118010082714,0.9982267899464402,0.0,0.0,0.0
1.0,5.074053556361473,15.222160669084417,5.074053556361473,0.3132658480902001,0.7552476452268322,0.7381891401176931,0.7512103219501992,0.2518342134269096,0.20848314649720023,0.9971524786347428,0.4952012711496463,0.4756913596708843,0.5967141399740156,0.880021304061415,0.7835991485655246,0.02348515081246172,0.0,0.0,0.0
0.0,11.572977035983751,11.572977035983751,3.8576590119945835,0.10592985196318117,0.8271946740729433,0.5025593542291804,0.2531248098311428,0.9983536870651413,0.975069398984272,0.4190775034168682,0.0018105565806048052,0.00011788184366368082,0.95597409482221,0.4365550528381231,0.2082526546304836,0.20768865691705962,0.0,0.0,0.0
1.0,4.788618276190733,14.365854828572198,4.788618276190733,0.05111115569626046,0.6097823054728789,0.3969855630304996,0.4136318583124192,0.6192382490043291,0.8289065008534215,0.8833785414802362,0.18095013607257093,0.8546996336282628,0.5779832241278432,0.5329154918551854,0.5941561779046783,0.7130203987434701,0.0,0.0,0.0
