t,y,mu_0,mu_1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0.0,12.900285297081293,12.900285297081293,4.300095099027097,0.9523554698985617,0.3046466981032532,0.2936433701905271,0.7667810698350196,0.2758086901259259,0.6020355925216025,0.9374193508104416,0.11828518924992826,0.7232467247981886,0.05674300643814956,0.3497465921071593,0.42045112044811916,0.32162726488023474,0.0,0.0,0.0
0.0,11.91032198198254,11.91032198198254,3.970107327327513,0.4892173256306077,0.2161510391082231,0.646666205922264,0.3373468321461538,0.28988830268896804,0.24588472087101343,0.9625954075750558,0.648709067534821,0.4437736249616936,0.01405991622680458,0.29222514798875054,0.77906676004556,0.27332390168226395,0.0,0.0,0.0
1.0,5.392952480875327,16.178857442625983,5.392952480875327,0.7408746803249663,0.03340901608122526,0.6493117950575683,0.42988822888437117,0.4487769012853955,0.7233526636217984,0.6499994196836064,0.456574389660542,0.5438676814310082,0.9572895335912535,0.8113005838095714,0.6956340655028475,0.13372533012468202,0.0,0.0,0.0
1.0,5.353808709388631,16.061426128165895,5.353808709388631,0.4359972543160501,0.20173266439778847,0.48310250730504734,0.4473582366251926,0.9267871364862993,0.4258013869137933,0.771094303980109,0.9273247894135395,0.7441712350616116,0.22881243328409717,0.23771578421247264,0.965236308795877,0.41033089638158826,0.0,0.0,0.0
0.0,12.689576596980558,12.689576596980558,4.229858865660186,0.026748204618609273,0.043769056342794155,0.3785043755292389,0.6022708206536247,0.7270476508521003,0.947162600022378,0.3337968616356962,0.6198592793120319,0.22344046498478587,0.05785045732400518,0.9734568387384311,0.11466145248791249,0.8938533443059706,0.0,0.0,0.0
1.0,5.8696407552341965,17.60892226570259,5.8696407552341965,0.5740022115214927,0.8401569307841734,0.7121788630032501,0.1342271128326219,0.967016270795151,0.295027589895563,0.712126499214041,0.7285362541134451,0.49126662369157437,0.2669958528557398,0.8483115385147414,0.7668048059784701,0.1575836523050037,0.0,0.0,0.0
1.0,5.024575698719743,15.073727096159228,5.024575698719743,0.29389431810177746,0.22878124683243772,0.8499629735181897,0.9729341228904419,0.4047204183752875,0.6738363224182313,0.7779030206898915,0.8271999802001294,0.22888007479272565,0.5472880642969584,0.053535850829777076,0.6862890956370392,0.4726157315048435,0.0,0.0,0.0
1.0,4.963602418304917,14.890807254914751,4.963602418304917,0.7269577071701254,0.6089540220942448,0.3506797440173134,0.5428109269609045,0.15044307233336962,0.3830330626551086,0.9985948698452324,0.017291581733629213,0.5281150900141063,0.4705320409231898,0.5850347188861538,0.849338375584741,0.8258832742194446,0.0,0.0,0.0
0.0,8.79997688346167,8.79997688346167,2.9333256278205564,0.15301202964008043,0.3447185428146432,0.5625120150623281,0.157904941033712,0.21506721741010193,0.48994705582647446,0.5517285806412414,0.0007177247282889043,0.3060912244434659,0.8003103014804029,0.03901977020949965,0.3117753858773178,0.42908787833871054,0.0,0.0,0.0
1.0,5.30136768198523,15.90410304595569,5.30136768198523,0.5734576688434205,0.34924178154743746,0.16192255133810762,0.7099906417442975,0.30405705409917183,0.2317770659102486,0.3404324852873811,0.845992013107063,0.6596880064876509,0.35358393693224544,0.8700265299291394,0.9565927054897587,0.15138582441284942,0.0,0.0,0.0
0.0,11.725008491539478,11.725008491539478,3.9083361638464926,0.2910964373610231,0.035004888896307707,0.8631481012885291,0.05564093735830178,0.8575011127516751,0.5880384605820759,0.4534955834251754,0.21555516818602516,0.9295324600532784,0.027101976356254776,0.8344144473516337,0.37952681939558597,0.09086373649815316,0.0,0.0,0.0
1.0,5.216776862452251,15.650330587356754,5.216776862452251,0.6850509449386591,0.8865510780027819,0.3080516162387049,0.7124433302500724,0.21828437800096623,0.09406929356744231,0.5838713033431628,0.03438176012015115,0.9121643631436941,0.7505158557516708,0.17667993765140455,0.8678425922635234,0.8137822508413873,0.0,0.0,0.0
1.0,5.483602211477063,16.45080663443119,5.483602211477063,0.047484113877076295,0.7641879327544686,0.09167271481169537,0.9939916890139547,0.2804176301340232,0.38971648878258014,0.6024100311609916,0.7441924659502644,0.06833945272051833,0.5493677889403351,0.9653135091897999,0.3917080829813414,0.8571210214085194,0.0,0.0,0.0
0.0,13.493784831304861,13.493784831304861,4.497928277101621,0.31234663725503986,0.7320885628077488,0.7969453629439923,0.07297868395246299,0.6074507234762855,0.8404061359280488,0.16813038636538635,0.6798750555604636,0.14280178386792497,0.8879006787170712,0.39260255629150365,0.14020878821219918,0.21076935861511403,0.0,0.0,0.0
1.0,5.29974541241621,15.89923623724863,5.29974541241621,0.47700646667422963,0.8564791438330691,0.3333410830301905,0.4991569414603283,0.7118904331711564,0.9009076674697328,0.25962480050802295,0.1666823467517412,0.6635235315108728,0.39927825375090287,0.8564569087844485,0.536474568797322,0.3218966685128716,0.0,0.0,0.0
1.0,4.982842928634177,14.948528785902532,4.982842928634177,0.3930145627137801,0.7883262377126968,0.9943079066852532,0.02210727440484095,0.30785250579354906,0.42961543913165146,0.612816962392948,0.6980593714302646,0.5113247965739061,0.41959502436574203,0.47867444608829524,0.9052713426141425,0.5359055321099081,0.0,0.0,0.0
1.0,5.1532962488389735,15.45988874651692,5.1532962488389735,0.7795223463341052,0.010455246752433034,0.08113521630276255,0.040526093872218394,0.5755809770997022,0.766761447574759,0.9472931790677364,0.4155222435025816,0.9276057286760087,0.9258088602500402,0.44526702623117376,0.6844250353167407,0.6948181607257693,0.0,0.0,0.0
0.0,12.079372981046381,12.079372981046381,4.026457660348794,0.9389945120023769,0.06167871876118303,0.4936461336986866,0.3584180914556212,0.7921891727239274,0.7809095663792313,0.1849908375937276,0.12493115287311751,0.23946972936798172,0.02487892300060135,0.6243806524442705,0.8999664602991216,0.31854406866588336,0.0,0.0,0.0
