t,y,mu_0,mu_1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
1.0,5.761271254803033,28.80635627401516,5.761271254803033,0.02991194763938576,0.38117169957992814,0.8816283153574427,0.38676900650715196,0.3539355290575138,0.7338345805322193,0.7299582556162458,0.8050980333667925,0.21311796474843325,0.8123058901021059,0.9582620113980921,0.1187078024319792,0.9695187867649527,0.579754755356383,0.6194834315135381,0.09264802292176288,0.4666287985320613,0.0,0.0,0.0,0.0,0.0
0.0,22.060956220285057,22.060956220285057,4.412191244057011,0.5599544799341277,0.5780670439059313,0.0016728164669952417,0.1500018674597169,0.6592444626252307,0.1750793314943644,0.5241553290218323,0.05835913730559439,0.6956363168144591,0.40066788290418764,0.8610769083150573,0.5855444147783267,0.3200816911303216,0.9614196243551503,0.3885473925450369,0.9609424617368817,0.10076330291680935,0.0,0.0,0.0,0.0,0.0
0.0,25.28062143867125,25.28062143867125,5.05612428773425,0.40627400693457805,0.48303130196990474,0.4629552393088844,0.4674520383015075,0.40441332868904467,0.8103266949895841,0.23341753718021696,0.4516870328555135,0.4107753759999122,0.2542161735375139,0.43841256078034585,0.20186856942668485,0.13663413639386424,0.6104068714650364,0.7004967775812668,0.4882234224998314,0.9745520148060353,0.0,0.0,0.0,0.0,0.0
1.0,5.751441884115304,28.757209420576523,5.751441884115304,0.31726236567121535,0.9636818030892549,0.8879636713001996,0.22905206670110745,0.021852719010284183,0.980721369309708,0.8987075290009882,0.07229420980657597,0.41889561054800495,0.31088803438470136,0.22196102292903697,0.33023137364592237,0.9008209586835876,0.8291374064583483,0.6822820758980491,0.5502103920376749,0.42603095845809436,0.0,0.0,0.0,0.0,0.0
1.0,5.7387727784075055,28.693863892037527,5.7387727784075055,0.5074665620469938,0.513916616079396,0.911578623897636,0.32843762889769923,0.3576247129589891,0.9462303365259458,0.7219778462824379,0.608461679854692,0.5641913620747582,0.0311301378750648,0.5095726076751387,0.013944521147600253,0.5254171589332539,0.566106535116296,0.657393188436894,0.34109763222135203,0.9035462304786066,0.0,0.0,0.0,0.0,0.0
1.0,6.458881163927634,32.29440581963817,6.458881163927634,0.9607615218552105,0.5208568397242633,0.11976899077448777,0.755927540628964,0.265339571120912,0.907074324519768,0.6036995854626996,0.2597137443890608,0.4401572066675379,0.7505131931304494,0.14177476243091902,0.8669531666125052,0.5053565627040403,0.9854891932981168,0.6922264274191096,0.1151133823035968,0.5988274288631248,0.0,0.0,0.0,0.0,0.0
1.0,5.7251736178122625,28.625868089061314,5.7251736178122625,0.9681152520343714,0.30225645375322274,0.1361256092605473,0.46206102253141135,0.9221270439845086,0.6843395810728897,0.7904696905090466,0.5943105715438612,0.8502704080578493,0.20176635463747528,0.8068384809436158,0.9254364799340278,0.21312839159184427,0.18775177019043754,0.8690746361362615,0.15376185489630523,0.48721290950691265,0.0,0.0,0.0,0.0,0.0
1.0,6.128115395308216,30.640576976541077,6.128115395308216,0.8474381519531424,0.40588272734700714,0.31880148946561315,0.8774071895120665,0.026140352538194356,0.7380107582370135,0.6460991454222852,0.17182343620251272,0.3792818010410203,0.7852852579264948,0.854141968949576,0.7327927069186981,0.3249325067995287,0.043012651015865266,0.9603650091790839,0.8509636055386847,0.8828574591281584,0.0,0.0,0.0,0.0,0.0
0.0,24.143392610356834,24.143392610356834,4.828678522071367,0.6096218510580743,0.23629646913863145,0.77022839903731,0.9958877489699423,0.09580657558233352,0.040332642147626885,0.22208298993283437,0.6497679234634334,0.5112161534707771,0.7801114194850408,0.9636268993635846,0.20997342567128463,0.18125653454591206,0.8029856860947687,0.5876618682840188,0.8203274751909363,0.044250954162299294,0.0,0.0,0.0,0.0,0.0
0.0,25.51298587118678,25.51298587118678,5.1025971742373555,0.852134861783644,0.5870393766969549,0.31650683908195476,0.18066448428441773,0.7108561481794547,0.7790843935632468,0.5882066180991931,0.6392452786593349,0.25006346509568644,0.05080503578378481,0.458859422571976,0.7811583481445061,0.3412840380999118,0.5092587130297264,0.9600717743754555,0.4080732580922053,0.026507015287619784,0.0,0.0,0.0,0.0,0.0
1.0,5.517262117477019,27.586310587385096,5.517262117477019,0.47713960850683423,0.3941973487093968,0.39446679312300825,0.9449732634708702,0.5396817560300519,0.3818074985774773,0.08189399520257912,0.29045491013639335,0.7904449126979797,0.5728888465707003,0.13986489559131798,0.8107397120615283,0.46352255326524616,0.26905740918039933,0.8524700043039123,0.7292057628990922,0.805155454438294,0.0,0.0,0.0,0.0,0.0
1.0,5.9642061806124165,29.821030903062084,5.9642061806124165,0.9657810837883063,0.40687405903209606,0.43683963776096135,0.7867825584259841,0.4290553755714658,0.17445046899012162,0.6659819533021689,0.7317303013661518,0.35258958395181905,0.7414520861633982,0.39874823796850434,0.35223119685510573,0.5535777897595975,0.9630972116757878,0.2602216264027294,0.7794655078487709,0.6438679652985904,0.0,0.0,0.0,0.0,0.0
1.0,5.934628689042728,29.67314344521364,5.934628689042728,0.9130469406503288,0.4608060290828879,0.5334520925182165,0.38100875166658155,0.41475237825853606,0.9501003572476154,0.9988015743101467,0.30697754175339886,0.2599052682730528,0.5932735661399521,0.17713508320059146,0.04524949786229493,0.3111798680743435,0.9714296360459211,0.39119991830497314,0.9884678365016362,0.4091449038850745,0.0,0.0,0.0,0.0,0.0
1.0,5.619444803342528,28.09722401671264,5.619444803342528,0.7263409576639024,0.6418574991772581,0.13402851513749914,0.9773529979100047,0.7896921269857231,0.8724609950993897,0.3725213767637082,0.6041868010035346,0.49468049102017664,0.08484161126945222,0.36572063603413774,0.2379848669843485,0.8857957122813276,0.8124377222401196,0.08636083010983686,0.10502780403629863,0.4660996962741031,0.0,0.0,0.0,0.0,0.0
0.0,20.256464248074693,20.256464248074693,4.0512928496149385,0.2740474453975984,0.09688579909813833,0.940870526120051,0.9259159751873767,0.6887115139102432,0.19096101910028462,0.46182200528956674,0.6025307486692917,0.2805116388938722,0.4250806408309016,0.9947257150324577,0.8944564254166764,0.22592713975589962,0.11406150639451063,0.28612103806833555,0.08776413347704581,0.5491072570994568,0.0,0.0,0.0,0.0,0.0
1.0,5.411501593595649,27.057507967978246,5.411501593595649,0.44852445457307044,0.6176739124597619,0.12853104234899249,0.6116812054154813,0.36136335676911047,0.6470154173492217,0.5996058845454798,0.6653589106030344,0.679721310524208,0.7799873108746922,0.43965255819901583,0.26908795890695847,0.15511565064230204,0.6621078061542827,0.7540746431244562,0.416631669910151,0.25849091686307557,0.0,0.0,0.0,0.0,0.0
0.0,25.518630930080434,25.518630930080434,5.103726186016087,0.9886001055431399,0.3427860969253185,0.2012857356354657,0.3289115992603244,0.9742815106706934,0.048434297517396696,0.045972942424038155,0.6073704317713877,0.9374673487202642,0.002253259076671399,0.3749146056297157,0.6236775368614066,0.8461228913145699,0.1941811456197058,0.7769002952398146,0.5509127028084526,0.5172465250563044,0.0,0.0,0.0,0.0,0.0
0.0,23.343440059716897,23.343440059716897,4.668688011943379,0.7419619451367745,0.013196834905624621,0.8465799570653978,0.14139469868426102,0.2638172045748045,0.41040519440381307,0.7205352136615847,0.6133381719970139,0.43167841984020827,0.7989788295727653,0.49967379573446413,0.009268664321559594,0.09170473843090177,0.40196066386099594,0.4475659071694753,0.7960170671727526,0.4035569493356108,0.0,0.0,0.0,0.0,0.0
1.0,6.033729790552688,30.16864895276344,6.033729790552688,0.17618421298145082,0.2991803043233131,0.5980361407326893,0.3908378415298316,0.7086045682699647,0.6094698786168767,0.4448763201472633,0.9518020271491715,0.2208665375468324,0.8689563408914089,0.7729401503916311,0.9135896229153225,0.824996144699768,0.5807760034628405,0.8847973223916593,0.7609186079054153,0.13018131126152654,0.0,0.0,0.0,0.0,0.0
