t,y,mu_0,mu_1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0.0,284.9842993441396,284.9842993441396,40.71204276344851,0.026394819176110973,0.4099590114244307,0.8128703293287548,0.07502812897242017,0.6178600360693025,0.08834064110520468,0.3421602185938649,0.04002491204472669,0.849094024788115,0.7198069774918336,0.7877612742095111,2.200288918691232,4.6145400008782325,2.448861792174176,1.3333151749257275,1.5597428553413342,2.2531550136570564,2.208648515002842,12.850160900326426,14.40990375566776,13.725494240403538,12.850160900326426,6.902305724522464,7.0634017930524085,10.597005886669368,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,55.45897148674798,388.2128004072358,55.45897148674798,0.7934201529834483,0.2311753478887253,0.7784192324684355,0.9431254380817182,0.8265104324382061,0.13567982357944175,0.8892742123862588,0.659703830458184,0.06966771384339199,0.4345573456715436,0.21070920932923465,1.8746459482381783,4.383438932107514,4.548556951659375,2.8384925138348374,3.819185407357798,3.4603226000458935,3.267329652506453,17.1054569458858,20.92464235324359,17.534294084557413,17.1054569458858,9.883525499943447,8.931995883766888,13.645134345839903,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,57.3812501580681,401.6687511064767,57.3812501580681,0.5203657409887302,0.5573299560359257,0.9971691006610519,0.2549625339174314,0.33531363116158186,0.9831501750124539,0.7250805969956728,0.3814028971830501,0.68106224473367,0.16678827104233107,0.2384859698836599,3.600114373626152,3.956192304431325,4.438667776028517,2.583082172992268,3.376202634111796,3.0226251641653974,3.545061818913593,17.60068179124366,20.976884425355458,18.562661437164984,17.60068179124366,11.061407313820066,8.394860080459843,14.578056627078263,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,311.6923899194704,311.6923899194704,44.52748427421005,0.24262609749986874,0.11786719780484955,0.07997952823278975,0.7816045003047469,0.2370901543126821,0.2357599661141061,0.7194124476647789,0.03827595832323982,0.9587000241493366,0.9067749699917133,0.27423455928087437,1.430582674624322,4.075663381741771,3.3313363461736087,2.049287431687746,2.334360363701032,2.9985092361928767,3.2816087141878607,13.885379070420326,16.219739434121358,15.11770035292044,13.885379070420326,7.760428256990808,7.40699972791538,10.886869834227449,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,308.09317170156294,308.09317170156294,44.01331024308042,0.9145236666066792,0.15578745828516527,0.17550265006111943,0.676520094382723,0.3724248373761563,0.7214194920367034,0.22590151678661452,0.4625765199025069,0.03778997076581103,0.6960493424214441,0.570673815257481,1.553076091051306,2.9106496853365145,3.56694355614236,2.6570914383660287,3.066577065474042,2.8481027412888067,3.6646665444010327,13.535863512185017,16.602440577659056,14.543438618220021,13.535863512185017,7.968122388482472,6.477593241478875,10.68776077089621,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,54.43137464023023,381.01962248161163,54.43137464023023,0.8340787917755557,0.5603593562127265,0.42636453316968004,0.1969533451534965,0.7876804187728866,0.5469487191871523,0.668267969283212,0.5141831961495222,0.39366645543716217,0.5661318052790528,0.4014379062281438,2.441522260156243,4.00086178953636,4.502138251971714,2.327791136001527,3.5942886003850294,3.326341613888527,3.6123216691946682,16.59865505155437,20.192943651939398,17.883185584747512,16.59865505155437,10.270002126016484,8.503000041508074,13.272313437665844,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,322.9417817470176,322.9417817470176,46.134540249573945,0.7747753538205606,0.53598946553332,0.2390912838814806,0.5303204429493477,0.7960938103699823,0.5863686573552815,0.18990098849054604,0.23686276261657113,0.1421965440906352,0.42258557555679177,0.5129637201264721,1.7405087134772885,3.3691418309985757,3.792508025226244,2.056416571538218,3.413448718519038,3.0612589402552692,3.229098801922508,14.019834081495596,17.43328280001463,15.192516311879885,14.019834081495596,8.594275678958802,7.16164985622482,10.958575141240326,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,356.4924975486598,356.4924975486598,50.927499649808546,0.9039133043171186,0.40091306453988873,0.8805217493624868,0.6561210546185087,0.5399871040045487,0.23469436562794743,0.4100962038324045,0.5865525758779936,0.2653660678616966,0.15999971613606812,0.9179163950949395,2.3680478232700133,4.230921355450542,3.997643740680107,2.8053805950517936,3.145725096940417,2.401811508759366,3.207560148979222,15.803805023211822,18.94953012015224,16.20598457713925,15.803805023211822,8.767503072709486,8.22856509613065,13.401993514452457,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,310.2833754369464,310.2833754369464,44.326196490992345,0.4016242662632262,0.568200760515782,0.22865698138492963,0.9722453531419878,0.32756117292635856,0.3842849538783767,0.30789442641279385,0.2116725377716392,0.30807551881634176,0.40368572708846306,0.22861125195688725,1.7008907523670695,3.344931192243544,3.4815589897265067,2.1047085231616847,2.9618109331385254,2.963872393963762,3.249789117475817,13.595961851462567,16.55777278460109,14.7410424457767,13.595961851462567,8.146322136057337,6.826490181970051,10.632089457498806,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,69.80355116843627,488.62485817905394,69.80355116843627,0.0012432717247041758,0.6969156308415866,0.7470183775406435,0.816943031100187,0.8149820472418381,0.8912052343624458,0.6062035850890621,0.7395965880953971,0.6886849974516656,0.3018358076734541,0.3960241593547674,3.7634208282917383,5.068607636293204,5.255774385906886,3.4499725980018594,3.827492800359823,4.128085336308573,4.136424561249441,21.66586078480226,25.493353585162083,22.352312748049844,21.66586078480226,13.147280550507197,10.32438202220009,17.537775448493687,0.0,0.0,0.0,0.0,0.0,0.0,0.0
