t,y,mu_0,mu_1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0.0,103.40079789905977,103.40079789905977,14.771542557008539,0.9763832826046261,0.4236214447009865,0.7676910297297751,0.8441759454817475,0.26776645694725887,0.22433570131780634,0.8493292584683647,0.5008628728578041,0.1188118815387269,0.1336572928797669,0.21418816709437716,0.04941554698282702,0.3138456336621658,0.03604653712107653,0.41836981296198983,0.794031090494432,0.05749671328471295,4.689675102646947,3.5952182352467603,4.6822430648717335,3.97821078385551,5.278093568631743,14.650011736150423,22.223440755252692,13.9459794551342,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,100.66693411077786,100.66693411077786,14.38099058725398,0.2915430077812836,0.24744990196888494,0.4317200826697577,0.41890495410122075,0.16749806644729026,0.033425587318120065,0.5495662953490786,0.21433939685930437,0.4037028501707264,0.27962549194331787,0.4069023440007229,0.16567817572393817,0.5609041680145682,0.800597147394515,0.6589092263773404,0.5735195268545251,0.3840429128450916,4.467210708112668,3.150538097884407,4.616934638780092,4.055419970327585,5.304700659489834,14.388846006382593,21.594804074594585,13.827331337930087,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,21.97653783482294,153.83576484376056,21.97653783482294,0.9919883231520596,0.5213929270107078,0.7714889471309136,0.8279850071272897,0.3534152082793143,0.6303516986450031,0.52945335807843,0.7730229388519131,0.07596297276872443,0.8135877984868611,0.5079564851800785,0.05801105294657971,0.7147194939057926,0.3540165245630471,0.5753825693556065,0.5296952639210246,0.4328086651763091,6.981056447260681,5.354729307031117,7.091104033728069,6.693266999221169,7.482442080846095,21.554602561834844,33.60259886808713,21.156765527327945,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,128.27786501465408,128.27786501465408,18.325409287807727,0.7236327135094532,0.48117749234740925,0.8077064416686144,0.11505832420284523,0.6677672780397987,0.12416348152309997,0.2946328342626313,0.6044758582658667,0.20318909516824735,0.1603838018885465,0.40507705158681984,0.5984860705882098,0.25240447537825483,0.7995323892505538,0.8342623716381178,0.3091227598001133,0.651655291842075,6.84921508482831,4.764668882799051,5.96038254205386,5.3452322704344315,5.208579297185078,18.018176924067248,28.12807807730073,17.40302665244782,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,23.278087409455306,162.94661186618714,23.278087409455306,0.61679401316148,0.7731034206574916,0.658468938061511,0.5997977352581103,0.21899314016910665,0.6404015782546265,0.904773815661032,0.578709773301422,0.4856617796180659,0.4015361697375738,0.5063050545162618,0.4867739068117449,0.47084802738342113,0.9946423248980298,0.5541818910398667,0.5851387160801433,0.7671103239009119,7.156416691513511,6.049210843788332,7.278389065875056,6.883899164404679,8.366497657328601,22.801303414717168,35.73441342291018,22.40681351324679,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,18.98606623045834,132.9024636132084,18.98606623045834,0.3851224486969679,0.580573813075351,0.9291867774637312,0.8671759483507666,0.2798707765499755,0.48532977147847756,0.5696574768404387,0.08468743321608208,0.4942127761505585,0.3594620223261191,0.40833083593083763,0.2482746158857273,0.6234125266291817,0.8829575730279665,0.2723662061819946,0.09780925117680717,0.6279792174452797,5.9259876681508,4.57265733638079,5.875729626223389,5.417341576313914,7.010775423111597,18.812492717485785,28.80249163018049,18.354104667576312,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,129.44656855202487,129.44656855202487,18.492366936003553,0.49931075102509814,0.011043346845453605,0.008330098493791627,0.6565608391939627,0.2320595375804303,0.9860396700723578,0.5936499535679128,0.5699061590177666,0.3104890586164628,0.544147626681083,0.4957935532375438,0.2743554895075453,0.5567943517802927,0.6783536307029009,0.9085797048056424,0.7383112157776583,0.3570097111567162,5.235450448247935,4.5111030902251725,6.186135093565308,6.04210128078882,6.506429215143903,17.928014756957147,28.48121912797114,17.78398094418066,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,123.91472780983271,123.91472780983271,17.702103972833246,0.7505486701568373,0.017760577793988985,0.8965573485670498,0.0663690533821133,0.2735426577093941,0.9907083188948695,0.9112693309332041,0.1580604076394042,0.024089722903339994,0.11927545555138452,0.06948730033626682,0.41223419235906344,0.8297114071321469,0.5798763920566736,0.7513333190262125,0.7637001514582773,0.839372806665415,4.934418181243805,5.657902922823903,5.52604378908105,5.51525060065811,6.266238273314134,16.726700243638987,27.899853767121,16.71590705521605,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,23.589806479109598,165.12864535376718,23.589806479109598,0.6011495163514002,0.24972035707337237,0.19273862466671465,0.3525580404636346,0.6975533599064989,0.08774755868167416,0.7784032212137006,0.9124107391176307,0.9142668060443953,0.9344682138835784,0.4248948918181862,0.8997990290579883,0.11550889455046764,0.9099210772543602,0.9192070737332705,0.967536864131527,0.8767421049952323,7.971163028321866,6.1933800852222785,7.525498905725679,6.8592326051626085,7.716917393894474,23.213579327942018,36.26619201832691,22.547313027378948,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,20.276696352155493,141.93687446508847,20.276696352155493,0.9609684380486614,0.9946810390464965,0.7171426990594655,0.9713876994328143,0.216390434367295,0.14848678308344854,0.23168376847429661,0.7280776273051132,0.41844854014722044,0.6307717832876522,0.12918355598030318,0.10402596276327825,0.3488939790780592,0.21417643976678358,0.32796388652619757,0.42832389152580996,0.8153611031994845,6.810130668783545,4.550694604988183,6.321946942580864,6.244794741537989,6.776618909386946,19.908696520751356,30.704185867277523,19.83154431970848,0.0,0.0,0.0,0.0,0.0,0.0,0.0
