t,y,mu_0,mu_1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
1.0,19.702530378283967,137.91771264798777,19.702530378283967,0.9624973082262205,0.2608515550994226,0.33551400698457345,0.4619086663341959,0.16501627394472673,0.8855331890093971,0.8541660893785917,0.7063232861694732,0.778019357831017,0.7772094636099385,0.9099015847988171,0.03174587946807628,0.8380139461923464,0.9612534663172065,5.251711007084353,7.055613541301689,3.0824197216698463,5.767525193639316,4.502316386913269,0.5346914469309505,11.557929928214957,3.0824197216698463,11.019236200723668,7.055613541301689,5.251711007084353,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,17.717674092426915,124.0237186469884,17.717674092426915,0.16907585547042403,0.9383218350137333,0.7998241804168017,0.9589221891674433,0.5200498144060443,0.5401184268664088,0.7600656731229043,0.9745865016778189,0.5130959070375787,0.9840937424648393,0.44777927579386545,0.5317879114076507,0.9962217254650868,0.09526039948978449,4.194361800246888,6.502627978016228,3.1386342942212,5.2559593184811515,4.05397563728709,0.8729352327883563,10.556603615303318,3.1386342942212,9.45032111872804,6.502627978016228,4.194361800246888,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,74.23073720961371,74.23073720961371,10.604391029944816,0.013929865369089578,0.8730236252016258,0.10561435334118141,0.5792175782227653,0.4105257660755207,0.7848124255073622,0.0070000534014578175,0.586267192487284,0.13541621321614672,0.8422239537258489,0.2009941687454757,0.11260487758992688,0.026024848787302157,0.12412915664301916,2.8241279104954122,3.5054322119290635,2.4405120642336016,2.127362069685671,3.3012512310366864,0.8471058882165635,6.80668344296575,2.4405120642336016,4.951489980181083,3.5054322119290635,2.8241279104954122,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,99.96221802638388,99.96221802638388,14.280316860911983,0.4650874309694638,0.20804774927083602,0.7933804403525471,0.6576226244028673,0.469744869730514,0.697348529478458,0.35901338714263253,0.8042702736193386,0.5648513771154159,0.5984656379090615,0.8447611731952026,0.6860467087438313,0.46199414278095197,0.0014440883189552611,4.12520968149503,4.846569325348945,2.6274833226580103,3.4522842538598635,3.6179807944423605,0.5468700741149903,8.464550119791305,2.6274833226580103,7.577493935354894,4.846569325348945,4.12520968149503,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,21.516167155523146,150.61317008866203,21.516167155523146,0.8660542280784412,0.7081741644822994,0.2240220641945203,0.9672767039948131,0.7241975071899157,0.8754572718939756,0.6467236215636205,0.8706433139544625,0.8340111735408685,0.5228509582799288,0.03568051920322912,0.6119514839265509,0.6836573171067803,0.9170206668600253,5.815626211980202,7.536544199686952,4.670812267893635,5.402514194106484,3.8788604558923363,0.9595239928312975,11.41540465557929,4.670812267893635,11.218140406086686,7.536544199686952,5.815626211980202,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,84.82234162555943,84.82234162555943,12.117477375079918,0.8562386558519423,0.19236572456468626,0.2672984613305921,0.7140356911942531,0.4470637213873653,0.6863569055563179,0.3978035745852472,0.18831166419249534,0.47970243880887076,0.02903817162016631,0.5845198873918903,0.3309995563456768,0.04369471061940544,0.28130136290753993,4.125520222621177,3.4858127650523483,2.417789709570457,2.5474431002884503,2.5368310091774986,0.6472822837967602,6.022643774229847,2.417789709570457,6.672963322909627,3.4858127650523483,4.125520222621177,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,18.601035646690466,130.20724952683327,18.601035646690466,0.2395220222995541,0.5357532131620173,0.7671483022981586,0.9965523714593382,0.6554538218678646,0.660372307350553,0.5214342459570624,0.3765783182888074,0.9113841850014323,0.8760825128862861,0.5078534812411337,0.1599487675683452,0.7662351868207714,0.9676128102624401,4.978999158344814,6.014923569597269,3.8905251052126526,5.585172478687722,3.196161855228352,0.3148847678140322,9.211085424825622,3.8905251052126526,10.564171637032537,6.014923569597269,4.978999158344814,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,14.73024650957993,103.11172556705951,14.73024650957993,0.5669769336370136,0.2778057464114344,0.6962390624015565,0.6013086297190798,0.13276648878577846,0.25036488839114435,0.010573020815602296,0.8431748693270381,0.5122889613908624,0.44194312877089426,0.9215525693578935,0.47903477399506034,0.45486788581511794,0.9059835008358629,4.515316003738351,4.743013709390031,2.558244359810143,3.866678240078344,3.301818135895418,0.2264004929636414,8.044831845285449,2.558244359810143,8.381994243816695,4.743013709390031,4.515316003738351,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,102.56093375174639,102.56093375174639,14.6515619645352,0.26748513716891764,0.5135169843087479,0.41949260670122157,0.5940266216046888,0.732828416651175,0.471555596109308,0.9357888559795371,0.6074121970233454,0.5886849751867315,0.2796218058497837,0.7906867447453291,0.15764773993612746,0.10177229358243078,0.7221107381381503,4.105714537198001,4.64559632328308,3.1863444503302403,3.8284733969155207,2.9302784652054314,0.5747054247305987,7.575874788488511,3.1863444503302403,7.934187934113521,4.64559632328308,4.105714537198001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,83.72883138564474,83.72883138564474,11.961261626520677,0.3894937736802936,0.3106527346195257,0.7563141572022973,0.15593890508748454,0.6335783770840064,0.5260527223683461,0.4839704383649355,0.3902512402184086,0.30593664916277086,0.38324954369288333,0.3283128443465637,0.39694093841932876,0.6245502138698462,0.40124114185660786,2.8145697095409212,4.212339396252946,2.574402563510586,3.65540865244916,2.328012858926021,0.2300287593175676,6.540352255178967,2.574402563510586,6.469978361990082,4.212339396252946,2.8145697095409212,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,15.048281029500783,105.33796720650548,15.048281029500783,0.38145468104321334,0.004050648611492513,0.37070880183790555,0.3884343728690496,0.19364403825929477,0.8761119210948564,0.7473112497664484,0.39656024502249065,0.8259749015023082,0.594107405681598,0.9615673428964554,0.8286943544222395,0.5287683382907711,0.1641548223539957,4.43044304479361,5.347188567789414,2.8926306862441873,3.6165308490877326,3.213852244350106,0.18947899825399883,8.56104081213952,2.8926306862441873,8.046973893881344,5.347188567789414,4.43044304479361,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,17.341145747016533,121.38802022911572,17.341145747016533,0.6582747430464094,0.10186468835836515,0.7662950776528653,0.9812774930352085,0.3563613229587693,0.9520448800662382,0.9499197783990081,0.37107085560805386,0.8635691929667568,0.08724431867269633,0.33953361522974945,0.6780627002456376,0.43320016513192827,0.55925968193261,5.133886994880975,5.654511004427704,3.511162466528377,4.41962764616064,2.510033100981512,0.9835749454535488,8.164544105409217,3.511162466528377,9.553514641041616,5.654511004427704,5.133886994880975,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,90.64087275883706,90.64087275883706,12.948696108405295,0.48546046324730363,0.04776182888177227,0.46373666566657357,0.3502750053570871,0.7384894770062852,0.594586351831339,0.46265719073704004,0.7100679935012364,0.2804216428220566,0.8076332768619475,0.30004336200772874,0.22399459617200534,0.8261144308809398,0.5187648705280203,2.801308120847313,4.957462645463661,2.4040187672414786,3.892550369625654,2.9455532763313275,0.7255306527054287,7.903015921794989,2.4040187672414786,6.693858490472968,4.957462645463661,2.801308120847313,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,91.0813822343352,91.0813822343352,13.011626033476457,0.4340696184207319,0.3812917083029743,0.1808341661569388,0.03446777016612301,0.8357252600143378,0.5347400005973739,0.8492176705366161,0.3169727595608046,0.7802139813267032,0.15649667484502439,0.6622398073438385,0.20395021392763502,0.10852670649414375,0.4357385446484313,3.4667116447338113,4.201217878660438,3.171659708817456,3.326389070731564,2.4858105690707477,0.5177818588481162,6.687028447731186,3.171659708817456,6.793100715465375,4.201217878660438,3.4667116447338113,0.0,0.0,0.0,0.0,0.0,0.0,0.0
