t,y,mu_0,mu_1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
0.0,249.09466022290866,249.09466022290866,31.136832527863582,0.35992242691391985,0.8085296084541984,0.15536068172932105,0.9294046762132158,0.003704051043386891,0.10904521280262292,0.2366089076864718,0.3406942900156732,0.6548562263466423,0.09076430826753179,0.20845254646837075,0.6804830630077094,0.5188000251262984,0.8668268397048347,0.8920759664496728,0.5036420304378126,0.39919878564625555,0.7569757279681454,4.288269621857992,5.407603923445554,3.6418130817323022,4.076390385181399,5.9040431972729595,23.318120209490203,23.318120209490203,19.029850587632215,11.311647120718513,14.953460202450817,5.407603923445554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,222.42727508604577,222.42727508604577,27.80340938575572,0.20063948316559477,0.04329094493594776,0.5249917888810487,0.779543761655191,0.4390590496169219,0.19947878291456633,0.49214777485267713,0.4289884679172936,0.8043077617794262,0.31919117096627314,0.8050102486102557,0.18144993556249167,0.44766114228684084,0.7976540654405608,0.5001518691368222,0.004691286188719723,0.23131083830599364,0.7952822608491819,3.881198306112286,4.3557569213121115,4.180601747053454,3.6282467212883946,5.049120353211142,21.09492404897739,21.09492404897739,17.2137257428651,9.404877274523255,13.585479021576708,4.3557569213121115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,31.687664699829092,253.50131759863274,31.687664699829092,0.15381643430042213,0.3907540415923312,0.24855178908696185,0.06907450779790236,0.9955608744654284,0.19474813426462967,0.6661817488615018,0.7408966726410946,0.2857011239330295,0.3898594146117379,0.4444036024697161,0.5132962747617749,0.5120588710309698,0.8618010358147932,0.13658204679199326,0.8304906587684785,0.39688634137615764,0.8608230405993742,3.8726043871606795,4.573761865030497,5.884469433780486,3.7275775569967022,5.633737076021306,23.69215031898967,23.69215031898967,19.81954593182899,10.207498941051803,16.091968374832287,4.573761865030497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,36.695382614611184,293.56306091688947,36.695382614611184,0.09099464928112078,0.9336899623470862,0.627153905728491,0.3188987792116823,0.7652761143020937,0.24294000103017954,0.09831899036158676,0.2755929642778494,0.2619612270416768,0.5847232988515793,0.6328241329301274,0.8906088499468452,0.7567955413240328,0.8638909725322126,0.9708941991204014,0.8491619982737546,0.1377006913766693,0.4226456804422686,4.679059479057717,5.606150453969005,5.604399291017471,5.016472389458502,6.665431531637162,27.571513145139857,27.571513145139857,22.89245366608214,12.271581985606167,17.875981276623637,5.606150453969005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,174.77076139969472,174.77076139969472,21.84634517496184,0.6402847181436444,0.47247918004340017,0.6265640569770918,0.26957846032189403,0.5567302415955001,0.07856741546850221,0.026241860260357575,0.6452410506191268,0.44248823048947383,0.24652369055385748,0.06360996163611699,0.42515690614369506,0.4666968979366555,0.5967589486209958,0.3598059373691327,0.16518869508262823,0.27386833112910935,0.7839687351665379,2.7695615210331965,2.9281991405352175,3.885288094785918,3.4740706889300066,3.664560429041777,16.721679874326117,16.721679874326117,13.95211835329292,6.5927595695769945,10.478047664362911,2.9281991405352175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,232.35010772589624,232.35010772589624,29.04376346573703,0.9961343038072383,0.5220603680350798,0.7119276654481498,0.6493359261709614,0.5185321034805391,0.306995117967064,0.7332357516679426,0.5915271828337604,0.22758050285524878,0.37013109073881667,0.9593435280816597,0.2667827387920282,0.22262871221239866,0.0048536560440981535,0.8683064818749849,0.05040896443174159,0.8298611121338192,0.12511349007859218,3.4355419879947564,3.636230148291159,4.741772884236928,3.694937700915615,6.108687892192326,21.617170613630783,21.617170613630783,18.18162862563603,9.744918040483485,14.486690924720413,3.636230148291159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,218.78249295911095,218.78249295911095,27.34781161988887,0.8538564186272252,0.9796251689084907,0.045534500430675195,0.438362492230693,0.8056671074572481,0.126870413268392,0.09371253264593593,0.5963680841750558,0.1864248124736565,0.01560880734685155,0.32936577284876,0.5464179577333026,0.7035735057489616,0.26922522839910257,0.20073019607171505,0.3971222490304839,0.7362652616533893,0.5629372914711067,3.1391696960940725,3.9438297200193864,4.64077662598511,3.7647276564673557,4.886829712327831,20.375333410893756,20.375333410893756,17.23616371479968,8.830659432347218,13.471436058332326,3.9438297200193864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,33.89271367824432,271.14170942595456,33.89271367824432,0.5205008827244498,0.4893924575835037,0.724427416500297,0.22045616136208113,0.27160577926200324,0.926219094435929,0.8519551337211084,0.4595854375409989,0.9396602054028007,0.28460940818788716,0.6877803053722004,0.6732646962187965,0.32744074854326144,0.9420408554433205,0.1186899706012351,0.244672052588501,0.3705669705290895,0.15633491528563537,3.5736343865502653,5.376662616235574,5.139413340833438,4.875914924158335,5.923408595909116,24.889033863686727,24.889033863686727,21.315399477136463,11.30007121214469,16.43948455297813,5.376662616235574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,34.6865377388776,277.4923019110208,34.6865377388776,0.917142719415332,0.5881311355137641,0.4315593187585762,0.3524244851142637,0.6969233843393228,0.9696469956518229,0.23342397227633926,0.5179681167169371,0.5646630545172135,0.05883857681579596,0.7890629265717075,0.3277500473614713,0.627034733745858,0.07281128546004578,0.9749293616065086,0.7682631682578994,0.7977266073706434,0.5303244220502792,3.8157178372245024,4.3235648088185625,6.152338173882507,4.758668342240396,6.7502613651015855,25.800550527267553,25.800550527267553,21.98483269004305,11.073826173920148,17.226164347802655,4.3235648088185625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,237.40044168267187,237.40044168267187,29.675055210333984,0.8533751469383897,0.9031249564326363,0.6897620009978084,0.4879972734813549,0.2987497923970186,0.8111751435114899,0.08563624338947284,0.006525061475172733,0.5832029110236423,0.749110697552419,0.28032760730461714,0.830827665521724,0.7797969626013742,0.5415883392940896,0.1040538578019522,0.11561781055571307,0.46257047897027503,0.14655493616257798,2.84108290298672,4.608119769604624,4.117270514827881,4.74679573514827,5.327524432370567,21.64079335493806,21.64079335493806,18.79971045195134,9.93564420197519,14.052914716803073,4.608119769604624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
