t,y,mu_0,mu_1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0.0,272.41673835343704,272.41673835343704,38.916676907633864,0.7497966932347442,0.5597553333564501,0.9409450321142948,0.8399129173741318,0.7824149647924787,0.366750134947607,0.1854534045379762,0.8381891724870759,0.1301986202575558,0.2398321679997597,0.6185027170038978,0.40592173930502584,3.2075269815228076,2.869314963178828,4.277651324203835,3.8676119347077567,7.075138916230564,9.944453879409393,9.944453879409393,10.354493268905472,6.076841944701636,6.076841944701636,6.076841944701636,10.354493268905472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,210.20491487056105,210.20491487056105,30.029273552937294,0.27007065380096296,0.5881638140527459,0.16819860270611975,0.3815521160888302,0.6498581553234344,0.13544795988988323,0.0879098233219392,0.10726992580492345,0.770402408201736,0.18577789263829325,0.07607398360113116,0.5991606075389706,2.425357199312526,2.422977232721278,3.2334096875129683,2.7195423038106483,5.144899503123174,7.567876735844452,7.567876735844452,8.081744119546773,4.848334432033804,4.848334432033804,4.848334432033804,8.081744119546773,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,45.567895519287426,318.97526863501196,45.567895519287426,0.8817447650581245,0.4894788987681471,0.8115165739537251,0.843915104135296,0.6330645765445959,0.14814764148867787,0.9052497380461962,0.6617226498354263,0.5044495327683165,0.8099321070327966,0.424476215019051,0.34350678404490087,3.626825384089014,3.786152368521112,4.050407685234032,4.4086905544215105,8.035515938510525,11.821668307031636,11.821668307031636,11.463385437844158,7.412977752610126,7.412977752610126,7.412977752610126,11.463385437844158,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,40.458802686894124,283.2116188082589,40.458802686894124,0.7522888666317691,0.160847257534929,0.6153944280473809,0.2519463096475999,0.030461614943877446,0.2865320366049746,0.9280220925803991,0.6069249681912982,0.4202614884686786,0.9671306507371514,0.7757252221866217,0.3370492752272912,3.5238318006502753,3.2053939486343648,2.5916855960563785,3.89831154624277,7.422143346893046,10.62753729552741,10.62753729552741,9.320911345341019,6.72922574928464,6.72922574928464,6.72922574928464,9.320911345341019,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,249.68035001731056,249.68035001731056,35.668621431044365,0.18488080551985786,0.3580506264349951,0.0540369070195601,0.34931427947223437,0.2747192157099748,0.5245003143182791,0.44036272541827626,0.07875116653995251,0.8785226669411753,0.6012022696753856,0.46794226759387336,0.6177244562591248,3.3411399639852837,2.5582924471133817,3.000310419430938,3.079028588718952,6.420168552704236,8.978460999817617,8.978460999817617,8.899742830529604,5.899432411098665,5.899432411098665,5.899432411098665,8.899742830529604,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,182.4494890764597,182.4494890764597,26.06421272520853,0.6714569770308335,0.549444527223647,0.46906498389183693,0.06870562990874596,0.04090719971818957,0.012312368009077979,0.4532543813277933,0.6730863730760608,0.008842222399290445,0.19918683471687004,0.07117694352381743,0.4100968962142181,1.9741923225896811,2.766181377271843,1.6182384028797454,1.8707320574950557,3.844924380084737,6.6111057573565795,6.6111057573565795,6.35861210274127,4.740373699861524,4.740373699861524,4.740373699861524,6.35861210274127,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,238.32349312945425,238.32349312945425,34.04621330420775,0.01266538947154805,0.7792182222462815,0.0685135617679824,0.30974569478594827,0.9257437838957421,0.12052997933429377,0.6606584957667299,0.25605588964898807,0.34079352120087114,0.4676056356630961,0.30684377335131163,0.6646451274618379,2.941202681129308,2.7140366457962566,3.3955036847099747,2.786810792812389,5.728013473941697,8.442050119737953,8.442050119737953,9.05074301163554,5.655239326925565,5.655239326925565,5.655239326925565,9.05074301163554,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,46.2986956660867,324.0908696626069,46.2986956660867,0.933185455674013,0.931694360364058,0.005037881241022002,0.19960619323383388,0.3914257254367768,0.8690524299246385,0.8185779322614867,0.5156852082906849,0.6765980493589688,0.451734039894223,0.3581529233435631,0.39397805387468565,4.053091630368423,4.269719059823897,2.9564931868529083,3.2101121288232526,7.263203759191676,11.532922819015573,11.532922819015573,11.279303877045228,8.32281069019232,8.32281069019232,8.32281069019232,11.279303877045228,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,179.5759876229548,179.5759876229548,25.653712517564973,0.28125054300206953,0.24830502273265354,0.08438181989666693,0.537029115407543,0.10366097675149888,0.469870767063728,0.21747471596646728,0.6254331654108393,0.21970450628542548,0.6662765265617298,0.5998862497106384,0.39130629173809406,2.230929373393674,1.9834742451355492,2.1842739825225204,2.3464669139461227,4.577396287339797,6.560870532475346,6.560870532475346,6.398677601051744,4.214403618529223,4.214403618529223,4.214403618529223,6.398677601051744,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,270.8029533671142,270.8029533671142,38.686136195302026,0.08647237543913744,0.5532114209299216,0.8200570807514406,0.8810598633796695,0.3602924008240478,0.7645181334136926,0.09792930168538305,0.9967821280110323,0.93522319815085,0.9740321105074715,0.01835512279994378,0.22044689046781052,3.4097411481990423,2.890065314684135,3.7886459773036836,3.4148791789407014,6.824620327139744,9.714685641823879,9.714685641823879,10.088452440186861,6.299806462883177,6.299806462883177,6.299806462883177,10.088452440186861,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,42.05425931192633,294.3798151834843,42.05425931192633,0.27560714368738537,0.5929282378650205,0.17571372498452453,0.9840015761917908,0.27663500855002165,0.19647167923200293,0.7844088146349593,0.3507053853531237,0.7508149778401341,0.5726829673418051,0.23305146725718073,0.8617379752524862,3.595126877066308,3.6162025346331093,3.8748829679411587,3.1462432649135375,6.7413701419798455,10.357572676612953,10.357572676612953,11.086212379640575,7.211329411699417,7.211329411699417,7.211329411699417,11.086212379640575,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,213.75498176288224,213.75498176288224,30.536425966126036,0.24831723707590236,0.10629648535614877,0.07220820265364192,0.22114046151680045,0.9034699307737231,0.6731577533637,0.9766840305529999,0.275069414411119,0.08695992945873243,0.529141576430448,0.2103934023954962,0.6461765728031483,2.771876376583868,2.3395036696580505,2.2466449849576913,2.6966668515910923,5.46854322817496,7.808046897833011,7.808046897833011,7.35802503119961,5.111380046241918,5.111380046241918,5.111380046241918,7.35802503119961,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,46.317556552200685,324.2228958654048,46.317556552200685,0.5629844886919063,0.8766417639149199,0.5415300644150002,0.3623027141849311,0.24387517990254792,0.8939773320670914,0.06113229381662744,0.9330857487315762,0.9707701291522242,0.4340706670579406,0.0010195216393114048,0.6660224862450829,4.011093591250257,4.070636910552337,3.662161859454018,3.420272537104014,7.431366128354272,11.502003038906608,11.502003038906608,11.743892361256613,8.081730501802594,8.081730501802594,8.081730501802594,11.743892361256613,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,48.290338895709674,338.0323722699677,48.290338895709674,0.6512023946186479,0.9228238107566606,0.8188540993594234,0.127259087680045,0.4849885333348296,0.7991376530195718,0.8109669834520921,0.19646277678043,0.3923797076799328,0.6588513249718598,0.6862607061379149,0.3302320410672903,4.760655001472886,3.304067714355054,3.762797986016097,4.022768807169899,8.783423808642784,12.08749152299784,12.08749152299784,11.827520701844037,8.06472271582794,8.06472271582794,8.06472271582794,11.827520701844037,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,245.2921094755085,245.2921094755085,35.041729925072644,0.10572521941270652,0.5465685707224895,0.4980533634627019,0.026397431040918184,0.5392716046448861,0.1913082158955759,0.4690854870820188,0.28107777696054226,0.3611177120651313,0.39073032441773736,0.08811886111730383,0.9685998097423834,3.1228520200876044,2.7321745759852716,3.0281273527958144,2.9516168948628505,6.0744689149504545,8.806643490935727,8.806643490935727,8.88315394886869,5.855026596072876,5.855026596072876,5.855026596072876,8.88315394886869,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,226.7367039639376,226.7367039639376,32.39095770913394,0.16430437378193463,0.10944938909196023,0.12248006081829343,0.25825626370219856,0.4189788032902929,0.6334580354608008,0.33622329654133365,0.6319103410540908,0.47943653660658825,0.406687517354127,0.18951258746426003,0.9477320103631379,2.818291916346374,2.6690559474390456,2.5258456513367316,2.7291318896786345,5.547423806025009,8.216479753464053,8.216479753464053,8.01319351512215,5.48734786378542,5.48734786378542,5.48734786378542,8.01319351512215,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,230.2309702525004,230.2309702525004,32.890138607500056,0.7842811927255944,0.56317996174432,0.0994523927270432,0.4266049937562285,0.5932180699353612,0.1769427857838788,0.18075475635235294,0.18992782248236462,0.7028854474595936,0.04757276879808603,0.13813062775227514,0.5908029906698871,2.4521489624893507,3.0118321714341127,3.1142744840447087,2.9563434900678405,5.408492452557191,8.420324623991304,8.420324623991304,8.578255617968171,5.463981133923463,5.463981133923463,5.463981133923463,8.578255617968171,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,42.084061080819026,294.5884275657332,42.084061080819026,0.48383098261921775,0.7280258015820479,0.7112044736216929,0.21290898859207985,0.7442411052556459,0.7337933439137803,0.7586229174539576,0.72511183832783,0.029707615312008495,0.7241253324653969,0.014230562341016495,0.7420471558647851,3.717631870089289,3.467346311159847,3.1823657025692764,3.4493872274797632,7.167019097569052,10.634365408728899,10.634365408728899,10.367343883818412,7.184978181249136,7.184978181249136,7.184978181249136,10.367343883818412,0.0,0.0,0.0,0.0,0.0,0.0,0.0
