t,y,mu_0,mu_1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0.0,148.09878455985634,148.09878455985634,21.15696922283662,0.6547897177718954,0.7981400604183645,0.2198061549967555,0.2883052758240623,0.7481933672954392,0.3206928791305257,0.5443916217006152,0.15803632250011934,0.8983435307688116,0.32884702030480717,0.25203957666927057,0.9149527016700408,0.26536541401901226,0.8806641863723869,0.9589828939044727,3.993479991067634,4.702513973751436,3.269130673127956,4.101129368129598,3.8483054963128747,7.841785487380509,16.645428829261544,12.544299461131946,11.110916160508465,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,139.94585722326897,139.94585722326897,19.992265317609853,0.81989620815361,0.09164332460605429,0.8438340941879707,0.3691387886291073,0.11398487797359524,0.39057742877868773,0.027168129336421765,0.694072182631308,0.5050007297939145,0.26107155965816864,0.14343593572225788,0.5530281451324423,0.4459030822242721,0.8987769699348094,0.33459520474797233,4.227458749764557,4.684810430165588,2.754789936942098,3.0889635164979223,3.493890866445291,7.721349616209848,15.49512356287336,12.406160046375437,10.476139553151945,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,31.909848420243502,223.36893894170453,31.909848420243502,0.8135182475007718,0.9589976918985839,0.9728710938574152,0.5106014333292025,0.787619853263332,0.9080705185443655,0.7658917989626429,0.9968489035634739,0.693873685744935,0.8141491857984533,0.6285474689572684,0.9658071304808777,0.5391707933658411,0.447729539804008,0.29784073165721947,5.728316820193831,6.728671619207539,5.230911233265479,4.8674172530332225,6.3746516858825295,12.10296850607636,23.69905737831712,18.831640125283897,17.33387973934184,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,22.275887232558635,155.93121062791045,22.275887232558635,0.15764794069220844,0.1987297448876354,0.9518447041142165,0.35612054314146235,0.20765470128496166,0.9285188864924662,0.7480574158638561,0.7223192932874984,0.7375509154975005,0.2705860420227839,0.21863583126093666,0.6236295634657117,0.772676527777562,0.12694575803806551,0.4187641456909965,4.346778725491354,4.769328048629762,3.360202640131094,2.0662167755405925,4.5810404099963105,8.927819135487663,15.763363959658019,13.697147184117426,12.288021775618759,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,24.761588030578164,173.33111621404714,24.761588030578164,0.2723781730037367,0.3942597780783492,0.9946369304609805,0.7107750561670776,0.28916870569936914,0.7354175698969446,0.47520651829569394,0.22160262719884882,0.8372315492476474,0.482209127159552,0.14106476532767986,0.7528365211626453,0.3674323343085425,0.6591074027015911,0.6433430997944438,4.858783972710212,5.315000254106255,3.573487007119077,3.497025851685634,4.855018410017431,9.713802382727643,18.52582848851953,15.028802636833896,13.28728938984672,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,147.03104977135146,147.03104977135146,21.004435681621636,0.28836441330929863,0.3928107782898371,0.6939824595876793,0.1089135266783885,0.07827235000386124,0.8830104572330468,0.08648867404477667,0.9428689134429594,0.9793132987989948,0.701044412806548,0.5581418422690935,0.30664434715384215,0.7320097950785658,0.07067250447817064,0.7881870218542015,4.352421072697382,4.613721608029009,2.8712708386877512,3.099260776630331,3.912536022180131,8.264957094877513,15.977939479536854,12.878678702906523,11.136227933565264,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,22.117867205676255,154.8250704397338,22.117867205676255,0.2708011119613467,0.631608486369677,0.2212998734750008,0.22383442834982614,0.18714831072356852,0.8282879869863825,0.8437864251975256,0.5238637831364911,0.41253974509861135,0.9850436546600377,0.33091304060280635,0.5274749200243194,0.05740064131119693,0.6735359655929389,0.58063733908401,3.909847337251775,3.812141322371991,4.265500554646771,3.528276432635244,4.351250326899284,8.261097664151059,15.601515419158293,12.07323898652305,12.52659821879783,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,148.51019870313905,148.51019870313905,21.215742671877006,0.31017100162368516,0.7948951979791061,0.38496244144934944,0.8399875241811893,0.5233353303905128,0.3578032865078459,0.32027255293302515,0.1658110819881794,0.6768577666723196,0.5903410683947691,0.1095762794400642,0.6402959410627774,0.3002712446504501,0.7445607198343854,0.2567719948094006,3.499769269273192,4.866423118623933,3.542111564229907,4.066389558125518,4.171110447781591,7.670879717054783,16.603692393804234,12.537302835678716,11.21299128128469,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,22.5545116950104,157.8815818650728,22.5545116950104,0.42091585913722507,0.47224663517164345,0.9771338490485949,0.05678899088181577,0.8184202269925375,0.5573600891419072,0.13351478977522513,0.4949739025506572,0.6644902904685354,0.40767422674729714,0.7410576075162244,0.36156238985117406,0.34495879331695134,0.6452483905069522,0.3815050920877471,4.215630311585073,4.771251060364515,3.113980616596392,3.4084220004296935,4.682156963927506,8.897787275512579,17.077460336306785,13.669038335877094,12.01176789210897,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,22.72438828877133,159.0707180213993,22.72438828877133,0.6519027709539197,0.5893435073174591,0.2547707977738425,0.9155474536348777,0.01124280204396333,0.7349192290647644,0.3736445037093352,0.0748409078069926,0.7568306147224083,0.4563221285511645,0.5628953248915313,0.163028761233021,0.8721374394774417,0.692942390692196,0.5255077614671538,3.9244526265643787,4.197663295935908,3.2594594155032937,4.625784190763556,4.874422069839117,8.798874696403495,17.62232218310296,12.996537992339404,12.058334111906788,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,61.05425147256549,61.05425147256549,8.722035924652213,0.5499865297193108,0.3072336900493877,0.07395527081824205,0.1107294083409267,0.0502217260724106,0.1813246491101448,0.20897641002222855,0.5801025963199281,0.10372462724817277,0.10538906471403564,0.1845069043964206,0.6056495725711987,0.25440675564366844,0.062338755339641394,0.2947834949319196,2.093390651828422,1.9465177770682245,1.2990826099193158,1.4239089798078957,1.231848944457719,3.325239596286141,6.695666353162261,5.271757373354365,4.624322206205457,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,23.902967092888847,167.32076965022193,23.902967092888847,0.9019415781953382,0.39767389430559796,0.4398127119451991,0.3171617359812655,0.35283861336279476,0.9460708264007597,0.24594016914820305,0.5956516627942736,0.3484279195642319,0.3795573713397835,0.3494535968123418,0.8686774749996756,0.9299714628707438,0.6707805630726645,0.6023256282256938,4.789934200231874,4.902879515930632,3.5080009420997444,3.3649966592712235,4.631587050933756,9.421521251165629,17.689397426367485,14.324400767096261,12.929522193265374,0.0,0.0,0.0,0.0,0.0,0.0,0.0
