t,y,mu_0,mu_1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0.0,42.51678923597598,42.51678923597598,8.503357847195195,0.7714048018869465,0.11399937939696314,0.9100754476361503,0.1340719068841586,0.24081525219565691,0.8649891819811548,0.02209398684893915,0.8731370294251022,0.4237486107703755,0.5295294693770389,0.247341793931118,0.8656870028807184,3.5425909814515766,2.717941613157346,1.2657578017849356,3.5425909814515766,3.5425909814515766,6.2605325946089225,7.526290396393858,0.0,0.0,0.0,0.0,0.0
0.0,37.28393324998258,37.28393324998258,7.456786649996516,0.0665805207783835,0.07048402950466148,0.49908501587738274,0.4656391294686487,0.20285476289159876,0.4195440472161961,0.09744385761654162,0.4163991351476093,0.06877246731819797,0.892444607076374,0.7816216114818719,0.8892623300039709,3.104253284556375,1.8206783978246404,2.413044140423155,3.104253284556375,3.104253284556375,4.924931682381015,7.33797582280417,0.0,0.0,0.0,0.0,0.0
1.0,10.641538561506797,53.20769280753399,10.641538561506797,0.8854380652335362,0.6306450171440963,0.9668362878000322,0.6113431263735862,0.23317281439568927,0.2213532173512135,0.9835825768702954,0.7232567038015627,0.11113893339239234,0.26597844104096313,0.4961799739840249,0.0942614605079165,3.925774718917297,4.259975459777654,2.2373193729383596,3.925774718917297,3.925774718917297,8.185750178694951,10.423069551633311,0.0,0.0,0.0,0.0,0.0
1.0,10.610074411594903,53.05037205797451,10.610074411594903,0.47349702215960654,0.5905035113856664,0.04024637147315624,0.22931653267441898,0.2839992702385373,0.8928212823783022,0.8422890823126632,0.9980926217563163,0.21956818210261253,0.19786727773074564,0.5003350805880304,0.9390756017143381,4.449369580594278,3.204015571943371,1.8020216726173988,4.449369580594278,4.449369580594278,7.653385152537649,9.455406825155048,0.0,0.0,0.0,0.0,0.0
0.0,51.05023176108676,51.05023176108676,10.210046352217352,0.918111596813798,0.324928416177379,0.28149741355036606,0.7573462232885263,0.2679432388783731,0.5486016938257825,0.6698399902374297,0.20137618448845684,0.09381324403390878,0.44528559963894676,0.18010405236535587,0.5164870504868173,4.4485438093470515,2.5967447106544395,1.975607530348581,4.4485438093470515,4.4485438093470515,7.045288520001491,9.020896050350071,0.0,0.0,0.0,0.0,0.0
1.0,12.196511241167698,60.98255620583849,12.196511241167698,0.7493975163843399,0.09450061906601515,0.29097445343078454,0.35325803730011573,0.5963217205041556,0.7938055861034938,0.6744379538407248,0.9159231343000169,0.9771566226864387,0.6561333070662574,0.814643366529001,0.9578240805806162,4.875678820845719,3.9025725411282512,2.5148570504655448,4.875678820845719,4.875678820845719,8.77825136197397,11.293108412439516,0.0,0.0,0.0,0.0,0.0
1.0,12.498572171250357,62.49286085625179,12.498572171250357,0.9859148314761242,0.6136593602234285,0.6560718764546405,0.48245917903709123,0.872641263765096,0.30892133923921816,0.2391547510049662,0.13193471234250964,0.4119452391543149,0.845028810303845,0.875901048032384,0.7050758807904492,5.052855415840218,3.407866381982047,3.689689661361845,5.052855415840218,5.052855415840218,8.460721797822266,12.150411459184111,0.0,0.0,0.0,0.0,0.0
0.0,46.13668770787713,46.13668770787713,9.227337541575427,0.47046238211096314,0.039574617588984506,0.4519669131958661,0.3427497673056067,0.6700007280321852,0.1215492063399789,0.8828893575478629,0.3626742246599658,0.9396615395982361,0.2993408616676402,0.36690584105116886,0.45616943282829425,3.282736353421516,3.6895171479287074,1.7185718156455856,3.282736353421516,3.282736353421516,6.972253501350224,8.69082531699581,0.0,0.0,0.0,0.0,0.0
1.0,12.708845594875694,63.544227974378465,12.708845594875694,0.34033182886707825,0.917842282931888,0.230263713383277,0.8615573752426731,0.930430796623427,0.5275399617728143,0.4497440550773928,0.4614555510382893,0.5934994690421457,0.2754038266598725,0.2872378684515968,0.449634217147345,4.752484344322491,4.444793243339093,3.272472149909457,4.752484344322491,4.752484344322491,9.197277587661585,12.469749737571043,0.0,0.0,0.0,0.0,0.0
1.0,11.956552695032359,59.782763475161794,11.956552695032359,0.8080393639358351,0.717438777850198,0.3257210611311776,0.21679904855347443,0.9427066651682537,0.8549611350275,0.8278419096132517,0.7697547932677035,0.45927955339259274,0.08720418396491514,0.8859030585758074,0.05051587068223784,4.505506954795666,4.2595418089766515,2.8500517341126486,4.505506954795666,4.505506954795666,8.765048763772317,11.615100497884965,0.0,0.0,0.0,0.0,0.0
