t,y,mu_0,mu_1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
1.0,85.43289494482528,854.3289494482528,85.43289494482528,0.4729219696999608,0.7849741800695452,0.13141213181389466,0.2862262883564739,0.37944487578765984,0.37906562005430844,0.7887306565708814,0.2752180842829197,0.7560683204422348,0.7625853433019935,0.5376834701845012,0.8272477867425979,0.3180120723457448,0.48269070498147826,0.9532356671774319,0.17701377266576512,0.7509752300876188,0.6780730187562211,0.5903072017457687,0.9454832173225967,4.328609265956462,7.517567796374285,5.02062472238948,7.838953266575342,4.8215140386903865,5.865327298771589,3.7877153732493634,3.5533853954142387,36.86836985864956,27.5536431221822,21.956905212949593,19.260851455265694,14.47455671071134,12.937838677896213,38.40508789146468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,81.18010633770832,811.8010633770832,81.18010633770832,0.4442735431062991,0.28116465593023343,0.8910246758657726,0.440665500629424,0.8866512408970308,0.6214320702322457,0.08159689239927836,0.9144680519317455,0.6130775112749121,0.8993335611191845,0.6598597751605134,0.9488075661089055,0.37006504715268185,0.1022371581635294,0.37338088568942385,0.8871225980030372,0.7401876584283554,0.377692338494117,0.5712258964543403,0.4531276700832797,6.315884118205043,7.585151476490838,3.9097267132659606,8.246825268711147,3.3397163793274935,5.30752891953137,4.171695464089169,3.5913832683774496,37.1603826884671,26.458007606820708,20.393790377665617,16.148355280502273,12.818940762948031,13.827295961621704,36.152027489793426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,693.1654180875394,693.1654180875394,69.31654180875394,0.9953551524442917,0.21477552691515167,0.2808406455716179,0.1669152853629584,0.9689573363915277,0.4135194822723579,0.14439635666971362,0.5680817248763522,0.7742578483924377,0.991537514579546,0.7463217772876103,0.21222842053629543,0.44981274106140634,0.8383647950834865,0.5653294179583918,0.045001208475379584,0.38609682070121576,0.5148236730528558,0.5414991951351849,0.2315075927289305,4.92176595484483,6.060975636081166,4.716744376061119,6.5484078919478215,2.935002715308866,4.4344397742114126,3.258600140153765,2.791102489879699,31.232599204277264,23.068928456507393,18.003262276233396,14.877289355461098,10.628042629674043,11.11536881030746,30.745273023643847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,88.19943450771356,881.9943450771356,88.19943450771356,0.9695048806705672,0.1188453047141057,0.48518013198283827,0.5875585666506613,0.19502917922512752,0.2052978321398885,0.6844269767101329,0.9703768448877163,0.9835382684588528,0.13554539744085892,0.695790491032368,0.6034379066155305,0.6460865364989772,0.05814305199895442,0.763026571607038,0.7386623498400634,0.9001702617423282,0.9333194542398878,0.30749038632905856,0.22756466498583994,5.386386408828692,7.587598745711665,4.929316726392606,6.99793673866688,4.6776558002302675,6.596416808868389,3.9336048756083044,4.0884297906912135,37.600929086129625,29.177374490031617,23.20176207166387,20.291819126182475,15.207677484706961,13.997647084667264,38.810959486169324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,84.7083553259844,847.083553259844,84.7083553259844,0.19453089616009867,0.422816170718615,0.9781583816370063,0.3428450417631759,0.8262719887053532,0.29280406584643615,0.5510953884875893,0.8494578033141977,0.766675306194537,0.8071609521232351,0.3391103946081603,0.0075891996530009775,0.05757054329451683,0.022625023457150006,0.604930027448146,0.7432307513030117,0.8007789860544184,0.7293022978914673,0.1364261627411364,0.42238891666410816,5.887111310526047,7.766834744307703,4.688581953259111,7.345901819228763,4.09480683665557,5.500379457049649,4.270073757514487,3.7265119274573086,37.77982234894899,27.937714301798078,21.682308082073774,18.01028017442164,13.865260051219705,14.251991904696103,37.39309049547259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,633.6879170935044,633.6879170935044,63.36879170935045,0.9749250388540417,0.5697525660976492,0.78223852420067,0.7786229813902938,0.8943920125668708,0.15418265543229892,0.15554380208518115,0.11972749367422952,0.5028731887648626,0.873332427348297,0.22462827658595552,0.5325181507639306,0.40652875859818227,0.1607708010108363,0.7495279025878758,0.08401215606267931,0.3277246937997703,0.08323116521913176,0.2027694854549611,0.08188231118678402,4.414665634046701,5.9226794092655615,4.107294355105804,5.669569155816822,2.208277108918799,4.154353610947917,3.6617626167415085,2.3500150266589728,28.334263306554167,20.807270118284784,16.534342401978257,12.819940101631492,10.024393336608224,10.284705359707008,28.073951283455383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,73.79429196444808,737.9429196444808,73.79429196444808,0.03457036590520213,0.3695636860305641,0.762664363374892,0.7046907166027591,0.6885278636939476,0.9330767073932941,0.631925308793606,0.7122492270010167,0.39775660809133573,0.4123706918323018,0.8625027309649167,0.4723291551803268,0.298235553450213,0.3209690775293461,0.40561849224417323,0.26335776028186386,0.6815742917684458,0.19131737326463039,0.7126319786443555,0.2544142626708801,4.899871851295631,6.405085264713406,3.4410099647125976,7.836351870186471,3.7048803577467915,4.91572635127265,4.342150778493105,2.6852202142177664,33.31457030136576,23.366573789741075,17.447041794916423,14.746836887949806,12.962757487512546,12.946902987535529,33.33042480134279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,81.25387559147842,812.5387559147841,81.25387559147842,0.04767961638273199,0.9755169355181719,0.41446858575098144,0.7139167749249947,0.32050978314066203,0.6042339626979799,0.9998144737300916,0.7021067721174175,0.12868421664279106,0.7500816557527693,0.6901974521124179,0.49884401346062435,0.920310837554506,0.18782823164056994,0.5684113603971103,0.41664211594854694,0.5122479901376874,0.37342502432554237,0.4225349931454552,0.1597281153787662,4.586085986106344,6.700775926829906,3.8539569381174843,7.832393002286913,4.5540575493714766,5.4209385474487375,4.57133461581882,3.727781289766392,35.82638530829733,25.115814947873947,19.70345270216252,17.556734324704088,14.546330712639033,13.71147815129664,36.66123786963973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,502.007881560021,502.007881560021,50.200788156002105,0.8031435292705,0.7025006924769158,0.5440537089170112,0.3482139674978718,0.665515568729141,0.22646421432241826,0.23156538850266006,0.21293266476479167,0.1452402439050835,0.10985503830959398,0.5436297420834983,0.6899287072003497,0.9076633739957097,0.26594331148178807,0.43615445400955044,0.00661782921824805,0.32492763024391513,0.35547248412249677,0.06526570215090943,0.21231691831912547,2.9638770601067703,4.352862307921316,3.0711155448575154,5.108265995833251,2.328819016271239,4.013331160995705,1.9480409241523886,1.7258695041752103,21.49885035331769,16.730005090152545,13.163178517949746,11.139135226299668,8.290191101419333,7.240737000530398,22.548304454206626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,608.1665031881864,608.1665031881864,60.816650318818645,0.4155161533867281,0.2883500479828115,0.08489579868600983,0.9820698147406474,0.3103915948986863,0.05835577992216534,0.3491949702561533,0.054950841112843984,0.8731081709802705,0.18825460013628648,0.14860061379830813,0.046422423257458045,0.22051729861238212,0.8768061908548809,0.5618900505453956,0.7142732294163553,0.025359947392790017,0.8019864908637419,0.8780578413576536,0.8512279478224639,3.0208949766435067,6.841227755708837,3.303904202121986,3.796711000210305,2.9597901895113896,4.268125143685947,3.0993139168349906,2.3707082167942373,25.39255025782525,20.393942267671665,16.783965318311008,12.90252775211356,10.327229250032328,9.079999082989886,26.63978042486769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
