t,y,mu_0,mu_1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0.0,112.52659692886427,112.52659692886427,18.754432821477376,0.6607985035542179,0.6746960064062374,0.7841028124991569,0.1629953876864626,0.3360358414457645,0.8086757583095251,0.21728450264876675,0.608309130227369,0.16159538289958808,0.6662665354125253,0.40701376725239846,3.6637749725527198,1.9961211219922705,2.713837058312559,3.8246727479295046,5.820793869921776,12.198405900787055,7.488447720482224,9.484568842474495,12.198405900787055,12.198405900787055,8.534630928234334,0.0,0.0,0.0,0.0,0.0,0.0
1.0,23.83097011271563,142.98582067629377,23.83097011271563,0.5132697120535343,0.8461020162930208,0.6143117716658034,0.1461164931707497,0.2799582394991439,0.3428233146721871,0.7501521138514934,0.7675883498286776,0.8932046812800615,0.19113837165260472,0.7414958535278368,4.234253399466411,2.6786511422965105,3.2144492474979702,5.10179459428983,7.780445736586341,15.229148383550722,9.33604799375624,12.014699136052752,15.229148383550722,15.229148383550722,10.994894984084311,0.0,0.0,0.0,0.0,0.0,0.0
0.0,104.38580661230488,104.38580661230488,17.397634435384145,0.7792133809846367,0.021491840584011657,0.21291255478611382,0.6244709606757932,0.9292179496260484,0.12056477712449765,0.9009873252194028,0.5804533853535871,0.008832318670597528,0.26162064243089156,0.004760291781753523,3.738746972977496,2.363226450541087,3.1351005500967766,2.474473454195757,4.837699904736844,11.711547427811116,6.213220427173253,8.57644687771434,11.711547427811116,11.711547427811116,7.972800454833621,0.0,0.0,0.0,0.0,0.0,0.0
0.0,124.87909930158565,124.87909930158565,20.81318321693094,0.689049010071031,0.5652184047590747,0.8040249700223805,0.027842262397116957,0.9092850791583883,0.7061341509201747,0.5818332216212742,0.5260914396239113,0.22796519732697518,0.07130406770797482,0.6292248683464902,3.8765222130642165,2.4193599537125863,3.1842579585998037,4.068334515017398,6.487694468729984,13.548474640394005,7.944856728081614,10.3642166817942,13.548474640394005,13.548474640394005,9.671952427329789,0.0,0.0,0.0,0.0,0.0,0.0
0.0,111.33750679420892,111.33750679420892,18.556251132368153,0.20964387989913724,0.5395716577128618,0.28487625615240564,0.24282394792172102,0.835252703957205,0.3804439912386166,0.27189157944440123,0.6822649516083473,0.42898258751754215,0.8081766138428828,0.6901206737494996,3.6212192264481566,2.2562747770084672,2.683844327056358,3.5209756453453953,5.7772504223538625,12.082313975858376,7.142194871793552,9.398469648802019,12.082313975858376,12.082313975858376,8.46109474941022,0.0,0.0,0.0,0.0,0.0,0.0
1.0,22.764722585816298,136.58833551489778,22.764722585816298,0.18863795952982254,0.14801448355994618,0.9255198902998517,0.011325335363281175,0.46324623383251484,0.9402967677876239,0.7294529599946441,0.8952568364497234,0.845653288213166,0.9118479035476105,0.9235703081488928,4.223698054340837,1.6568773004987307,3.3296395436883595,5.419089869817129,7.0759671703158595,14.629304768345055,9.642787924157966,11.299665224656696,14.629304768345055,14.629304768345055,10.405606714004218,0.0,0.0,0.0,0.0,0.0,0.0
1.0,27.405167934097648,164.4310076045859,27.405167934097648,0.8153166953776579,0.7602993243109519,0.2999864526136742,0.9608178400071077,0.16366666320022927,0.42396926852520633,0.6703872792424513,0.24948101469616601,0.8991650921715232,0.8657498004822586,0.9463349004489281,5.4353891474058535,3.5992656150674702,3.388433758066358,5.210441172016009,8.80970678708348,17.63352969255569,10.645830319421862,14.245095934489331,17.63352969255569,17.63352969255569,12.198140545149837,0.0,0.0,0.0,0.0,0.0,0.0
0.0,97.50053309784806,97.50053309784806,16.250088849641344,0.10281662080510523,0.35987991074563497,0.4776859246887323,0.6679471191304488,0.13157703105499552,0.07229279477774564,0.8009770603652621,0.6120113472413781,0.14235795762217585,0.15020542865020703,0.7593724291871644,2.833447053062562,1.4045786393583604,2.1343960005428357,3.892524543758542,5.297103183116903,10.2649462367223,6.725971596821104,8.130550236179465,10.2649462367223,10.2649462367223,7.431499183659739,0.0,0.0,0.0,0.0,0.0,0.0
1.0,23.030236728119046,138.18142036871427,23.030236728119046,0.9683260895228314,0.979777208427167,0.6453044280554254,0.10426532407423117,0.6764260071109375,0.500081783099981,0.32706498915296733,0.25501954545420424,0.7197854099148575,0.040445462599479676,0.19172112412465592,4.461394918857897,3.4485800390500243,3.3691268041324873,3.723019812303489,7.1715998513535135,15.002121574343898,8.184414731161386,11.632994770211411,15.002121574343898,15.002121574343898,10.540726655486,0.0,0.0,0.0,0.0,0.0,0.0
0.0,102.07165837914208,102.07165837914208,17.011943063190348,0.8117166508314481,0.19245586525362546,0.4442211234560397,0.4485587349214599,0.14550592268852358,0.31113103285486576,0.899577680268834,0.3194453227448417,0.17133109231510701,0.7534917934802262,0.47200409519111464,3.866858863215264,1.769568266010164,2.34077884695742,3.258724947005888,5.028293213016052,11.235930923188736,7.125583810221151,8.895152076231316,11.235930923188736,11.235930923188736,7.369072059973472,0.0,0.0,0.0,0.0,0.0,0.0
