t,y,mu_0,mu_1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
1.0,38.18385417550864,343.6546875795778,38.18385417550864,0.8729395257421064,0.9692196078691834,0.8184736983288967,0.5664749623007225,0.8342428642984195,0.05390842159058773,0.6151546922875524,0.9706722516704925,0.04943103657578374,0.462721505517558,0.43452698736314144,0.6164984252053557,0.9112579299336695,0.46061634435254095,0.8086173431232202,0.4170990200868291,0.030294385750248565,0.06289671468215219,0.9788497655528196,6.703104813600816,7.8119624338526545,3.8018145139607835,6.739698852225932,5.419097720528061,3.9044551007712327,6.229693294860935,5.044778173141558,34.040827955128535,22.39203693973954,28.961035714411416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,292.2585720654094,292.2585720654094,32.47317467393438,0.20110210428597974,0.3536071600014522,0.01043881482204645,0.290290457098655,0.8525255027255476,0.1969168846263475,0.8885167839763615,0.5769904602747824,0.20661470497690482,0.07314652091976093,0.23118201275682526,0.5127151506822656,0.8093503754619493,0.8693203823626425,0.7953295274664558,0.8629059459526301,0.11283561521820118,0.034444061041401186,0.9712944809892944,5.864306412851947,6.568100656513799,4.323157180095437,4.010022896898329,4.876563277549867,4.337178028090931,4.529802851093104,4.5987225710667685,28.216596037550946,18.810229908907978,25.102765174450447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,292.3433524870219,292.3433524870219,32.48259472078021,0.06264182908836513,0.6199400073290392,0.3409296062042727,0.0019498855352612088,0.8852254745287226,0.8963623721708288,0.3377380960999511,0.939832038039039,0.6802999086325568,0.8778632011894505,0.5193153276992531,0.18750040834851334,0.5249265060098242,0.38024479179932913,0.8469149638113893,0.20870755817802256,0.8766443169413768,0.3888335703557302,0.06279022916732802,4.799897194439152,6.305196327086816,4.847728279321217,4.1699429572288285,4.741194240850211,4.525739821519652,5.8451366330479475,5.1836420038948985,29.26555285098069,18.67922197708253,24.648504579595667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,39.516729558837376,355.6505660295364,39.516729558837376,0.7049672741486188,0.2591871560182274,0.09749587236566004,0.4637805246682227,0.9506022828377817,0.962314102242374,0.4468150699498059,0.5740494343728236,0.16501758190722793,0.3065086171605047,0.9836534199774329,0.2702294120836618,0.991875293057252,0.3895967263204282,0.9391307592401309,0.7244448718837404,0.2755193206714388,0.19686230418466644,0.39193507257579574,7.0445926492664785,8.078880934616901,5.069606820211378,4.074126915162687,6.692539395691552,5.122351354028501,7.289790599488946,6.44000599183239,36.66340690547055,22.681076910290056,29.389558673285947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,278.4816764977544,278.4816764977544,30.94240849975049,0.5128805732197169,0.7735454940191766,0.8235550458055793,0.42772490190684276,0.6451479542433363,0.3412473384038933,0.9065345826819364,0.8440455053169531,0.3340359433429859,0.8679886354838612,0.6917954954547306,0.4962438967432611,0.047612382046355206,0.18153712862030336,0.8012731807353864,0.17846057925003467,0.2709821898014795,0.2873154391411359,0.260204011643383,5.119189256212392,6.665350599730279,3.546391538468478,5.404698765382371,4.624112657151198,2.7927307397794467,5.671722029892724,4.240843269402743,27.85329671782087,17.557462030776954,23.52836089957297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,35.68227335108265,321.14046015974384,35.68227335108265,0.9649362148474684,0.06316462893198249,0.7291318104919747,0.4170429589646161,0.26027991727070343,0.7453480637900982,0.8234093027055048,0.6041654070590876,0.9936382936483062,0.9784220128230758,0.5697004475086861,0.2250942567893215,0.20522997144914312,0.7908068149053897,0.4343657385417724,0.7427267334571693,0.24322601197054872,0.15412583513117417,0.4452480007620703,6.230724533335749,7.739780896512816,4.4360015535364585,4.856827323896706,5.529372296344992,4.20686578644383,7.040822162793014,4.431496753562477,32.29610885637677,19.72591439723876,27.47020009372556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,38.136611089067394,343.22949980160655,38.136611089067394,0.19963665934576624,0.5748866785527122,0.14726774391965858,0.6485108261408097,0.43783095500841274,0.6394324270468853,0.5660336255172902,0.03338045515801402,0.476520570507435,0.45888496348552854,0.800885974333248,0.3753047916451453,0.7063904187605462,0.9517564505413691,0.7944011890204695,0.9076329205223339,0.28359219384983936,0.29183057425516845,0.8335036948368189,6.791264750572258,7.851186439216937,5.313255351188173,4.018672949369941,5.413467857117308,5.2252445809282495,6.217394648091092,5.986491959892852,33.6525367459717,22.021674240763303,29.199624071275558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,36.56889446992164,329.12005022929475,36.56889446992164,0.31272368059508937,0.018100697750406902,0.3946807246003282,0.3366611636236646,0.17370591850139616,0.9662474649296855,0.7744963726117188,0.9699355811883384,0.8483933319885251,0.9321321992292166,0.2321930695236566,0.9119327019786061,0.9876211854953766,0.9800672629325157,0.930993685109164,0.07537731278848825,0.8309495058058173,0.5108912287477864,0.7130348949223113,5.438555092730319,7.031261870450016,5.386254506416838,5.190059923896452,4.977905139191998,5.4428820068030515,6.190729736384591,4.5692938297103645,31.809425728716775,20.640790853140185,28.489013400296678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,40.71420018550061,366.42780166950547,40.71420018550061,0.15027788279585275,0.9867817866855091,0.8179816909833818,0.6703371987576764,0.8070260125053793,0.7443880603024191,0.764720546784829,0.3195849480974341,0.9015060602324726,0.1924635928355466,0.18335064758327013,0.521516459025548,0.09199775866985282,0.7701390948736219,0.9495944870109998,0.46305671036322904,0.3235100023086078,0.06642535901549707,0.8994171912420034,6.662859855922495,8.301157937548494,5.825261081738286,6.140854589340755,5.057755042289882,4.967664353397137,5.971980102040082,5.7980387221108085,34.59915266510116,23.569417520771196,31.897797817947165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,37.489892127239706,337.4090291451574,37.489892127239706,0.8526769435338799,0.9957925498600363,0.3847403389257107,0.270403601749423,0.8080527789788994,0.66232388884649,0.15878903020082957,0.7441183299679924,0.5660257293833697,0.17070883971502715,0.9492887097216576,0.2368770163968933,0.5953594876221306,0.40811144701439606,0.31000984420816835,0.9421358880098079,0.1695406032215544,0.019053905190935083,0.11626292411668515,6.917111532023209,7.903710238054799,3.8638091637053327,4.994004118103826,5.947121432030714,4.149158807119295,6.5117260506945644,6.099392478379983,34.618514418351594,22.159666935626312,27.827793859006466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
