t,y,mu_0,mu_1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
1.0,103.2622016078272,826.0976128626176,103.2622016078272,0.7876331453235422,0.28343905055393237,0.9888935833349892,0.9564261441730902,0.8476439351449483,0.22754060742159343,0.8422440450893018,0.9497386198537928,0.3333439902491895,0.6380614246465515,0.9915657429935549,0.9247843057405265,0.29316141277989505,0.9597657328318715,0.9104229778425428,0.8432019943918383,7.013233983608266,7.948046432466231,5.8745581062719285,4.0626067871780975,6.3849506793064155,4.7244644157248485,5.569546300520828,28.90489585688553,31.94525361737769,24.842289069707437,31.94525361737769,17.460791450092778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,410.2332214710313,410.2332214710313,51.27915268387891,0.0750053229517118,0.9460998747557866,0.37016541571541983,0.7368051458658389,0.3416576378882096,0.013101325861025859,0.07100869384481279,0.43371387607049827,0.4377624908507587,0.335503793399058,0.16443117208268532,0.16732114258818886,0.7871047005874695,0.40108702135252317,0.2585283117130217,0.24024204059388943,3.4135376314215433,3.846507052209536,2.9836027020538873,1.707616476127608,3.6976030649075082,1.0938148801479994,3.140465819374096,14.942825693884643,15.035065330740473,13.235209217757035,15.035065330740473,8.81875717245666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,513.0128688045029,513.0128688045029,64.12660860056286,0.43988656108823665,0.07566171777911168,0.7631190437950336,0.19046387758713235,0.1609119577062269,0.8007242323688263,0.17702961989844512,0.45288283751183556,0.21105576748193422,0.1734932020954204,0.02256480081348411,0.8661092116376831,0.5522668234616236,0.45219455101926176,0.2918462459921839,0.8617498200370614,4.194187499236395,5.6025363763033456,2.9553636033487143,2.365858481393569,4.142075784492465,3.4439174634571272,3.825174913359782,17.482660281830924,20.338080726838047,15.116801800437354,20.338080726838047,10.702121765122428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,78.63462736349487,629.077018907959,78.63462736349487,0.7953760535153007,0.7689585690798344,0.4471044539123763,0.2293893315481712,0.1254353058953509,0.4227801419957633,0.22576557719044044,0.9706684769576177,0.18203014730284017,0.4617263717778418,0.2969031605383382,0.984670192362754,0.21188695536891333,0.6015197248699269,0.06328387154991777,0.7940946296906124,5.040004261980819,6.348260080838891,4.522335419259757,3.3941234233873416,4.639351418308733,4.264492655060387,4.166255821765515,21.762070344702163,24.814443835448586,18.367946921314825,24.814443835448586,13.073479103676894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,73.94958795932268,591.5967036745815,73.94958795932268,0.40353939206869904,0.29004019252748947,0.4878849048249283,0.5090038129919672,0.43521310834026194,0.8442112146343235,0.07897058505122123,0.4842422870891837,0.19462010830859988,0.45810433847570153,0.8664313583270805,0.44608012249836304,0.2571861670726321,0.9279603769554624,0.03531470001850434,0.6438513999549879,5.0069584011885855,5.299179751017553,3.4186845071999103,3.2855153883962176,5.237021009726349,3.6883557745726376,3.7113909469925046,20.659570253503567,22.650199443705034,17.37405486510735,22.650199443705034,13.529494799311152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,440.7252088130333,440.7252088130333,55.09065110162916,0.2737225024251634,0.14980082131763572,0.11779453395331041,0.25247569168123696,0.6830650072645054,0.40989512738984735,0.3938408252438863,0.26606494531192504,0.8003200748902901,0.13064042866036762,0.6258435119798383,0.16279423059325748,0.9787895953649978,0.19688935894812565,0.7932290930734244,0.40971120248763393,3.077445071979191,4.0423681503002875,3.338404308314373,2.3051212009702473,3.8378541040178193,2.148031520187666,3.5042118589842364,16.063036544265863,16.444103154799336,13.75791534329562,16.444103154799336,9.220420376967258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,551.3152861381533,551.3152861381533,68.91441076726916,0.42404763296614145,0.6744466070699233,0.2662297156822828,0.12044420376250198,0.04918854462866595,0.773530653066816,0.09581330085908346,0.22821005082244117,0.47787789125336366,0.18248921381586458,0.6013890547660599,0.8897997737397462,0.6005235045043861,0.9826977835386955,0.6462874987670327,0.2329809444620191,3.8362195480004564,5.217468511340201,3.9334810346964506,3.4124022662373528,4.40919685854129,3.1499581098232237,4.680416858418688,20.271716565894238,20.546324062401624,16.859314299656887,20.546324062401624,11.6578186727791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,534.0966855465479,534.0966855465479,66.76208569331848,0.4681065568356224,0.9706296970571894,0.21018726702139723,0.8318601688547504,0.42681435244521104,0.4776675032726434,0.21586711143125692,0.37879503347922505,0.3288307208932896,0.8001932041244351,0.7059843576532977,0.18167536605057355,0.33125905151868085,0.5842419328837574,0.12299600855772697,0.3245199799239652,4.508133725758253,4.5697638519195225,3.8136243677397026,3.2308778333145374,4.410099175255367,2.5367487972153273,3.3791942846107346,19.341929386678594,19.838369917888173,16.111051553364057,19.838369917888173,12.149110734328158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,542.2308770455247,542.2308770455247,67.77885963069059,0.41784105793840554,0.15321398922347595,0.7786031890541915,0.7044496225720769,0.322958199338784,0.5696497553339354,0.5995329584697312,0.4896827058759614,0.07410023330582693,0.22943266027887976,0.7182333659136323,0.3308498151352861,0.7589790660861248,0.2720334568146171,0.8731751960763182,0.4269899414996656,4.49463058394701,5.120334134770178,3.295677907309046,2.5127461828835194,4.490343669140388,2.9532466416968863,4.6723870826989256,19.46578542597889,20.354232936863507,16.95303924309537,20.354232936863507,11.497720435970916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,414.9565877663328,414.9565877663328,51.8695734707916,0.055384905988405175,0.24787195577177112,0.11176133855673376,0.7890540232194408,0.6044894214851587,0.6153826657915011,0.8551794337806715,0.006381898269001041,0.19130435139614121,0.7209781863710204,0.03498813022618963,0.5469379859305931,0.28995941370938483,0.3458967457221641,0.1614149858548537,0.8989452278155452,3.8558126470659344,4.57819099282093,2.8088227216351154,2.1050550651936186,3.155676797347449,2.158020814021235,2.0146983741100284,13.940065605352146,16.556523972890663,11.835010540158528,16.556523972890663,9.116544509607003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
