t,y,mu_0,mu_1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
0.0,141.85140628838448,141.85140628838448,23.64190104806408,0.11094855285622951,0.30808027629258683,0.8675091899964696,0.35746252815711366,0.8408538536483332,0.6484779414778499,0.021371628886538763,0.014570499188095387,0.7607660078381633,0.9005868288568216,0.1505795264685893,0.6188553339841466,0.655485941501587,0.8706607238464881,0.24782284738236826,0.9173027123248382,0.18232329492636856,6.287922381010644,4.55918011068477,6.481999327648355,6.481999327648355,4.55918011068477,17.32910181934377,0.0,0.0,0.0,0.0,0.0,0.0
0.0,120.50602030493691,120.50602030493691,20.084336717489485,0.1834329773396235,0.10940481480874553,0.6155172609338819,0.5745383648590869,0.3385810308534458,0.2855571059762718,0.2796862405981425,0.3065553886276604,0.2796164374089739,0.6419309781056152,0.0982499693855301,0.6821694653195857,0.6381094360216321,0.10119715802300866,0.5591244247410668,0.9522983124591546,0.8483057930291588,6.061725458097882,3.70695164706363,5.31278765438112,5.31278765438112,3.70695164706363,15.081464759542632,0.0,0.0,0.0,0.0,0.0,0.0
0.0,111.6494997365623,111.6494997365623,18.60824995609372,0.009817607134047557,0.3243637400952203,0.0733834173720963,0.8911850144171943,0.41098058747809085,0.45596137585735486,0.43263985608613786,0.20970123793779982,0.34115196120737756,0.5198119300942298,0.8185774093951512,0.28415267118347376,0.4046435307944628,0.5985928875583105,0.1785097705704739,0.392837195587561,0.6066235947773609,4.930454088835149,3.777482675701682,4.922240253536973,4.922240253536973,3.777482675701682,13.630177018073805,0.0,0.0,0.0,0.0,0.0,0.0
0.0,123.62570514965348,123.62570514965348,20.604284191608915,0.6809777186575342,0.43401675556155117,0.038080047970246,0.2134134553571393,0.06593160462795644,0.663474222877273,0.6096069712726472,0.21444849572911817,0.7544185764906809,0.6007839843589479,0.6631538792767929,0.05581208313978936,0.11439835026277889,0.6784409677561019,0.8467113793685285,0.1937271876092892,0.9289331764048347,5.010028127777031,4.511935897398495,5.345620553678337,5.345620553678337,4.511935897398495,14.867584578853863,0.0,0.0,0.0,0.0,0.0,0.0
0.0,143.45830893657512,143.45830893657512,23.909718156095852,0.22417910137191221,0.04640633199842226,0.6066773049523254,0.9762397945514889,0.844474356335804,0.7327105979538021,0.760451793339251,0.4114657136807638,0.26637855565700175,0.8524166549211336,0.12077341339729242,0.19958435266031604,0.6780954601140433,0.41120501611743854,0.46952748589007354,0.07142786760256181,0.7706266958228295,6.196726114833834,4.818538712756217,6.428929123484379,6.428929123484379,4.818538712756217,17.444193951074432,0.0,0.0,0.0,0.0,0.0,0.0
1.0,25.273775354259445,151.64265212555668,25.273775354259445,0.14277649609961252,0.45437378879162216,0.40666849266251803,0.35463693371304383,0.3069050181475562,0.067216262659197,0.5061585308103267,0.9670708276147533,0.8438555887798778,0.8078380563433071,0.34558313305156463,0.6267849253142366,0.8385218637531103,0.7202385193574568,0.336581992793741,0.6690615179921864,0.8669101318271016,7.398323009667859,4.966290327997597,6.498813379724141,6.498813379724141,4.966290327997597,18.863426717389597,0.0,0.0,0.0,0.0,0.0,0.0
1.0,25.088807717410546,150.53284630446328,25.088807717410546,0.9544917548341173,0.847707249720353,0.5947477337971488,0.17996181778189446,0.9219011150922422,0.277940371624366,0.6929581283805459,0.0902446051688568,0.4105617080183924,0.21835451848552245,0.9044739036319401,0.134604631150524,0.45685401385086366,0.008425644223069462,0.6159598034459784,0.5787700906524533,0.19686019985621517,5.41415438773536,5.738404209976446,6.607803226602201,6.607803226602201,5.738404209976446,17.760361824314007,0.0,0.0,0.0,0.0,0.0,0.0
0.0,115.95964967161481,115.95964967161481,19.326608278602468,0.11641777406674936,0.5089405594253548,0.06896918380742911,0.5317673722124913,0.4778357959874855,0.24931799134642574,0.7646462635196274,0.14797191465266846,0.32309128523306163,0.23604439458589965,0.9332867098913853,0.07634182788509691,0.20207581759533422,0.1532384490737746,0.904526360963675,0.5355847895905455,0.6405317498115302,5.141053257364452,4.2488513508262,4.776586987653056,4.776586987653056,4.2488513508262,14.166491595843707,0.0,0.0,0.0,0.0,0.0,0.0
0.0,112.4996715226174,112.4996715226174,18.749945253769567,0.6489337983489639,0.46782260974016676,0.20279539468278818,0.4378635525007635,0.009000206872151195,0.06800501035220241,0.00020674040982915365,0.4270868488276458,0.8180122527488747,0.2698056110506375,0.14890646203948066,0.2568937398074226,0.06230604273493645,0.3858869903389549,0.9514500094568448,0.87068044461113,0.61379924282927,4.198817733661091,4.381676746268317,4.768881539162878,4.768881539162878,4.381676746268317,13.349376019092286,0.0,0.0,0.0,0.0,0.0,0.0
0.0,89.9142757370025,89.9142757370025,14.98571262283375,0.26110798255923207,0.24588105399135018,0.22684924404792184,0.118553138411994,0.834843693079435,0.25292091843798015,0.4822218207107952,0.16175947687163683,0.3479863447447632,0.45281945445292615,0.30178463547266376,0.003269944697384619,0.3480269804022482,0.9733821097183635,0.02136694303522635,0.41264619803931435,0.6636410931287594,4.882611593656676,2.9729519666671496,3.5771698102047624,3.5771698102047624,2.9729519666671496,11.432733370528588,0.0,0.0,0.0,0.0,0.0,0.0
1.0,27.565740648447036,165.39444389068223,27.565740648447036,0.12404340109272727,0.6064619207152241,0.11435973137483213,0.6261897956915297,0.9377400843777004,0.7969354107014288,0.7791012417318207,0.6697331568597391,0.2782643589328031,0.7277133901742102,0.2927049666308814,0.9720358792023014,0.6248149814159603,0.785163072612778,0.7134647216518897,0.7118986259958041,0.5998842734630012,7.928614125490919,5.090675527501538,7.4844617988212265,7.4844617988212265,5.090675527501538,20.50375145181368,0.0,0.0,0.0,0.0,0.0,0.0
0.0,127.67984403525757,127.67984403525757,21.279974005876262,0.32439855245370697,0.6279576162495294,0.060794308485724535,0.06676719695424305,0.8145605155355741,0.2630053845061895,0.08552892776948395,0.6312933073910657,0.7407992943156307,0.8163114979260901,0.3418437903872278,0.25292557934418014,0.29687267430628717,0.40605901538145595,0.3488814600437101,0.18874419681482701,0.572116098382564,4.81593137176819,4.773607539742502,5.5864111778991585,5.5864111778991585,4.773607539742502,15.175950089409852,0.0,0.0,0.0,0.0,0.0,0.0
1.0,29.944280495993397,179.66568297596038,29.944280495993397,0.9214572468952494,0.9059053673955969,0.6627347705166768,0.3478493072656539,0.46603800868990486,0.6007781500883388,0.8173722340446411,0.6225476052512338,0.9369557962377982,0.8202865153970571,0.21821589827032017,0.49593227453712696,0.4657622840171517,0.8627832580143973,0.5384864854434606,0.7115342754517052,0.3645895628213578,7.046283172455033,6.440477001362952,8.00294971000557,8.00294971000557,6.440477001362952,21.489709883823554,0.0,0.0,0.0,0.0,0.0,0.0
1.0,27.3566452846552,164.1398717079312,27.3566452846552,0.3773692074267473,0.8886535632613966,0.49516679270873065,0.6792507918684266,0.6752720619555053,0.8337288006990088,0.346281439773677,0.4652595246536556,0.7925764438311854,0.26281306198109633,0.5741639944973963,0.7931881093646405,0.3177287974313655,0.5293009588932746,0.5280637244336887,0.17855446510675788,0.8185333293251068,5.984326260124895,5.738589166617828,7.683234874112843,7.683234874112843,5.738589166617828,19.406150300855565,0.0,0.0,0.0,0.0,0.0,0.0
0.0,122.52277336899058,122.52277336899058,20.420462228165096,0.01595647313179671,0.19994411996311245,0.029454545735571158,0.35903440314967516,0.15180679183202572,0.3450290952759558,0.8316531329513592,0.3411257344177434,0.24693608708760195,0.923064094608461,0.6609061752948632,0.6747166121495803,0.7094156166699274,0.8428077331631197,0.6871076243612033,0.2882771213569455,0.4445526447381757,6.584887827278977,3.615336049582054,5.344497373677518,5.344497373677518,3.615336049582054,15.544721250538549,0.0,0.0,0.0,0.0,0.0,0.0
0.0,131.6188290671687,131.6188290671687,21.93647151119478,0.9091523637259852,0.1018647748242969,0.15519132223553012,0.4062661012542299,0.594785513604107,0.36477361670884256,0.4152647203695531,0.9868481193782479,0.44047684214023974,0.41701377605290635,0.03411547653312408,0.10692185575249036,0.2977161824716684,0.3086715883765666,0.8799781549680039,0.8648659948732341,0.020800020085610993,5.082172724701043,4.925692444716671,5.695104099649672,5.695104099649672,4.925692444716671,15.702969269067387,0.0,0.0,0.0,0.0,0.0,0.0
0.0,123.0774011501552,123.0774011501552,20.512900191692534,0.39813296338760884,0.734730214459819,0.6629082498899314,0.5544848892797356,0.29571556401739785,0.8391978688566553,0.7428734505899651,0.27608474564116803,0.026902440444063425,0.7495296601358026,0.010105730541018265,0.9343725510577547,0.11866832732582944,0.2115232806237647,0.22558688013619055,0.8465339802797595,0.020374963581031857,5.094277383819614,3.9341813379327357,5.826420085172975,5.826420085172975,3.9341813379327357,14.854878806925326,0.0,0.0,0.0,0.0,0.0,0.0
0.0,139.66673393196288,139.66673393196288,23.27778898866048,0.31366200311030523,0.4071133460534715,0.5713182513247494,0.37203310333112694,0.5064828103898257,0.28435193977916495,0.9664293982779755,0.3143501581453796,0.4485223028043951,0.2838432038389289,0.9187946223407062,0.38579616130985295,0.8762869357358474,0.1553366310715899,0.4580255570953955,0.34961673846230734,0.6776148110131524,6.463895279005712,4.594145358434284,6.140580395259149,6.140580395259149,4.594145358434284,17.198621032699144,0.0,0.0,0.0,0.0,0.0,0.0
1.0,26.106414846011006,156.63848907606604,26.106414846011006,0.9952395802037138,0.017517903876411278,0.8863486605917861,0.6714811109882669,0.5282588781326227,0.18856596665139902,0.04358436081474226,0.020029681933344534,0.8336561019909179,0.9929465217884854,0.47049008569381434,0.9440167983321014,0.7555033316445527,0.37664786787006677,0.0014411561151805863,0.19449608086598313,0.6681234729162489,5.881886896698929,5.417409681314544,7.305495777942596,7.305495777942596,5.417409681314544,18.604792355956068,0.0,0.0,0.0,0.0,0.0,0.0
0.0,123.78484895696586,123.78484895696586,20.63080815949431,0.005971997344176083,0.5817549310010361,0.12305283918917898,0.10700159934540998,0.27900731920325295,0.4751161070494754,0.7703742508667387,0.4396057092390434,0.3366556638314475,0.7860519200292461,0.8493479704805148,0.2673268745746499,0.19822983283694406,0.0021058791567113433,0.804775324844756,0.8612626792736431,0.24158246474410539,5.622723064438784,4.313225274508062,5.253898088969131,5.253898088969131,4.313225274508062,15.189846427915978,0.0,0.0,0.0,0.0,0.0,0.0
1.0,24.40854976953233,146.45129861719397,24.40854976953233,0.6242368929252712,0.5080879370519796,0.15606064814455545,0.5488985004459443,0.009009241410788738,0.3758819137854419,0.8581274576385406,0.9804463425988211,0.7074027913747615,0.6154286257134308,0.3881225560721503,0.9953094015013684,0.3982141685240226,0.9645134929520305,0.3116731340715152,0.0764259930446538,0.6006510149083785,6.353982076580256,4.849366669809219,6.618772153620052,6.618772153620052,4.849366669809219,17.822120900009526,0.0,0.0,0.0,0.0,0.0,0.0
1.0,27.45752843213623,164.74517059281737,27.45752843213623,0.7210325818553072,0.12655168932358174,0.14877419333662767,0.09299797551266809,0.8965821512629482,0.4274576281980307,0.7407098557447034,0.8923668759319369,0.45481218105616206,0.8215351528140266,0.8477151825883321,0.3479027242718371,0.961179631123505,0.05524370755372887,0.5983521453779997,0.32570683705865333,0.4370051780740697,7.0730736351383685,5.60072012905959,7.337260112652963,7.337260112652963,5.60072012905959,20.011053876850923,0.0,0.0,0.0,0.0,0.0,0.0
1.0,24.369807211111752,146.21884326667052,24.369807211111752,0.5651875343134988,0.4202065263822088,0.7625498152190874,0.8077942364226799,0.0876929967193355,0.1804003263919588,0.4777264853358858,0.937400056896996,0.049806687144373196,0.752796861133565,0.46136140636321743,0.3342407478341056,0.27470575925985186,0.1782496421234414,0.6156475699886877,0.4077678055315207,0.5331610776219787,5.8233002240276726,5.4604436905836495,6.249790524069566,6.249790524069566,5.4604436905836495,17.53353443868089,0.0,0.0,0.0,0.0,0.0,0.0
0.0,126.36748553149779,126.36748553149779,21.061247588582965,0.637841369362601,0.9766623159759765,0.47500468944114815,0.7724849626033826,0.23069513376115314,0.07133747104458421,0.8131261120397238,0.13092358398732362,0.282413128015932,0.3066219529070082,0.22304079783775688,0.4788862388431345,0.9652142974228058,0.462214914098274,0.14667203574876875,0.3071023440796091,0.9736791129475991,5.513181213114305,4.182359969641051,5.697797976951576,5.697797976951576,4.182359969641051,15.393339159706933,0.0,0.0,0.0,0.0,0.0,0.0
1.0,27.489742942840888,164.93845765704532,27.489742942840888,0.849750180094141,0.9952935527255099,0.8047726673005664,0.6700355846451441,0.3811012355159925,0.9163646238526566,0.5051674770421998,0.8735973189966696,0.022053927799529527,0.4337606432839427,0.5396190296385129,0.03473249997860528,0.6539436654540789,0.04916817230693171,0.5610878547373888,0.3691121149994372,0.0472592946344651,5.25332197388879,6.131071994737398,7.736112784022739,7.736112784022739,6.131071994737398,19.12050675264893,0.0,0.0,0.0,0.0,0.0,0.0
0.0,144.2064487663107,144.2064487663107,24.03440812771845,0.29361150468733455,0.566309882550464,0.5129809905915701,0.8317756580642489,0.010396630812518404,0.3623631710740871,0.5668393651821839,0.9353784997672314,0.4831709491151144,0.07695461304061268,0.5801219594546494,0.347831213395961,0.3976022244881424,0.7643927827981707,0.9456057434556099,0.033508909304045376,0.508857876897648,5.680470809188344,5.2363064315393535,6.344103040497544,6.344103040497544,5.2363064315393535,17.26088028122524,0.0,0.0,0.0,0.0,0.0,0.0
1.0,24.623877211568853,147.74326326941312,24.623877211568853,0.7565837276049255,0.4068851733575375,0.039437250685029124,0.25580473193598674,0.4418326946565856,0.8895778433474748,0.9276158522013078,0.8027599627488072,0.32026643494156015,0.5507730568607588,0.7012179985533493,0.37935690147232304,0.7207399369762213,0.03475627771586509,0.604499177398993,0.4762706199816691,0.36980272606554754,6.049062455316457,4.880060208743533,6.869734890539552,6.869734890539552,4.880060208743533,17.79885755459954,0.0,0.0,0.0,0.0,0.0,0.0
1.0,29.318279995425907,175.90967997255544,29.318279995425907,0.7456163436490086,0.15487630207124492,0.5893139838559043,0.6351319289486967,0.07418039553066302,0.7075457585969528,0.7949495282143989,0.7557773816070792,0.1997241639223034,0.8782579019961251,0.7309850384574075,0.8443807564954928,0.8889577065391444,0.2811476579821023,0.9519016337530227,0.1710317889453543,0.4762234827053854,7.437107256082079,5.715765073791456,8.156649295423046,8.156649295423046,5.715765073791456,21.309521625296583,0.0,0.0,0.0,0.0,0.0,0.0
0.0,136.10589700663988,136.10589700663988,22.684316167773314,0.6667933725665995,0.7197450679598485,0.8339451560071844,0.27843615812427136,0.38279855876565516,0.548155216205881,0.45693265768843605,0.019700042174169208,0.8161630367655293,0.22931075054019956,0.17153107491918174,0.16901418504066457,0.7479831028058448,0.16751131441906997,0.7432884650564017,0.2065770513668762,0.715435302923352,4.844027661707035,4.861711682879041,6.326864186931431,6.326864186931431,4.861711682879041,16.032603531517506,0.0,0.0,0.0,0.0,0.0,0.0
0.0,103.822255128962,103.822255128962,17.303709188160333,0.6724594711637728,0.127198823604163,0.7136350114241585,0.14356754876870959,0.34868282234851367,0.04600346332091243,0.31102966345048866,0.005264366808194976,0.7205286138488527,0.7108761136717737,0.20241223020924815,0.27246338463693154,0.20067782401372114,0.8222149112078067,0.2588617522914488,0.2572533231792933,0.008843262052349532,4.112214665293927,3.9034867541388354,4.422631426110401,4.422631426110401,3.9034867541388354,12.438332845543163,0.0,0.0,0.0,0.0,0.0,0.0
1.0,25.64964019266054,153.89784115596325,25.64964019266054,0.8797070679350315,0.14494697587954786,0.44647553252481775,0.03980482177609568,0.11810339691948657,0.9717601774115656,0.8118757624800849,0.7838216961601737,0.30248735349755407,0.7753217703375612,0.5646512897459338,0.8007602384600089,0.9538477582981864,0.7716748385101233,0.4262907481478493,0.5499481468514027,0.397618092721291,7.40038927115692,4.481610652924052,7.207978827093812,7.207978827093812,4.481610652924052,19.089978751174783,0.0,0.0,0.0,0.0,0.0,0.0
