t,y,mu_0,mu_1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1.0,352.20940250471176,3874.3034275518294,352.20940250471176,0.7923205103741683,0.16352324724623946,0.7055661740418951,0.9236262316619589,0.0685545883743065,0.8074372141041437,0.6720291128607161,0.5157385172433163,0.8005750432389104,0.9101644928588711,0.607080409447429,0.06231419836888774,0.8325474049441773,0.06574395372910402,0.8560340453589841,0.598806869089133,0.9291283649595361,0.6477814176015916,0.9371975922637141,0.4798935628345322,6.201880170604718,8.280265862616988,5.857353609923038,6.692264314763029,9.438149824227619,6.832265136860737,6.914123357483296,22.55415335231563,36.46991378213539,37.444825309073096,22.332294309595365,37.10029874839141,37.52668352969565,82.33127297098409,155.90148550151088,119.85795650067973,96.46889244352411,82.33127297098409,133.99557597321976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2864.6453127134014,2864.6453127134014,260.42230115576376,0.8426115032374262,0.7857872312079721,0.3652795475363183,0.08376638591975338,0.48114305169440286,0.9640616620156764,0.3054099107964765,0.47027154217502776,0.08325131272338182,0.5835520909624913,0.8914393197430951,0.8462922857889923,0.4966971116152068,0.4881035869249165,0.12826016883356073,0.18135596462837866,0.7999612064581609,0.38007132694271706,0.5917448813197985,0.5255721028609016,3.9596219269724,5.932760574055122,6.201746757554483,4.632076831105803,7.648372026469541,4.272994991231662,5.5027765921284395,17.110770545570382,28.37457811615735,26.44582634983453,16.240070784547747,28.68795118041661,27.675607950731305,59.796667679952655,116.85919697652662,87.47227563068395,71.93117501156226,59.796667679952655,99.60678296229356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,310.33743047447734,3413.711735219251,310.33743047447734,0.3257671404597213,0.4678520539655988,0.5064470966946744,0.8454061891833831,0.7389938087731646,0.09072738271225855,0.9037717920039258,0.20467443691833376,0.9677389733520991,0.26222585663208287,0.8875165999770109,0.6122381278204698,0.05002228518443064,0.6975003899031477,0.16073129986163426,0.15302158643242691,0.9630557843981019,0.7919713865041665,0.9953617858361457,0.2485843004690892,4.000581122232033,7.694799392258932,6.79445293433971,6.176028569442857,8.84261759932537,4.926733729662003,7.3954689717287145,20.238667693286118,33.5084796175989,31.640760412921196,19.019227291000263,34.43463222502887,34.10949565498791,70.89865539720758,138.84176723983535,105.00815105219549,85.38790772380622,70.89865539720758,119.49740337879413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,290.64710224868344,3197.118124735518,290.64710224868344,0.7164057537909986,0.5788228778762935,0.22567609556553014,0.3725566498529457,0.9292191430177429,0.23088665889403137,0.7104758831718112,0.6662976408984506,0.9436522917122848,0.9210060202469196,0.6410521683402601,0.12172446603464115,0.44202598075041655,0.7462282355905852,0.6721725304813072,0.41085816156715793,0.8016036913766786,0.037597368170810164,0.045915783381254016,0.03129623041150853,4.396074904031753,7.202934375986705,6.054253566121563,5.952322457953486,7.36128496883113,5.897875815961324,6.463697806839962,18.221057679702845,30.966870272924638,30.810492522764395,17.70968233081637,32.4686711848542,31.37631451364303,66.74123253328361,130.17677399106245,98.11754704692663,79.99842047539188,66.74123253328361,111.37473498903492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2747.7540143937495,2747.7540143937495,249.79581949034085,0.11372498797960606,0.7415342889326447,0.1702791817214111,0.05307663872014223,0.7969046858083894,0.894745616706896,0.4778533662523342,0.2122430558633842,0.34392050722663536,0.5668449580866363,0.6234106617022013,0.699223231713856,0.24491787816971067,0.49253555850448894,0.8052872787028879,0.1521298320604313,0.9320439590394387,0.9289825688649158,0.4831435359818733,0.6035648002390911,3.6592540849861,5.782264683549982,5.452844816119396,4.652158119976413,7.063888517296168,4.399081575323561,5.842668523158357,16.565811125440625,26.610410221928056,25.55664698113222,15.375300722258682,27.350237712265518,27.00023392896702,57.497758828831536,111.4584067630251,84.49799275779856,68.7328683285009,57.497758828831536,95.73310225746792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,275.70591765625,3032.76509421875,275.70591765625,0.07710151932803,0.6677642403759095,0.3710319605553515,0.868580146236475,0.8974781955919326,0.3744360150922864,0.07297171951996428,0.7270139257542004,0.532225521295626,0.20472894787985962,0.013518329270856833,0.9840451145752281,0.7082562758058908,0.7711557308071262,0.26781539459668446,0.5793555646929072,0.21471190430532294,0.5729305458050341,0.873576635847384,0.867832509275147,2.9736625853883147,7.061397337557044,6.538014950743761,5.4972994438869165,8.513926697366548,5.175000751290693,4.959419420393426,16.44700870314829,30.584301014942582,29.221286815489517,16.984888726641778,32.78563918084497,29.00570548459225,62.65318424527958,126.02312444106714,91.65888972987183,76.25259653358039,62.65318424527958,105.25830201817264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2871.4706041931213,2871.4706041931213,261.04278219937464,0.53143976092394,0.7778534037737099,0.34026089195222,0.48162179609738964,0.7826165714611698,0.21181699273317034,0.690046686162138,0.1730018837618872,0.6711152886800665,0.9100859679823686,0.9820653965770176,0.3130731205988375,0.7171676108128916,0.5668496740136122,0.30176635529543816,0.07453627852368017,0.21585128548387733,0.8778876727777836,0.49430796725956605,0.41021384374546566,2.94580565241006,6.025646993775329,5.21507107102912,4.769835204689263,8.170776854025753,5.446924212306305,5.986533721554512,17.103116227990327,27.127135775929524,27.35898891720671,15.886417711125077,29.628254335825773,27.898598426454917,60.34852285632211,117.10391296807741,88.24712128277703,71.58924092112656,60.34852285632211,99.48783934758148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2273.0297033160136,2273.0297033160136,206.63906393781943,0.5812919236571261,0.14866563439694946,0.14890556440761282,0.035997062568251526,0.4904165567529313,0.35466833047366275,0.895828020172384,0.18262499454041514,0.09885444173892055,0.6839910979920611,0.9558816338624834,0.14925128627693007,0.6188291018032682,0.7840264884968157,0.4579621817972247,0.7430540530887797,0.1517322768642123,0.08130828041919935,0.42232143877643735,0.6101271510830762,2.8090103544808893,5.663195767634287,5.169582245138129,2.7187720755000813,5.593754763193661,4.802841064760135,5.597347677609225,14.000112795283775,21.954315205947047,21.587574025569054,11.121537193174632,23.94814591622629,22.382080638418145,46.70922401402746,92.6116851362008,69.09130465244561,57.54200202679988,46.70922401402746,79.92408266521802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,291.250654689731,3203.757201587041,291.250654689731,0.016319371248161296,0.6411755256936816,0.9259850554546246,0.9754071793631267,0.9982387005965149,0.2923317113754954,0.6957659641203665,0.18918764103916696,0.6257135716269895,0.17677571168706174,0.8504876567267569,0.5601847526821397,0.6459856422865589,0.7031745909263235,0.10924154520541973,0.6433497713040968,0.6789440616771876,0.10173060199364914,0.531642025764633,0.393102200085478,3.883182529483549,7.6407933710184786,6.190344343677447,5.691854677669506,7.861093895649147,5.696607321691823,6.528614743432454,18.272891168565152,31.267268817498127,30.773531795512504,17.436131102802204,33.0806936097064,31.60553921725314,66.48255406687986,130.8305164940844,98.088093284133,80.31369178157578,66.48255406687986,111.91923099882892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,313.9684889691514,3453.6533786606656,313.9684889691514,0.5384657840241999,0.7009285501847182,0.6131003072434766,0.6140246065410306,0.32389050268095565,0.8114573251983417,0.8912486091346585,0.7348744102563521,0.19283031089536784,0.01649463323462086,0.5924187107009026,0.7725143621004277,0.6134043317459545,0.610160829893629,0.4051072228234074,0.7772291724106709,0.5401519302761265,0.8731881292901934,0.8129250080080003,0.6494697533621735,5.148430195497593,7.404648549116292,6.5449307746088055,5.476298632933635,9.17378155619093,5.082274609999709,6.169768969042897,20.49198072073142,33.74808970834725,32.28543354373816,19.798510384622155,33.68193412284937,33.37292790278135,72.57592464909173,140.00594848028834,105.94885255187307,86.52550397281684,72.57592464909173,119.89843187559819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,288.77042500323006,3176.4746750355307,288.77042500323006,0.7584871751581838,0.10783794083620446,0.8558934352381258,0.5137510639699944,0.10332272717681656,0.13452253601067488,0.8930190016469342,0.035526112125775056,0.6173850527088152,0.7794963397329806,0.14354676490675178,0.39444769467218743,0.7948763179827503,0.2124188133817676,0.7778867690333943,0.9552131340821473,0.796169128678407,0.3395360223365105,0.7021118356393934,0.2234995778719946,4.76525522186149,6.695211589971567,4.94212801640224,5.26837124056511,8.024455511980024,5.765258488626951,6.083740281440585,18.8734510152821,29.695421580780433,30.51855205300514,18.058081974406626,30.69542484754589,30.837033845818773,67.45008504269387,127.84093147102018,98.28711888851265,79.08742464906767,67.45008504269387,109.92445849488644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,297.0846193869943,3267.930813256937,297.0846193869943,0.5275114841643759,0.32523820703504136,0.41109541028330565,0.14405440790544422,0.9056662074678046,0.7602040349251283,0.6681093816266204,0.49375880853417775,0.42585496084204244,0.2759704364097456,0.602109917772757,0.8283048344843918,0.14998665079631535,0.3348224373740346,0.8310395489620256,0.9995725044898162,0.42786706662825047,0.869887364085128,0.8732766323914342,0.9017856627355963,4.2636401430293285,7.878415049551065,7.320530516884681,5.365362734213902,7.657523745295904,5.968331077949424,6.909138710248247,18.83030259857348,32.48547218897488,31.133272750039623,17.286526622539135,34.190163123894976,32.07408038233845,67.25010197115225,133.9257372840221,99.3241823534907,82.44904753758799,67.25010197115225,114.52312791992644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,279.58444590144023,3075.428904915843,279.58444590144023,0.4393056045353081,0.9094523698573944,0.45667379603427105,0.12652067981505244,0.5997360645308206,0.8241186470614188,0.8409256787343399,0.8081508267693106,0.13679224693019476,0.5110392884208165,0.0857865114802886,0.39285066703192817,0.8091050890671853,0.9842697472649925,0.9626101547618001,0.04627909005629849,0.725773168384198,0.08931090257027263,0.31230787001264027,0.14304233740626093,5.1840785560957,5.827248097981436,4.674294134402241,5.477322781630991,7.685520272834166,4.728480938063626,5.687223180075114,18.556822009004982,28.848463842944533,28.90265064660592,18.346921610560855,28.39286622491246,29.86139288861741,65.80639426617176,123.04772433402874,95.66778715478918,76.30793649855543,65.80639426617176,106.16932938717284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,283.6948188627068,3120.643007489775,283.6948188627068,0.4916090858432044,0.016913789057178552,0.5544833260955635,0.4363909104419983,0.43343376985466453,0.8573828187601249,0.2909740153676341,0.24888260238861748,0.8057537666843873,0.17846779216587016,0.31551516718449324,0.8812024624391163,0.12100868133741338,0.35409401470602675,0.8590518697651385,0.26884714646038843,0.9194316860084469,0.6806604947272762,0.8630574205275586,0.45207341424804615,4.658206314670728,7.002624180208534,6.033900536344951,5.629008226666759,7.295003462038338,4.648501542464095,6.339477536285163,18.29268731299423,30.618742719929312,29.233343726048457,17.582218003375825,30.609037947722676,30.924319719869523,65.1082490424185,126.3360297100705,96.03256876228804,78.144773758972,65.1082490424185,109.06909347884152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2600.3106171742843,2600.3106171742843,236.3918742885713,0.3826679206805145,0.22835739794993393,0.4735607139430029,0.4448271586289758,0.09375939301516145,0.47123701111855887,0.08413078454117362,0.2600524259012892,0.9184645788723453,0.14432274487810792,0.7543647404978608,0.7605630371737188,0.23774048598245112,0.8710447755220455,0.14960437691969286,0.14401811877117277,0.6838319076301914,0.631014673384233,0.6455336165412486,0.24113289165457363,2.9499122993633993,6.062862618578074,5.755433406260121,4.280659490082356,7.007245113283805,3.821421195322333,5.298095699817811,15.255253112465015,26.056112927567757,24.12210071662997,14.23781690272956,26.92762182352669,25.598775221125447,53.61517073182455,106.598905482919,79.21394595295,65.43346675666274,53.61517073182455,91.03224197778819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2628.3444545730363,2628.3444545730363,238.94040496118512,0.630605336020046,0.6505190014255163,0.33107743020529645,0.08194528583219018,0.7527390324762668,0.7989233375914004,0.9496020858459541,0.005724512011929139,0.01830477108417461,0.5408292396571012,0.24290242656889138,0.48708967937884995,0.5711039152179405,0.36282012889578164,0.8938578497283277,0.03725589617958236,0.6374143771205698,0.46584728463933134,0.40935124564655256,0.5007901906446027,4.329150214355714,4.904788482414212,4.0849975960272475,4.411538841550869,6.643024483625837,3.803146318776063,5.729464874236465,16.701639572218014,24.373499617973877,24.091648340722692,15.383713539532419,23.847495722394225,26.017966896183097,56.17700145247312,104.39799679284123,82.19496834865622,65.16678753091458,56.17700145247312,91.18475442709767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,290.86206500591584,3199.4827150650744,290.86206500591584,0.9990782896248641,0.18438153635609333,0.6440553094916821,0.6091085822857897,0.30907758050853373,0.21309182859293307,0.493424117428674,0.4923251430695126,0.6139221019529466,0.4705486407196632,0.660797292738218,0.5903821435515951,0.47213801267827205,0.2038305435278921,0.9358698486951542,0.8213923923930199,0.5501989696550033,0.7188124098947749,0.22211012630437044,0.21668071107655507,4.937152088843614,7.278446891323542,5.679795294402512,5.56012748794395,7.480996637617689,5.6422364485513725,5.849044891003894,18.267193617465196,30.93651840013131,30.898959554280164,17.978276214405252,31.641602759839063,31.105767996732688,67.14442938615062,129.722550546121,98.2501973828833,80.10267157187667,67.14442938615062,111.20843956860935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2605.344500138005,2605.344500138005,236.84950001254592,0.10311693114155807,0.5946485884592838,0.5690921100357946,0.6988088909969857,0.022678981427696754,0.837434239872482,0.8404843987406195,0.18111234985155722,0.474708135358323,0.13658255741985637,0.48382396711775544,0.17721602692300908,0.950235851024372,0.43411293794789574,0.26265454801071497,0.006157709741067219,0.2624548682418891,0.7568467314247809,0.801701475856669,0.670563317948516,3.755158336891601,4.970986223676422,3.6176467015559366,3.970976879380472,7.65168517137111,3.888747685843806,4.925391671827432,16.332235180090144,23.966453312875544,24.237554297163413,15.377820387643183,24.100042661827747,25.274198283147037,55.94760986489674,104.01410583960003,81.22180814804378,64.53624279012911,55.94760986489674,89.81044107327614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,273.5159007706955,3008.6749084776507,273.5159007706955,0.7203285426710568,0.2644604576678439,0.5406785568990207,0.7085565685958815,0.09515593167424863,0.39357149357400467,0.6722402524718416,0.5434872935049933,0.2784737266472176,0.848807210946279,0.6011235930832728,0.6658295615339361,0.46983059984215225,0.6270599180513278,0.5506743265149309,0.3027241913542671,0.656684943872654,0.7665958529406788,0.3077593901765061,0.1229395607614917,4.786221978104383,6.055646543806868,4.921566653330972,4.666259738224353,8.193732436582879,4.5387148206428884,5.173118742823569,18.153073157510832,28.623427350049454,28.24057551736137,17.646214152911615,28.37592019258796,28.874979439542052,64.03986282778382,121.03921037042123,92.91484226732587,75.01707602492166,64.03986282778382,103.89205546446371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2579.7467133878395,2579.7467133878395,234.5224284898036,0.5265562712806552,0.33283704030241,0.29828809362080877,0.6935016995940367,0.8840022569474317,0.5906010283266836,0.6161280116371379,0.39563982668446196,0.10119996621540839,0.16827879472376972,0.3492887733873957,0.6693476574661366,0.8788003784146429,0.40544281287763173,0.6267326974782939,0.12674991807918878,0.45926322339805914,0.7087263723818957,0.10015476536127177,0.21238994856093163,4.206710852020137,5.179210253485576,4.230035420258574,4.418175840882838,6.566554862519259,3.929135470912674,4.5794468207650265,15.352712535304422,24.600687229166383,24.29978727982048,15.191441555422234,24.323111848058918,24.950098629672837,54.84394137054714,103.76774044777243,79.79404000021998,64.25318704429128,54.84394137054714,89.20328567396412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2907.3805036589342,2907.3805036589342,264.3073185144486,0.622580310244372,0.016536245829418483,0.5805614228491996,0.1488368387351826,0.5222176073844672,0.5381672994695408,0.976987805412006,0.6683292081600787,0.7907660384877983,0.12560989613103357,0.39684975959886637,0.1532400035215844,0.5035438972672701,0.5389256735244886,0.2538944643109565,0.0665678667238292,0.7170554323674072,0.5600318518588872,0.40631448131038816,0.39779385774466247,4.506412781548743,6.110692961441698,5.280640239067942,4.7270920496792685,7.207112963443777,4.314654642223888,6.203946853234612,17.917472598227132,27.83195099518143,26.865965398337377,16.440617794671788,27.640192855856576,28.7552576093481,61.224055791236296,116.69619964227431,89.9793134005844,72.61538899174595,61.224055791236296,101.37064660109405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,283.4968200638533,3118.4650207023865,283.4968200638533,0.29494772638443156,0.34775933697088957,0.9115406835819699,0.5704128265882227,0.9551004593540517,0.7485822094958277,0.9046886110376994,0.175844373267677,0.808983013953571,0.781808344314453,0.3871202498771069,0.5990232230537953,0.5867740982462086,0.7112976084427768,0.7939039035944822,0.3271243469289351,0.024771211027488138,0.7118752119579742,0.06598066990503038,0.5608683828256401,4.424691544977799,6.587895455731384,4.911061265020503,4.9492442046278144,8.056575321557828,5.794180143023486,6.419202519984248,18.900469386519873,28.92946779191533,29.812586669918307,17.430511071163444,30.298956389961017,30.437609046879068,66.14356712760161,125.37199130947796,96.58117617448067,77.6425238483535,66.14356712760161,108.08013289523257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,315.7944658032812,3473.7391238360933,315.7944658032812,0.9021837315591816,0.1642377711518257,0.20116275416570906,0.44740613943516283,0.7559153227623944,0.25521385299106614,0.9421132908045661,0.39605874088960824,0.34425713625629495,0.04559672127227821,0.9702851462862175,0.8975012085100319,0.6735223087497337,0.7556673242329006,0.7069815603993106,0.5302746537557222,0.890763710977676,0.24853995498537307,0.9747802943521855,0.25854695969306196,4.741883781222281,8.134283474765427,7.676234229275274,5.783747161949349,8.14233804703559,5.598834638889454,7.702657231489499,20.58687905974737,34.47848669424792,32.4010871038621,18.66796899020722,35.3354375519151,34.50490969646214,71.6559351538167,141.46985939997973,106.16084485027883,87.4664528578574,71.6559351538167,121.97136255431954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
