t,y,mu_0,mu_1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
1.0,234.70442881373657,2347.0442881373656,234.70442881373657,0.7170767619951663,0.5070871898936056,0.47791797837413474,0.9216804152698612,0.9273556050722108,0.7440437526899498,0.7340443308895102,0.965988492750331,0.23317026413571917,0.9890557078622385,0.680944750675665,0.6328552372688827,0.029821082269523402,0.6964872638810531,0.8966207492016014,0.9528334797877567,7.533902097560665,7.948250424212127,5.390584694919845,8.836975329301893,6.17702920046374,8.225208316880805,4.985129692598769,6.059770896922287,21.149695109361314,18.696060990623174,18.984257689402796,40.87187143905704,58.83001378938728,99.70188522844433,58.83001378938728,81.00582423782114,58.83001378938728,58.83001378938728,58.83001378938728,59.856129128459834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,182.06254706368128,1820.6254706368127,182.06254706368128,0.3393366828227623,0.6532330714678741,0.3076011683219849,0.4263185050098076,0.7923774961164651,0.48472709206755216,0.3390793983629389,0.614238000706657,0.8661935634295244,0.055146378859807,0.08248227144878362,0.4645982196970132,0.5075239914669927,0.7927082603742979,0.9651178341521257,0.46912953672408786,6.34752303774371,5.343794792472684,4.6302870842736725,6.459180937166448,4.618743933650967,5.273647868169427,3.5348765042285017,4.050221480873521,16.25145799018681,14.501143475623179,15.028031602890904,30.934406289535982,45.780633068700894,76.71503935823688,45.780633068700894,62.2138958826137,45.780633068700894,45.780633068700894,45.780633068700894,45.962437892426884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,190.12709133171603,1901.2709133171604,190.12709133171603,0.9134229038087283,0.801960237005107,0.7058030368444485,0.5894681482423741,0.7423411461434365,0.3232890383782443,0.8046588378569514,0.11945527856574767,0.4619385451888809,0.9574546525511383,0.12565551576191758,0.4725992334584863,0.8316486636285859,0.8093398296247543,0.5815079761072951,0.08099713477916082,6.78207142585543,4.9732668944847225,4.554533925905928,6.407187586382181,5.00590413217311,6.3135370447371555,3.4846751808604033,3.8753100631165274,17.650142396498513,15.272650738888943,15.211915414877886,31.207639145661776,48.134708550265344,79.34234769592712,48.134708550265344,64.06969695703818,48.134708550265344,48.134708550265344,48.134708550265344,46.419554560539666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,179.8116912948227,1798.116912948227,179.8116912948227,0.7607455471523691,0.7582499629352055,0.3496873812253294,0.31913392825906006,0.5729869212318447,0.6653236670629307,0.595941001338308,0.5023363818645044,0.15266548125430124,0.16633068421709296,0.6735652012403831,0.6760331654380692,0.8525239218510597,0.29057502503331323,0.7038304027850659,0.41698458163925833,6.2866217590246904,5.858321894786046,4.004575081171476,6.014485018461807,4.563826607403284,5.253236724382557,3.8011639214350224,4.739704122186435,15.544433564578723,14.651612287862996,15.030900962382601,30.52899428228233,45.22694681482432,75.75594109710666,45.22694681482432,61.104328809243654,45.22694681482432,45.22694681482432,45.22694681482432,45.55989524466493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1597.3374752375341,1597.3374752375341,159.7337475237534,0.8512259247378018,0.6778009783045054,0.23071444131687668,0.480965898805888,0.7744272625903322,0.015033552254931193,0.29574308694552764,0.4574941975087906,0.64938510779828,0.5815805732175555,0.6118093495040778,0.753841626779364,0.61881139104287,0.1632610464146056,0.8670074445727228,0.8527242861423252,5.335100926536414,5.642567777450479,3.6073812913973544,6.9885996731165925,4.049093969071223,5.24058061382752,3.2609314686101065,4.0060709614726235,14.183062831761289,12.645126364217745,12.948553179406392,28.88367510618217,39.776742375385425,68.66041748156759,39.776742375385425,56.01529111734985,39.776742375385425,39.776742375385425,39.776742375385425,41.83222828558856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1381.2344956045677,1381.2344956045677,138.12344956045678,0.039765470195987196,0.7330388118657619,0.13113604923859135,0.14063714367663271,0.5144975399874245,0.6050689855002294,0.21317912863985133,0.3557756002839365,0.017825040329950248,0.6562211979693598,0.41870308780508525,0.49049848028592136,0.6741478203051218,0.8497593499657567,0.4767114748536565,0.536829946503415,5.184450384602884,4.500789064021265,3.226880656320546,4.185318311766209,3.145710251946812,4.342114371358757,2.2049981994610857,3.205570346594696,12.753445412282186,10.535158836010782,11.616901387518125,22.448146868118805,34.905505635811096,57.3536525039299,34.905505635811096,46.818493667919114,34.905505635811096,34.905505635811096,34.905505635811096,34.06504825563693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,176.54887065995212,1765.4887065995213,176.54887065995212,0.5054875142953323,0.14543150561161278,0.29229877567936,0.8433393941185539,0.6045118761232603,0.5501476568797548,0.8225970591066949,0.39450857052173005,0.623101079955185,0.6542604738992283,0.8580537371377464,0.7771733469574145,0.6835726649834345,0.25908360594822577,0.3282678869675276,0.43069204537274963,5.700932342897568,5.5305232993104365,4.338061677797754,6.73911489218378,4.90978987564729,5.739377384817722,3.2055205638943,4.627558909373488,15.778371405513044,13.816242782439158,14.66655293006881,30.423942651731128,44.261167118021014,74.68510976975215,44.261167118021014,60.868866987312984,44.261167118021014,44.261167118021014,44.261167118021014,45.09049558179994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,172.5075385130314,1725.0753851303139,172.5075385130314,0.6868477738578558,0.9336017890601839,0.42231142793197207,0.9756131172829137,0.9108934633185196,0.08697834113950764,0.6345973098139825,0.6210966464261837,0.46764090919342194,0.8973810690380679,0.39292373955640736,0.007490197615443783,0.728698611608352,0.5478189613187151,0.3713384002535347,0.11466986808071689,6.240438265769308,4.374654701380867,3.834502552526062,6.153241814649666,4.771108572556566,5.740055280064724,3.3117519348095836,3.447629526055552,15.814996098360094,14.323298773135457,13.522570344350923,28.685697841692054,43.66086521584648,72.34656305753853,43.66086521584648,58.02326428440307,43.66086521584648,43.66086521584648,43.66086521584648,42.20826818604298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1374.5915718862534,1374.5915718862534,137.45915718862534,0.7185500284497635,0.6704171607624668,0.4486634902566392,0.07744141162165064,0.0021583572285961417,0.5033702969668048,0.7649480516250216,0.20776979245790206,0.6782081260240321,0.7309331295206772,0.4903935739361722,0.20674326968717383,0.3747153728358936,0.9324842395988026,0.05973960273399159,0.42408784304944525,4.248451045774942,4.310245055733674,3.87996573837006,5.01118778666919,4.746545956543734,4.204138179890384,2.2565361294620794,2.6837864348923013,12.332554964035387,11.251533131780755,10.812203219037304,24.45293171255368,34.39629131485344,58.84922302740712,34.39629131485344,47.597689895626374,34.39629131485344,34.39629131485344,34.39629131485344,35.265134931590985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1614.6045241422678,1614.6045241422678,161.46045241422678,0.46107292657245347,0.5626511184853499,0.2129833999609262,0.4430945725159994,0.7501277751850782,0.019355490587941393,0.8983037810789645,0.24457623696911868,0.07020134951149526,0.36772393357570077,0.612948936294323,0.14638202268568912,0.5807436313736316,0.9332381773644862,0.6913432421134943,0.0849075377207319,5.482799448320679,4.8422561265722806,4.188502152096709,5.54917995797276,4.202808073524787,4.9552181586489255,3.06477945250705,3.5760208848755353,14.626519759066314,12.750386974352516,13.247322485292923,27.33032521099427,40.62422921871175,67.95455442970602,40.62422921871175,55.20416745535351,40.62422921871175,40.62422921871175,40.62422921871175,40.577647696287194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
