t,y,mu_0,mu_1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0.0,465.2610464489567,465.2610464489567,51.695671827661855,0.9742327246979912,0.7224709261471017,0.018411421432969033,0.33189341592599064,0.8479435916069111,0.1624092028662285,0.16729558444123926,0.7132933870054726,0.23093391260535512,0.5159702477587735,0.38410041990397037,0.4700466331969463,0.930505140254546,3.2058519946590884,3.0311238853295794,4.19454434994182,1.7516762600735452,2.1610008445501485,1.2923435083512644,1.9637576332255966,11.441996492963625,7.988652140062213,8.236144498304537,15.848622216057496,11.244753281639074,16.224796638366747,30.675401914664914,23.837274356119707,30.675401914664914,11.441996492963625,19.43064863302584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,521.8004592259258,521.8004592259258,57.977828802880644,0.051545614031132225,0.30963104349983794,0.3971757701795975,0.24920374527266864,0.374824482927836,0.9321105281150395,0.31845375597701064,0.9656442159475145,0.48544004342336866,0.5823386776021898,0.057404056372875045,0.3151879981995045,0.057124280829559115,3.1989512715693653,3.060202587918158,1.9909292330908357,1.5265002419424154,2.942029576258429,3.0988243136425306,2.102006097966082,13.8265079913309,7.785654101429939,10.627556719761534,16.392943080445402,12.986484513038553,18.413210821191473,34.598646605799395,24.17859718187534,34.598646605799395,13.8265079913309,21.61216209276084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,78.29607546566507,704.6646791909856,78.29607546566507,0.8985714512439381,0.8236099159208733,0.6857544147489751,0.007185189223240296,0.46104314576181227,0.40853026947664806,0.9172557937865867,0.8698411090476247,0.351947562807588,0.40001503754598045,0.9849767944323972,0.6841198472770977,0.4970365981550273,5.0232315176780435,4.347378519731886,4.4020829359153115,2.6440260779605715,2.4611140464759744,3.233329149867423,2.0451308939669217,17.709079311713896,12.0146361153705,12.685847794035855,21.51226706363556,17.293096159204843,24.700483909406355,47.016811586289236,33.526903179006055,47.016811586289236,17.709079311713896,29.723715427084397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,406.6949071577713,406.6949071577713,45.188323017530145,0.35487387122707903,0.17338054741301712,0.828236096239291,0.9783788867217114,0.3171421240137998,0.03333735127918147,0.12080018847905316,0.30446622105319743,0.4162866482264811,0.8399406706378023,0.6706926017010646,0.36777945871691775,0.12047363429984304,2.7812733371393117,2.5715801317503995,2.5781723801364285,1.4751904724338063,1.9058496546935884,1.703126505277204,0.9401466709324795,10.43702010129431,6.828043941323517,7.655746764154998,12.480148679929412,9.4713171175332,14.483790705478516,26.736381160151026,19.30819262125293,26.736381160151026,10.43702010129431,17.265064042617826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,517.3312830206469,517.3312830206469,57.48125366896076,0.7623832791077465,0.5452018812273118,0.36522392055418307,0.8166138331673538,0.2611132557567327,0.6103989166914563,0.4172279564621475,0.508909750476756,0.2888866508933402,0.26636824775231827,0.4373723408595481,0.16296398158717373,0.3129964818117633,3.5183767398103423,2.8265692496428545,2.6987694509382516,2.099041187552091,2.7700110324562184,2.190647195077883,1.705600704568841,13.404645404539387,8.443987177005287,9.886268664729048,15.70997437249439,12.34023507665201,18.330255841734335,34.188867658196685,24.153961549499677,34.188867658196685,13.404645404539387,21.848632581544674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,64.5137867044918,580.6240803404263,64.5137867044918,0.4982175339731745,0.1539137737569648,0.6943385734135598,0.3080807736302278,0.8322743421675725,0.6809221938188432,0.07234656098022729,0.4591334629807592,0.7050825242247016,0.23928149438759339,0.6286825982765186,0.1715702340207519,0.8080219784882933,3.8202906604445213,3.312503487612421,3.863418960045019,2.512904850293238,2.3071327284114966,2.611823315418091,2.3721928339680822,14.564655042179767,9.64569899835018,10.744364381735247,18.28736198589963,14.629715147736354,20.39006338008543,38.840069188266305,27.93306098424981,38.840069188266305,14.564655042179767,24.21035404052995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,73.23585234886367,659.122671139773,73.23585234886367,0.7450419708191094,0.9692612642424576,0.01923324074495547,0.26072934885348453,0.27808130389224084,0.5429000971092504,0.24629176049009183,0.40772608228156304,0.6574621676671802,0.9143746649996247,0.9254190992144861,0.3230545398882356,0.1427620645544858,4.267043922079003,4.533790357615332,3.134896551808665,2.870823334810026,2.838078960153936,1.8736133482930408,2.4477048329111293,16.38334992295134,11.671657614504362,12.116306000872335,19.095127972861107,15.992975795708531,23.787963615376697,44.04798333316423,30.76678558736547,44.04798333316423,16.38334992295134,28.0550075374557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,64.86028343439726,583.7425509095754,64.86028343439726,0.07228464819863689,0.687990958470126,0.835971763824327,0.2187006663032569,0.8433648223263729,0.41109984842669867,0.8449736545944906,0.910306277659069,0.13303122401154543,0.295022925752801,0.8158170167467094,0.8862688900815833,0.5441652201103864,3.866501737337112,4.031300450328745,4.0030775270229775,1.4322327373835904,2.361128974870696,3.1353827685161306,2.075486853234743,14.826546668436272,9.330034925049446,10.960044931099162,19.472878311310403,14.54090454680032,20.29007985614861,38.69748614028604,28.80291323635985,38.69748614028604,14.826546668436272,24.15658159348572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,548.2756123660652,548.2756123660652,60.919512485118354,0.9898260849793322,0.24536709887031183,0.30622455564931617,0.4219671375927738,0.9952057665544672,0.36045641322321964,0.4175998266214691,0.6553712985160474,0.6788329221628644,0.6938143369497781,0.09999820697804085,0.575036752201305,0.6473348380551105,3.336076580379132,3.4912745713601514,4.4378280184727075,2.129113627343457,2.361994870365217,2.418485016172917,2.2798622008108635,13.736944665620875,8.95646477908274,10.400868085241743,18.32552125756099,13.65481199606652,19.357332864324484,36.34822144077013,27.28198603664373,36.34822144077013,13.736944665620875,22.693409444703615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,64.91122757558041,584.2010481802237,64.91122757558041,0.7536317972547414,0.7749602579831011,0.5430097871802165,0.11487036249996274,0.7774045652243138,0.6115874533597773,0.3595225754004515,0.6265140594075734,0.20554732587195323,0.8220531103041048,0.4222981871062541,0.024519762695216274,0.0346403620903637,3.937548868163617,3.973373475249956,3.1137138582999055,1.9930647635927259,2.3334794591223678,2.346181201219972,2.3694996024391455,14.583647767348637,9.903987107006298,10.646098899185022,18.07379646449496,14.619667910665415,20.55008600619132,39.10730278502035,27.97778357150126,39.10730278502035,14.583647767348637,24.487634874354935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
