t,y,mu_0,mu_1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
0.0,1931.341148965647,1931.341148965647,214.593460996183,0.2176512319363817,0.6742722786277824,0.7984203791105269,0.48091478228455653,0.9904386953524607,0.5668066789282342,0.8827647234230017,0.25702322646114784,0.4944645159200419,0.15090777239863173,2.7485373551031396,2.3993819081112866,3.0644953995979067,3.591930084001375,1.859691573958803,3.3898206034637477,2.214700844658331,2.922746414340437,9.730288042568262,14.512726030867501,16.37827142853398,9.061104372907325,9.730288042568262,5.991311992112662,12.814241765832936,14.120638505680162,52.766343598141745,52.766343598141745,26.108559471102243,63.80302838055723,49.68238987487707,49.68238987487707,41.16097583612223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1888.5464152200952,1888.5464152200952,209.83849058001059,0.3192334320135718,0.23269706965428083,0.9365613635101782,0.44346922728026794,0.6364962775534933,0.6689563952114819,0.3179370274162153,0.4993537639642288,0.21921515008663095,0.22715022339239654,2.994706123445184,2.644983160247274,2.6436867556499175,3.132522818910742,1.8247329088082909,3.2814794378007672,2.595370641407896,2.6505300065091584,9.408708380156693,13.883971295474144,16.129618973684128,8.92671556775511,9.408708380156693,5.777505979158017,13.192315652819389,13.477792562577616,52.13262148973277,52.13262148973277,25.53832735384082,61.8268067796477,48.34901421707008,48.34901421707008,40.242548900753945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1484.4765675787487,1484.4765675787487,164.9418408420832,0.3257956991539057,0.21030006396392975,0.7058744919702133,0.02912490310764071,0.10672431723807663,0.23495095781153907,0.8970622722045749,0.9198133637164141,0.16862100053406248,0.249625731190108,2.3080104483299775,2.3988551896723442,2.970121762723014,2.6110550559720442,1.109446450315815,2.5055795069104208,1.5453717832334068,2.3595295224461657,7.4246450112124425,10.893620983974422,12.529837508550195,7.173119477686564,7.4246450112124425,5.009910245644388,9.972738927523586,10.7415745591547,40.569316897734765,40.569316897734765,19.954482519762635,48.76279754057832,38.02122298142362,38.02122298142362,32.13751224309358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1727.2711137125364,1727.2711137125364,191.91901263472627,0.14876680739171788,0.9124055117842538,0.015946657761063965,0.5881092981496944,0.8878427442618391,0.8390969293081894,0.15207876670257603,0.4052222312604349,0.6693762568768977,0.37174104448754053,2.8894924178438206,2.199162295927349,2.2024742552382075,2.7851157606776797,1.5244198439461512,3.0870050401891884,1.963660737098206,2.739826763224063,8.76161321871069,13.025859825880904,14.299190441062636,8.716324221257072,8.76161321871069,4.984278056605029,11.361851055493208,11.562675637149432,47.40322554369382,47.40322554369382,23.060803659773327,56.36566334406073,44.80298770691131,44.802987706911296,36.76140593763543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1651.3065007077892,1651.3065007077892,183.47850007864324,0.38290077495239105,0.8625631100977168,0.45151815796084027,0.38729252520223656,0.23771058213762897,0.14065470776730515,0.9514710628754438,0.04233237777851051,0.8811857265855149,0.17276629703228552,2.0757497923266928,2.317995859511779,2.8865661474348316,3.367789252376017,1.4733585923136603,2.555706441649408,1.5351324629150587,3.00779267257721,7.999245486352118,12.480396751242989,14.257775281343132,7.639248906553311,7.999245486352118,5.685785111887796,10.770025959443208,11.818552896688976,45.14744689858264,45.14744689858264,22.257020767695252,54.195219322180535,42.37666642549155,42.37666642549156,35.58205478613636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,252.2873264522066,2270.5859380698594,252.2873264522066,0.8643791178423847,0.8810378058977977,0.607959530327981,0.8365623679326851,0.3347255946093399,0.32104930928610675,0.3586938421805562,0.9602526634367605,0.038296961790897255,0.4942265852480552,3.258347418022486,3.801677226578764,3.2959919509169358,3.521167714608666,0.967305801404985,4.1364028211881045,3.124176910637213,4.188488447228506,10.915917953819257,16.071712202452748,19.73921892164624,11.583238686439097,10.915917953819257,7.32284494118743,14.672675071252115,15.045045198755904,62.066844881790196,62.066844881790196,30.655136875465498,73.35513296311325,58.310087764357334,58.31008776435734,49.56122050309203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1540.7599117462064,1540.7599117462064,171.19554574957849,0.6874384931806719,0.3120942179890781,0.9348960344648517,0.03158923548701109,0.23725610445410417,0.05969461808392573,0.08193372536670707,0.7433098393793656,0.05293185515669396,0.27027459300299606,2.092696175574844,2.7204400506715904,2.1149352828576253,2.1187585547428576,1.0475225077054713,2.9576961551256944,1.9838929742194567,2.7622596756576723,7.169150885443395,10.978933068806539,13.590569918122743,7.812652006358211,7.169150885443395,4.839198605414448,9.96331026291422,10.222805474651105,42.34546525620171,42.34546525620171,20.75972080356614,49.77411135338199,39.551305878730886,39.551305878730886,33.4115714153388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,233.49139316633332,2101.422538497,233.49139316633332,0.6393635195434749,0.8346382396048536,0.6795743344183649,0.7543375881807853,0.6057718256884602,0.03390035406305825,0.8848576073094664,0.28680609621248576,0.24314736603704,0.6853161485002218,2.683081887411956,3.2885450528923728,3.5340391406583644,3.9204969180524114,0.9566220545184632,3.8943168785808333,2.792491944705905,3.4378671439970043,10.4978956840452,14.89238488256067,18.29033999274699,10.015265909989793,10.4978956840452,7.209041970944784,13.641237857581109,15.097966936515977,56.83922864287856,56.83922864287856,28.78823567679219,68.79385340585863,53.69588646934265,53.69588646934265,46.012543557726765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,274.41331561384806,2469.7198405246327,274.41331561384806,0.15721945484192945,0.17835979639442479,0.3577551215508926,0.8192346278188014,0.7350232120770789,0.6074292933763861,0.7502249920273899,0.6685545039995607,0.8462802124048914,0.9091480045397187,4.208401763690251,3.7581919251557947,4.351197462341255,4.4472917065600095,1.8114646273321702,4.493215137232873,2.850786502127728,3.0274037170105004,13.148908607483133,17.987776951825804,20.388353615419078,11.729020617933624,13.148908607483133,8.205483631715804,17.076136524865955,17.953955435594036,67.18128771004447,67.18128771004447,33.537262222902214,81.20801522825568,63.25405979266165,63.254059792661636,53.47176647255165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1468.6412530463058,1468.6412530463058,163.18236144958954,0.15086071803574275,0.04640123388119366,0.1728792618539644,0.822451052755728,0.30899743471298013,0.9903154006715015,0.09235096606205884,0.6092962616345513,0.03523536125512483,0.21661943046741594,2.846796768638286,2.0073420860025273,1.9488323340288431,2.480712191101537,1.1984300237805907,2.3163395207155073,2.353125863784353,1.837123889416305,7.64384848045533,10.679402393652225,12.19307357480082,7.000260178770098,7.64384848045533,4.488054277104064,10.886406933307294,10.297439933410832,40.759143080530436,40.759143080530436,19.83692205525615,47.8140245610893,37.516584627678476,37.51658462767847,31.325236511130313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1681.674283448861,1681.674283448861,186.85269816098454,0.37779801784202105,0.45470033082849715,0.2798295854550408,0.2903443636407249,0.238129823376794,0.25023930490293456,0.9972372150411852,0.34480048045634804,0.684435032298162,0.5804123546086115,2.430061121361822,2.5576198343009082,3.1770590315000726,3.46029587378868,1.2145039226561374,2.7957496576777023,1.7786236264493327,2.4319078105207943,8.686106652828204,12.332518386005138,14.238700725393555,7.657718589560319,8.686106652828204,6.017915708089588,11.44110437855688,12.426232112071924,45.67004207951589,45.67004207951589,22.924807378221757,55.34127646585914,42.91504435378721,42.915044353787216,36.600441675871664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,245.59942470243803,2210.3948223219422,245.59942470243803,0.4538230613542732,0.858764506253322,0.9480828857098709,0.22235097612064958,0.8294523623224536,0.9242587419542068,0.7848804906769398,0.5979165221602022,0.35921350448696243,0.2468845784430458,3.298707208874938,2.828271528275004,3.159328957597671,3.939494238745949,2.23155513215104,3.657723890597458,2.795400243582047,3.440151456085281,10.895925338218344,16.567631926454666,18.89259648943678,10.396582555557677,10.895925338218344,6.767765767020953,15.09342835162898,15.783502462674164,60.95023932307811,60.95023932307811,29.788521827655124,72.53623877234163,56.75273630966747,56.75273630966747,46.95287015023376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,238.38091318027156,2145.428218622444,238.38091318027156,0.19885223101230798,0.14277070046883555,0.9871310938350935,0.6956974612865936,0.6877047493818415,0.8830304473576581,0.32478656583353605,0.33398298147899963,0.2902939928037723,0.3905499813921325,3.5806859581542496,2.8965077418088994,3.0224420766301274,3.770341773521094,2.1604555339965237,3.584212491190741,3.1552612148837857,2.6487284608856028,10.935240222866085,15.744424217748211,18.215507216286646,9.813626910230592,10.935240222866085,6.666849515329993,15.563252222364554,15.69271309022227,59.33681056663001,59.33681056663001,29.15074743915273,70.40151165735381,54.70879856713154,54.70879856713154,45.63122386471331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,249.32978797574592,2243.968091781713,249.32978797574592,0.9560818348081014,0.0032908157399257343,0.6463161149846814,0.3305573368106651,0.35941993257110283,0.8850037136410454,0.3069304804830132,0.37572522062343494,0.7233453471190456,0.30042896724383894,3.261376700422711,3.3324548215897676,2.683303467264679,4.148663795090391,2.2546651757447727,3.69187475416087,3.1183879674883324,3.0353166700858543,11.101915249673972,16.3918970955046,19.581363184159986,9.988568124669435,11.101915249673972,7.481118616680158,16.115548460335976,15.896895159749043,62.07737686467,62.07737686467,30.68327843383396,72.96063881375704,57.06374365400799,57.06374365400799,48.152965175183546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,288.1777324353844,2593.5995919184597,288.1777324353844,0.795398759897667,0.16382187562326078,0.8840963475752007,0.9650714753117549,0.4438400201953595,0.48387823278035247,0.03489180882325549,0.05210942277631614,0.6989008917613407,0.7005165001075665,3.7845728703125316,4.096093397429846,3.335586446355434,4.562754016257138,2.066875472116894,4.539933417625206,3.8289613156725415,3.55939877294554,12.887260304194875,18.513534549257308,22.654016392047165,11.883905060883277,12.887260304194875,8.658847413686985,18.33925707178895,18.33411066802721,71.3907130739767,71.3907130739767,35.541276696242036,84.27282697440984,65.93871630638262,65.93871630638263,56.0840291708123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,267.46868877258544,2407.218198953269,267.46868877258544,0.5593480119872137,0.7419033019837038,0.9073540675158368,0.1331653049911612,0.70387706642096,0.7607433137119671,0.4315010258160572,0.6407951444050286,0.7715221252044931,0.4309887508487772,3.644568706677264,3.4431734049525105,3.315326418781354,3.9946226000755063,2.439619506432297,4.147050471373471,2.791599449054956,3.754087956087437,11.786241778126241,17.979949240645972,20.570153387976177,11.545707134138173,11.786241778126241,7.437796005028017,16.313583667192535,16.688218445717585,66.40939342995286,66.40939342995286,32.356395166102416,78.57026998660415,61.882051540886565,61.882051540886565,51.339898305268605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1581.5088083144847,1581.5088083144847,175.72320092383163,0.4919957994342432,0.07238850383114948,0.3205736262960447,0.7668725028664144,0.8362684479393839,0.22733700572442894,0.9015774660834828,0.19439553563749,0.1608694354762562,0.36777945994145,2.0378275659420844,2.3024863596518985,2.712068026301138,3.23700529582232,0.7087800674967298,3.1387548075912823,2.174558394262581,2.007095403541598,8.413587669355685,11.129463140394014,13.56868032836641,7.183677777074965,8.413587669355685,5.539491655474219,10.460657683175613,11.97116659147405,42.342478929011,42.342478929011,21.982267997722097,52.26657550666513,40.295408915191075,40.295408915191075,34.70543743027128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
