t,y,mu_0,mu_1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
0.0,791.7172184393752,791.7172184393752,87.96857982659725,0.1270731292503715,0.9327221877747622,0.07556532369434787,0.32524431274263854,0.31139364137866976,0.7210791060661494,0.4275048705615495,0.8193093164353613,0.19481905361173024,0.938036451796514,0.6235780989183084,0.1027568538018554,0.76370124003214,0.6088477015810314,0.13952373072680457,0.7516069411460902,0.14044778621878462,0.820377006321715,0.530877650782228,0.6505700648077122,5.261078825540242,6.85935903631484,5.519722053805244,7.087075132835344,17.640159915660323,17.86787601218083,24.72723504849567,42.36739496415599,60.23527097633682,42.36739496415599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,719.6666700132582,719.6666700132582,79.96296333480647,0.28498936472283,0.18974879747335316,0.3905699668166065,0.6071314673899953,0.2912854362366233,0.8013756113831959,0.31113400322643214,0.06453371301745814,0.05009188309734758,0.617140741880582,0.34200207273143546,0.28824969529689926,0.8093791927903171,0.9385980546181034,0.5640089601016008,0.3156843858291295,0.05788615035678513,0.31176849566122333,0.5564708859903023,0.1112380849286928,4.473261615398805,6.540823859406433,5.520090626877137,5.596727313664458,16.534176101682377,15.590079555940399,22.130903415346836,38.66507951702921,54.25515907296961,38.66507951702921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,817.7475475818795,817.7475475818795,90.86083862020884,0.2980698717368575,0.35346834642850833,0.1324782673148056,0.9401627452466123,0.3287539394193312,0.39149565405199394,0.40071598509241546,0.07150759395916895,0.5401983050292599,0.12881001069962406,0.23016112147155776,0.0510358992970511,0.9444397753598454,0.9222674764956363,0.5535150071626309,0.9396319900733985,0.17985906361076032,0.4916121132395227,0.4422783871580771,0.31827868216909694,4.767531034131109,7.386235468414662,6.263931336725092,7.019998645868824,18.417697839270865,18.051461016725025,25.43769648513969,43.855394324410554,61.906855341135575,43.855394324410554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,118.77865815898433,1069.007923430859,118.77865815898433,0.7378486316021917,0.43758964115354937,0.9617844335169128,0.6170097408115072,0.16102584842368972,0.10600619955345314,0.671062693928996,0.6385551337392352,0.8514034839485352,0.9280952830505061,0.46933819332140103,0.17218388495475345,0.3503657271954841,0.26723948149395016,0.8289053636033108,0.932040914625304,0.9803412451489752,0.18774934100333174,0.5115412189052446,0.9809562476362579,8.268119231379258,8.385239010745545,7.016963178669649,9.670317403983418,23.67032142079445,24.955399814032326,33.34063882477787,57.01096024557232,81.96636005960465,57.01096024557232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,97.1567086279206,874.4103776512853,97.1567086279206,0.7671394925859868,0.17085704973326588,0.8403396851092996,0.5118768096048796,0.6951778623003961,0.17926356140153132,0.7904979221166826,0.7414621466553557,0.09068153983649674,0.3775786988452252,0.9112336354707792,0.5287411843359237,0.5050935621386407,0.3938033935078725,0.2924945369757578,0.138777071797883,0.21455693245537788,0.3712708286496771,0.9600014884707807,0.08099549759896019,6.423246484011211,7.066476370868454,6.30176718624644,7.171412455807955,19.791490041126107,19.896426126065606,26.962902496934063,46.75439253806017,66.65081866412578,46.75439253806017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,836.5915664922319,836.5915664922319,92.95461849913687,0.23743518217188841,0.43699915607573836,0.44956958747576603,0.5251117544134364,0.6898929025966322,0.14475151536148156,0.6243080033700137,0.2191224291155145,0.49864942176733906,0.9443645759774656,0.5623402700346366,0.012682955627183023,0.5547038042365829,0.540555096256935,0.7584166362020754,0.4982810819062218,0.7020608325947225,0.2990471387508825,0.6442827012225045,0.18018144903828626,6.744970717321701,6.733853514386707,5.2626076573364,7.2072651793369555,18.741431889044808,19.214843553995056,25.94869706838176,44.690128957426566,63.904972511421626,44.690128957426566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,530.9875482606687,530.9875482606687,58.99861647340764,0.4000822479627125,0.3643210284225328,0.06027255831252065,0.27708092142354435,0.21678034809922664,0.42279588675635993,0.4898103435143978,0.3417810322347583,0.5878551339411234,0.3971344220526476,0.013413838856477622,0.5982940142243639,0.35575070804160513,0.3722626595069092,0.2793190295896315,0.08654268240783547,0.5994257913317927,0.4056490546327034,0.0546083459617388,0.6233171070274116,3.409478090257375,4.712696510533994,3.5265931679474543,5.104055194796644,11.648767768738821,12.040126453001474,16.752822963535465,28.401590732274286,40.44171718527576,28.401590732274286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,780.6661294898005,780.6661294898005,86.74068105442228,0.5735431357225632,0.25197578681951327,0.676519125404833,0.855556553075919,0.21711062975244189,0.6164450247486454,0.014959632599770178,0.7134564192695811,0.730512797927009,0.5116871322044246,0.4389285492729966,0.036679014656211706,0.30509884682676625,0.6004354900175642,0.06856091969032974,0.40392524592426904,0.3890687690418516,0.710117849993407,0.16384124844573222,0.7301668366122469,5.487589462673597,6.669299204897041,5.563372815642839,6.379685235584594,17.720261483213477,17.43064751390103,24.099946718798073,41.82020820201155,59.25085571591258,41.82020820201155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,96.65092045263006,869.8582840736706,96.65092045263006,0.9793745339405359,0.3081906676488566,0.4041438634806672,0.5743092294219222,0.03998219990759977,0.9836861453643282,0.05567208257254064,0.4705253689136134,0.542447572707613,0.15683301422786033,0.3329246907610436,0.5790611509501515,0.3043677279891547,0.4765104888209297,0.64652270304469,0.6504224506448546,0.32328120040494734,0.6966270747150569,0.5881609512521216,0.39217574034596336,5.611129038106477,7.802280116280431,6.624600605367091,6.64871588895907,20.038009759753997,18.88444553243264,26.686725648713068,46.72473540846707,65.6091809408997,46.72473540846707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,99.42481068484238,894.8232961635814,99.42481068484238,0.5906740509346096,0.47878835248238527,0.007228655465231881,0.8657159650080386,0.7923545087945033,0.43515614053638885,0.41169641101812116,0.04882142073475748,0.8033513885976716,0.28096467210506404,0.36389110623544196,0.6193496607170662,0.03545606647477828,0.6248534918687623,0.4813876880410658,0.7998549642850725,0.2837308663850583,0.07889542642024061,0.9433425749191406,0.5560936230805406,6.020455388366379,8.397498237440699,5.966743273449989,7.323562235313133,20.384696899257065,19.3107608971295,27.7082591345702,48.092956033827264,67.40371693095676,48.092956033827264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
