t,y,mu_0,mu_1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
1.0,162.11572348901353,1621.1572348901354,162.11572348901353,0.9993302628016594,0.7652560709080123,0.6662180064351024,0.417699692592685,0.5510461230909999,0.9526005805641764,0.5378372089168636,0.8342691622963798,0.305937486862506,0.36536887905406623,0.8237298057464658,0.9568756493498876,0.5070459727030305,0.5096257118835447,0.007385275900512411,0.0884622859278077,0.3493724723594055,0.8001462167142448,0.3771686063584644,0.9323296028023291,4.118448334260745,8.39163171830322,7.661537681102942,6.7684771683943925,5.820193598164932,17.600179613528617,17.600179613528617,4.118448334260745,16.053169399406162,24.368656781923015,14.211825316468152,73.7808413254484,79.74063374264716,56.18066171191978,73.7808413254484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,142.48929920008408,1424.8929920008406,142.48929920008408,0.5676770477632881,0.11081469785932252,0.7293248270136039,0.7165931379951758,0.3645344008171406,0.547552094987475,0.08525163597889474,0.7179388628424039,0.19983762340817968,0.6028423184441702,0.5811184102032279,0.14548648460460312,0.25971509573617957,0.9489390617248801,0.7165564750105363,0.8712084717994814,0.775497694237057,0.5399700055488321,0.8895616249859615,0.09836811021763314,4.305659926429912,6.8754820907282115,7.004299709883249,4.969459623774977,4.733112065407065,16.043071701720223,16.043071701720223,4.305659926429912,13.879781800611461,21.012531325495203,11.608594156135275,64.70726888507093,71.28411645597703,48.6641971833507,64.70726888507093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1198.7164994205614,1198.7164994205614,119.87164994205614,0.8017165092219775,0.3473597761574645,0.009662811750804856,0.1864498798448263,0.9577206179611268,0.022784336149242468,0.7989846964407793,0.9905347530987014,0.10724756916456091,0.6378768705204534,0.37641464451794593,0.5193128838974806,0.26294414879600425,0.20996991725237968,0.8453355501501927,0.21340778775947855,0.3903621244848229,0.18200880368990735,0.9193835419872779,0.4945161363536569,2.512839865538297,5.3643489727891,6.276206307000829,6.12343604483062,4.158546966452434,12.94759313899156,12.94759313899156,2.512839865538297,11.640555279789929,19.07102918382218,9.522895939241533,54.48911140104684,59.119610607133524,41.54151826205528,54.48911140104684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1113.4815629889606,1113.4815629889606,111.34815629889606,0.2540786642761249,0.8883626312004798,0.783711153017149,0.5111021962971966,0.3225583675349498,0.29542025540418937,0.6803903125623896,0.20732004081425204,0.06446483025848027,0.017901028426690835,0.4924094825460351,0.8354071566073991,0.5574856920567015,0.9027773444766319,0.3184216959571855,0.869471931081761,0.1883373438742052,0.3320347058821277,0.32045599399353975,0.06308821373284623,2.7445138137604297,6.675619985360231,4.922664855256606,5.266733522211483,3.919003491625341,11.586182160642377,11.586182160642377,2.7445138137604297,11.598284840616838,16.852915682853858,10.594623476985571,50.61990348112418,54.368078658515884,39.0337213204818,50.61990348112418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1113.7091992013768,1113.7091992013768,111.37091992013768,0.9795057620971833,0.5981382174305887,0.03866705173892959,0.14373100199676792,0.345725563681745,0.49539432328522115,0.8166553690904286,0.26233704496104215,0.1767545987789476,0.38184375431391504,0.6027917040940007,0.95582864964873,0.0645834981246921,0.31845936497468474,0.49746248710548624,0.6192539722555345,0.4765558126079247,0.13178327613121932,0.7640709851762434,0.06620867807868602,2.4073681416879396,5.7643212559395725,5.3381220892497,5.481125489689368,4.05395788084138,11.79944811177902,11.79944811177902,2.4073681416879396,11.102443345189272,17.280573601468387,9.818279136780951,50.69774896180738,54.389281311903645,38.898300850028356,50.69774896180738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,152.117010721567,1521.17010721567,152.117010721567,0.9525748969026444,0.1407535974434997,0.4176003190428289,0.9163685417900516,0.25108487794422785,0.7775396012149426,0.6883735468177596,0.15105651334151393,0.36691956369295786,0.6505855445593438,0.2807045800186727,0.9158759046717901,0.9084478729384767,0.7817296192678715,0.9400089842878567,0.8644724558171096,0.7276888226887119,0.2176740616269045,0.47255554732894134,0.06151181297493358,4.2963123432168775,8.323882390514756,6.367589766522023,6.955386473142602,5.488908393695128,16.15281050343403,16.15281050343403,4.2963123432168775,14.69147215703678,23.10819697657663,13.812790784209884,69.22660876765457,74.40160248369834,53.07379826422054,69.22660876765457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,157.05707850186226,1570.5707850186227,157.05707850186226,0.5502518549649031,0.5135931224607488,0.12351490164170764,0.5806093489774758,0.5248738019871582,0.9438699359342868,0.7622594051134033,0.7402231629858261,0.49046661277019765,0.26910488471743377,0.15448796770451412,0.947891230106892,0.28008333772633764,0.4204328100703898,0.7026980072577388,0.6747395601428952,0.7570410248785221,0.16088817821465584,0.35515893744649685,0.7807382217676117,4.146020302446527,7.871082599924046,6.868655402677415,6.991170307358695,5.922728644477672,16.937404349601614,16.937404349601614,4.146020302446527,14.739738002601461,23.928574656960308,13.793811244401718,71.59719460056526,76.68914166121152,54.65979025096364,71.59719460056526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,146.79845051606645,1467.9845051606644,146.79845051606645,0.36668917761544517,0.879054717242251,0.9635952437188399,0.6109208736205446,0.28211892699607477,0.8572462426275959,0.31142069811052353,0.2948729366187882,0.16281582169948638,0.09204169331486944,0.5716284921533888,0.3128228533052533,0.6775798452762298,0.31595774875746263,0.7846228654640464,0.5625883157890001,0.7336702133702182,0.44085969187467844,0.2710322554690775,0.5377091663045025,4.401479040793019,7.877330830041083,6.133954505335601,5.484422834567374,5.4846257992336245,16.02005934536224,16.02005934536224,4.401479040793019,14.011285335376684,21.504482179929617,13.361956629274708,66.90655749992881,71.9573652468238,50.88649815456657,66.90655749992881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,142.53382486845726,1425.3382486845726,142.53382486845726,0.8010970299593081,0.6583908152060418,0.04889369749340311,0.6998888241872352,0.08781586384400075,0.9464971509335846,0.7684782834471935,0.22186118321309656,0.1701568289969977,0.6517304594398323,0.9837895408257097,0.8217824109448695,0.3586486689591999,0.951432748048209,0.5430629397897693,0.5693804684329761,0.10569159868000455,0.2182423221810822,0.9320005747949714,0.40612177331831756,3.554085640585963,6.687214316787763,6.60133521420861,7.296118517722986,5.100654016849313,15.256074871643886,15.256074871643886,3.554085640585963,13.288549530996374,22.55219338936687,11.787868333637075,64.85221146629172,69.90697830423699,49.59613659464783,64.85221146629172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,149.03376789393002,1490.3376789393,149.03376789393002,0.13513965289445307,0.5531573485242537,0.40650170087565884,0.6640470863297898,0.43389503799270757,0.25585935025351325,0.631891439653286,0.4111508197625948,0.5501569051193808,0.768419848688403,0.9013518561061259,0.958839466940905,0.822295774607154,0.5002061355067507,0.861483859116399,0.10053388592566781,0.24730224813971824,0.7727825272942354,0.9547306743799558,0.25163085348619074,3.9673689307594486,6.8497847466769874,7.627336785941737,7.5425666942689,4.578686506936591,16.173392223637777,16.173392223637777,3.9673689307594486,14.477121532618725,23.715958917906676,11.428471253613578,67.49121461879581,74.5072338285604,51.31782239515803,67.49121461879581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,158.0603280027395,1580.6032800273952,158.0603280027395,0.9905579199079756,0.13185435183217387,0.7200618187414132,0.31812851053214475,0.1954975748200931,0.5952075200096513,0.16813114247507832,0.873118231780954,0.3620023933642925,0.7594817598181921,0.24805109027471106,0.6466241106253243,0.6285973759783459,0.584851965203656,0.2617112604998466,0.37320296629479777,0.6894473486625423,0.8967044492559667,0.9076694678913331,0.8678793942949413,4.836251562279101,7.944200449491021,7.707212037671517,6.109508316812928,4.992746340811883,17.5362099407625,17.5362099407625,4.836251562279101,15.651412487162538,23.64571825757543,12.936946790302905,71.65508492940333,79.20580218854207,54.11887498864083,71.65508492940333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,152.48859404134728,1524.8859404134728,152.48859404134728,0.1420680104513653,0.13732412817109896,0.6728176703409446,0.3869160024324495,0.09637545295551975,0.9525785088321705,0.5995620319027087,0.5403168290952837,0.5154310910570538,0.5580209365644176,0.2947323951155124,0.6546049606366119,0.8527598166357256,0.7858034039142491,0.5632527605166572,0.5701171311892202,0.9303677495208205,0.03309850807231496,0.9906325762299565,0.89628148480648,4.761598091379259,7.802880677100234,7.338260305412144,7.6026271522226505,4.29344307848433,16.393301475275734,16.393301475275734,4.761598091379259,15.141140982512377,23.995928627498383,12.096323755584564,68.87885533363442,76.68527065194148,52.485553858358685,68.87885533363442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,143.45426297330692,1434.5426297330691,143.45426297330692,0.7121453118856961,0.0032394868362444207,0.36028521401854385,0.270949086478361,0.6762051031265158,0.5429096012744544,0.8795633869030334,0.8860524392020862,0.5233809361856777,0.4589936850253066,0.17620509524326577,0.6399299288026485,0.35410571428845516,0.7270815625754982,0.17325517844016836,0.5385780865313787,0.9325091077394395,0.9525386948250292,0.5754879041336954,0.3922438402455346,3.9421852365460937,7.528407766775285,6.896065707054305,5.946396327837233,4.785445325829061,15.623696269429459,15.623696269429459,3.9421852365460937,14.42447347382959,21.570092597266694,12.313853092604345,65.13133822872996,71.1841438465013,49.5076419593005,65.13133822872996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1249.2011129802986,1249.2011129802986,124.92011129802987,0.46180073904326746,0.06170236119629402,0.4169370091270683,0.013061874080524283,0.03249584619769552,0.32116751997784676,0.5075135232079327,0.8464729537034807,0.7149657307682709,0.6730719741246327,0.048323394805798836,0.530776625854698,0.19073402117436733,0.9329096476047228,0.16016661694398482,0.8988786472413485,0.47189930033929595,0.13000490235080286,0.9269143877823326,0.6507779047812909,3.9659703053152455,5.975216872600953,6.350953513659251,5.703196159614068,3.445022142581326,13.761945961555822,13.761945961555822,3.9659703053152455,12.326170386260204,19.46514212116989,9.420239015182279,56.409273059463814,63.281174735856986,42.64732709790799,56.409273059463814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1132.4408666329966,1132.4408666329966,113.24408666329967,0.7517386085856931,0.24834985465607629,0.7179113340572879,0.5375400055089913,0.32034157334267455,0.13579028450510144,0.2558941603371968,0.3771312382079075,0.838493536625239,0.19460564991318585,0.5787952182047715,0.3627709417799042,0.4319121155865816,0.5121610806798531,0.44294858379671775,0.3423729984504491,0.5629341599553868,0.3170058271129911,0.30674336141913316,0.1677037292215514,3.1568319436825236,6.152434628355508,5.102614276636913,4.2177148718632145,4.102285001805485,12.36173122212492,12.36173122212492,3.1568319436825236,11.255048904992421,16.579446093988135,10.254719630160992,51.55762816839896,55.714789386912926,39.19589694627405,51.55762816839896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1183.2951345723056,1183.2951345723056,118.32951345723056,0.9707856813992224,0.51741044943642,0.3622581441311411,0.3122694999409763,0.3247885459331955,0.2068581570544492,0.9523132592808161,0.09692092558598098,0.7780424809366911,0.1360467125326259,0.9304320785234471,0.32329258157901475,0.1986215966214463,0.3027565420319781,0.4795480837705196,0.7115166636031043,0.8383546800466554,0.10218608964994236,0.28712722142231206,0.27084738080271487,3.0473037124811886,6.387267076996494,5.009865065525139,4.777653011402183,4.674253032527235,12.731421810533561,12.731421810533561,3.0473037124811886,11.397132142521633,17.509074821935744,11.06152010952373,54.03343855252659,57.416354298005686,41.302016741993036,54.03343855252659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1340.0551840776789,1340.0551840776789,134.00551840776788,0.036644396882791086,0.8296753640020237,0.9084349474333278,0.7160719841517911,0.4921952084189418,0.6498209026185552,0.5024789558815559,0.8279255215161148,0.005715498278341835,0.3969362326460424,0.35422731251463413,0.21344454229922605,0.8189939616951437,0.5364441525759562,0.03667271385254012,0.2419011040853527,0.9012707218973935,0.6781423743125602,0.6795356088623613,0.7805583376438725,3.698182110870593,7.129914225996027,6.26551030448187,5.942471478774559,4.46739788424677,14.431090299599232,14.431090299599232,3.698182110870593,13.395424530477896,20.37356177837379,11.597312110242797,60.83305448781505,66.32934901892074,46.40196418821582,60.83305448781505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1409.6567918701753,1409.6567918701753,140.96567918701754,0.3502796435731268,0.5172819780266997,0.18027807804159168,0.8282908344652388,0.05440242387738781,0.7360723484542547,0.4434617745920103,0.4621706103029445,0.7598849140126023,0.17574490397853715,0.9992491963129976,0.7109142447799984,0.4111724736569943,0.5752219083971378,0.6086564958939347,0.3094714655430276,0.8597921506148526,0.3204409710533467,0.6935321104312847,0.5690176252847422,3.659566802262037,6.9628867212096965,6.57983538796665,6.255363201385584,5.053798700184361,15.293200890413049,15.293200890413049,3.659566802262037,13.542722109176346,21.54856409179863,12.016685421394058,64.15165129401879,69.3372547840631,48.85845040360574,64.15165129401879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,171.61232840352966,1716.1232840352966,171.61232840352966,0.6319438350120418,0.1071514294738537,0.41414013954202633,0.42989300262168717,0.5128039382525899,0.11012839290936516,0.28888566735512544,0.5113763472619243,0.6729011015624229,0.953890328115412,0.7234492284901514,0.8133167346712958,0.3926355019055138,0.7974096266700688,0.7706662920096632,0.969729478476142,0.6008255090750515,0.9216110603663318,0.03669603092576701,0.6337764572799259,5.446843250261289,8.349039497206293,8.044485529863017,6.090261501131003,5.760604987964024,19.25193376808833,19.25193376808833,5.446843250261289,16.39352502706931,25.34219526921933,14.109644485170318,77.95570729056631,85.68643108272659,58.703773522477974,77.95570729056631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,155.44489813798555,1554.4489813798555,155.44489813798555,0.3559063262746883,0.1558919095642466,0.6321707551719096,0.8622376538073161,0.31277027183394246,0.8940058395545296,0.4030209986672477,0.5082406090242348,0.8935159878936251,0.6361226094719622,0.1511042329862633,0.6816385129916889,0.33185780376297325,0.5316334738867463,0.0361350173533358,0.6209851504324506,0.48355631459312554,0.7801529471126214,0.2566632422775742,0.5446425385274937,5.0377308455179275,7.254862848953376,6.948147714631631,5.677898205785365,5.4562436423542495,17.442122202503807,17.442122202503807,5.0377308455179275,14.203010563585007,23.12002040828917,12.711106491307625,70.71537130460442,77.24500622239972,53.2732491021006,70.71537130460442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,160.36272730225372,1603.627273022537,160.36272730225372,0.9008154897219782,0.012029506931414913,0.30685931447131576,0.2391350654254848,0.4495637763769367,0.8498095778180383,0.4855936535524754,0.5159578075643994,0.7369162587057791,0.5319064531218995,0.934558166439365,0.17541766242159096,0.654016861977205,0.8901564297107231,0.803955786381486,0.07968244920644496,0.6279592934928284,0.9977359762312367,0.9423628541749475,0.3028706591779875,4.609736475114188,7.787789042624967,7.627596742091428,6.834599480350484,5.372514545976787,17.609847763182405,17.609847763182405,4.609736475114188,15.415385784716396,24.44444724353289,13.160303588601753,72.82444635849944,79.68926502972829,55.21459859531704,72.82444635849944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,153.4791834362498,1534.7918343624979,153.4791834362498,0.06574822191143337,0.07599360827092194,0.732983657017879,0.530530172851132,0.2529087471428756,0.7739057961354164,0.8004209382992339,0.7448885590120095,0.29065241872745906,0.5700641955465118,0.800511748679763,0.5116736175233246,0.5930155256990636,0.6137324927554594,0.36844771564255363,0.5573646544883915,0.48297827341206023,0.842894253651339,0.8455895976022804,0.6862742117282253,4.8225869029377755,6.848573194106402,7.978159172898029,6.382678865073325,4.4447198005497475,17.245465876385552,17.245465876385552,4.8225869029377755,14.826732367004432,23.628144741458875,11.293292994656149,69.41236948888613,77.76839576417218,52.166903612500576,69.41236948888613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
