t,y,mu_0,mu_1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
0.0,2742.785116177262,2742.785116177262,249.34410147066018,0.7519949145777324,0.6925630312675284,0.9381446042662955,0.13796660892190404,0.535889815442155,0.8835369260327862,0.4729861201153498,0.4493913463692092,0.8505149464390652,0.11285008218501558,0.41082191326245954,0.047863656291611156,0.4907781070272963,0.7619695062853196,0.5190811925816774,0.3473441464189656,0.01442123350302571,0.33273068834579134,0.7175989355220576,0.06809967579187826,6.781581079219641,6.761246170082547,5.81775625545646,5.788344120151654,18.36734654569066,18.36734654569066,18.36734654569066,25.1489276249103,18.387681454827757,25.1489276249103,19.33117136945384,25.1489276249103,112.18147596611222,87.99637316496509,105.42022979602967,130.56915742093997,123.78757634172032,105.42022979602967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2393.580581160511,2393.580581160511,217.59823465095553,0.049977030885999474,0.5671471241365059,0.6003756835252871,0.6865651113926262,0.9610010943334271,0.08959139391845694,0.0510974918623065,0.02010548654614741,0.24603555296727797,0.4708527427276936,0.37350454035075,0.25038215030028654,0.5723352028980438,0.11864008233452894,0.7602563734998549,0.3512030764253168,0.4016055388475581,0.8098623533368886,0.31326188271125455,0.36508391699768816,5.215615962373596,7.270726623459342,3.8290371351206103,5.5167628649332885,16.61652662351324,16.61652662351324,16.61652662351324,21.832142585886835,14.561415962427493,21.832142585886835,18.003105450766224,21.832142585886835,98.72948100468699,78.28391724605314,91.45875438122764,113.29089696711446,108.07528100474087,91.45875438122764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2533.571931851209,2533.571931851209,230.3247210773826,0.3554264551073262,0.6626990197166766,0.783750077058634,0.566611307644451,0.25574735675680205,0.5064736476835718,0.311830809032549,0.20685423938665892,0.12215866013395338,0.7865971323031151,0.8364231450977064,0.565267147907932,0.011139710335298592,0.8154600745729977,0.18771567835429548,0.013724630968622975,0.08387133200931729,0.30655849500150023,0.5801006481263171,0.5529145108700245,5.643937139393054,6.381855743155766,5.1459326503656975,5.831230234780404,17.359018628301868,17.359018628301868,17.359018628301868,23.00295576769492,16.621100024539153,23.00295576769492,17.857023117329224,23.00295576769492,103.7269045596885,81.22195328102094,97.34504881653274,120.34800458422765,114.70406744483458,97.34504881653274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2637.9139982762317,2637.9139982762317,239.81036347965744,0.26133627035470963,0.17213258577453217,0.9052538455878057,0.13468377287899247,0.5746261903342719,0.0030381766813734057,0.43386722093112196,0.003549963089549135,0.6675549597497796,0.7691413486341891,0.8860331605255048,0.5693739149517637,0.5985671681771331,0.7435592376092671,0.2912830691234064,0.9781744611979444,0.28489513931111576,0.016335670565450044,0.2682796250062729,0.4510134525934314,5.040137663595769,6.454215604838355,5.231924357112602,6.876054242937954,18.56219420488891,18.56219420488891,18.56219420488891,23.602331868484683,17.148116263646326,23.602331868484683,18.37040751137208,23.602331868484683,107.93138401523187,84.13726545323036,101.47716841039352,125.0795002788782,120.03936261528243,101.47716841039352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2647.2214596519393,2647.2214596519393,240.65649633199448,0.18639621692053587,0.3728308778907533,0.6302836721413679,0.8813788634189827,0.2646098378190965,0.17475599343811155,0.7094187605807459,0.22652364735998765,0.2821393124704137,0.7023292197524235,0.12222196146269915,0.7888951766423702,0.05738360349069249,0.7956532030406374,0.5152657576427144,0.0031763045217360064,0.3961702052083773,0.7965230297635187,0.2916379265797432,0.3111782909081571,5.852135998542658,7.122361167158777,4.2860754123639175,6.811619621946789,18.220056201469482,18.220056201469482,18.220056201469482,24.072192200012143,16.949831032853364,24.072192200012143,19.786116787648226,24.072192200012143,108.65668900297538,86.150557389142,101.53432783581661,125.60652003582875,119.75438403728609,101.53432783581661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2314.6228027439147,2314.6228027439147,210.42025479490133,0.9434778591213725,0.3538377956417482,0.14156076848902932,0.5990015241642517,0.6766138032365472,0.7205768623515706,0.288379127184614,0.43623776093069067,0.9208842253266499,0.2060045820989338,0.26942948131497724,0.022841136180275945,0.005641003075757989,0.5922319566098291,0.19050087973032415,0.1702584041631039,0.7984472070848391,0.37307455869627393,0.7412476343548562,0.14688169413908625,5.81950399124908,5.871104741521903,4.558183434314627,5.0370862488442745,15.466374424680804,15.466374424680804,15.466374424680804,21.285878415929886,15.414773674407982,21.285878415929886,16.727694981615258,21.285878415929886,94.79038409715128,74.76582623815584,88.91927935562936,110.20515777155924,104.38565378031016,88.91927935562936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,286.14512091401525,3147.5963300541675,286.14512091401525,0.5199636439845459,0.07435012945033093,0.7215058761525359,0.37201904770781435,0.9563996966225761,0.012999698421225947,0.27187827400417763,0.9977044304009468,0.917657855484019,0.8528631860031959,0.0028209095289564168,0.10763262676749186,0.15814049088105486,0.37752008801440995,0.804248397850692,0.49006411235552405,0.4404850269651517,0.9819108170267379,0.6422389164154031,0.69582791785919,7.495158738020464,8.58026864488405,5.679473285575511,7.098756927643236,21.3584988581028,21.3584988581028,21.3584988581028,28.853657596123263,20.273388951239212,28.853657596123263,23.17418431054775,28.853657596123263,129.2779705045754,102.23999836089709,120.69770185969134,149.5513594558146,142.05620071779416,120.69770185969134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,286.0580617210898,3146.6386789319877,286.0580617210898,0.1463468583542119,0.008316216412432964,0.6584948214627877,0.7436074031348083,0.7077805348154711,0.22745460315950805,0.9178712053181627,0.3966776825081959,0.06251124766759597,0.9713950079593003,0.3071333993846297,0.7486161259915057,0.7821195946065183,0.8825142457173447,0.8730772865882742,0.2418760866292483,0.4606176410780546,0.623700543677912,0.25187415751409803,0.6015817479560605,5.953948041059879,9.21506065881234,4.392522593207328,8.754047902410953,22.36163115443062,22.36163115443062,22.36163115443062,28.3155791954905,19.10051853667816,28.3155791954905,23.92305660228317,28.3155791954905,129.66999989533275,102.9158461476948,120.4549392365204,148.7705184320109,142.816570390951,120.4549392365204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,298.9870865236781,3288.8579517604594,298.9870865236781,0.7876782298433239,0.07885758509356977,0.8554570061561149,0.22513994426463113,0.38206989293530524,0.9701567913657391,0.6761221621252487,0.5323602910129459,0.13038285681372075,0.9928233474666942,0.25586338044094625,0.4423978026227733,0.6787571383902741,0.02749843300792354,0.19941122194453698,0.7301667684836833,0.5856461110602391,0.34610662761865985,0.8402534676438189,0.7973239518667333,7.131191940330213,9.333050110050968,6.122250686918171,7.335428464437995,22.790729261407133,22.790729261407133,22.790729261407133,29.921921201737348,20.58887109168638,29.921921201737348,23.799670514819177,29.921921201737348,135.34722212802632,106.43424217970102,126.01417201797534,155.9360932197127,148.80490127938248,126.01417201797534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,297.57671411857604,3273.3438553043366,297.57671411857604,0.5022862804897695,0.22110458695020407,0.028688610550621663,0.6352452905289036,0.419218573273458,0.5418097211314601,0.22640147972658065,0.7757930837506262,0.7036324668124911,0.7195861907899098,0.5589446672999514,0.31373215803597354,0.007078866339962686,0.6400181216173692,0.7838956061670398,0.9983605733949827,0.8634652702311788,0.7438486323206692,0.7922057779511461,0.16975620787856427,7.760188978873797,8.24019062902128,6.10778697152666,7.797344831243539,22.145322431791477,22.145322431791477,22.145322431791477,29.905511410665277,21.665320781643995,29.905511410665277,23.797724439138616,29.905511410665277,134.00717909557878,105.75406969226066,125.7669884665575,155.67249987722278,147.91231089834898,125.7669884665575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
