t,y,mu_0,mu_1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0.0,1000.1646104595236,1000.1646104595236,111.12940116216929,0.5847885404163756,0.7134199664918691,0.4721521309235701,0.2491458115216093,0.38290936850396584,0.5791445509853584,0.361538216362142,0.011833730102458029,0.6020499428613114,0.3227897433133383,0.16394995009070334,0.48380906613423447,0.8885625732264556,0.4346079852836301,0.013613127833716154,0.3680593586734201,0.09666232792981977,4.632190764850664,2.4264761567110504,3.3712532247286946,3.057168770295629,2.8917232427724646,13.321643389062874,7.523914007623128,8.375368169779144,8.68945262421221,37.910378190677356,29.220925566465148,37.910378190677356,20.845557396686004,37.910378190677356,29.535010020898213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,147.37672358677932,1326.3905122810138,147.37672358677932,0.28151964812207697,0.2565913122542547,0.44609324033874664,0.7391141636761289,0.7805331154449826,0.37288036606199937,0.08362535094439938,0.08805714772741824,0.7534038620088919,0.38852757734470866,0.941417397189845,0.054221090288329,0.9867232618970038,0.6883193590002861,0.581917606076575,0.5293560619784441,0.35329424413760024,4.486067307446571,4.57554580419026,4.95506715866586,3.891508850803335,3.6296780189573754,17.646358289260064,8.115745326403946,12.09673267395097,13.160290981813496,51.01912727142848,37.858836289614985,51.01912727142848,25.76210361566401,51.01912727142848,38.922394597477506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1200.5843934055265,1200.5843934055265,133.39826593394739,0.7908988319668694,0.6906197978824176,0.06849991368939945,0.2564660926329684,0.019779121508314845,0.2504829905358409,0.010905164888114216,0.1832266939569086,0.33377832737725377,0.576417873187901,0.7614306082442226,0.6019086646491506,0.47025493081198,0.39122537019141,0.7009824042492283,0.411167763414533,0.873175348926776,4.6588103549746664,4.130597854278137,3.9912620984463656,2.896878815076195,3.329839753906898,16.110510061606067,7.988650108881565,10.35731642326123,11.4516997066314,45.90817630038026,34.45647659374886,45.90817630038026,24.099160170487632,45.90817630038026,35.55085987711903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1188.035336850097,1188.035336850097,132.00392631667745,0.6997961432981209,0.8837350397836136,0.5440329730472012,0.1046803425032955,0.005492160098279131,0.9862404248571298,0.3694363741241736,0.30150268257270507,0.05980583252774874,0.15478184839875275,0.7640412000048276,0.28287268309538005,0.8925145303127877,0.5371765514811888,0.3583152854674958,0.9182168102517922,0.6034137179756844,5.050235265834949,3.719995249851855,4.074731031413098,3.399858026713929,3.1193118096074404,15.964273356707343,8.16954707544239,10.239165086173225,10.914038090872394,45.28702360919535,34.372985518322956,45.28702360919535,24.133820432149733,45.28702360919535,35.04785852302213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,148.49548107464452,1336.4593296718006,148.49548107464452,0.7070608164140897,0.7342594344203216,0.4667443598354991,0.903828757629295,0.10418138652063758,0.0014851167893067396,0.4688186685240059,0.8066632700282047,0.48025026846823315,0.15946129267633768,0.3307947133572159,0.22366641730630166,0.6494521293567168,0.5202328722582443,0.24558621827346094,0.35423208626267033,0.6270522964566049,4.8472881090991145,4.378571729197578,3.6880480740106583,3.1378537470916097,4.441315783985591,17.355223696292942,9.288603893084705,11.957741260274778,12.507935587193828,51.10950443684625,38.60156884965242,51.10950443684625,26.643827589377647,51.10950443684625,39.15176317657148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1177.064542172218,1177.064542172218,130.78494913024645,0.12017143278792786,0.6492437025522305,0.508676012784651,0.010237632941111574,0.8720271717269888,0.6720915543506483,0.7121225166820814,0.42499706226078504,0.10088187557312356,0.7047866525581187,0.2626315442541557,0.8939714346877213,0.24562346424195847,0.09907995595388974,0.7489695993312487,0.8374688834111877,0.9173266066975171,3.7086276597861287,5.0988959851068065,3.941548989723842,4.468558786096318,2.6240934551407964,15.373166089757573,6.332721114926925,12.19154822634392,11.664538429971445,45.56197386099986,33.89743543102842,45.56197386099986,21.705887204684498,45.56197386099986,33.370425634655945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,887.9839064868077,887.9839064868077,98.66487849853418,0.2505100369348666,0.6321882743842568,0.006727007112882433,0.01411597346935023,0.6583523129277207,0.4798486573649169,0.001011661147098053,0.05071984638511251,0.6039655457767082,0.6916994204343128,0.38068559342816477,0.035775071192635455,0.3810514323772105,0.5523765681579987,0.2042912851798655,0.7603923243991529,0.3863665669843377,3.336198126642281,3.0251462803060036,3.797306072737861,3.2338841530655196,1.8891602964919345,12.047810776178078,5.225358423134216,8.148190729863458,8.711612649535798,34.132972578711545,25.42135992917575,34.132972578711545,17.273169199312292,34.132972578711545,25.98478184884809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1000.9241608192775,1000.9241608192775,111.21379564658639,0.08972003559845443,0.7345484931540115,0.2754736751185798,0.09138556947042542,0.48045300720292583,0.8049736524481668,0.3895004476183156,0.9100861165065254,0.5257374803653558,0.5279389194008847,0.14649825200231736,0.11107884043071947,0.49743951319513713,0.5207025406086323,0.2375141925701557,0.22133213233306315,0.2030294043368701,3.5786155296077733,3.6069276297626955,2.775928306210594,3.7870168224735177,2.784709282600746,12.746180748181809,6.3633248122085195,10.17865373483696,9.167565218574035,38.45572451380132,29.28815929522729,38.45572451380132,19.10950556039033,38.45572451380132,28.277070778964365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,166.09929019330372,1494.8936117397334,166.09929019330372,0.5235841606347595,0.46566044924690886,0.07618246298197473,0.25391994317573363,0.18572860427591975,0.9104938396653365,0.7040127470371061,0.7916938592639613,0.9786199758691023,0.6394791103317843,0.5618577059415532,0.8486616803170768,0.704359909394792,0.7935804162503121,0.3674669406605271,0.8408056734001695,0.15239855222200027,5.631278926776022,3.494387628100363,4.546544232707583,4.320342050643628,5.455930488489604,19.12814127607357,11.087209415265626,13.270660167233594,13.496862349297551,56.98287320787034,43.48601085857279,56.98287320787034,30.215350691339196,56.98287320787034,43.71221304063675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,150.4593719728733,1354.1343477558596,150.4593719728733,0.3366169983481013,0.5129482308976875,0.17178396068871027,0.4345029587943131,0.5757914159650277,0.8635744936577531,0.9898768159042314,0.7760660371840404,0.6933664511547365,0.4108330596176393,0.39794625755489765,0.38287117020426786,0.8134168930463521,0.10504316563398242,0.6250625614736925,0.8218533814784986,0.443227724304068,4.585568086041261,4.348162206480076,4.414378591404459,4.5176327019443265,4.116289854778571,17.464398738704364,8.701857940819831,12.982084763202973,12.878830652663105,52.02717209539028,39.14834144272717,52.02717209539028,26.166256679524196,52.02717209539028,39.0450873321873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
