t,y,mu_0,mu_1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
1.0,279.64957066265873,3076.145277289246,279.64957066265873,0.2614021478047611,0.8464580977228243,0.34591123832601567,0.7737641855433943,0.6392812514755344,0.5005590769384666,0.17426224488126418,0.08863196201232604,0.6069007894090614,0.19984363088390578,0.9428228229998068,0.6559826370884939,0.36093145539138094,0.5447648381643919,0.20750341802088446,0.5120133560483832,5.479870219274681,5.511269215987822,6.448617088840139,6.063948355688874,6.518366698827183,5.511617897678072,4.54752386188092,16.50775884839913,16.577508458386177,24.542550041034268,10.059141759558992,5.511617897678072,29.090073902915186,27.49889828366163,21.60296033452255,62.1753412097005,101.87223449641718,56.20465213511581,67.2705426958239,94.76944097948555,81.13152222761109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2914.7820261813044,2914.7820261813044,264.9801841983004,0.3579066246020256,0.14556045151895247,0.7014294097190205,0.45408303970515285,0.16001307008578458,0.5343264383995739,0.5689374049967478,0.9252086182671438,0.47940084329007027,0.05812479190400499,0.6401822446309513,0.15559168754376518,0.9259579567101731,0.5836556721110835,0.8794956489581697,0.07525858560093901,4.031787811957897,5.706966154174867,6.97742267213904,4.733738505962524,6.946825451508602,5.727883983677055,3.846834581616011,16.552141237432107,16.521544016801666,24.385870613287217,9.574718565293066,5.727883983677055,28.23270519490323,26.29089520356487,18.340244883213487,61.306390449137,97.05508327349867,52.30083406179377,63.09449409491838,89.38538929848325,78.90947101175531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2671.054653408614,2671.054653408614,242.823150309874,0.5601795752846921,0.07002241243410445,0.4456267058202701,0.9082087472373387,0.23195141684834242,0.42524096817677437,0.6466137247835702,0.6797526507246473,0.00937560630757206,0.757204694182412,0.3861402738443367,0.33214015271024444,0.21276675724263716,0.31686189835728673,0.9523948127600628,0.9630508298272791,4.653244397429376,4.807737201807735,5.752034734355105,4.077962994496333,6.754186258514822,4.192715543933103,4.719789745153088,14.664540023441296,15.666691547601014,20.776899531299364,8.91250528908619,4.192715543933103,25.49668927645245,24.125521622678406,17.6437126810119,55.82792084749476,88.49649832545091,47.33311750139745,58.80709350506536,82.93261512774376,70.39911043043023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2819.4041775995406,2819.4041775995406,256.30947069086733,0.2484095962856745,0.04154034188207545,0.9894433841181476,0.19986134540868394,0.1945550871924998,0.8865546853820376,0.8699357581722107,0.8979411109276595,0.6982437416751132,0.6782750574069428,0.8679089351929514,0.47107706679933936,0.2866182407116691,0.6352688153677881,0.2640731663486794,0.03359334583557938,4.653387722310107,5.054707066801728,6.664876590082493,5.248526569367316,6.717115686107158,4.972565470089158,3.7345255490315052,15.371967609203157,15.424206705227821,23.603084315646125,8.707091019120664,4.972565470089158,27.33760986467763,25.080062398314993,18.609005310798086,58.13378417910861,93.68099721547033,50.91918064556488,61.37082188070353,86.45088427901852,76.02075657863875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2041.9852879155526,2041.9852879155526,185.63502617414113,0.10819637564945028,0.37943751552630933,0.1752933534093305,0.2737676709672967,0.2113900357479347,0.6432339419049681,0.5097705815947378,0.7597094603704737,0.048766101304000276,0.0017324477620188627,0.23258762029835967,0.7588517466889022,0.07758551122009627,0.8436722824071473,0.13357244569355398,0.43504523316081756,2.3235953130471567,3.873196523283111,4.512600700877592,3.7005727139478033,5.3582922556450185,3.6037225854401402,2.9885552450284334,11.104878531346166,11.950570086113592,17.175188255910555,6.592277830468573,3.6037225854401402,20.16374350093899,17.301670367676437,12.616445857463534,43.21919211839875,68.49822553089524,36.38391194384266,44.73075944451611,62.03242981219255,54.640602124525984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,288.4624149556705,3173.086564512376,288.4624149556705,0.15121701313873626,0.6568241596968458,0.35411699231664706,0.4138467884188616,0.7521418251971778,0.49480069825049766,0.6695581029119242,0.7791510939015399,0.05394192997344127,0.043236616311829956,0.3406560956912099,0.7801770335436645,0.9722405169237899,0.952667137383028,0.46552670077889036,0.5607789739466716,4.011685155067304,6.179946144881829,7.342065389875757,5.264699361250264,8.056988966381716,5.881796946215283,4.484414394697119,17.708276730788157,18.423200307294117,26.54555066372302,10.3662113409124,5.881796946215283,31.02996505842014,27.89990803073729,19.642595857229967,67.16144209650241,106.00752322757964,56.554357861865384,69.09576122294422,96.99566925368151,85.47542375288045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,300.2393702793341,3302.633073072675,300.2393702793341,0.7290728144637187,0.9102046297445221,0.15132364211531857,0.226407488048737,0.8243427843805171,0.5522985678072942,0.31560525999745614,0.8152628320080464,0.8276085796593566,0.33232187419490056,0.38800651591127167,0.7632771560413839,0.418820851318474,0.5382049202113105,0.441330101211603,0.2666897548950805,5.593895585771329,6.711842351611194,7.349467575111715,5.623004385131314,7.780449381902818,5.942487270301132,4.768257241027026,18.060212086439876,18.491193893230978,26.69540861244698,10.710744511328159,5.942487270301132,31.463665853474005,30.3659500238224,21.9276444822308,68.01507183314486,109.28865735271093,59.333797606005945,71.88250422893579,102.24845425275818,88.52502448974337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2444.38465071064,2444.38465071064,222.21678642824,0.3518162968145846,0.3480822030258579,0.3165426686815863,0.3004653516758339,0.3873965617156466,0.9299066766420059,0.28850311735819933,0.2122332201563133,0.5771660578054415,0.12846631078661175,0.3204728172423119,0.2481719790280077,0.04233581321279001,0.3104695835214317,0.8567052242280745,0.5921275724463261,3.8352854710039566,4.928712026810784,4.560360894466079,4.595379123566198,5.761922326312099,4.285233509225707,3.9408612959169327,12.78645569960872,13.98801713145474,19.202895853570084,8.22609480514264,4.285233509225707,23.143757149487016,21.550453197423458,16.656759399712794,49.91822998055048,81.21752433936727,44.08575005842552,53.78853368065455,75.338986878078,63.89710620048056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,268.73021049568376,2956.0323154525213,268.73021049568376,0.4764007177403323,0.33478119713080434,0.17117646212596094,0.3818654942545694,0.7916538078211578,0.7046371649481175,0.6864547167402698,0.6245203784430429,0.31553240611942357,0.8918049753954166,0.29472421392890624,0.15920262113774086,0.9977539721256806,0.8656042289805201,0.42071930039801986,0.5556280809497884,4.237861196052332,6.381955468585795,6.5203895169464285,4.4398968968452195,7.485930548915429,5.731792164150242,4.137783119527513,16.389964800624185,17.355505832593185,24.17800912685732,9.869575283677754,5.731792164150242,28.31579224638483,27.009781465262307,18.547333376575306,62.0612628796022,98.26621586608839,52.594917787110376,64.21863145555332,91.22841292081563,79.50358283850446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,303.26045422291713,3335.8649964520887,303.26045422291713,0.7483865510451195,0.11588820373336828,0.06618765594747766,0.9646818267349924,0.9437940204215912,0.8823921061170372,0.5739181519871115,0.011164025541981482,0.8854331368221521,0.7792679413786432,0.5727898936863338,0.46429651907089586,0.19114682041392372,0.7851582662596859,0.41446354328805957,0.24444579891713258,5.955189292128633,5.795062366246384,6.737308614952692,6.095085172081594,7.291356626300528,5.766911843019125,5.516847318507107,18.021067776478922,18.57511578782676,25.89066225635394,11.283759161526232,5.766911843019125,31.40750957486105,29.77131943485394,23.33403362573646,68.00369313916673,110.49108040630443,60.508455043616635,73.31665898842428,103.0879784232782,87.06949126606892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
