t,y,mu_0,mu_1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
0.0,606.0572829758886,606.0572829758886,67.33969810843206,0.08028335224927707,0.2576599531748315,0.27537177021586867,0.08062900954281127,0.18324796793549814,0.4297316593406393,0.37105502707184446,0.12394742830051075,0.4794819521207073,0.023229781329196175,0.6167738722080871,0.151139428293251,0.881460031883677,0.8543593500820568,2.1074698211776846,3.072551201782523,1.3987626011171896,2.204601481298682,5.277152683081205,7.38462250425889,5.180021022960208,0.8001677292817422,5.180021022960208,5.180021022960208,6.578783624077397,29.00200598550246,23.821984962542253,28.201838256220718,29.60060085733791,29.50346919721691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,128.9869684745573,1160.8827162710156,128.9869684745573,0.04469750824893326,0.9921783463400614,0.8729371000293363,0.7584833258799883,0.4048536995823224,0.9098452489253859,0.2819061630759987,0.38922819939364106,0.8820137194696834,0.9527837142275406,0.033433827601714206,0.14405287340118356,0.22965695085433513,0.2777859378575821,3.1145128267458633,6.666413726175789,4.11142260221853,3.8915260403772627,10.557939766553051,13.672452593298916,9.780926552921652,0.7018869326207101,9.780926552921652,9.780926552921652,13.892349155140183,54.27505895123764,44.49413239831598,53.57317201861693,57.684594620835455,56.90758140720406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,827.3677854271436,827.3677854271436,91.9297539363493,0.9904697264876159,0.31145517240092957,0.1874174099409962,0.10636197468366715,0.16311609972670027,0.7455281960960308,0.08513317700284118,0.014432072942727636,0.8473093324539832,0.35157127440139513,0.2837631216807409,0.32253914467933864,0.13273751630304387,0.2700900471177735,2.6802779286363867,4.409096702496966,2.678203697231306,2.6825087247127737,7.09160542720974,9.771883355846127,7.089374631133353,0.8483952734927137,7.089374631133353,7.089374631133353,9.767578328364658,38.98000794994864,31.890633318815286,38.13161267645593,40.809816373687234,40.807585577610844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1002.4835484845676,1002.4835484845676,111.38706094272973,0.338461673555403,0.3570843039575803,0.9435523607468546,0.5282645243162191,0.7504109528321227,0.16930220287459274,0.4874516368604066,0.1343717744561107,0.26903561901282247,0.9736412209484956,0.9752835188176148,0.1242251564091793,0.5403995458131357,0.7605422905198718,2.4142556098981247,6.0510849447874016,2.59526199631594,3.4537255589425357,9.504810503729937,11.91906611362806,8.465340554685525,0.6682045932498715,8.465340554685525,8.465340554685525,11.060602551001466,47.48810287466445,39.02276231997892,46.819898281414574,49.415160277730514,48.375690328686105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1096.6156597657257,1096.6156597657257,121.84618441841397,0.3751656215687167,0.40063883223426033,0.07476726577883497,0.7147925641974838,0.5445677585048669,0.00860577424131892,0.39805530049808047,0.6793599380974609,0.8122556896625088,0.714906631257237,0.5511486224402804,0.8781888368889741,0.6406707528030171,0.9176324436100434,3.5271975143386154,6.152452835370022,3.13151883300705,3.0007376340355023,9.153190469405525,12.68038798374414,9.679650349708638,0.2839287766714613,9.679650349708638,9.679650349708638,12.811169182715687,51.15645827894704,41.476807929238404,50.872529502275576,54.004048335282626,54.53050821558574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,144.7550205328053,1302.7951847952477,144.7550205328053,0.8738052722224818,0.2617918499281321,0.8436360816356312,0.41287553432836954,0.5271661142985782,0.5641091840325746,0.7080493343445928,0.9692122803015677,0.8635677596279164,0.38628614968437647,0.7237232288530465,0.010692889640839587,0.7144699196434279,0.5620136001807194,3.921247510067602,7.144915678898107,3.9361230920895967,4.601734382599686,11.746650061497792,15.667897571565394,11.066163188965708,0.08243205243788065,11.066163188965708,11.066163188965708,15.002286281055305,60.6954692523982,49.62930606343249,60.61303719996032,64.54916029204992,63.868673419517826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,123.8805169458158,1114.9246525123422,123.8805169458158,0.4357838753862795,0.29853915307585055,0.05559563077558227,0.22024016175866445,0.07036107008420844,0.9338169862627109,0.9762142254759048,0.9225108225019983,0.40628018598505733,0.16772950694446565,0.8691647319621861,0.4676471424683091,0.6537352880969035,0.9382097790831954,3.7823943378762603,5.823883492681217,3.334133772229395,3.6548173171698255,9.478700809851043,13.261095147727303,9.606277830557477,0.9227864662568651,9.606277830557477,9.606277830557477,12.940411602786872,52.48141591550764,42.875138084950166,51.55862944925077,54.89276322148017,55.02034024218661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,134.7380340541416,1212.6423064872743,134.7380340541416,0.3796977807631675,0.5063986924874162,0.6249635508086551,0.1074372474507892,0.9141703100947699,0.10369566134799846,0.6044666098873043,0.31284420823300196,0.7253006420025989,0.565235657793034,0.7941294291101436,0.9816721961217688,0.82877783483991,0.8569470800889708,4.027256683888033,6.620011986100647,3.016709337212797,3.69871728382398,10.318729269924628,14.34598595381266,10.64726866998868,0.01093378797923561,10.64726866998868,10.64726866998868,13.663978007201477,56.61745502168256,45.97018635169388,56.60652123370332,59.62323057091612,59.95176997098018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,123.15353911562596,1108.3818520406337,123.15353911562596,0.026290828718126047,0.5364861206745674,0.39624229653611,0.36587241846804586,0.8996193504381635,0.41527630014417993,0.7490116293748335,0.7145003376762105,0.41824883005943514,0.2871706322521803,0.8697744049803212,0.35041737192835243,0.6346271956958445,0.6285260648210171,3.5772175052754442,6.028910521250525,2.805085674145592,3.6169412990083742,9.6458518202589,13.223069325534343,9.606128026525969,0.3715046187391533,9.606128026525969,9.606128026525969,12.41121370067156,52.0588098441103,42.452681817584335,51.68730522537115,54.49239089951674,54.45266710578381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,882.7973081754913,882.7973081754913,98.08858979727681,0.42901162086813227,0.33474071186617593,0.3246243846046921,0.06089079459602631,0.6698290219519825,0.04661740939268899,0.5929514671003453,0.946685487636667,0.3811933909048517,0.2768581868351453,0.40235152945778574,0.04233864279807664,0.5570173711108025,0.4811035901407795,3.026240265624526,4.50809264801257,2.1849090517624594,3.2326122264611183,7.740704874473689,10.766945140098214,7.534332913637096,0.7599010995881952,7.534332913637096,7.534332913637096,9.719241965399554,41.87054985507138,34.33621694143429,41.11064875548318,43.29555780724564,43.08918584640905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
