t,y,mu_0,mu_1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0.0,807.2213290431812,807.2213290431812,89.69125878257569,0.6121831333087174,0.20538244796302252,0.2465507185107385,0.2763514401807775,0.4836484900105207,0.5053914367366659,0.8351848147412615,0.5856999512688399,0.17479157195016715,0.33686212575173513,0.7447685618916194,0.2269506063499226,0.4840285038210316,0.21441618337353963,0.4653880850155512,0.6691376697389512,0.30911970704935066,0.34437736621433135,3.730044605825923,3.0913943097609744,5.280170729531897,2.7910348274583674,4.177020382995232,9.01021533535782,10.059449520214574,19.069664855572395,28.079880190930215,10.059449520214574,19.069664855572395,38.13932971114479,29.12911437578697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,812.5855516288909,812.5855516288909,90.28728351432122,0.7889733092607472,0.5608275762027854,0.4882288310921927,0.9454713371177518,0.4271777260261883,0.06510893205047874,0.31302070046432573,0.7921672116566694,0.6556732268096087,0.31005353699448535,0.43323585345551385,0.5144811037158614,0.5548463232733407,0.10673549862664855,0.2640060868017352,0.29976598256557396,0.25014905892175676,0.1727728381703364,3.8427356111245796,3.8233193434941537,5.432989898256276,3.3437269672335597,2.8050252161718703,9.275725509380855,9.972071526899583,19.24779703628044,28.523522545661294,9.972071526899583,19.24779703628044,38.49559407256088,29.21986856318002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,953.7510055849174,953.7510055849174,105.97233395387971,0.20344055391332916,0.7861725347162759,0.6906740996981515,0.3474956393219474,0.08102838000789525,0.041293138212604164,0.7971994773301329,0.188813903996633,0.11602703370159761,0.7783817403685797,0.1594579080030608,0.5871251765508477,0.6033398342848919,0.8558108178189097,0.6030244797689744,0.4808834850225191,0.6870271090643816,0.8725556703380636,5.384975462775554,4.664067777351727,5.871801171242381,3.32247621889308,3.4406861445941854,11.256776634017935,11.427230140838992,22.684006774856925,33.940783408874864,11.427230140838992,22.684006774856925,45.36801354971385,34.11123691569592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,139.4080142873235,1254.6721285859117,139.4080142873235,0.7283418208092474,0.9112969301546671,0.7607766802159603,0.832655530710529,0.24869694210484683,0.9949867874006564,0.6212822912520277,0.3984890175821345,0.6706764456800736,0.4045216997670935,0.2902487046746438,0.8283204582357122,0.5277450898074058,0.2497740890113871,0.7000113441950891,0.639127172007545,0.866595092750357,0.7449688190088041,5.618364182516335,6.414048182240191,7.6360488703338,4.7006943269088834,5.083450380086482,13.254413052850136,16.198192889235557,29.452605942085693,42.70701899493583,16.198192889235557,29.452605942085693,58.905211884171386,45.650798831321254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,826.0631815501938,826.0631815501938,91.78479795002153,0.5451184506673524,0.725507813402777,0.4976947755642631,0.44676348655573794,0.3415313886858895,0.21912164561870684,0.28082157814355146,0.38812908142874936,0.2228593903987348,0.6826518462824124,0.16490027928149253,0.8051323538599301,0.24536054414671016,0.17477500977861704,0.6543239606220845,0.1739664032672934,0.5209761231403216,0.07233674220065722,4.448129540190315,4.267757609378315,4.67110901727225,2.9649707031105828,3.1374923850432115,9.119238557462566,10.37022069753211,19.489459254994678,28.608697812457244,10.37022069753211,19.489459254994678,38.978918509989356,29.85967995252679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,125.32247520296647,1127.9022768266982,125.32247520296647,0.5153569466063486,0.09678930508414685,0.6752397540350148,0.2764244401230379,0.46088858152824197,0.335040491317528,0.9479222134855846,0.9829415863652106,0.5231588239027761,0.7224810270406706,0.4316730096882564,0.1296079917002032,0.11547779470190223,0.819840430712107,0.9662839670164215,0.9502916395557395,0.7252624585661083,0.47556371968989886,5.4577181459453925,4.907106666151871,6.700587917281498,4.575180238657185,4.896947648326989,12.158306063226892,14.379234553136046,26.53754061636294,38.695846679589835,14.379234553136046,26.53754061636294,53.07508123272588,40.91677516949898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,115.51820873503127,1039.6638786152814,115.51820873503127,0.07938500872852372,0.25100274923577615,0.7884399305952098,0.19490452110149414,0.007078165429900141,0.7241133725971372,0.7794358339459017,0.3296540899586837,0.6227602376110274,0.8429666095203336,0.9790978496022723,0.44480769741124004,0.1910391742093971,0.8518313796599386,0.7812360118833303,0.9512236323785883,0.19577389839527592,0.40088505642962113,4.6255061444099965,5.185865755242359,5.572810241950378,3.369628598962139,5.45543249384358,10.198316386360375,14.01092684804808,24.209243234408454,34.40755962076883,14.01092684804808,24.209243234408454,48.41848646881691,38.220170082456534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,111.33173707126146,1001.9856336413532,111.33173707126146,0.30778978965448056,0.5880865111490867,0.19465399594268462,0.9692149791109526,0.3728461929725194,0.7904938859356536,0.9101111334396839,0.345689709010228,0.34168914767649883,0.02164479408459208,0.3441454341347743,0.34571857467267353,0.9820445780052321,0.35556422769514495,0.5526726287568695,0.8955891511359161,0.850855009305746,0.8008439772076648,4.132267517236002,3.981493224435952,6.9276436724037875,4.192043087204954,4.406230996990775,11.05991118963979,12.57976730863168,23.63967849827147,34.699589687911256,12.57976730863168,23.639678498271472,47.279356996542944,36.21944580690315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,107.30026235770328,965.7023612193295,107.30026235770328,0.18698419710509762,0.8985649534577552,0.7172629139209044,0.7837712014162017,0.5171669879891596,0.4490738171395151,0.14219164097280224,0.11839139437663748,0.20104698714179392,0.5613186787257932,0.3908553124056985,0.4468561479351283,0.350633793977441,0.8948110643483146,0.6115176277364464,0.9344818405173914,0.7087485582426122,0.5198824466296876,4.533152791744315,4.523914967063662,5.738543233547336,3.6817059174199205,4.209406288617045,10.27169602529165,12.41502717310063,22.68672319839228,32.95841922368393,12.41502717310063,22.68672319839228,45.37344639678456,35.10175037149291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,796.4195519201991,796.4195519201991,88.49106132446656,0.4576313017824031,0.059962739986300084,0.25540265856573585,0.17352757531239293,0.0686065104749547,0.7740241153433631,0.31391465882473835,0.5635229468122315,0.2833000470367789,0.6880082373399936,0.8540456058871563,0.7942618501279461,0.9146939469340838,0.38539472770965166,0.06917179518059857,0.3416770924384872,0.3867661989001716,0.9581493054082942,3.771000702720793,4.445803695801242,5.728301392476394,1.550689444295371,3.4711042868429804,9.499302095197187,9.467597426939593,18.96689952213678,28.46620161733397,9.467597426939593,18.966899522136778,37.933799044273556,28.434496949076376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
