t,y,mu_0,mu_1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
1.0,344.368619673993,4132.423436087916,344.368619673993,0.011972273170312131,0.09936739724968358,0.17536949841673422,0.10789249867525963,0.6623611226347487,0.7113572576324076,0.32823270079922473,0.8861930725583332,0.5857114022483455,0.6529432086320861,0.35675886803540613,0.6552153206302226,0.8151526715264498,0.5562984299535033,0.8354744152468188,0.7291652413360967,0.6787272883942012,0.23157283127407846,0.42274207932026564,4.456468985215224,3.8659252818910206,4.900047260973809,6.336003712104834,5.549023325439402,15.692519958293866,18.771464853519454,14.314995868304232,18.771464853519454,20.650999580409064,9.356516246189033,10.44907058641321,4.900047260973809,92.25607962721305,87.35603236623925,58.13549692630659,88.20144511404607,76.90696177982603,78.78649650671565,78.78649650671565,76.90696177982603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3487.765481624575,3487.765481624575,290.6471234687146,0.02690866817633597,0.12240411211037672,0.3423344189153217,0.7520987816982194,0.5838513862439003,0.6673379631111411,0.7020816616946449,0.5548259068353586,0.07623162566013952,0.27465792986336623,0.6855041593340611,0.7089843915531894,0.5601200775441759,0.1789270508432358,0.12210145583929655,0.7035405806927758,0.41562750694350037,0.11606450721231454,0.16226671253841118,3.890158482297146,2.847812664068008,4.4036724273862475,4.311102854038554,4.921431940622135,12.604933763721947,16.063075514373537,12.172917032076391,16.063075514373537,16.484019886114943,8.293830909683393,9.325104368008382,4.4036724273862475,78.92660952962342,74.52293710223718,49.13475721985527,73.38802171066035,65.1978327342288,65.61877710597021,65.61877710597021,65.1978327342288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3526.8911920715714,3526.8911920715714,293.90759933929763,0.15936371832105445,0.06494753753265281,0.539305052362732,0.41929433320841936,0.7429043675679221,0.47422803924494195,0.5640876873435434,0.30565179724834046,0.9723126858129995,0.641799754605956,0.12160428165165671,0.30522305954420126,0.5894249986450992,0.9885852242103685,0.06346933350636019,0.18825287123678525,0.6285917937438751,0.31350928376866516,0.9690005575801083,3.6609267783989727,3.497215491194933,3.3390116454161465,5.622871240705049,5.9137425382189015,12.622809664520169,16.410896453228954,12.74996967482998,16.410896453228954,18.37284091553503,6.999938423815119,9.252754183635048,3.3390116454161465,77.78627649867438,74.44726485325823,48.78361421639422,76.5674131613431,65.19451066962318,67.15645513192925,67.15645513192925,65.19451066962318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3842.518025537557,3842.518025537557,320.2098354614631,0.7928465337196966,0.026475537757273626,0.8443632079201951,0.7468906092379411,0.2716411228825585,0.3670774642258773,0.010265080442169783,0.4420141878619753,0.63413352498904,0.8591762671830099,0.9228988972990583,0.3757985540700016,0.30703243090480303,0.11226937765755252,0.2632976839446819,0.2318838568191557,0.36426513949871153,0.1857322891972808,0.7685581314266791,4.798690392771781,3.5239148650974244,4.112718539551568,6.001713986816647,5.211952663683401,14.913122919139996,17.647276461104177,12.848586068332393,17.647276461104177,18.85030005514904,8.911408932323349,9.324671203234969,4.112718539551568,85.40506058479063,81.29234204523907,54.32039438089991,81.90656196482979,71.9676708420041,73.17069443604896,73.17069443604896,71.9676708420041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3060.4645925489326,3060.4645925489326,255.0387160457444,0.21775622881933443,0.9907638423379681,0.3593195580915117,0.09631236024042467,0.11110880591193739,0.9183255540479548,0.560936652851903,0.2082904439538119,0.566322728194464,0.04634979206709666,0.6889448603111774,0.6792708987543423,0.07994875710025595,0.8094611485700676,0.16087135980170597,0.023708277813764167,0.9426112799363162,0.4383491312961859,0.9594407295644298,3.5392302709362444,1.5664547998850797,3.40164878699337,4.103549093301279,5.617089363865088,11.044428151230893,14.12442322167978,10.585192950743536,14.12442322167978,14.688742044044815,6.940879057929614,9.018738150858457,3.40164878699337,69.23973354111544,65.83808475412206,42.69492338158383,64.5672095893788,56.819346603263604,57.38366542562864,57.38366542562864,56.819346603263604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3969.874110568205,3969.874110568205,330.82284254735043,0.060641153776177514,0.14489171341586826,0.6221583841636301,0.16746225334469012,0.6197272746120857,0.17375076420044522,0.6921492770223422,0.4675535281685069,0.2521618249657047,0.5189577344855794,0.7812891963306919,0.10957490657007163,0.6887190428670362,0.6620973291545039,0.08578782586690092,0.8145433175118102,0.6511064830883123,0.98592513702576,0.15144335230215344,3.7094594778725822,3.5255045260649513,4.9774607137350495,6.458843276264836,5.506459928055511,15.145763467872467,17.718884645728096,14.009425167855513,17.718884645728096,20.468268444120348,8.686920191607632,10.483920641790561,4.9774607137350495,88.74125947431742,83.76379876058236,55.56099347306371,85.06122637130451,73.2798781187918,76.02926191718406,76.02926191718406,73.2798781187918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3858.6299333027637,3858.6299333027637,321.55249444189695,0.18239517417261075,0.042484041235736236,0.5720639525129212,0.7541626818912099,0.6177124428673814,0.2811183819793531,0.15820723466037767,0.3801325414227499,0.07521406475636383,0.29380909839900393,0.9497217890071868,0.8509653258708728,0.5599641659947178,0.8512322063235422,0.6944209442843191,0.1534276359890422,0.3795729293659761,0.04913035330202653,0.16439771102814493,5.225211837588612,2.540909977715787,4.310529922147044,5.468408015303647,5.666365473226482,15.004149775039302,17.743017210677923,12.517805373089313,17.743017210677923,17.986213388392958,9.535741759735656,9.976895395373525,4.310529922147044,86.8311566467407,82.52062672459365,54.800714118542196,80.99420295787742,72.54373132922012,72.78692750693516,72.78692750693516,72.54373132922012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3936.891137030301,3936.891137030301,328.0742614191917,0.08968739055234598,0.754779362597092,0.9075278786663076,0.7271834539292137,0.6373231516202742,0.07409000839946289,0.19761925581617257,0.12762914539001624,0.4366447966593112,0.5099082073880524,0.5625613759525482,0.477726686875793,0.7874763462706446,0.9461877085229913,0.2851023035879713,0.2734747146217896,0.3275493540608517,0.4341225713911314,0.43129677112420595,4.507445611271502,3.259763423780689,4.623180925075162,5.992297565088278,5.492585064852151,15.122924101434943,17.882975024979505,13.375529413708001,17.882975024979505,19.36782697879628,9.130626536346664,10.115765989927313,4.623180925075162,88.1339770164511,83.51079609137594,55.51205507646911,83.63223054389823,73.39503010144863,74.8798820552654,74.8798820552654,73.39503010144863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,370.0002221676031,4440.002666011237,370.0002221676031,0.1425983393279031,0.3943509490740583,0.456373061886313,0.020188039078604114,0.6064968068417653,0.2789714020279065,0.6360486488795248,0.3056330781499861,0.7744553233534697,0.24354883522458837,0.7933704633750401,0.20600170245307758,0.926118153315477,0.7566094693460973,0.7968776269885585,0.3725422692519942,0.9689245829374267,0.3527287695589004,0.8212140010621678,4.476739633495885,3.5842170321269085,5.43040939709062,6.574110874328791,6.619388307574779,16.481259904915298,20.11075437028819,15.634014736792308,20.11075437028819,22.208125611121098,9.907149030586506,12.049797704665398,5.43040939709062,99.7241395146265,94.29373011753589,62.1331780425823,94.54490899340507,82.24393241287049,84.3413036537034,84.3413036537034,82.24393241287049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,407.7468619131794,4892.9623429581525,407.7468619131794,0.8467104539541005,0.38504260762117526,0.016765247780592962,0.8181933173310757,0.6685995817397988,0.9280569214971721,0.3825727440218454,0.5552919200593431,0.37853530142520286,0.930884805204631,0.4510949659078136,0.9701704992351039,0.7475681740476777,0.9674253182573337,0.5177912478444233,0.987777515239096,0.532482419095988,0.9799194536178315,0.3650401784013644,5.848897566679533,4.201248194245812,5.559214458215867,8.034868862054008,6.503721502500962,19.442980886949407,22.113081721642175,16.264184154962642,22.113081721642175,24.29905301701665,11.408112024895399,12.062935960716828,5.559214458215867,108.96359092902449,103.40437647080863,69.22835878844963,104.23238150221304,91.3414405100918,93.52741180546627,93.52741180546627,91.3414405100918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
