t,y,mu_0,mu_1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
0.0,588.6714366806086,588.6714366806086,65.40793740895651,0.08303589938963585,0.6214367073341324,0.9098792033297655,0.02385431258319415,0.026354796814943682,0.5452717340616662,0.7261700307822501,0.5101686131436445,0.9382547976447388,0.22737140259832522,0.3000900625355055,0.13236023942427055,2.2576293409602695,3.701033524989027,3.346619471172199,3.4576099837825343,3.3704737837553935,3.365156195549626,3.2739008112350185,3.2406140285628724,20.38493401529128,20.38493401529128,13.870419175493385,22.77242311144407,20.390251603497045,9.86113431097009,57.02777630222873,43.16267471494112,66.88891061319882,32.63355742241416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,82.4671088996766,742.2039800970895,82.4671088996766,0.9177321245254095,0.10331290961823136,0.004301569523833204,0.6124009550119605,0.9622389307054214,0.7703082703983143,0.5971479376096231,0.4589409380574182,0.7462881253953079,0.6941146176633087,0.22415538634150078,0.9848088897569789,2.7201091255877587,4.354921688499182,4.343753643645366,4.220866506881384,4.956154598657326,3.288399136090855,4.813712874967174,4.321183684593809,25.34283753467777,25.34283753467777,16.207940975116788,28.697917574329047,27.010592997244242,13.47865020320635,70.2486960841236,55.708510571573285,83.72734628732994,42.176567777535396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,75.19951448375888,676.7956303538299,75.19951448375888,0.252451787999762,0.4956944000846717,0.8260603827586345,0.6531179757469299,0.005185899916389847,0.7122536504313932,0.29662809581589555,0.8853999793269026,0.5259704897297957,0.5702099180019665,0.6654327223204909,0.9679974120303838,1.9604503528723558,4.45415394542101,3.9164285584123926,4.350638041036608,4.569546534159323,3.5690645911355885,3.821205754093868,2.953617046298399,23.065107936397865,23.065107936397865,16.2902851360056,26.641487777131143,24.065589879421598,10.69125135880466,65.9968808495346,50.70707765655274,76.68813220833927,37.3327391359358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,67.20537734827398,604.8483961344658,67.20537734827398,0.39048566899335646,0.6078152974457475,0.49335677149331636,0.45721922659643766,0.844612051401547,0.3743277941486164,0.7203448108204197,0.7788048116096935,0.5237096015413953,0.9207954934274591,0.16618477507626273,0.14224856475477887,2.413344892964865,4.0680463737481105,2.925116512780577,3.4527391918046697,3.382335739377014,3.46222154216231,3.6797272311317735,3.627479999427345,21.215330851054787,21.215330851054787,13.908123620495669,23.38353148396932,21.13544504826949,10.232323743339697,58.50698595551978,44.51897653223881,68.73930969885947,33.61585522730902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,519.0643254588693,519.0643254588693,57.67381393987437,0.8779345102452387,0.016838323418744028,0.17865141596418266,0.09719591658524662,0.854614461758745,0.776191867253815,0.07638541699541468,0.5871048153185442,0.663238714884207,0.6207675598617156,0.196601306366889,0.22288295809263736,2.2046634574434045,2.9634096558250778,2.830073097256946,3.3565053497205404,2.9272690138421926,2.2169550544559717,3.2542393507517726,3.4618046009230534,18.082987108933363,18.082987108933363,11.366943157258536,19.75311497929591,18.793301068319582,9.546117048931773,49.20304524548781,38.546416047615494,58.74916229441958,29.29923202822768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,72.49614274369006,652.4652846932105,72.49614274369006,0.20408266454655521,0.7833648299740116,0.8704451387859997,0.6531125035929609,0.5800768794887902,0.7281808152827591,0.6011029417664888,0.7316185238515818,0.5077775023312985,0.5742308316691155,0.41206256293105736,0.1930255480574269,2.044581632495924,4.119300992932682,3.4295968648895974,3.861107330647166,4.082709368482559,4.005157116799101,3.5917651336276553,3.8166481963209606,22.82357563521716,22.82357563521716,15.415162305268545,25.13421843987468,22.901127886900618,10.838010194838214,63.372956380360385,48.0353463267753,74.2109665751986,35.97222863471289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,375.45857128735764,375.45857128735764,41.71761903192863,0.28527148807656255,0.3374362893148878,0.05863040011231113,0.24536937027476058,0.5508703830086941,0.40255402381974525,0.015309002612795997,0.8628760983299727,0.08897427657281598,0.8771700301524006,0.2117950499675869,0.3550257841558714,1.2524308655921472,2.9393455049584896,1.6963659145202659,2.4050622922045948,1.9417352847950262,1.9525190609249785,2.3617408947050795,1.8922105133730884,13.247244180686495,13.247244180686495,8.993292772608328,14.549199817700579,13.236460404556544,5.950317322598433,36.789736770995404,27.78566022225712,42.74005409359384,20.499517140299012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,493.10467599258266,493.10467599258266,54.789408443620296,0.2973314750488856,0.79379424164116,0.0958934342810066,0.6056265523835362,0.9558473911174765,0.07337513093579395,0.010892566813436977,0.2657629389373459,0.8078064433333871,0.2307474592239963,0.44593142694115295,0.517567466525098,1.3817934241330556,2.6999462474102183,2.9466987512389142,2.816515650989327,3.5523253036224505,2.5572578740446605,2.7315147835217575,3.384978675831293,17.13691198303617,17.13691198303617,11.020418523683121,18.686052034960383,18.13197941261396,9.063192210591964,46.843382541679674,36.81803144757434,55.90657475227164,27.749244245552347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,72.906197282274,656.1557755404659,72.906197282274,0.8456040566915923,0.11620229194070286,0.5850932750729095,0.2488298897200193,0.3145719814325223,0.36393654046374,0.4130502392888046,0.9476673357860466,0.9263840834111319,0.05762573310568908,0.8451348607838592,0.7802010688694289,3.1327057151775755,3.605067292865544,4.29051314144926,3.6750470495551943,4.539343031169279,3.0160703806104454,3.5030040137710894,3.824884054012353,21.914585932263886,21.914585932263886,14.586697864480444,25.761750624598385,23.437858582822724,11.618401209232703,62.26303442134272,49.199609207421105,73.88143563057542,37.380151833831086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,484.3109955998702,484.3109955998702,53.81233284443002,0.09362801934910037,0.3981585055284934,0.11422579111890807,0.4567766036846409,0.9219898665101631,0.29994737525110404,0.5912200071958764,0.8203527553348178,0.3272105567964889,0.8967066102398124,0.6969349447673655,0.0812053337699753,1.8324113386762835,3.4148011441165687,2.488304742658404,2.211082192053883,2.9450813463430445,2.8936658037914214,2.688076408130851,3.3290892753985917,17.02501956614972,17.02501956614972,11.007853882620276,18.473422975770458,17.076435108701343,8.505470426187847,46.50629642454045,35.5498580844718,55.0117668507283,26.978893401958302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
