t,y,mu_0,mu_1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
1.0,256.5757743657004,2565.757743657004,256.5757743657004,0.20905435569640507,0.6625680781062177,0.22474884524404382,0.03633828125690186,0.42367237842356853,0.05573925319137896,0.9835885802652395,0.5763365228146693,0.6814836476170605,0.2413137651829672,0.03669714690862447,0.831907370396677,0.637191886303979,0.7606913029586682,0.383781176170776,0.8830048046866498,3.8393747749880873,4.741001404528127,4.604243067813461,3.357620806990013,3.7238886286354997,3.2411733972271204,4.415711297802757,4.684467196027293,27.923013377985065,11.203037272030594,21.686596363398756,20.303215765860642,60.81264701341441,69.91282550724446,49.60960974138382,81.11586277927506,53.19284940128999,69.91282550724446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2266.918731574592,2266.918731574592,226.6918731574592,0.9638649396409487,0.3324363084996279,0.36128531938286634,0.03343259503642737,0.6800988386910662,0.39587102831667853,0.6617405850903691,0.973802311429969,0.44084938490611003,0.32060102753399133,0.137514193069606,0.3879814541881166,0.8203810919012663,0.08061081633793432,0.5334455547897795,0.09758743229446587,3.1247092593517722,5.200744721177488,3.234403508358038,4.327261925305265,4.0837272384307335,2.1310327218414775,4.098511570781741,3.5268413217350054,26.200390945246518,9.69269815550478,18.19153384389375,17.318051048021527,54.08462294464505,61.70997583716179,44.39192478914027,71.40267399266658,45.20228304742005,61.70997583716179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2284.985429764546,2284.985429764546,228.49854297645462,0.3513911202849478,0.3840524029257125,0.4059627090699851,0.5275649068225813,0.16630445086248546,0.2036336367706988,0.5744026899566633,0.599117207746444,0.36919500582801723,0.65089480342247,0.16000097347414577,0.08376479285987015,0.11059719434204773,0.9744454560984991,0.564491589393404,0.7074255519585476,3.613535171063414,4.646721055809544,3.971967374944014,3.659690291091289,2.2762007439996967,2.449812193199988,4.2126523788098575,3.93175715981127,24.830579208917804,10.081469859235291,19.212910162574673,18.225879397856417,54.12495923072777,62.269368769348894,44.04348937149248,72.35083862858419,47.52025941966638,62.269368769348894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2473.330405926178,2473.330405926178,247.3330405926178,0.7541680979785399,0.5818790565300873,0.7566141611534141,0.8551147203786548,0.3487639983233395,0.6346558353065601,0.4387823779927321,0.027258727125785143,0.49718228555917776,0.5732418488681003,0.9797068200007283,0.33904481644915785,0.1788908891894745,0.9032863816615655,0.03131187468317953,0.14392506398141236,3.8542252015329934,5.2973479243854955,3.6740140540928623,4.335822988350653,4.252877812898605,2.603119423294895,3.8814839286587786,4.783132271854,27.89889133321428,10.61295646573841,20.239097602286034,19.27757266625119,58.750945401238724,67.4155616017515,48.13798893550032,78.02851806748991,50.12962673427563,67.4155616017515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2380.1710730658674,2380.1710730658674,238.01710730658675,0.22873059664706286,0.30565426092209214,0.6630835268962118,0.5255291921302588,0.05571538300146239,0.8700779832235409,0.5811221061415378,0.33394002411679635,0.7065634644664053,0.9667882149632372,0.6799233235075002,0.3784442329034803,0.3406528885823473,0.13013595706149417,0.27206090455282883,0.6160240540522045,4.140371774037075,5.4254391111127855,3.4497856539169782,3.6605633048186594,3.662472364993588,2.112205894071212,4.474311798153871,4.546094171455416,26.92514990110417,9.22255485280685,20.007836628710262,18.242960822416137,56.15554138262128,65.17594735223057,46.93298652981443,74.39850220503742,47.47335230393325,65.17594735223057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,282.08551525962105,2820.8551525962107,282.08551525962105,0.8854119239762352,0.9042613205673965,0.43933275554021345,0.7925274949168021,0.5147337827759928,0.9730279856446724,0.7707092754321128,0.4808690731411982,0.9427404029766941,0.4668559929112013,0.7924695523876565,0.8364975242438165,0.053520373020343404,0.19815241359491342,0.10511981453522412,0.22348814564974528,4.216970639799542,6.128988864969939,4.064191008424476,5.2547016192611515,5.396490872859336,2.7869489889580366,4.69783971294074,4.897218841984033,32.54613170721322,12.105841616643664,22.575187417277228,21.700900171568435,67.22716074113411,76.82221929605888,55.12131912449045,88.92806091270255,56.38192920548933,76.82221929605888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2330.592892679323,2330.592892679323,233.05928926793231,0.24013120271936705,0.4740291890254802,0.8135082302666452,0.3597843803717776,0.5934115431331745,0.41616993412274583,0.3093646582655436,0.7260426048351712,0.2742814652251556,0.2972894817062153,0.016519852329688778,0.2809488147025141,0.13498039977985665,0.7893597204573196,0.10167680445531035,0.7740671056786402,3.379866864860698,4.514412929524757,4.748656689805161,3.813561290323374,2.3115919486214525,2.270374218264767,4.105909469695869,3.8051918844986647,25.14437341109608,10.832592198393302,19.44454519178922,18.743693552587835,55.4215108012786,63.332612155473136,44.5889186028853,74.16520435386644,49.02083094277036,63.332612155473136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,279.2873557382256,2792.873557382256,279.2873557382256,0.19611623840020043,0.5492479556502664,0.34507224868767594,0.8248786840468,0.4631099012085833,0.7391245580775948,0.5966616431933827,0.5575660931217221,0.38452352880174623,0.8007129387364283,0.7558572280404936,0.03924297058185067,0.8312243846889661,0.6345292367719167,0.811465549229077,0.3761924115463431,4.698319876292251,6.533806513465317,3.7656737563047864,4.333365703045058,4.020035146108535,2.5342566904921617,5.255885969413972,5.746660257913975,31.14134365512208,10.633296149842007,23.83628318759021,21.635842377169954,65.6109229925543,76.61346921988225,54.97762684271229,87.24676536972424,56.10542171460217,76.61346921988225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,311.3216871624075,3113.216871624075,311.3216871624075,0.41152149095078916,0.9026749406799467,0.8594893798689208,0.15469803312773023,0.5178814911851614,0.8667211155362368,0.32863917161128287,0.7432723088122896,0.9028304842170052,0.4942391342754052,0.4741279128210495,0.9977977758404869,0.31792103754083656,0.4984228352120408,0.9554276128680537,0.6104147840341979,5.142894427344018,6.4196281916785605,5.62419264990845,4.412415950511526,5.0189942675106805,2.8369804081243775,5.886166736156308,5.011042422896158,35.34127263123392,12.873589008544352,25.77801040876385,23.770798167596816,73.99287204854213,84.89008120759459,61.11928303999777,97.76367021613893,62.42239758490502,84.89008120759459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2135.3991876123964,2135.3991876123964,213.53991876123965,0.7038048088412134,0.07918610821144034,0.23984490418127535,0.7735241968940504,0.2317684953460465,0.3478512634819658,0.4133840514453304,0.4529496030204624,0.6150155963530838,0.6563461159378561,0.25765224050887026,0.7970505187349745,0.9233554974075379,0.060934489693977856,0.32332095551871476,0.6508841676938674,2.8523870388434007,5.343270564959298,3.1689644028199,3.550808283877675,4.264179381341023,2.1594836711581853,3.3053366418638634,3.6213624297268923,24.644429984863347,8.87925635785576,17.59841771052814,15.805955429446517,51.12210405324725,58.048803124838,42.24284769539149,66.92805948269377,42.28362949783042,58.048803124838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
