t,y,mu_0,mu_1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
1.0,297.73536703598404,2977.3536703598406,297.73536703598404,0.6457288660557359,0.674248831216894,0.22656658751049685,0.8772900541387397,0.9642590593106056,0.15674253818189166,0.839101879193581,0.15447418652269618,0.07577673035580001,0.8617177779969415,0.5019347727581889,0.042891466286583246,0.49269184212512884,0.8489715634067547,0.9912289436582384,0.3781499255451142,0.01742315292455321,0.2572541923402749,0.46123736202480226,0.5332399575594318,6.201205181094668,3.9735693672681194,6.872146444812026,8.21897849849569,5.3079256127231496,18.39375304685848,19.064694310575838,24.372619923298988,10.845715812080146,25.265899491670506,24.372619923298988,97.94268258448395,73.57006266118496,54.50536835060913,87.09696677240382,97.94268258448395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,321.8573983848922,3218.5739838489217,321.8573983848922,0.5779365298037662,0.728842175306482,0.19751651270197934,0.9034990754084108,0.8568890051073065,0.806810596216177,0.2518645048950793,0.29557503165063415,0.508218374276018,0.5866927439679454,0.5659765109810091,0.6789429829848331,0.9756925387418517,0.5366841398245118,0.7348522601124687,0.06693795470405084,0.2528387162474912,0.5033450230962049,0.6891516225150082,0.9483559826054949,7.121239170265433,3.968669209404727,7.809475839496004,8.520969552430453,6.53814507323149,19.610877932100614,20.299114601331183,26.837259674562674,11.77814504890073,27.420353771596616,26.837259674562674,105.94575102849181,79.10849135392914,58.80937675259796,94.16760597959109,105.94575102849181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,299.97189819132274,2999.7189819132273,299.97189819132274,0.08389241630890276,0.825469616909204,0.9681276538841519,0.8671905630921184,0.3091823842570375,0.6649246387004444,0.10851696146410561,0.659801026444109,0.7331861038134285,0.5649632086615468,0.8940919832429248,0.6687740809026057,0.15908548174482184,0.6911323306250494,0.2885283975038827,0.11572124350922941,0.15711968159335798,0.8079022867969751,0.5860033554644809,0.4440996174010883,6.961307712333883,4.042612960572891,7.160112966795244,7.530738437298848,5.761979370936471,18.53465911020562,18.733464364666983,24.495443735603452,11.202725927368135,25.694772077000863,24.495443735603452,98.66106521484505,74.1656214792416,55.43215711457462,87.45833928747692,98.66106521484505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2825.8880535100934,2825.8880535100934,282.58880535100934,0.6328565290389417,0.4910762939607125,0.7746775460189044,0.6975603993024425,0.5566657948130139,0.904539474212938,0.05588686053848069,0.45580645113902285,0.011258082925540314,0.5687130464842628,0.5835884181163326,0.8966328805721535,0.3122931345680786,0.7114212723770708,0.31127237396549823,0.6860213807129042,0.9574598449383553,0.1362974260037937,0.2848834876364409,0.21119210603105631,5.143011579926306,3.781466454165397,6.595403677674994,8.088593642563124,5.218179987487708,17.013071676654825,18.465463774403517,23.683643761891226,10.376870131840391,23.60847535432982,23.683643761891226,93.14752469911977,69.46388093722855,50.998417162825035,82.7706545672794,93.14752469911977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2629.2442928646024,2629.2442928646024,262.9244292864602,0.980160749445715,0.5791360604147917,0.34916764549057033,0.3786523478004984,0.05654645690672211,0.11202058498557255,0.10131387672708503,0.4694408521114186,0.6701315359406571,0.9755329783693291,0.5381916089317028,0.28672792702097916,0.3405744049165055,0.05568760759670899,0.40433708588367023,0.5868260184012107,0.864135439254604,0.4992890526972755,0.8450841549956327,0.5412894092545035,5.072144723809201,3.844165820604629,6.712130144906148,6.865830436483671,2.8793891711775577,15.7821409808975,17.422126401994447,20.301515573172004,10.556295965510778,22.49427112580365,20.301515573172004,86.55635004737837,66.25483447420638,48.83270807221193,76.0000540818676,86.55635004737837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,329.3045959155029,3293.045959155029,329.3045959155029,0.17699836859583806,0.636431802929423,0.6104877642922416,0.1657711998881055,0.9404094216442989,0.790779207777317,0.7492002026519783,0.42764953808138373,0.7245684372962188,0.3137743908291719,0.23688867791246437,0.9426647797882418,0.6261815106033543,0.4451647879733319,0.4642475827305823,0.95642218976229,0.6176974627571337,0.8085919597386795,0.5518618001874199,0.4414156471113977,6.719717800984687,4.225148530547498,7.920238367124334,8.929019511455383,6.532844411076114,19.87388584298757,21.074406409127214,27.607250820203326,12.145386897671832,27.794124210111903,27.607250820203326,108.49505418010185,80.88780335989853,59.813396950771306,96.34966728243,108.49505418010185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2781.278771918084,2781.278771918084,278.1278771918084,0.7856447292554262,0.5352957989292413,0.547189700184629,0.9596004437390036,0.5797186363461689,0.4964276358528027,0.419150344760848,0.34416324109999974,0.09643105584133405,0.9261049792773771,0.7542031248870537,0.34966353092217517,0.15288596172591673,0.48330142015568656,0.5235080052498151,0.9261509662581301,0.19214141977074817,0.2985976945809192,0.1305782935967461,0.4438993512148772,5.544495728752581,3.5705481862585495,6.869801539483884,7.6376300703625075,4.618804708112761,16.75267398537364,18.07797979610494,22.696784504217703,10.440349725742433,23.622475524857524,22.696784504217703,91.59026353629623,68.89347903207853,50.8154992359736,81.14991381055381,91.59026353629623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2317.9679036313,2317.9679036313,231.79679036313001,0.8899174983686918,0.5149944156391871,0.7120614384591801,0.2132050968472191,0.6916598687654585,0.06088783379587537,0.04545306799044757,0.03476338722864114,0.1823664994180827,0.4919465211352493,0.6737353331019813,0.42704696807362974,0.16612347216692402,0.7018347001223652,0.8127569436806764,0.6416973329100705,0.0017142176573446966,0.5160123936169628,0.8108982193336687,0.0030994875881986683,4.306669976327577,2.631583093019916,4.911755421537793,7.819110966733807,3.371981204246711,14.7573640360813,15.362449481291517,18.73443068553823,7.54333851455771,19.669119457619093,18.73443068553823,76.06670217508785,57.332271489549626,41.969822008258106,68.52336366053014,76.06670217508785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,336.04814661556173,3360.4814661556175,336.04814661556173,0.693520361694304,0.7516650187845428,0.8435876113675012,0.214832254887953,0.29641248699261824,0.46276865330020756,0.3583843447050111,0.5663750680875899,0.34449937010302023,0.6005039018216608,0.7940194271693866,0.8579958354467715,0.9960357136127722,0.5013404720867976,0.35805089618436226,0.26331723050855627,0.8747564478779606,0.5493494077807608,0.6319246116965631,0.2435396265043308,6.434494502588532,5.240764783141939,7.522999996776933,8.985192120795864,5.555159255685024,20.660451406526334,21.748956900714738,27.30411615639976,12.763764779918873,28.183451403303266,27.30411615639976,110.66074064686298,83.35662449046322,61.60766758974847,97.8969758669441,110.66074064686298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2762.7005098068626,2762.7005098068626,276.2700509806863,0.12032392633489175,0.6251118605500255,0.102552155236311,0.725584423930109,0.5009583984189576,0.2506799924477713,0.43319376426076883,0.7797579167427613,0.35292720012757084,0.7083068416090192,0.6298550540319211,0.3241114904266851,0.2701955416497218,0.7591427882307804,0.05842514279298516,0.14574250892932072,0.3944874761668803,0.4167807190298525,0.7862066780314152,0.8435242157408173,5.774502199777382,4.391720101721705,6.842035083669194,6.292671928020626,5.085516895687433,16.458894229519714,17.526427113411525,22.61194400909896,11.2337551853909,23.30092931318891,22.61194400909896,91.13194985061001,68.52000584151105,50.99357872809952,79.89819466521911,91.13194985061001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
