t,y,mu_0,mu_1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
0.0,1827.0713351902011,1827.0713351902011,166.0973941082001,0.991241397542876,0.2566419055181508,0.906601702472451,0.7028332754368946,0.38448929541187005,0.6070475903980639,0.013397169258644648,0.8563272189249058,0.26224046983538707,0.2876232088094881,0.29996238573121414,0.3676225372682733,0.8033761841381497,0.12914026090202912,0.3783448251822754,0.34796538111109354,0.11184984093971273,0.5224925769654725,0.9109414666861823,6.660752643566822,6.139692322627698,5.133761146387621,3.4810056882652125,4.88910063566861,5.444004611602887,4.0631068676392745,31.74831704811885,15.612960146874705,26.190725904865214,20.16462011388827,20.16462011388827,22.82330674825075,15.612960146874705,11.549853279235432,120.56919317464192,15.612960146874705,67.52589730888182,42.775773572984846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1779.8431630597079,1779.8431630597079,161.8039239145189,0.3971756771046422,0.0196888049230447,0.3065529164328292,0.3007674284546388,0.17227495953726812,0.54420894467776,0.9329272052149922,0.2608788251822136,0.15038391228478465,0.314899023878484,0.4720374181525676,0.6705614118001326,0.25886010041678886,0.49026645796399526,0.7064134730416953,0.02258573509700912,0.4940803665560001,0.9554789369943743,0.19430039479021688,6.560555344312339,5.016791425094925,5.015840026106401,3.9561710679894104,4.283894414093571,4.716772255335628,4.835078074508132,29.550024532932273,15.679527832914044,25.41214011435607,19.816460852501724,19.816460852501724,20.877081209607237,15.679527832914044,10.844449758405911,117.28119869479484,15.679527832914044,65.04601321834804,42.203505424233995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1776.935613285853,1776.935613285853,161.53960120780482,0.2848616001522817,0.07813076677943731,0.5956954957090269,0.7074556966388521,0.05143298463661117,0.8128835814540499,0.09127546921481422,0.4177582912238367,0.35499000327275176,0.8679143162912935,0.6436557498631932,0.07649583753826106,0.4560760500967286,0.5179261421673848,0.7975974622687134,0.16595025891745074,0.4969369709244531,0.4336346894719215,0.1914124021026412,6.287611985169499,5.302059843646755,6.3812091395222295,4.512532964090593,3.7645588311242317,6.258493651849238,4.15365240823795,32.50646641540254,14.205823224531681,26.845526015903147,20.945912919906554,20.945912919906554,21.735439799462718,14.205823224531681,10.052170816293732,118.88443810424235,14.205823224531681,67.65820255984077,38.46381726535709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1644.9417910489133,1644.9417910489133,149.54016282262847,0.7051391093224858,0.8141264365410229,0.03756531422835874,0.6423275172102227,0.02924004415299386,0.7779630810864443,0.823725050818926,0.7929774153790041,0.2540961171810662,0.3413259320951003,0.10107966307791838,0.005583190709610886,0.9773656989328833,0.03815283660810875,0.09121041259536378,0.40347752737253995,0.16938435468368818,0.1437429663219696,0.4759390111254339,5.406890631238529,4.757732404104121,3.349357820993052,3.382511763017575,5.257951685080948,3.9058518024687396,4.6578882971204045,26.060296106902964,15.32273061343988,22.57794023690167,17.396711900330104,17.396711900330104,18.77193254141665,15.32273061343988,10.664842316319476,106.7887578058583,15.32273061343988,58.77973862067295,41.31030354319924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1780.6548181413498,1780.6548181413498,161.8777107401227,0.19964234559489236,0.1579842351960583,0.023810592133792996,0.1502033276562571,0.8396780390375826,0.8763901120612816,0.8552688997090337,0.6517967511913805,0.4029307121985273,0.6628949822374991,0.1331808538600079,0.4799818087153931,0.26958368720498604,0.2176137775597684,0.13283502442751471,0.7639276844990331,0.9674726024739461,0.2018448812704534,0.12640231913391697,5.548450770667114,4.776056133192387,4.475507879923089,4.32629734146909,5.15716210391965,5.509185422760642,5.170468010132006,29.79265965193197,15.876080884718771,25.860774187402498,19.50741809597894,19.50741809597894,19.95717688770224,15.876080884718771,10.705612874586764,116.58494903650016,15.876080884718771,65.17615863262968,42.457774644024305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,185.32751824387012,2038.6027006825714,185.32751824387012,0.29698173798100613,0.4093678251208308,0.633300209430474,0.9329666800938059,0.23423199257535654,0.8400474356237816,0.375734985425229,0.9187945418050303,0.663374111846293,0.09020940428591429,0.6428775513556138,0.9698839175934367,0.37436523974210245,0.6741911914892585,0.6182119876676911,0.002385814376485995,0.2991114862005655,0.7230227370746775,0.5343954227310518,7.970494395485218,6.574914167942563,6.062535915539241,4.262759299780178,4.177468266760516,6.085418290406405,5.467079422724524,35.13359033591412,17.61504208497026,29.762996290915904,22.473257877565157,22.473257877565157,24.785412745727537,17.61504208497026,12.147962662245735,134.72500896171428,17.61504208497026,75.22189029844954,47.37804683218626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1467.0338834970619,1467.0338834970619,133.36671668155108,0.8229697063783492,0.42718090588634705,0.8777710962504996,0.0023901765334549685,0.17732930547018322,0.4732465970054114,0.6382559989569082,0.2358592382501148,0.6360810946333089,0.018468691990018993,0.028131334064047997,0.5225106691184972,0.12555169277419564,0.2342310059262367,0.05570411312241408,0.8431352696231429,0.703560456311696,0.3220443333580628,0.9896923140236066,5.046607033354696,5.169333325815237,3.0184288028062216,2.537317101844566,4.698300002154779,4.469513832998626,3.39296364706157,24.939500098974126,13.137870682571045,20.62581331837589,15.300652940160262,15.300652940160262,17.932669164130935,13.137870682571045,9.744907035509474,95.43552972796945,13.137870682571045,53.37802372170543,36.02064840065157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,187.62396875084806,2063.8636562593288,187.62396875084806,0.9640151402854833,0.31136174433047503,0.9754086289624238,0.06403401340738679,0.8564573541797387,0.0032743706492863733,0.4594355759405744,0.32388219907640015,0.11874828346483901,0.5070141482976829,0.12223499615292188,0.3911290631004004,0.3374848973312312,0.9986531235518551,0.6498806125316788,0.9982046681699996,0.5125192491155837,0.8933039874100039,0.5105773409381104,6.876242907241194,5.989044729138194,5.920265381589793,5.069949487397536,5.355443808478169,6.9149833370717095,5.346253114116827,36.125929650916596,17.57793982983619,30.413188548497693,23.221901584706693,23.221901584706693,24.14099682644735,17.57793982983619,12.231686715719363,136.15386820403083,17.57793982983619,76.92577106545949,47.38756637539174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1839.395761024025,1839.395761024025,167.21779645672953,0.019011767391123757,0.771304870103315,0.919526362463512,0.580139647902834,0.7615390254331557,0.18596051474404984,0.2251691690846609,0.4385042946377259,0.833747839421337,0.3169683224043979,0.6727902133992842,0.9083358001725164,0.8239392382468904,0.04893403594842882,0.7918295031112951,0.9581539368269166,0.1851343534758494,0.026776879137564324,0.7196824852566605,6.914824441654199,7.49925481502816,5.313538096267262,3.912386742604947,4.0354866252776675,6.4326496591162305,4.2590918839229355,34.108140379948466,15.209402950854802,26.955590706238294,20.176235905804074,20.176235905804074,23.76310397822729,15.209402950854802,10.950311066931867,121.48997239778333,15.209402950854802,69.49377923660734,41.36911696864147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1858.0020190031491,1858.0020190031491,168.90927445483175,0.24379471712251688,0.2795732132282067,0.5801412570539077,0.11960248130742135,0.2781447631775039,0.3734328981522528,0.6757666540480751,0.9635451739114452,0.2817644983147881,0.7085866081818829,0.6075667106406122,0.39581427358225285,0.7062732323265973,0.12202507390984252,0.9856866027743061,0.653622495095199,0.009341982418773265,0.4809440355374426,0.7907552399043765,6.770157788979871,6.533700868332482,4.971745645480542,3.9440084097068073,4.5466133440976275,5.299565928249917,4.874733629484445,32.06579198484725,16.191504762561944,26.462816336292406,20.232525188264848,20.232525188264848,22.822217646890522,16.191504762561944,11.316771133077498,122.13309388483651,16.191504762561944,68.48982193567404,43.69978065820139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,226.85782172981143,2495.4360390279257,226.85782172981143,0.05924620314126594,0.9075603085343495,0.5123495341220818,0.029781365679728222,0.27831111441059775,0.6679684880331798,0.7301009507567535,0.09370504554727432,0.17011448588614864,0.8944900853792132,0.6514600103311241,0.9890315824678013,0.9391779099795464,0.7503379665067181,0.9354652988706458,0.16883519943907277,0.1513056963672772,0.8828927859432057,0.9400293291781253,8.918407576564055,6.90648647263021,6.693540255623319,6.407509654024734,6.451082871723515,6.381029930617416,6.336825564949548,41.75805676118325,21.70631601323712,34.780886199477855,28.470540357935622,28.470540357935622,28.969517176541096,21.70631601323712,15.369490448287571,164.10411611836443,21.70631601323712,91.934913132356,58.78212247476181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,227.3831293982542,2501.2144233807962,227.3831293982542,0.8914775237031037,0.8969520968672521,0.875088787375882,0.7864748567689838,0.9682974766664691,0.7995602045072101,0.9911638666613143,0.16669744704442147,0.8766158457374774,0.21725685116162696,0.015555912996203514,0.515508575367247,0.6488557598181952,0.9638242717043777,0.5369539798775516,0.050024620744960835,0.04421356979838864,0.39879808923486515,0.5993050197353541,9.209648233939982,7.546694420124467,6.2548797599097545,5.474712299635937,6.45588045815378,7.165964313395989,6.415316762180045,42.10777948515991,22.080845454273806,35.50168952757955,27.395120751639453,27.395120751639453,29.46710287212798,22.080845454273806,15.665528692093762,163.92072481153406,22.080845454273806,91.58374569107318,59.82721960064137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1372.2678107357149,1372.2678107357149,124.75161915779226,0.27823697667304825,0.11141675617610314,0.02721455120095473,0.5332068505990226,0.32270954944467545,0.31320997129179606,0.031193556280025514,0.42527850506510667,0.5126726032714604,0.6276209896506143,0.03574592006009403,0.11062408143104885,0.002415879725443437,0.8815013605743012,0.3939781036385621,0.4839640590398583,0.6491960019988575,0.08267855617092879,0.9076330149977647,5.033427413808786,3.6466226157205863,3.86947773435525,3.384727168671282,3.3263112524092575,4.830368476606475,3.2135782403658,24.090934661571637,11.573316906583843,20.273163117545565,15.613943569244576,15.613943569244576,15.875839016293881,11.573316906583843,8.359738666218043,90.52352308549628,11.573316906583843,51.278195137400054,31.50637247938573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1758.8168989440783,1758.8168989440783,159.89244535855258,0.734803093114643,0.026028927426574477,0.20568646753891195,0.5281925720062516,0.3024497319518956,0.39392389088328916,0.5937729350717743,0.2872627237267711,0.14762962919960387,0.15875650247385387,0.39141686226069516,0.7195623423654874,0.4475899446730608,0.45038542045658025,0.20655989145985432,0.26211845430813685,0.9125238417348869,0.7256331218169468,0.5393496741504761,6.340025611884412,4.744323175320897,4.7231182472562265,3.6238512728769425,4.834831663297401,4.741449468503273,4.346130429201634,29.007599439139153,15.520987704383447,24.985555420142944,19.521826795314983,19.521826795314983,20.642298697758935,15.520987704383447,11.174857275181814,115.71348311729872,15.520987704383447,64.05041393883758,42.21683268394871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1814.6870466096375,1814.6870466096375,164.9715496917852,0.8334889092307791,0.7547391540716043,0.9430503664020534,0.8504162888503024,0.004782621674066734,0.11428244043831048,0.5694777827898055,0.927000589137263,0.6667216085203754,0.2853553355732793,0.1396947670179779,0.5494941813183638,0.8594556804741796,0.4896828149345315,0.9181811913393251,0.7629400854282862,0.02423372153063308,0.08366824544836582,0.5903304276918987,6.955032295301562,6.5030015060749475,4.712803473683026,3.534381205484296,4.1198143189229235,6.00277040061371,4.745504241838086,31.82780320008046,15.820350856062571,26.535924730359305,19.32203129339181,19.32203129339181,22.290651593982457,15.820350856062571,11.074846614224485,119.11134062325053,15.820350856062571,66.97018534953484,42.71554832634963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,194.82095156948083,2143.030467264289,194.82095156948083,0.973473263499384,0.891740233726653,0.7404070154573594,0.16647806168489987,0.9006668893178389,0.3062871645142117,0.3539771406352179,0.18680366365441303,0.12437927199950616,0.4346762736270121,0.9297403949206636,0.3002809381839442,0.4251406065040747,0.8807104283139818,0.045097442514687835,0.0347855107067121,0.11756405376999368,0.9343509691713375,0.7633248867048077,7.538583731591569,5.724635354131317,5.881119299796062,4.936234061459791,6.101201481470531,5.1105436875816155,5.04233859212241,35.29231761603089,18.68212380518451,29.673786792562183,24.457138574317952,24.457138574317952,25.245539866989482,18.68212380518451,13.6397852130621,141.19785141855658,18.68212380518451,78.43157999553335,51.00403282343112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
