t,y,mu_0,mu_1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
1.0,367.50280998024886,4410.033719762986,367.50280998024886,0.4719433864959687,0.46442380307777176,0.5880703205115431,0.30396329111342335,0.6277440859873672,0.30219149114191035,0.5235498078638225,0.11612646807711346,0.4492385589831708,0.8732284959151404,0.2708977890936505,0.8286536330382145,0.4363304616929914,0.9647668626432963,0.7255870522232973,0.32127096854067105,0.7869536961605058,0.895680422692877,6.225719629309443,4.75918815812747,7.0143401956610445,5.627949571907874,6.045551947103062,3.7478432755005766,5.26510513030237,26.912169554123327,21.28421998221545,20.686449924813886,22.295564864842344,17.89922114832038,19.28561177207355,9.793395222603639,12.271271576412506,95.82311812035773,91.178404325995,103.4496759024075,72.65879184173498,102.04883774966717,105.61651334296137,110.46401609806856,123.51573449128175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,350.01802467500266,4200.216296100032,350.01802467500266,0.347125746029155,0.7696018760659165,0.7658521520760847,0.5218796676439409,0.8943296342991063,0.8067418771675914,0.9912556090854986,0.07908786356779873,0.6840851577023634,0.8935608309231294,0.32540680567560165,0.4905082027015979,0.6676839256192879,0.34715518885410324,0.24353722343224016,0.8813325494103479,0.03794776573832048,0.3365229116337798,6.530964005902793,3.5386561964119956,5.742051267216192,5.673238522573791,5.152379603656094,3.9338214621411263,5.359238523858157,26.64964211813196,20.976403595558168,20.118678112229166,20.581238329829038,17.35658213213268,17.42539487677508,9.08620106579722,11.683343609558886,90.78505852395033,88.32596215574833,100.00930576530722,68.0692378679595,97.31602252985313,99.87125958974754,105.7513570325234,117.22784172188021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3290.0102611259626,3290.0102611259626,274.16752176049687,0.46368234182331713,0.09591749693049434,0.31851698539780304,0.26398646126795555,0.6019804215223861,0.17850988135576318,0.10148114875474545,0.6953036450554714,0.8453504701978299,0.32246504844330226,0.7742508270647327,0.05891184396512206,0.07181365397006745,0.8736332566488854,0.9673651130284029,0.6187070047214664,0.3410822364886349,0.520635711375636,5.441339379334517,2.795925973066033,5.624380636153783,4.047368727744451,4.402388219448491,1.92660869396288,3.909736346273382,19.72744136676372,15.68007263901927,14.286101987429204,16.549389918122422,13.891096326527457,15.468108234936789,6.328996913411371,9.843727598783008,71.82740037829069,66.24300591133462,76.08673351011763,54.02656770548985,77.26873975762521,78.15639729170206,81.71111414627141,92.04749361822952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3261.1736662850462,3261.1736662850462,271.7644721904205,0.38316043967809854,0.02041762058396901,0.9965387623709178,0.8193029123704646,0.6866345921015692,0.29974254841774706,0.759466446024315,0.2853050070030908,0.3572757424733063,0.27491325924265175,0.5324233511739235,0.7283041391887397,0.5755136249793118,0.3486455475695487,0.13433131474857674,0.7054636900273681,0.08622758132305897,0.35687906964784055,5.714546388423973,1.7699860664629146,4.250279134836207,4.586605184888546,4.098045711784506,2.2108199389536622,4.107256697993852,20.717273922044537,16.130668737155993,15.002727533620565,15.689834864665244,14.399197285097026,14.062871235044687,6.308865650738168,9.81259210020848,70.69869447069497,67.54050505748634,77.35309715769482,52.192240487604096,76.41324085911893,77.00756012143313,81.60337629253102,91.40675740653016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3274.4229346491534,3274.4229346491534,272.86857788742947,0.10965156320976588,0.2913552834099036,0.7808626569117292,0.7610791943544455,0.40207832623504425,0.13892506876631283,0.33610490057222986,0.2523067243119248,0.7834486256328747,0.8689601654105311,0.09524646149960192,0.869434450911198,0.31679185240894603,0.3854395027834533,0.15860797317734254,0.59818365398018,0.1260216635778244,0.8856045489307582,4.98797704809335,2.805957796088549,4.821303345116015,5.038335063509664,4.708657355387605,2.134171902415299,3.5918258513552193,20.46096722076114,15.422632157251472,15.472990172667787,16.094418050924723,14.73496946699062,14.517937748596971,6.842829257802904,9.696634403480955,71.2046125329219,67.45100760160511,77.14764200508607,52.87781721457607,76.19258958101527,78.04744179072482,81.96894535020209,92.78241125771544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,360.8876337271125,4330.65160472535,360.8876337271125,0.6338676831159007,0.9492505588864499,0.22021473732432817,0.9919999704317538,0.42126060391188913,0.01642418434737747,0.38237161608579284,0.8353045399167346,0.8459594563245183,0.7790962789352593,0.4302193962081349,0.9294799870110481,0.94555252108376,0.15372096889015607,0.3890103765218039,0.5992997169859203,0.30287816812814305,0.5336077715906724,7.262665143818431,3.368845613893959,5.62019701201116,6.069465637030953,5.895229002638312,3.4687249090634356,4.450919124560086,27.14700381711122,21.077538180080268,19.88433867329279,20.977658884910788,19.227359783487696,18.778091158467905,9.363953911701747,13.157894146456744,93.8755210432085,89.08653955539506,102.2444337018518,70.1972421351607,101.13818618702692,103.23947495491024,107.86463071386297,122.46683473839792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,341.5242522571571,4098.291027085886,341.5242522571571,0.36710341636894783,0.986129672778647,0.052662658298444964,0.8880926084668898,0.512763138538734,0.10838055758523135,0.21167047575250042,0.9204718054156572,0.7034915654834943,0.418755532416342,0.10858980975711685,0.5060999101449991,0.575817919889778,0.7283345466061918,0.5398497144507194,0.34738475448091233,0.9955699199318517,0.2611564602493327,6.901675782949514,3.8654301059365443,5.3733137720935895,4.993222119503567,5.484162887533551,3.491992155787023,4.216200786390955,25.087253732164612,20.09403161266104,18.185577949215094,20.467469562810564,17.37906078998663,17.759152442576653,8.976155043320574,12.385838670483064,88.89207023774642,83.83433285685132,96.22017152733439,67.29680866136883,95.79374602069593,97.868225281067,101.59348529942797,115.24728607105362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,373.8051569257138,4485.661883108565,373.8051569257138,0.3444216217180113,0.5649898531828748,0.7680795953654512,0.6267575392849672,0.8065496467125685,0.0770688230675678,0.2738167217445677,0.01974984652594991,0.14490154192814464,0.9515421969935598,0.7121022269685954,0.9914770171109905,0.8125049242578658,0.5011143498898535,0.751754527953139,0.4811485882540725,0.9187990454038313,0.1499426533821423,7.507759434557601,3.507878543637841,6.081464334530171,5.455352995972145,5.564682499456438,3.860119085755413,5.516014199520818,27.903928215262418,22.44857521929027,20.396168780704812,22.0963346771727,18.527794929986186,19.153906268544212,9.424801585211851,13.072441934014039,97.16742687972602,92.8450068924302,105.91744882644424,73.12361775021903,104.67518631428364,106.59222846493788,111.99891316097441,125.12002339492406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3259.223796793787,3259.223796793787,271.60198306614893,0.705802752406523,0.19325644590997726,0.3560619844581643,0.8514884035833968,0.7857247149567907,0.6244375724431263,0.07115258114322498,0.5402328485170715,0.8689480834224623,0.1833905067997712,0.10628526076115308,0.8832866639380486,0.4845243704628437,0.9108317200835628,0.5464676663936356,0.18361840830882326,0.5364126244469825,0.4020505394428996,5.83763004069506,3.556182161532843,4.880660165268356,4.274849182374554,4.010517599351514,2.4757396256632695,3.2468122843181826,19.845548732402577,15.570699550028024,14.00791869170752,16.6511420858976,14.122996822421127,14.728807805314931,6.486257225014784,9.848147640046573,70.80671577299465,66.07530906003572,75.9234567000823,53.43690666625534,76.64434581368971,77.29297299800943,80.80411686535065,91.41596982043056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,350.36831920913795,4204.419830509655,350.36831920913795,0.45982259805870773,0.5411905241799456,0.6816741572795739,0.1820059006195126,0.4161051767034841,0.41548763770509645,0.2668861311281078,0.018577149776635715,0.5150402872859778,0.8938550705458179,0.9970181353787477,0.6061041818063567,0.2266215714880373,0.39112904507366675,0.9606745067945776,0.20016971049567378,0.7844267130746901,0.8783998211172769,5.792595752674493,4.364311409755202,7.37011698991709,6.200319338668358,5.577756482576919,3.3622862136907536,5.216172085214931,26.14912987282546,19.948810534157097,20.35653412015096,20.950835730221545,17.57067157391977,18.740469225168503,8.940042696267673,11.370352235251412,91.36700184494951,87.40531025735507,98.77566249260649,68.58015818581482,97.15959759762403,100.30704454121718,106.14577948252358,117.87771611513696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
