t,y,mu_0,mu_1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
0.0,969.3961011779706,969.3961011779706,138.48515731113866,0.8131871532028913,0.7679675950370302,0.20921778421640658,0.022100580194535424,0.268087215529375,0.6283042194311754,0.2780207207355836,0.8987488926496744,0.4141976855184224,0.24789163365280031,1.3105891204789728,1.6392746984246596,2.731318972830838,2.567700218785954,4.038384395021369,8.08029248833118,9.555948432710956,10.976678285062821,10.647992707117133,10.647992707117133,8.08029248833118,10.647992707117133,12.287267405541794,41.663545308107246,48.65179352203225,80.92445722132933,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,155.41122733340606,1087.8785913338425,155.41122733340606,0.8462485979926633,0.23591853629808235,0.7591517271897982,0.5965122234667446,0.8578195664605026,0.529765365226263,0.7346255274949715,0.051978384218823726,0.536105622796771,0.8604554093096052,1.9236905544835365,2.391631295594257,1.9502801320066845,4.252534411782236,3.9182914823027115,7.7922621687929325,12.486147744162741,12.512737321685888,12.044796580575168,12.044796580575168,7.7922621687929325,12.044796580575168,14.436427876169425,46.318283206112696,54.551896538493196,91.15422702132943,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,844.1749822592867,844.1749822592867,120.59642603704096,0.03673968907785252,0.028986705849209038,0.46886615232110185,0.7808853134267664,0.015301190053705893,0.1052364989473138,0.47284070644945575,0.919822401583312,0.7965561919560158,0.6488993937466395,0.9170938809570355,1.943308443872966,2.631487111762617,3.3022709626965017,2.5515420712140484,6.100123063933701,8.714215358740553,10.428608589546133,9.402394026630201,9.402394026630201,6.100123063933701,9.402394026630201,11.34570247050317,36.25061358769727,41.66255798374132,70.89595462654786,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,199.82172714415785,1398.752090009105,199.82172714415785,0.5676259382001799,0.906373057956714,0.025430222908510713,0.8617150913113356,0.4574349006879429,0.5064128465361586,0.3803459364591032,0.9483367658523274,0.8031647477071808,0.9937383302909739,1.7670124949312824,2.7287063588633798,4.026002509363716,4.477180233169977,5.183086587231477,10.976101591526476,14.155985674196115,16.41497568862855,15.453281824696452,15.453281824696452,10.976101591526476,15.453281824696452,18.18198818355983,60.06465342447921,69.74345886550535,117.06499820352678,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,190.92189526614555,1336.4532668630188,190.92189526614555,0.532946432305907,0.6888785483283683,0.8124640230375342,0.5610653984787184,0.98273292405421,0.7628456494669398,0.08100778135922915,0.2544032948971333,0.9335086662466321,0.39857037175036925,2.6790872397677816,2.8334216093629037,3.2007015574177915,4.238340438667791,4.55388588704956,10.433674684235132,14.304735174848037,14.826349492498046,14.672015122902923,14.672015122902923,10.433674684235132,14.672015122902923,17.505436732265828,57.28314166230681,67.34953639848706,111.51991613679093,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,165.3261497512172,1157.2830482585205,165.3261497512172,0.22141700508645346,0.03864184833502238,0.4082841624459824,0.9114674038854943,0.8018507909225905,0.5989117062279676,0.8748680329791891,0.6847348197780315,0.7699310064822503,0.6018736437565065,2.1706935036328083,1.8187306610197616,3.003686784708766,4.203977804112413,3.7173608205888224,8.891741108930397,11.910762789353806,12.743756070429765,13.095718913042809,13.095718913042809,8.891741108930397,13.095718913042809,14.914449574062573,49.99762850907859,57.70441349431998,96.63960739083537,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,157.56503414977468,1102.9552390484228,157.56503414977468,0.687868358517268,0.5261016727579513,0.2821955704496478,0.7923700316879299,0.7210125738770419,0.6422755310715486,0.7316950662942371,0.7742140024319725,0.22862669309746786,0.5497471919140676,1.5919147980460584,1.5866711282191348,2.9635879310468702,3.7530117572728505,4.129846023667318,8.685348752760246,11.061443707205362,12.433116840206173,12.438360510033098,12.438360510033098,8.685348752760246,12.438360510033098,14.025031638252232,47.58710141107867,54.89553336101118,92.20537122128354,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,987.1728816431819,987.1728816431819,141.02469737759742,0.80065459505115,0.7195310581129587,0.7419360186017872,0.19199741567818307,0.40538481984806096,0.2252613356026919,0.36288659415486946,0.6380423950570837,0.4398866118173511,0.7236877835812721,1.070532767268104,2.6250414721133692,2.2147188162682685,3.4051868175491133,3.952448599070568,7.2377001826069405,11.053209656001155,12.19739570500132,10.642887000156055,10.642887000156055,7.2377001826069405,10.642887000156055,13.267928472269423,41.79140265518847,49.43942549364051,82.92259519895393,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,148.41656796040994,1038.9159757228695,148.41656796040994,0.4460726527869636,0.5151093161989238,0.6205677144341335,0.9088732546527978,0.7626238362038671,0.43091285593307327,0.5638166415296031,0.07783649590676034,0.5187418737788925,0.5641691389364808,1.7122785659158328,2.2185880433484306,2.451473796470448,4.122190795463904,3.315466169744961,7.479218532131242,11.36852357447313,12.107718805027744,11.601409327595146,11.601409327595146,7.479218532131242,11.601409327595146,13.819997370943575,44.50203455826511,51.74836733727434,87.05890479749237,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,909.1359937368453,909.1359937368453,129.87657053383504,0.46017463799796277,0.45002263699962886,0.8038366099560849,0.09987443655559103,0.7904134094241734,0.9053914589204499,0.8134730266744344,0.08906042134549097,0.2688960492097482,0.06670843592612186,1.9647009175543713,1.5894637320915839,1.8132450030309086,3.408202654242059,3.0306670498235757,6.808612970408856,9.99303435371159,9.841578439188126,10.216815624650915,10.216815624650915,6.808612970408856,10.216815624650915,11.806279356742499,39.048523576453185,45.63335527592272,75.90856496441266,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,150.36783390760706,1052.5748373532494,150.36783390760706,0.3223335576482059,0.9471613193127719,0.31086247818670454,0.33243587941537667,0.3351882505664078,0.0028586712092893984,0.2612843960693738,0.34634670423507363,0.9871987560093969,0.7914653857759858,1.325245677785094,3.0366879392848594,2.6160013301819083,3.633266885978899,3.7325526447571313,7.673799652724133,11.727753147805984,13.018508800202799,11.307066538703033,11.307066538703033,7.673799652724133,11.307066538703033,14.343754477987892,44.631687208118095,52.72617346994518,88.35881534755404,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,978.6339862764335,978.6339862764335,139.80485518234764,0.5331190396321033,0.8792171846296051,0.4326617245918434,0.5796427540425939,0.9516136250014584,0.3310680415539373,0.8898418243440401,0.3436306988854554,0.06732168404260275,0.5373865278566482,1.3500033505979985,1.9165871211206995,2.2008803631541944,3.717139741061271,3.6433568016018105,7.194240515354004,10.627087014381779,11.477964026937975,10.911380256415274,10.911380256415274,7.194240515354004,10.911380256415274,12.827967377535973,41.84496840572052,48.754915679041034,82.05564021880956,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,158.94754510427052,1112.6328157298935,158.94754510427052,0.09351528608365722,0.409515228772515,0.00737308693414529,0.38358510097840504,0.8851672412075419,0.09483812104480116,0.9612231431750007,0.9548191947013973,0.9092253752273334,0.7704909098099033,1.8892307374796764,2.096604600743897,2.751983020724452,3.536250965942104,4.117571356847149,8.758785115051278,11.639657661012826,12.502409944257602,12.295036080993382,12.295036080993382,8.758785115051278,12.295036080993382,14.391640681737279,47.74049795877532,55.843904653846046,92.93638676009041,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,941.2813361963472,941.2813361963472,134.46876231376388,0.714605958747558,0.2525680087759061,0.23761794608438636,0.5224671391097806,0.8176140290466214,0.2590733736727552,0.45855438134553317,0.6794744112584532,0.5144044268387439,0.5549387979118802,1.5910918295581205,1.5595291796109163,2.227987359655639,2.7996240737389853,3.7926790062519173,7.6117581954656774,9.74292408915994,10.379819619257459,10.411382269204662,10.411382269204662,7.6117581954656774,10.411382269204662,11.97091144881558,40.405434182690584,47.348734198111536,78.55131835577832,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,849.3581524531645,849.3581524531645,121.33687892188064,0.9517921674301298,0.021254410157190984,0.13739908579270455,0.01594025545757982,0.06906735006210096,0.9734172779752177,0.4452499464624673,0.4753361833891391,0.33896392129023023,0.7506803597106847,1.3814485493275488,1.2482977769508103,1.824912048269358,2.6829052568460754,3.5805116700146935,6.7868722676116,8.893163253139129,9.336626752080937,9.469777524457676,9.469777524457676,6.7868722676116,9.469777524457676,10.718075301408486,36.44450261793544,42.65476061422849,70.93094241522478,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,447.12019447015587,447.12019447015587,63.87431349573655,0.5854177225480073,0.0858290977137749,0.24201396469300918,0.17214250036837075,0.058435055191163654,0.18408629362884266,0.3306874749002927,0.618516555699651,0.03359614084332119,0.4753327351752127,0.2761174896633275,0.8367719384253179,1.0941705882539605,1.5236882073228242,2.0412136007999733,3.4115016787172614,4.677791236211442,5.495844334802076,4.935189886040085,4.935189886040085,3.4115016787172614,4.935189886040085,5.771961824465404,19.053843275262835,22.207946304151452,37.5741704110337,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,886.7529032132418,886.7529032132418,126.67898617332025,0.040524524685246144,0.3099037271485293,0.5888173609402565,0.005856898229082974,0.2991270280333519,0.3690735488254344,0.9326854544537024,0.0898612654433476,0.923779794506342,0.6414837077273435,1.5919803713651284,2.4639845903224713,1.6984752341527363,3.771600491830691,2.673753596369595,5.96420920188746,10.501319049887886,10.607813912675493,9.735809693718151,9.735809693718151,5.96420920188746,9.735809693718151,12.199794284040623,37.63562287336438,44.365341431421584,74.44477473153337,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,168.01627157023626,1176.1139009916537,168.01627157023626,0.67080228422875,0.6928472083956142,0.7739819986141017,0.8319937276976737,0.09146011527284015,0.4022757311401697,0.9412467844605549,0.5736541163267863,0.7223958776823842,0.5807960545638003,1.2161317240953942,2.7700211392559004,3.223166661242628,4.945537382554297,3.734231387610345,8.173529772948367,12.665921633515937,14.672956570663171,13.119067155502664,13.119067155502664,8.173529772948367,13.119067155502664,15.889088294758565,50.30075237871226,58.021136629673904,98.9322275113424,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,733.7724707104242,733.7724707104242,104.82463867291774,0.016921410602182108,0.27912044205614317,0.8829213438547714,0.37858331970360914,0.23949337838747753,0.46346041849517405,0.2742449948943262,0.48075550620512797,0.4448738042302506,0.15245297978394612,1.147827601112902,1.7593685699251114,2.046793490690305,2.875657303018221,2.0770779397603016,5.271699031563509,7.859931413816536,8.75889730339394,8.14735633458173,8.14735633458173,5.271699031563509,8.14735633458173,9.906724904506842,31.473136605233808,36.45741071603213,61.511020688589525,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,791.3545201326617,791.3545201326617,113.05064573323739,0.2904678076811893,0.6122997606826005,0.8126908071183481,0.29939668297443667,0.17427747119900094,0.11366270445290028,0.5773418338956976,0.3610110604567889,0.5727580770866969,0.352617568009988,0.8606982527385981,2.3503662128976335,1.9591282856534233,3.340767434220668,2.4770944495691647,5.296920987961187,9.028926349426065,10.12735638234089,8.637688422181855,8.637688422181855,5.296920987961187,8.637688422181855,10.988054635079488,33.560352467404385,39.24851138260978,66.65124460931438,0.0,0.0,0.0,0.0,0.0,0.0,0.0
