t,y,mu_0,mu_1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
1.0,104.83666381111499,943.5299743000348,104.83666381111499,0.32228138800518114,0.7594305162237499,0.8616772267865734,0.6600095515977945,0.5832455329151905,0.8182315013425399,0.5745874783546135,0.12766031172601644,0.21300562220266517,0.22918292507492466,0.8746140061380903,0.5011969269342514,0.33528673304265044,3.530004652984008,4.602820040749016,3.772584251970517,3.993077875297076,2.7006186139327513,4.500233548359183,5.224502947414694,2.7857805151042307,15.31287236747345,18.599105434933367,17.28922158235069,32.60209394982414,17.28922158235069,18.599105434933367,18.599105434933367,33.91197780240682,51.20119938475751,17.28922158235069,51.20119938475751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,619.6833551267713,619.6833551267713,68.85370612519681,0.8351978670594015,0.5502309444117793,0.5523653568528053,0.20765926958427072,0.7241011137486387,0.05992582046513595,0.2094785819945929,0.8185701221382503,0.49443772316499335,0.13176471718016713,0.11350154244821009,0.016005864846750817,0.7664998403682419,2.4766001830158535,2.3182589207472026,1.8876934514612482,3.06155637055575,2.4028859969676786,2.6807858663639577,3.77266920142828,1.9428103276810018,10.079773163586385,12.146994922747734,11.39077582548974,21.470548989076125,11.39077582548974,12.146994922747734,12.146994922747734,22.22676808633412,33.61754391182386,11.39077582548974,33.61754391182386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,113.15949308065058,1018.4354377258552,113.15949308065058,0.9013765335180122,0.7165164204032304,0.14058974482770858,0.6909171910532361,0.44329971771259724,0.0715865908811526,0.4125842093874259,0.9398159180080989,0.9954559396577827,0.6363005825985325,0.8292980887365277,0.4986728006940302,0.6960527057998538,4.721799234830682,3.8873967546039845,3.2298270948773977,4.2354838789732625,3.114888826145572,5.040720913684575,5.492816808755017,3.160069279715903,16.604512418179,19.189395789430897,19.267305349254126,35.87181776743313,19.267305349254126,19.189395789430897,19.189395789430897,35.793908207609896,55.06121355686402,19.267305349254126,55.06121355686402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,607.2165931051338,607.2165931051338,67.46851034501486,0.8270827644277519,0.5227157311263128,0.18363304106802558,0.12660796020734122,0.6357971998043846,0.1385756792934455,0.3759707251401502,0.44694527060315636,0.08225677553647903,0.3630608901876369,0.37087583864405804,0.8001471401807543,0.3650423600397825,2.3304510245050167,2.5895006611230937,2.4370461781697665,2.852889215350387,1.5998870012700384,3.5141083641070834,2.612623381658751,1.8019551554690996,9.182075739802634,11.809774080418302,11.683447723521004,20.86552346332364,11.683447723521004,11.809774080418302,11.809774080418302,20.991849820220935,32.67529754374194,11.683447723521004,32.67529754374194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,112.35478361468479,1011.1930525321632,112.35478361468479,0.8375273866100786,0.3919096552279622,0.41884443203329846,0.613354041668236,0.6213083967416783,0.770023772267553,0.7303706852269665,0.9888995946155807,0.48470344283539457,0.611749712832334,0.4222645935657928,0.9388658726114019,0.2961227230582809,4.514234040622241,4.5441619619898255,3.6619393999129426,4.441219147152601,3.060309786837613,4.88181775784164,5.116492940499066,2.5608010641041683,15.853467445138419,20.221864336515225,18.679102049318608,34.53256949445703,18.679102049318608,20.221864336515225,20.221864336515225,36.075331781653645,54.75443383097225,18.679102049318608,54.75443383097225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,514.9045400704208,514.9045400704208,57.21161556338009,0.09163107204496657,0.4933474289054931,0.4182582380155745,0.5613160417251636,0.9191653718187428,0.3477953744104014,0.8279633948785241,0.3874350648974251,0.23047296833238184,0.0858042253587068,0.038593982195258225,0.2557456158360393,0.1046781398153479,1.9260371872120174,2.502491745985355,2.227294525800953,1.8628653858278255,1.8945720497538314,1.9789118802913768,3.4098606331755703,1.0477489441946017,8.610941290383144,10.413260894579983,9.07456458725278,17.685505877635926,9.07456458725278,10.413260894579983,10.413260894579983,19.024202184963126,28.098766772215907,9.07456458725278,28.098766772215907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,591.0603740992552,591.0603740992552,65.67337489991725,0.020755570980363625,0.1755616016067948,0.5571117401216078,0.02123804068820212,0.5291320745533854,0.33605559186328804,0.14219668700751975,0.8517705561973199,0.4307649611708303,0.7696478095196969,0.21774602489203976,0.051803194928587426,0.6827369997643565,2.592115369504624,2.21128675029784,1.838711926689859,2.9286488951811105,2.067362790119961,2.275544834243329,3.4151822033119594,1.9401629208774218,9.786172420383863,11.638125731793394,10.713897841435195,20.500070261819058,10.713897841435195,11.638125731793394,11.638125731793394,21.424298152177258,32.138195993612456,10.713897841435195,32.138195993612456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,815.2043203081635,815.2043203081635,90.57825781201817,0.99986794218737,0.5426133992433402,0.7106368753711436,0.8507152121067686,0.06346717291648041,0.18961791791259663,0.9142033205543427,0.1953881268297354,0.5852069558580053,0.6923786423638199,0.10554219459374192,0.7374678966825972,0.6107049495277372,3.274643253511182,3.3319816227399235,2.5575153437399223,3.436045098501747,2.3890396056201784,4.728908154617971,4.704628951997412,2.7495588720332256,13.286346421281742,14.989224924112953,15.69966522952248,28.986011650804222,15.69966522952248,14.989224924112953,14.989224924112953,28.275571345394695,43.975236574917176,15.69966522952248,43.975236574917176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,769.2508822326462,769.2508822326462,85.4723202480718,0.9693548644494194,0.49553699459764167,0.37890084656859657,0.5426244145781219,0.6348907769038311,0.34157197135509365,0.45419119392502283,0.6372486437097016,0.18383115711901088,0.7037269484341934,0.11020304712370077,0.40237580175953835,0.7679440647872059,2.985799100432373,2.9084617196923945,2.799610076507492,3.636543316238347,2.7849260890277647,4.3333381070849155,3.9120523337640956,1.8432549173580526,11.540716428062012,15.115340301898371,14.746928290410597,26.28764471847261,14.746928290410597,15.115340301898371,15.115340301898371,26.656056729960383,41.40298502037098,14.746928290410597,41.40298502037098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,683.2567642188267,683.2567642188267,75.9174182465363,0.17301309946373244,0.4402656700839078,0.9208463708424183,0.42335952349154915,0.37096365439781565,0.013015272418504087,0.2006813379676251,0.2153194547755246,0.9472875137801804,0.2460317084760153,0.8045755041172379,0.23940221879554913,0.3037742819433106,2.9467337693218556,3.056784014524691,2.1550904551639665,2.8130670801773405,1.3957342027127964,2.6434372787898064,4.269124929420258,3.2158858894786966,12.586835043384777,12.367409521900651,12.356881595467122,24.9437166388519,12.356881595467122,12.367409521900651,12.367409521900651,24.95424456528543,37.31112616075255,12.356881595467122,37.31112616075255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,96.20210123277495,865.8189110949745,96.20210123277495,0.19602712937562528,0.5011028950099162,0.06923179319719452,0.13995662308736256,0.23745379189352867,0.8802456985543562,0.2936465318722672,0.8213773887542559,0.06258340918875849,0.2074219923483971,0.6762160506624448,0.7594601435484022,0.5724803377287897,3.9123196515243697,3.8475905928139325,3.2658126454748837,3.3516229479021904,2.91516294313468,3.932910870315294,4.016840728055346,2.1399717343255897,13.334944759380189,17.292508780850056,16.166177844774815,29.501122604155004,16.166177844774815,17.292508780850056,17.292508780850056,30.627453540230245,46.79363138500506,16.166177844774815,46.79363138500506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,738.8035638131446,738.8035638131446,82.08928486812718,0.8899850838389498,0.5186890089042615,0.09401317032193224,0.24930272362976313,0.11977037361725917,0.6098503602609793,0.008009648014351778,0.9628047721801487,0.7257345893396576,0.7728411264529506,0.04300520478279235,0.12447253809553804,0.7209364687530085,3.4361066570418877,2.6021377781754156,1.8673376691393404,3.891188726742014,3.061583333728161,3.929082514718243,3.932345946186895,1.7081619712929288,10.943952243661053,14.858354164826817,14.00227214592056,24.946224389581616,14.00227214592056,14.858354164826817,14.858354164826817,25.802306408487873,39.80457855440844,14.00227214592056,39.80457855440844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,719.8884653554287,719.8884653554287,79.9876072617143,0.4357918036760192,0.7687371562896347,0.522281801089645,0.28031747983843613,0.15078531028870068,0.35021657793608363,0.6403024784330265,0.3264265598722156,0.7024480456133977,0.17564330530697736,0.19543269984645384,0.44987545296714937,0.7094756513890126,3.014192467462749,2.8932877278396187,2.1361031722658366,2.774529904017029,2.4351734253253827,3.3654901272497666,4.495638450307906,2.5795136509056587,12.22544774094215,13.253286696910616,13.530472843209393,25.755920584151543,13.530472843209393,13.253286696910616,13.253286696910616,25.478734437852765,39.00920728106216,13.530472843209393,39.00920728106216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,618.0564340684327,618.0564340684327,68.67293711871474,0.8694063470152135,0.03571636518484578,0.2066830398934828,0.7430289049562407,0.27455292935701103,0.39268638818725654,0.8970403303874622,0.1595837038811062,0.30496833885112506,0.059972009220002565,0.41100393327961926,0.7002374406545196,0.056921170637937,2.7684298804478047,2.648939776037071,2.578430767072584,2.135051786661527,1.3879365328473865,3.2689725591356353,3.207632175259076,1.6798139233166838,10.234306746096149,11.518788743066374,11.683583662820094,21.917890408916243,11.683583662820094,11.518788743066374,11.518788743066374,21.753095489162522,33.43667915198262,11.683583662820094,33.43667915198262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,104.40214759685219,939.6193283716697,104.40214759685219,0.06732519410239934,0.6758047815747732,0.09262009325555964,0.9542673760426621,0.3008354685542256,0.4851631780001082,0.4722801178982442,0.46332452926540035,0.9434172246442495,0.7759838348802535,0.535774353977808,0.5707184747225621,0.4486923443374927,4.401357480990283,3.7776727868388735,3.2954511956348584,3.0959959650563023,3.027252209220437,4.51372953763806,5.071343998996298,2.5912224909376715,15.359375166559111,17.597729637740755,17.82901291442131,33.18838808098042,17.82901291442131,17.597729637740755,17.597729637740755,32.95710480429987,50.78611771872117,17.82901291442131,50.78611771872117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
