t,y,mu_0,mu_1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
1.0,113.15895610649822,1131.5895610649823,113.15895610649822,0.6688687596490844,0.1940078621488035,0.03841246246013286,0.38406576163910044,0.7296449268456026,0.7669432773348809,0.3931869315636358,0.7661822624878462,0.6176873580764135,0.912054054389815,0.9875072681989789,0.9692883840006016,0.3421870005137495,0.749990724788597,0.849076771874101,0.862299799147392,0.310916267071613,0.2089701436871274,0.1903893965789154,0.8278067380213106,10.793572729455693,4.762586757476267,8.415526732133019,8.403835185181151,10.793572729455693,8.415526732133019,32.37552140424613,15.55615948693196,23.971686219064978,67.1407803527668,67.1407803527668,67.1407803527668,26.349732216387654,26.349732216387654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,97.45738337423998,974.5738337423999,97.45738337423998,0.3080455392045346,0.24280008183403912,0.8622470091254345,0.5923869334631171,0.5772451553395886,0.5614875712214328,0.5324999579886309,0.9466420946782753,0.5739890964821681,0.2804372786697651,0.22587544183268582,0.33984539832173855,0.36205818131082246,0.9840602077299835,0.5301251592126371,0.6731688413045247,0.7114275135531568,0.6006408566761463,0.6932531943307867,0.0771795631107578,9.513286647492647,4.213582530773068,7.114878833635912,6.239939220748953,9.513286647492647,7.114878833635912,27.08168723265058,13.726869178265716,20.84174801190163,57.43672189204486,57.43672189204486,57.43672189204486,23.240155825758364,23.240155825758364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,104.03835634100383,1040.3835634100383,104.03835634100383,0.39885813392196967,0.7385137910783861,0.5013032414538309,0.7549385775401025,0.5085374819015925,0.7977764455804266,0.4038832971443904,0.6597132677857045,0.020363728103669043,0.23057610920855798,0.7962450653400955,0.7772305685398767,0.8034783096048503,0.47834768178452136,0.6130452469939562,0.7509878842177213,0.5322428631370842,0.35091873771590143,0.5979053808737557,0.37097764324199545,9.937148271872061,4.528778135426876,7.806097903673412,7.023881869367062,9.937148271872061,7.806097903673412,29.29590618033941,14.465926407298937,22.27202431097235,61.50507876318382,61.50507876318382,61.50507876318382,24.403074679171,24.403074679171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,771.0799011539575,771.0799011539575,77.10799011539575,0.9665599586152596,0.3545555952610496,0.5375452556987034,0.9575241163204894,0.1894671654125959,0.27687616325982545,0.24606151293748235,0.8950138559855872,0.22795898692937544,0.3593932251431545,0.06066248616700887,0.019837325107632475,0.44087848914172,0.5303871732646175,0.003209554427939132,0.5841061102858558,0.5158482820694291,0.4728915169613067,0.7477623674051386,0.5088031039347093,8.145574564107749,2.9868167845317943,4.655551592403626,5.686581644653543,8.145574564107749,4.655551592403626,21.474524585696713,11.132391348639544,15.78794294104317,45.40804209084763,45.40804209084763,45.40804209084763,19.27796591274729,19.27796591274729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,814.36954977529,814.36954977529,81.436954977529,0.7685896087728749,0.3692555000522363,0.47328127151506005,0.3530609604360172,0.623135153713065,0.03265094365939525,0.7387371832081234,0.7914269344071897,0.9833112045845399,0.45505751654111803,0.11709064265916058,0.3975727734985077,0.7107624465644798,0.15135274893496953,0.00036527528885177407,0.1991887691937686,0.308034964426824,0.0880827233935727,0.2232789668995473,0.7125535401221575,8.376055460818492,2.7734369223866473,5.32847003696086,7.157230179681688,8.376055460818492,5.32847003696086,23.63519259984769,11.14949238320514,16.477962420166,48.489210480832185,48.489210480832185,48.489210480832185,19.52554784402363,19.52554784402363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,891.7700999712464,891.7700999712464,89.17700999712464,0.6874661107661945,0.9700000906373563,0.6880682723936603,0.5272567319717253,0.011110636618029579,0.8437330811715902,0.3758541370113996,0.4760762466233064,0.583366505705052,0.18890156841569028,0.4888562297361466,0.5043854864317586,0.7520867503391673,0.8430807642837781,0.04629168424646746,0.4924783633203418,0.17063050140712732,0.8043815294835835,0.12503791658120333,0.40980860856654255,8.340756605054947,3.626400964405303,7.109935697458872,6.536970365750263,8.340756605054947,7.109935697458872,25.614063632669385,11.96715756946025,19.07709326691912,53.03191350464345,53.03191350464345,53.03191350464345,20.307914174515197,20.307914174515197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,113.60730882903518,1136.0730882903517,113.60730882903518,0.7136701650194366,0.8519390858935355,0.8990635222227448,0.7933802093577417,0.5483062819550159,0.2859901498418794,0.8361497569653956,0.19559656742887754,0.9783445990778862,0.7371111188871698,0.2424825982767428,0.2524086167205942,0.3719519364091425,0.4310247079300744,0.7308363140359686,0.28280939311136877,0.7320228645218568,0.24102006408856047,0.9445791407026748,0.395598318412574,10.937275196928802,5.364872674312337,8.032968303961564,7.250053840575201,10.937275196928802,8.032968303961564,31.585170015777905,16.30214787124114,24.335116175202703,66.85756138790941,66.85756138790941,66.85756138790941,27.23942306816994,27.23942306816994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,96.36506485753804,963.6506485753805,96.36506485753804,0.6786466865400691,0.9265648650306125,0.46939635977798655,0.0038753349443325646,0.6615077814184829,0.17511863397271765,0.38947352158926885,0.26638348610973317,0.9538068858489114,0.03980809853190792,0.24579251368526778,0.045216742358288764,0.9598635231689389,0.9863926549966437,0.5873129624109255,0.8978152372688983,0.76543851788478,0.5906229180440922,0.05520213909299887,0.7150883326383111,9.647585643296358,3.7440826977467596,7.330794953885171,5.6039779005842165,9.647585643296358,7.330794953885171,26.326441195512505,13.391668341043118,20.72246329492829,56.69649013373714,56.69649013373714,56.69649013373714,23.039253984339474,23.039253984339474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,808.2088316019516,808.2088316019516,80.82088316019517,0.20743510766829487,0.7304767472128659,0.20186296802166648,0.16521143182414244,0.6234302609720049,0.5552425241948181,0.9290530181966988,0.7108477968479748,0.0716506668667577,0.7535158209148975,0.19983751756871515,0.035973986480524855,0.46817581558245713,0.22524071311597316,0.7049956142314462,0.889128261837003,0.0416834148038463,0.664769248452891,0.26564242952508743,0.4160979754415005,7.640259547111858,3.586150746780395,6.169256780418039,5.338334890580454,7.640259547111858,6.169256780418039,22.734001964890748,11.226410293892254,17.395667074310293,47.7699285863129,47.7699285863129,47.7699285863129,18.86666984100411,18.86666984100411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,101.03121090373051,1010.3121090373052,101.03121090373051,0.8334747815990683,0.8334294757381062,0.569940272443663,0.8119165720828574,0.8747292953839619,0.13259251986965814,0.25728067719924275,0.41783194155872905,0.4459188405548328,0.8637339027206454,0.38651686562566545,0.8368817602275068,0.5437897438281015,0.0871520061470552,0.4957065803526942,0.7074728637916936,0.05181723009734185,0.08506711408819767,0.7924569245962397,0.33371050630980637,10.143760240257212,4.2379182045654495,6.706532583915868,7.308317679403739,10.143760240257212,6.706532583915868,28.396528708142267,14.381678444822661,21.088211028738527,59.62849997713801,59.62849997713801,59.62849997713801,24.525438685079873,24.525438685079873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,858.1480420729166,858.1480420729166,85.81480420729166,0.9679922469064546,0.11085791009392942,0.8744887639841875,0.34860504145785753,0.7007620046539873,0.6694879315341176,0.6868613446082596,0.7331299715760916,0.2050038868621885,0.3224861360478225,0.8169718769447122,0.22665053107269018,0.7823476572565666,0.7966170196297699,0.004475024022321361,0.059066387385552366,0.2186368563634512,0.18925102502916746,0.7035685987211463,0.1567232482975376,8.715244505884527,2.715189863296102,6.0790142455768414,7.491510641202473,8.715244505884527,6.0790142455768414,25.000959255959945,11.43043436918063,17.50944861475747,51.22565237660194,51.22565237660194,51.22565237660194,20.14567887506516,20.14567887506516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,109.84459995863392,1098.4459995863392,109.84459995863392,0.886815096057359,0.4509482466671981,0.8673051146659846,0.8910222732719828,0.23243774239444392,0.8568147115923268,0.8680628655459386,0.32386839321229466,0.29104968251246444,0.3644584018397464,0.8963410494732783,0.866994930855313,0.1604300851032413,0.6047680972292278,0.57638330629525,0.8357577713332736,0.11116151178867384,0.6117750198104118,0.5456321834914488,0.812344805783392,10.585781557520512,4.733799633493331,7.782647924379496,8.317945152307766,10.585781557520512,7.782647924379496,31.420174267701107,15.319581191013842,23.10222911539334,65.10818494061496,65.10818494061496,65.10818494061496,25.905362748534355,25.905362748534355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,108.9628861357293,1089.628861357293,108.9628861357293,0.4050891937262536,0.46532203769848834,0.31878969748804964,0.9394375931651447,0.014521102223592264,0.7165590770528284,0.891974580460293,0.7559732772588557,0.4719941593569179,0.7754251266732987,0.12900719341193578,0.9460611818930801,0.9747392812729965,0.5823602434164694,0.36302597522590496,0.3848721928683332,0.5033640113235481,0.19407058656106901,0.4229059590565999,0.5717150006630449,9.916577807182808,5.466970749856228,7.967862149735567,7.911286464646292,9.916577807182808,7.967862149735567,31.262697171420893,15.383548557039035,23.3514107067746,64.5306856853783,64.5306856853783,64.5306856853783,25.300126364221843,25.300126364221843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,803.7529926633714,803.7529926633714,80.37529926633714,0.4403360716947481,0.350141785542067,0.8764546370985025,0.6597168497585061,0.7450095060428806,0.4159542967662866,0.20977874614268,0.7219719168732904,0.06150941911095276,0.03050257467456019,0.49131049223571843,0.14897900676559117,0.513534748877616,0.300929226279242,0.8511327853555481,0.3292765642098886,0.26052225851206134,0.4573591229320073,0.5149607977447346,0.7868322713338269,8.292899658252415,2.811703233030256,5.496380818995717,6.1018905373751595,8.292899658252415,5.496380818995717,22.702874247653547,11.10460289128267,16.60098371027839,47.59675761618435,47.59675761618435,47.59675761618435,19.397502549535083,19.397502549535083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
