t,y,mu_0,mu_1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
0.0,949.4714740386113,949.4714740386113,86.31558854896467,0.503440700490709,0.22286607190067476,0.20035501152472524,0.06502769493417049,0.013704697346312966,0.14935064762367578,0.44941676836876054,0.6053208782929157,0.7345009845517221,0.7307161576197783,0.6381623273795546,0.04272897827341671,0.49530346731145325,0.4486116079178828,0.5082984864821599,0.12303618211638045,0.5457569401057072,0.4603991245437462,0.6477932628546001,0.9568997776761088,5.822433426788439,4.867363521061735,4.854205704462986,5.389644540138825,4.4127837523966456,2.6934235899403824,4.916379051199966,25.395446474986862,28.039854534789015,15.08942288364807,24.87316545590977,30.262809996048595,25.395446474986862,14.656633996998456,110.27747880759175,80.53142192694523,123.66069934538231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,103.19631700084187,1135.1594870092606,103.19631700084187,0.3297432161372871,0.40353359324457816,0.8216897093352108,0.9413356701040969,0.38984686423202053,0.8477744206684626,0.13315167759130841,0.34018352410101016,0.3013497576230304,0.46596588821142404,0.0698343428936481,0.8782254442608416,0.2582133951854828,0.041824255316505465,0.6761350504385212,0.8201778749544999,0.675239555850809,0.556466554513367,0.05982028931031835,0.7155790310649264,6.46194841820154,7.229659682155462,4.830069855874919,7.1661016877848365,5.322578111835267,3.837105196664436,6.306173598515907,30.086871672212467,34.84746295251646,16.614596385911724,30.150429666583094,37.31653135436793,30.086871672212467,17.318749655495022,131.48717873457025,97.5538326931635,149.01589203159165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,970.6838940541987,970.6838940541987,88.24399036856352,0.7609303833234172,0.8203185839777354,0.8314699588323523,0.5176552833453,0.008981323294245058,0.555676171718789,0.8327011698218226,0.24554990524488463,0.2671019587906449,0.36053782655708566,0.196746817700861,0.08283237490997275,0.11297883836207456,0.3964836204941036,0.034678655591223184,0.41857939482247886,0.952251485299135,0.6132673098877378,0.5286443508042836,0.7269038746713026,5.821338660303636,6.1023250683226395,4.320838186368308,5.605244599690755,4.362581691749233,2.8448277043008927,5.538333676172287,25.648336814284217,29.057155910735464,14.504758538421177,26.1454172829161,31.750661882606856,25.648336814284217,14.288664477808295,112.33783899603664,83.54441597980717,127.10633042896382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,949.2390347862588,949.2390347862588,86.29445770784172,0.3435476570080881,0.31326452756627854,0.0839435693163233,0.8614008786604798,0.41213260600973334,0.09057308510164197,0.6648958123333454,0.05614316239552797,0.9947954318019587,0.7416566493035761,0.9760469178716227,0.8849326880600223,0.5438374778638371,0.5566675316412608,0.3746349377410769,0.225067760486935,0.15556221521906188,0.8547127916487924,0.6405765105620136,0.123876171930136,6.326762724975693,5.582863425131177,3.8936825759683504,6.20684654851384,4.25921320457134,4.532513481245395,4.660544740806001,25.34704979483523,30.801881960405794,14.479658505515383,24.723066671452564,30.9299132199664,25.34704979483523,14.35974232905353,109.83943052082311,81.0000296862542,126.28157015217538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,969.9054632832328,969.9054632832328,88.17322393483936,0.1058763201221341,0.1625095845546365,0.16025485602654577,0.14259055824033773,0.1344221761787162,0.9173575302117377,0.3101005712324676,0.6231102303901175,0.26504124523843664,0.29490334258292206,0.9262594892857182,0.20100639128272602,0.9201401415571114,0.9144133196615545,0.2913372560141003,0.6198087895314733,0.003059875811667112,0.17905098115720464,0.5108802153458447,0.5225240790253478,5.2067637442979855,5.503959182664895,4.457678056003893,5.467720595547622,6.041362336512865,3.5668957576776803,4.104154799916228,25.277679532278594,30.24437967270494,15.705804136814743,25.313918119395865,30.781638714943487,25.277679532278594,15.96676098806438,113.04580149149706,81.37323636661795,127.32342017613763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1019.9833462324995,1019.9833462324995,92.72575874840904,0.04069372787315073,0.8417399890927101,0.24748569612588034,0.30609564292054214,0.29736163740375754,0.5490437121770284,0.14455889615065576,0.6742318435378728,0.6634879697814259,0.7220851662141591,0.2788862487243239,0.2013582074805974,0.4689571416316126,0.363198180465402,0.8326362931603981,0.15951649716494531,0.6371894068479097,0.2938586142155204,0.6053705702176827,0.8581531670808578,6.755312326997505,5.347050411750155,5.0916667062538234,5.80257344621468,4.627653296042624,2.520209490895932,4.921137067095211,27.198342842603843,30.14446567815472,16.474632329293954,26.742819808139316,32.545393254353996,27.198342842603843,15.521893448511127,118.48308168290222,86.48655590509716,133.10565391254582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,119.50736799644906,1314.5810479609397,119.50736799644906,0.24333788259053268,0.005281469551427942,0.622286768978031,0.34906104321640086,0.007566999858613643,0.6923897719634147,0.9104571318359873,0.786851990277442,0.8473220371488556,0.892831425935588,0.8139213333197346,0.8915153258900174,0.6887292095570141,0.8967541925385283,0.37387044866575214,0.5226453094927958,0.12773324673530517,0.1586282995619256,0.31964860356252955,0.8866118361889248,7.226374910782432,7.9984637476768095,6.279333016711099,7.182035225696377,7.152082881467874,5.3499535048677815,6.331252642424581,34.17107867708236,41.188243287202376,20.657790808961405,34.9875071990628,42.16954242475917,34.17107867708236,20.61345112387535,152.59937023374107,111.32812830090432,173.1741623970681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,104.03648179142714,1144.4012997056984,104.03648179142714,0.619395086680734,0.41360434790030454,0.7577755451948562,0.24992190254887114,0.6887033944313768,0.8208949871950332,0.3080824928754994,0.2558136714284295,0.45435359318655366,0.7602549057429616,0.17594433860826342,0.6805682552691795,0.2324219934568862,0.7260978734274526,0.05535593386626747,0.198151770569595,0.6524653403606709,0.8690962997155355,0.7208127744427806,0.7559474700077545,7.215774485958049,6.317199758616436,5.481985557806537,7.188370756023877,4.933224458180104,3.8019026961486184,5.883528715702719,30.702883973671284,34.93845771273362,17.63098450194469,29.831712976263844,37.02008373228772,30.702883973671284,17.603580772010517,132.78924595617804,97.55468068222285,150.12412289690116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,112.21982036563236,1234.418024021956,112.21982036563236,0.30244811098427393,0.026814935475429347,0.7234177652063892,0.8233099666614974,0.7472913063184871,0.7677148908446032,0.8692241389117739,0.024824103356491656,0.5214940115844335,0.4349955328251053,0.5634853816723451,0.7701624966425561,0.20849627781797708,0.8182070229489188,0.6202904594470746,0.7963025558332409,0.9649814027504199,0.4351588046519852,0.9056364919731561,0.22107436028917304,7.865362473163953,8.124374724230321,5.461084338930637,7.420201065413159,5.3818278574557405,5.1133754552278745,6.17564906434028,32.304124799303764,39.36622591442168,18.70827466955033,33.008298458120926,40.428499523534086,32.304124799303764,18.263113261799536,142.71231071230866,105.74092278095878,163.8154233649308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,101.04859879375884,1111.5345867313472,101.04859879375884,0.5806833291147816,0.3307413787220358,0.5892624804462507,0.6686550316466715,0.3509864912806989,0.023128420921065374,0.10740456825001521,0.138028621243662,0.5691360532661596,0.5636818151024973,0.5979185345848189,0.8782201094550243,0.21931494850781508,0.34030132401157165,0.9875757289805117,0.6109148343244974,0.8996155649432862,0.5391903938049066,0.3194284551741764,0.7016489430918299,7.37789113457297,6.606786776947651,4.9828910762182685,6.744479794499258,4.4528549538806805,3.9177037819516185,6.169454133050492,29.727571092221673,34.082607518070446,16.81363716467192,29.589878074670064,36.334357869169324,29.727571092221673,16.180225824598207,128.64567002533119,95.65180703606106,146.54805171880344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
