t,y,mu_0,mu_1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
1.0,439.98360894726915,5279.8033073672295,439.98360894726915,0.9303652282729457,0.24697939986620354,0.5648933951255128,0.2784482276272683,0.8060352070637192,0.37213991544051295,0.8799338130024354,0.24152678020140828,0.712397437964059,0.43415227883395413,0.25193671715009136,0.6937203501690475,0.5981840391042621,0.10546540136086602,0.20621735853195922,0.6692193518826246,0.8225590809122907,0.6350144467670753,0.7546225673018031,4.597660169390753,6.969448770265611,4.793226929495042,4.861556272996951,4.865476029811031,7.124010182847764,4.929999496256578,5.3310555595746045,26.41970749882521,29.1477409384396,21.55423146901418,43.47243341063833,26.224140738720923,22.027536632648197,94.64771098172612,142.62164994956552,72.62017434907793,142.62164994956552,121.06741848055134,118.14381828083265,21.55423146901418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4820.113462481298,4820.113462481298,401.67612187344145,0.0801774439589027,0.30965396043282734,0.6778428345393087,0.8901311074229961,0.19249157480980394,0.30394861450470767,0.2453421206227253,0.30146991395061384,0.177201468947495,0.33998547525228096,0.8073013677185312,0.9696228226477269,0.9799476423455449,0.9270749380891217,0.9800263412023572,0.08345234195851092,0.1474146279270837,0.043877879523048224,0.5681481933184053,3.8099508505418176,6.617658012460337,4.4952614294832465,4.483137989168334,4.938691526229269,5.322095346647538,4.39114706236494,4.940043679637214,24.925896019706126,25.766205530593275,19.98720449347686,38.9979858965327,24.240585440764697,20.979531207495153,85.74372263462114,130.6568231478041,64.76419142712598,130.6568231478041,110.66961865432725,109.14399856449869,19.98720449347686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,541.6670785067026,6500.004942080432,541.6670785067026,0.6952193843304583,0.9754108794903967,0.681172625735622,0.9776045783401898,0.2550568077774853,0.13790136807492015,0.9502013365266677,0.9998843667505678,0.585702991162621,0.8021910340185664,0.6022454000444545,0.5775627379077247,0.46880457473682036,0.7757795471175615,0.9097123416079012,0.18344379374970365,0.5675084308097966,0.6419569726124651,0.28316332172015335,5.420974393470037,8.059226361117092,6.424491786903102,5.853177134637067,6.9785970193463145,6.961253507911517,6.489091549100001,6.816651300038692,33.80458385110358,34.750714505070405,26.825986831757263,53.00346305252383,32.801066457670515,27.707651815139165,115.4618293727334,176.09240005559423,87.75417755759423,176.09240005559423,149.26641322383696,147.3167651764371,26.825986831757263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3986.477833613413,3986.477833613413,332.2064861344511,0.34702952233761164,0.6863644701858539,0.02485446704312355,0.3881863484008916,0.2009091788141919,0.6289044211768857,0.7357446262761316,0.011961809279706803,0.23841027288734573,0.048963966454375285,0.3867553586915632,0.9039437009830997,0.5458253272935425,0.3818726552742454,0.1900321636171899,0.6569181185374499,0.20996209605144145,0.4045148079972698,0.21584359434303013,3.297658041960103,5.512119942118231,3.9989569276747954,3.859085464712776,4.465320398387679,4.937685407638306,2.5600675421291585,3.976881385233451,20.39555027502264,20.98571120479394,15.93022987663496,32.6077751098545,19.694251389307947,17.813407190452136,71.40689350510058,107.73267365675818,53.593486314648445,107.73267365675818,91.80244378012323,90.51098396463723,15.93022987663496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4715.709819218043,4715.709819218043,392.97581826817026,0.7864390579197554,0.5166055636964949,0.6887374162781477,0.16556673343785355,0.8994248611877055,0.3825114566566682,0.1547147786614178,0.8831071530467223,0.6244104605636569,0.3038261745906293,0.1998535898297571,0.15333098124582967,0.5520032626352548,0.21869974254773628,0.6007540720652372,0.8976276586315839,0.03769813071936723,0.8040561410295882,0.019649719679189825,3.7922243689957167,5.494130290920106,3.429054791183696,4.717790477639851,5.0673662742836125,5.474584721866105,3.842969697631719,7.014804779228913,22.551311531658985,25.25554428083054,17.483945257375375,38.83292540174972,22.91448110947101,22.29409182207248,86.38256150465276,126.4178182936871,64.08846968258027,126.4178182936871,108.93387303631172,106.59280986495219,17.483945257375375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,486.1187247594539,5833.424697113447,486.1187247594539,0.2686225062091855,0.15912307356180966,0.12162253790145516,0.96185081254055,0.4028150766778368,0.26059200714053976,0.2795693127273796,0.6750429069749149,0.8214145182961977,0.5694861848322849,0.9118823906393033,0.4678496423977522,0.5117696105511155,0.5246126055544202,0.5084664268468029,0.811729171441211,0.992592016757559,0.8161157285448035,0.8781485335291646,5.099915366364006,8.509753293302412,5.7343718967771435,4.594506719251976,5.067260409828613,6.363014119496582,5.790363516549203,6.050541870477238,29.696255835709348,32.44804469660258,24.628995425880735,47.209727192047175,29.06179930529621,24.222062292860237,103.87983418151,158.20508544310007,79.65777188864976,158.20508544310007,133.57609001721934,130.18984462591297,24.628995425880735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4454.164779421696,4454.164779421696,371.18039828514134,0.5409453159672534,0.81197826278675,0.48002790575384946,0.20700002153123853,0.36605370538579896,0.6220192331803206,0.1635867666122388,0.5732348841973984,0.2439870908415802,0.7987284223856473,0.21979111796345663,0.49538458157017784,0.06269886525631907,0.6588582127493489,0.4625065079941837,0.5513533534233176,0.9352225890840256,0.5508456964511844,0.03591043580661346,3.754342409798379,5.562608238697948,4.236177403005943,3.545544184340441,4.611078607891055,5.4707136508169905,4.494321929294627,4.931705526801942,22.449730363230014,24.69552674861745,17.838651755338958,36.606491950647325,21.96789537002245,18.650936557731384,79.95295525699616,120.24133737556512,61.30201869926478,120.24133737556512,102.40268562022617,99.67505424163117,17.838651755338958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4582.83332914147,4582.83332914147,381.90277742845586,0.9010474225345613,0.812991764278731,0.10440018142767638,0.5176963682303595,0.7778078671066229,0.9414469260793507,0.39308468930933316,0.2461053728669006,0.06246718557595399,0.4209840609849177,0.6679695268796514,0.5774191517352988,0.8135874744266496,0.7939533148094815,0.011459747814738463,0.3936912839653859,0.23371110584929666,0.7070261851315987,0.3728156145121968,3.1509755868779363,6.064464420306544,3.5589750985622413,4.669680129130194,4.060762671283728,6.901373065826784,3.7318003760846166,5.388680356903968,22.085682695367325,25.645293317684153,18.024920024083595,37.52671170497601,21.67768318368302,20.183587577624433,83.3555926002846,123.46619531973552,63.17200502266016,123.46619531973552,105.44127529565192,101.47366516165079,18.024920024083595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,462.7984007475066,5553.5808089700795,462.7984007475066,0.9444551804454449,0.9785005253537798,0.22919344377245865,0.8861446952056838,0.2581720704133623,0.17212272737352552,0.7313661029316616,0.37989860321113145,0.5221279280985024,0.1642500867204646,0.1949406010742366,0.2559680072322996,0.304925265131304,0.6927157377985134,0.8373053813317136,0.8306307655288321,0.08553257049426055,0.7169531470150448,0.9059150434701931,4.2650181963489455,7.321605974822664,5.891261694759555,5.433776534234097,5.823258180039588,6.787887007907485,3.662511116254483,6.115974552435339,28.132413500110385,29.779240346179527,22.309155320070797,45.30129325680216,26.506170001699775,24.69461524153169,99.77514884451338,150.21671766469456,75.08053360298169,150.21671766469456,127.90756234462376,124.63449200014401,22.309155320070797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,532.808044844708,6393.696538136496,532.808044844708,0.17326265151411346,0.6937086246105286,0.9195739375215434,0.8569009825037621,0.8623115129079734,0.8001368910709975,0.8966330066560529,0.9903708547635011,0.7958919079451587,0.6023192186320516,0.03083038823547657,0.4274739675944329,0.9438485955857728,0.23928999084649338,0.004542117272106849,0.04668072659544065,0.5979286280490799,0.9395657237779245,0.8329045493667991,4.68284179634235,8.372167942027522,5.347143457411704,6.254839285172726,6.431913016533525,7.597053158987586,5.39455253675912,7.853531874554709,31.8006162379046,34.564448969740646,25.36870322137107,51.93404306778925,31.13631457683524,28.91245211828848,115.41094415581838,172.58026361509405,86.4984920375299,172.58026361509405,147.21156039372298,143.78342600081757,25.36870322137107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
