t,y,mu_0,mu_1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
1.0,73.20171654585135,585.6137323668108,73.20171654585135,0.4769188302916856,0.7357662615199125,0.4456337616240903,0.3801190464445863,0.4354236526839895,0.2434312525239335,0.23832605582091448,0.9547961231146004,0.9225102700234631,0.505178314758394,0.5687236535014845,0.8600613891920769,0.8555417840678821,0.5273381695084063,4.786989885223411,5.149673335995118,5.672883500055351,5.113927843334565,15.936484679385034,9.936663221218529,15.050591064553094,40.92373896515666,15.936484679385034,15.936484679385034,30.987075743938128,15.936484679385034,15.936484679385034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,404.5774643195482,404.5774643195482,50.572183039943525,0.6443622623011577,0.22066772672233825,0.9639592764206142,0.30559562531830453,0.6397612418529511,0.426907996993652,0.01701673153695371,0.38666151217481737,0.2218408595421183,0.810522828169802,0.3600798211574686,0.08377176969317657,0.03139634229119792,0.0783059137847717,3.712761081217871,4.220644823471085,3.2826898932702435,3.1866656115542726,10.6900003282956,7.933405904688956,11.120071516243229,29.743477749227786,10.6900003282956,10.6900003282956,21.81007184453883,10.6900003282956,10.6900003282956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,78.67550068083438,629.404005446675,78.67550068083438,0.5599296589047469,0.9789573489102248,0.8637668352464977,0.6202398561883006,0.8404081298550633,0.290605090531337,0.8734781206922017,0.623535318892619,0.4530844664764371,0.15475853770762305,0.8305052477141593,0.8956865828357696,0.39626820188873024,0.5523963952731558,5.314330202232756,5.441808181670894,5.354800894269309,6.099389949259704,16.895999025199906,10.75613838390365,16.855528333163356,44.50766574226691,16.895999025199906,16.895999025199906,33.75152735836326,16.895999025199906,16.895999025199906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,65.12033138320423,520.9626510656338,65.12033138320423,0.9943950172025743,0.9925871214314183,0.20995526986954072,0.8041544468263491,0.05917760953906681,0.4212395310244528,0.3319617235094384,0.6840691041249843,0.3819518436017074,0.3923686622210295,0.05033151740565911,0.8740649810022153,0.6983230776482445,0.15334422517963187,4.025631875597583,4.04611893001708,4.912139148744072,5.286122891036707,14.24438096979786,8.071750805614663,13.357873696651371,35.6740054720639,14.24438096979786,14.24438096979786,27.60225466644923,14.24438096979786,14.24438096979786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,75.6381735587775,605.10538847022,75.6381735587775,0.7733804353979807,0.7519132659414585,0.3162923755697238,0.8135318913522992,0.3354750853819277,0.7443485768837854,0.08911579306111317,0.2932233247323841,0.8646377303717694,0.5280567760178252,0.8094896827391932,0.20129785145195545,0.640652897845605,0.8877617914718995,5.248904776470145,5.39786426050884,6.444198899873856,4.6737562148088445,16.51581937519154,10.646769036978984,15.320525251787828,42.48311366395835,16.51581937519154,16.51581937519154,31.83634462697937,16.51581937519154,16.51581937519154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,82.21352179437139,657.7081743549711,82.21352179437139,0.7731015575073522,0.5732132560660196,0.36700359577228636,0.9031903419272445,0.4700437215939439,0.6511765238461824,0.8656022283450249,0.9553953623695053,0.14310861126227448,0.20461583632942315,0.08448292467425633,0.4109317367921508,0.9825074516800633,0.8031165123035959,5.512289856721209,5.543457304157672,6.366297350244922,5.95921055323426,17.868965207636855,11.05574716087888,17.01495771411314,45.93967008262888,17.868965207636855,17.868965207636855,34.88392292175,17.868965207636855,17.868965207636855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,66.12213533366834,528.9770826693467,66.12213533366834,0.8519810004610874,0.7206543187417694,0.4532747686023665,0.8407045078450465,0.3388969611088889,0.016615738758164134,0.3533476088819941,0.16308630212252173,0.9094024637460777,0.32427216547964943,0.15329255290832455,0.8820414205784084,0.9633039842712917,0.29967494955284146,5.334858409949243,4.3884871923520175,4.875681274026998,4.774659234772207,14.038827701151222,9.723345602301261,14.498004837073468,38.26017814052595,14.038827701151222,14.038827701151222,28.53683253822469,14.038827701151222,14.038827701151222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,431.1257748005786,431.1257748005786,53.890721850072325,0.6861535617203943,0.6166041407797591,0.1998626886733501,0.6520708302990226,0.026157951217753994,0.028111870016756857,0.5396433605745217,0.6414177999423707,0.5805687466707584,0.5440424027652967,0.24844782722362468,0.5438505770648184,0.0811366360132354,0.14880262407683864,3.458438802011172,3.228092321931887,4.150395659302821,4.398743248440776,11.777231229675483,6.686531123943059,11.085274372383836,29.549036726002377,11.777231229675483,11.777231229675483,22.86250560205932,11.777231229675483,11.777231229675483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,446.9704504786057,446.9704504786057,55.87130630982571,0.5614715789449453,0.021200483241436974,0.8624944561198352,0.08939831911339402,0.7359607130930458,0.6987214952059364,0.18977557687237157,0.7251670102140578,0.6466473282975378,0.7665659714006541,0.0844602143809321,0.5850009300000766,0.04759925390016695,0.19414907555810512,4.0940622733000565,4.067266592725137,4.003955823888101,3.868689658438087,11.939912075051325,8.161328866025194,12.03001852446328,32.1312594655398,11.939912075051325,11.939912075051325,23.969930599514605,11.939912075051325,11.939912075051325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,72.92596772580119,583.4077418064095,72.92596772580119,0.6775143070364583,0.5319755414223806,0.24666031930127996,0.16068677721994273,0.8487019945908552,0.7599532345352661,0.9012675926789169,0.891621001647859,0.1758330748075163,0.10950659361775605,0.9494146597240702,0.0975385375754767,0.810942564017642,0.5632539723873103,4.494367195657678,5.2583021895431745,5.999993777672739,4.782066318176956,16.04036228539287,9.752669385200853,14.534735703377809,40.32776737397153,16.04036228539287,16.04036228539287,30.57509798877068,16.04036228539287,16.04036228539287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,64.5905886763386,516.7247094107088,64.5905886763386,0.5149120111927381,0.32322377753621956,0.6755966824516172,0.2976958608182154,0.3283838016508627,0.9149301101660471,0.3623784957489946,0.2653719144979071,0.496995101132615,0.8723055564024952,0.6704693687212044,0.8283031846390017,0.3778485941151244,0.500339939489083,4.426456043001745,4.502923729339248,5.273246952284424,4.2929145419755175,14.069085223599188,8.929379772340994,13.22229431431651,36.220759310256696,14.069085223599188,14.069085223599188,27.2913795379157,14.069085223599188,14.069085223599188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,68.05990285743006,544.4792228594405,68.05990285743006,0.4924187363632715,0.43198376719333,0.4036647701182824,0.9190334748865691,0.4220770252018621,0.37858126944171777,0.9785810169536229,0.1305614069397676,0.04078408715788839,0.8219610585039959,0.3768713557571064,0.5839057631589738,0.6280619013691707,0.2902344920151254,4.996816562569789,4.484884221155151,5.057088799388236,5.070756741216519,14.612729761759907,9.48170078372494,14.552457524941458,38.64688807042631,14.612729761759907,14.612729761759907,29.165187286701364,14.612729761759907,14.612729761759907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,384.4636412625606,384.4636412625606,48.057955157820075,0.741419365228401,0.08595183422271602,0.4620672057070122,0.18047117922704203,0.0048190189130538075,0.030681984389417494,0.06066155566445863,0.898248967049138,0.485625883071899,0.07774284210615523,0.19693388617120056,0.3352558722884854,0.5540105714506603,0.5793795615022108,3.146197182870893,3.6950925973548743,3.8051757958605834,2.963950196201661,10.464218589417118,6.841289780225767,9.805239976427428,27.110748346070316,10.464218589417118,10.464218589417118,20.269458565844545,10.464218589417118,10.464218589417118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,267.6470451237116,267.6470451237116,33.45588064046395,0.2222771430623084,0.6212010877170189,0.14507277048724743,0.541654862731471,0.28482415079057277,0.26416706536278833,0.010211691724277383,0.06768698987800414,0.9523099065074753,0.01565826777570889,0.34797618043265965,0.629995439390652,0.022764367098271343,0.2563424904645818,2.4511156506419143,1.9042572227208256,2.7010489650375464,2.6498521235345955,7.255158311292968,4.3553728733627395,7.005224996897335,18.615756181553042,7.255158311292968,7.255158311292968,14.260383308190303,7.255158311292968,7.255158311292968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,447.4258755239546,447.4258755239546,55.92823444049432,0.20197155443968484,0.22800295988709884,0.7321071748494041,0.4187526108360269,0.6250139960577231,0.2588890292856859,0.02217526157742644,0.4696634395033874,0.9739929564902599,0.28146835975411144,0.1269925586726034,0.39639055477390983,0.474046961646718,0.870909881049161,4.600438756700516,4.2009265368088196,4.098862613255065,3.5143486178785297,11.814137767942412,8.801365293509335,12.315713911387864,32.93121697283961,11.814137767942412,11.814137767942412,24.129851679330276,11.814137767942412,11.814137767942412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
