t,y,mu_0,mu_1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
0.0,208.13797695008932,208.13797695008932,26.017247118761166,0.04711689609790204,0.189818228983631,0.39433116672409874,0.8689435229386947,0.5800314314598458,0.3643588397463151,0.9248151280007764,0.45393735692765647,0.09741454282400985,0.7497948286693493,0.5771514013906626,0.09608835822837059,0.13901626031274084,0.620787149596696,0.6922165313632741,0.5790506437226806,0.3258673021128712,4.255706256821544,4.278518233355643,2.995756255270127,3.5651320083343023,7.2514625120916705,15.095112753781617,2.995756255270127,25.342331521143414,10.247218767361797,15.095112753781617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,31.67128533766897,253.37028270135175,31.67128533766897,0.7388918784057747,0.5558222162022954,0.9152774185316486,0.07193305599171818,0.7166752560443519,0.9293610581147194,0.03381614685433687,0.529767741685714,0.4038286852804194,0.7901357780381184,0.3944638924672892,0.5718388793281112,0.4172004630302436,0.6232432561548943,0.8337614695040891,0.1269488823916558,0.5127899508466055,3.9267126169871633,5.218981443057325,4.279536781519013,4.9336864300221865,8.206249398506177,18.35891727158569,4.279536781519013,30.84470345161088,12.48578618002519,18.35891727158569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,237.2723114399375,237.2723114399375,29.65903892999219,0.2837008360650083,0.27097441272811873,0.25416507585868775,0.0753270312055555,0.45398455504698654,0.7370037743597332,0.7388567684342714,0.15631783217056217,0.6957665490843584,0.6214715643096677,0.48524892864861324,0.38906629747958865,0.6351665266480819,0.07960212253987742,0.03078091527121818,0.9865688162213382,0.13058350840087884,3.6378308430746054,4.5741158322786255,4.586281245029323,2.797254666561017,8.224112088103928,15.59548258694357,4.586281245029323,28.40587592007682,12.81039333313325,15.59548258694357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,33.78804469067354,270.3043575253883,33.78804469067354,0.9624049138381007,0.0900029237227985,0.9912992630180969,0.7708183525986311,0.18806135900896526,0.8584566359450175,0.6433090688926265,0.35624536954678343,0.5448176252043234,0.6750822407034124,0.9529634315426018,0.031563119432857056,0.8784633707564571,0.08274649550042945,0.1900419180113695,0.0744496788672182,0.0554515847403092,2.931901261711154,5.840057969821004,5.547060406315396,4.258714188148,8.47896166802655,18.57773382599555,5.547060406315396,32.6037559003375,14.026022074341945,18.57773382599555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,33.18991131964938,265.51929055719506,33.18991131964938,0.44977139458252846,0.6532617663114226,0.5307694239048555,0.2771962752576539,0.7180232928932119,0.4433622452740874,0.5456254049854135,0.6583706131603426,0.9980853145591292,0.942869370503844,0.4777762687567815,0.41140628548275293,0.33351149992554996,0.24364834929510049,0.28591885730453237,0.8796401186979128,0.07322077468817934,4.300990499355448,5.794458199365051,4.6024077840700865,3.9394620718149707,8.903398283425535,18.637318554605557,4.6024077840700865,32.143124622101176,13.505806067495621,18.637318554605557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,220.9167940553398,220.9167940553398,27.614599256917476,0.06732052319293647,0.682454971491915,0.5585488065305677,0.4030616588418928,0.36919196682702193,0.288445084505208,0.5484277443287717,0.10210489470848638,0.8497185360168868,0.4078257449516315,0.09934535687934543,0.3769542646703459,0.663363440230254,0.9610259357429045,0.7866298234223488,0.5151522648265944,0.8567053002865633,4.361484112881337,4.8809051462759605,3.301400694775379,3.3524870504985875,7.662884807656717,15.896277004431266,3.301400694775379,26.86056250686336,10.964285502432096,15.896277004431266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,30.424858101988736,243.3988648159099,30.424858101988736,0.34351711841752786,0.07045216555446288,0.7763997218521697,0.43816735713612764,0.8843649674834986,0.29995280458631823,0.8504269083433192,0.7197790750700306,0.5779510830121102,0.014757726194956411,0.9457481997739889,0.3958291899935221,0.463161007295671,0.513424205718479,0.40497313360698706,0.9801835025200567,0.8324624576341243,4.342534748743023,4.606877039038688,3.891344037617414,4.608763685476784,8.233878786360437,17.44951951087591,3.891344037617414,29.57474233485376,12.12522282397785,17.44951951087591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,237.45895705305622,237.45895705305622,29.682369631632028,0.6046243531210408,0.27993233460837563,0.1435342802782099,0.8841155413511326,0.09287806300291868,0.6852941097406008,0.5161253962136957,0.16528326107378066,0.0008338149882300971,0.8059205287640472,0.14685134666493793,0.635713031584209,0.5845903544639774,0.2658376028671571,0.7280146191482085,0.6165249066879661,0.2553609463811979,4.318009700803042,4.701342653066259,3.979952935540739,3.383523472620109,8.297962636343781,16.38282876203015,3.979952935540739,28.66074433391467,12.27791557188452,16.38282876203015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,31.595374710092717,252.76299768074173,31.595374710092717,0.5108353226925407,0.4622172561246607,0.6751727189344192,0.5101671400848022,0.01744066319545645,0.08904660552869703,0.7476963913274803,0.4466081396191047,0.3692162917567138,0.6330734954259785,0.17017825492446814,0.7403614078794659,0.6416101025370137,0.42455824909279993,0.76025092631068,0.5581473411513076,0.5361638643539921,4.952306053343831,5.315169549218336,3.9020178720723577,3.7161607690592344,8.854323925416189,17.885654243693757,3.9020178720723577,30.641996041182303,12.756341797488547,17.885654243693757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,199.00739147970927,199.00739147970927,24.87592393496366,0.19230195017896112,0.19170684602342658,0.893366568940036,0.16985617823896937,0.02229847505400384,0.6395748878483865,0.979626081466384,0.04445372321512708,0.065097724760802,0.36310047976774706,0.06605479729210562,0.8485152953921405,0.31569953086309976,0.30392851055708814,0.09372725731111875,0.8984015687914559,0.09300785410723567,3.847452447364161,4.510997316516119,3.469970747569626,1.190644067789399,7.317423194933787,13.019064579239306,3.469970747569626,23.80645852174272,10.787393942503414,13.019064579239306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,31.882785691896064,255.0622855351685,31.882785691896064,0.41738768022101835,0.7144269035683141,0.1711299257239398,0.5237761794968031,0.5607514939312656,0.7131489079893497,0.5058958254820218,0.9393343818590849,0.10857090646943446,0.4568125744414645,0.4539176702925172,0.3665936783667526,0.8752625183865186,0.7639515503641056,0.298056538536426,0.505293403727509,0.5859473349562186,4.711200471163884,5.374951801783684,3.897589761649077,4.587470192624513,8.60879023281296,18.57121222722116,3.897589761649077,31.077592221683197,12.506379994462037,18.57121222722116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,180.20702268443154,180.20702268443154,22.525877835553942,0.06391379380084605,0.3722155706984257,0.46299614644866927,0.24415895719663916,0.9577492567503779,0.5972799275020146,0.6969891833092793,0.44628524266923575,0.0563762565039343,0.44074583603803497,0.3180164215748714,0.15797260158378967,0.15405933761339197,0.9825966516298325,0.16087779912020883,0.819732996735442,0.6142829660894008,3.8592596486992146,3.629079059563415,2.485353357926163,3.155930653656368,6.344613006625377,13.12962271984516,2.485353357926163,21.9595890843967,8.82996636455154,13.12962271984516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,211.00429011900778,211.00429011900778,26.375536264875972,0.06036146181796276,0.12339318420707757,0.9135847173284282,0.2976511479604862,0.5834989721647136,0.7580735835589648,0.9701174561316833,0.5487087889483421,0.13391119172790167,0.13135716095808136,0.8072255689031315,0.459850571591102,0.16036444686801576,0.9339271135111296,0.41103145182758116,0.2427968039942937,0.14638514235481648,3.858153793830229,4.4970122492800835,3.481261441556843,2.8489329938426446,7.339415235387072,14.6853604785098,3.481261441556843,25.506037155453715,10.820676676943915,14.6853604785098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,165.06435355742104,165.06435355742104,20.63304419467763,0.2701814675003814,0.5399567507017689,0.0356416100117698,0.669480820924865,0.7166585431536074,0.3438020379916261,0.14648677205103477,0.22624990494144803,0.3874142568491442,0.7532143929596004,0.6188251617094913,0.17754272809334204,0.013989462660246366,0.619153435364665,0.6998831374758196,0.007724404115964312,0.10763090129507158,2.6442442376621207,3.2937787371848453,2.7114562798148665,3.4066329716956663,5.355700517476987,12.056112226357499,2.7114562798148665,20.12326902364935,8.067156797291855,12.056112226357499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,186.68242059648043,186.68242059648043,23.335302574560053,0.09450254100475963,0.8908735883806879,0.981416312396724,0.554649046866777,0.1047110792674435,0.002294908612564983,0.005405150389250379,0.05707381925354804,0.24779585705839502,0.9280149148888344,0.8331038038020729,0.19535602455766587,0.5746060967993328,0.051542998560058284,0.35113020344692325,0.9164829099923916,0.6964966180956871,3.0796121178880043,4.43748571920378,2.881079297112876,3.639639076558601,5.9606914150008805,14.03781621076326,2.881079297112876,22.879586922877017,8.841770712113757,14.03781621076326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,180.23188717041637,180.23188717041637,22.528985896302046,0.10367335074726813,0.16453916673130398,0.29114368914454236,0.5634297588099529,0.9598897269083764,0.7395603433259706,0.7825625358553454,0.40542008048260325,0.3601065760456408,0.14823611522474367,0.18668381934295786,0.12627853450147197,0.43625650455289056,0.5292518113642386,0.36980879567040503,0.27411170352519854,0.5379959797261915,3.071926081176897,4.0175333046744655,2.883357779596289,3.1479643726554363,5.955283860773186,13.120781538103088,2.883357779596289,21.959423178472562,8.838641640369474,13.120781538103088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,225.3035694670685,225.3035694670685,28.162946183383564,0.7636523767366449,0.8012212922327125,0.5615932465227877,0.829701386532425,0.0809893869566386,0.5982544570768112,0.5545010048607499,0.28322609512988794,0.5278252591123566,0.7917507322551481,0.26696693392352455,0.7068868499318872,0.07570534182793287,0.007726453693119417,0.25774648866824224,0.15488388458854507,0.5268188641976117,2.8324268509555126,5.7306656654827,4.285542955725056,3.0468562196956306,7.117969806680568,15.895491691858899,4.285542955725056,27.299004454264523,11.403512762405624,15.895491691858899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,37.89032065380617,303.12256523044937,37.89032065380617,0.5014023345462653,0.6263770253809556,0.43385405085003836,0.5454816569799176,0.020576645671673388,0.3513579363164796,0.8740855784283892,0.6060273057549384,0.24545404818636918,0.42916023537591497,0.8106005316877949,0.9931230000701815,0.845299365271568,0.5467210210506975,0.8745349897005286,0.09568154044712751,0.9994300765080654,5.264633036099346,5.950220202614753,5.0504830298829635,5.087031484516748,10.31511606598231,21.35236775311381,5.0504830298829635,36.71796684897908,15.365599095865273,21.35236775311381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,34.86997922350679,278.9598337880543,34.86997922350679,0.8654028232507475,0.5539342004418322,0.20742526378237502,0.9505246555359991,0.03603509679939032,0.6676171303021455,0.32307151166056247,0.41388760349409826,0.26480936522252085,0.5304184686019814,0.9008772540107722,0.7395045894515975,0.7857418917581999,0.308505583608064,0.8604145727338283,0.2626685661161182,0.17846682007945636,4.224212787424451,5.436934680251311,5.077443034258527,4.571244530728474,9.301655821682978,19.30983503266276,5.077443034258527,33.68893388860427,14.379098855941505,19.30983503266276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,43.65746501253485,349.2597201002788,43.65746501253485,0.5232531468730072,0.14143528270597683,0.4806821203271061,0.877993383486948,0.26818729949926035,0.7665287985758974,0.9275229247081815,0.6006436881319325,0.7770420158513286,0.8908906315798776,0.6610706524743346,0.8070659145910102,0.7651003488321907,0.6815854650039612,0.36244096810733983,0.8457791569647757,0.9054246887878671,5.881029097919269,7.03490510879045,6.1184744334858285,4.977011424285809,11.999503531405097,24.011420064481356,6.1184744334858285,42.12939802937228,18.117977964890926,24.011420064481356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,32.54343904681082,260.34751237448654,32.54343904681082,0.2372044667600316,0.34234959419217204,0.12401170807340489,0.4717459969293666,0.4824480309222037,0.661476444840873,0.5161281924015536,0.5113938599942368,0.10647164591128544,0.7314755885508554,0.32993121933825786,0.8993903121060454,0.9115268343671526,0.010057394613963822,0.7485472136754178,0.09743657270449102,0.268493165596317,4.425955968413716,5.275970177366945,4.393604704276055,4.2210203792044725,8.819560672689772,18.316551229261187,4.393604704276055,31.529716606227012,13.213165376965826,18.316551229261187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,192.5303253259452,192.5303253259452,24.06629066574315,0.6727639283921641,0.29067564203778073,0.14223691233883584,0.13391783507959198,0.5936693630963229,0.3175719651122054,0.22867786963458347,0.032821250829004,0.8643510608997073,0.00899332489801652,0.8211873734258659,0.29878586214145986,0.7618387460281919,0.16219431802998685,0.14010288557151374,0.6167373533213856,0.5994890050246139,2.2501516104541417,3.0798704689993777,3.974170130532195,3.630865877265693,6.224321740986337,12.935058087251408,3.974170130532195,23.13354995876994,10.19849187151853,12.935058087251408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,32.898465197868134,263.1877215829451,32.898465197868134,0.6808093771315108,0.44134948920363104,0.6038853051212344,0.8530461342829981,0.43057871443068396,0.7776490727547778,0.9222658173226026,0.1116004471294707,0.8212088758872859,0.8026706954542178,0.32613465425893007,0.2246583413619324,0.4460487549759883,0.8008577150705304,0.2085696979652295,0.057308693839039804,0.6164944255807266,3.5739801631190113,6.004382933494139,5.001445589147246,3.6229067669267576,8.575425752266257,18.202715452687155,5.001445589147246,31.77958679410066,13.576871341413504,18.202715452687155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
