t,y,mu_0,mu_1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1.0,306.01781790520994,3366.1959969573095,306.01781790520994,0.45966620654350676,0.24215244825310978,0.07207813631392745,0.3475957040496418,0.18520101741236794,0.7121355098348987,0.45693522570225076,0.6428009084003771,0.9108418767012826,0.053207365255491856,0.9859577046289066,0.2573383734523288,0.8667115108169534,0.3519156044666063,0.8933385207594328,0.4948334923964052,0.5855874554548878,0.7317671136518753,0.828935656769949,0.6893769479846334,4.737406139353755,6.017166986983102,5.608563328788466,4.997498637050332,6.225593242269985,6.692494464093616,6.568750038498515,16.57156271041221,17.70716008812705,27.92938513067417,11.566248675548847,28.546415044155687,29.01331626597932,57.202793894350066,74.85828774006742,74.85828774006742,85.08051278261455,74.1829602629569,131.33408791489728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2980.922853043272,2980.922853043272,270.99298664029743,0.32469212519290536,0.2856960395674687,0.6661201156898486,0.08465059309626921,0.08914817128787766,0.7588790810954583,0.05085665331882194,0.2628428019592207,0.6085503812014222,0.7863734008523978,0.5555812913055023,0.20329211439978456,0.7352165196264964,0.12652801117737833,0.7299346187334782,0.7462591284163478,0.2168171791263649,0.8421919829048966,0.028733703142341138,0.29390234417172767,4.948516540181923,4.052397054408602,5.849449886785542,4.709619772735185,5.699261191731577,5.215507926711792,5.991999681077859,16.497227618699043,13.97752475385558,25.55198293518911,10.701619453813045,25.401794240135146,24.91804097511536,50.23112714285774,66.09441280148303,66.09441280148303,77.66887098281656,64.93130192917984,117.04818997680728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,334.66620642570507,3681.328270682756,334.66620642570507,0.021293181500649294,0.45077808340508674,0.25937705249914056,0.0757353156786833,0.0417614353664959,0.3115774933759221,0.5587508026323775,0.6976574911938611,0.6630169931279611,0.6927041309920253,0.3685924538723184,0.23026221521117418,0.5550230147614146,0.904360840735976,0.9210153597899368,0.7112908593962253,0.7394670149179206,0.8435894450980193,0.9879733791487305,0.7175795097176683,4.979224390005745,5.9894099487332895,6.28677522468317,5.842880115299129,7.789767040044883,6.582045827620181,7.460702002723342,19.055766654733798,18.4143358916526,30.558991681444677,13.303582118022472,32.06198349680639,30.854262284381686,62.276909691119755,81.62794694879057,81.62794694879057,93.77260273858263,81.03531106990367,144.24892212704162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3181.370096427582,3181.370096427582,289.2154633115984,0.29666406540142864,0.05693686469309922,0.9684390586818923,0.2555745773317132,0.779703734609742,0.4345766678299653,0.7889439737831794,0.11358433804535462,0.05818496554564978,0.9980830354717387,0.5807468371431551,0.4690770572408365,0.2001255611106233,0.04401151813140336,0.4774742671238248,0.426466888056952,0.8699240235401621,0.19845465255294648,0.22195742618545344,0.3968962236429855,5.484483368864376,4.800628898517277,5.036346722150244,5.126202927538926,6.504858954808495,4.0853030634358785,6.972021453906295,17.025689045823114,14.012134889492081,27.419683370977115,12.09822438144522,28.888195603635367,26.46863971226275,53.53004264191442,69.60468802902317,69.60468802902317,83.01223651050819,70.32001386410457,125.91256700363564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,341.96939210594434,3761.663313165388,341.96939210594434,0.1691652275713642,0.8275185306671022,0.3843333378487378,0.40802124952446084,0.19305786895053934,0.22837758228114213,0.9313143337941931,0.12114908667518742,0.228942403880252,0.351132917030877,0.9007009823135146,0.09750485253917052,0.8627839016785633,0.9573390781669118,0.5122994106155407,0.762048534553819,0.23424647660437758,0.6327053873784699,0.8353366932413178,0.5181041659252313,5.294216256715271,6.377475196985463,7.291341641619094,5.766855825431186,6.64161346822964,6.912793781782893,7.421165363867966,19.227171366564004,19.057124804199542,32.15105428461898,13.188021189299153,31.501326111229528,31.77250642478278,64.39620027811767,83.24482378484548,83.24482378484548,96.33875326526491,82.70950520004806,146.897204180694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,315.5985726299468,3471.584298929414,315.5985726299468,0.29127665814856096,0.07457422122885804,0.5952402403120314,0.5886146218166107,0.16475170961987728,0.8413284499210876,0.9248061253984313,0.12443048180440985,0.6973463953523658,0.3024121505112525,0.4187797394187244,0.6843395230799509,0.8156194128393996,0.8703571378145749,0.24817879303130808,0.013468647094542652,0.9422994316171223,0.7350676085094372,0.06722833679316043,0.0999334791247879,5.1901874647304655,5.706680169545999,5.289780734307122,5.852760639452283,6.965887087190774,5.07219563712931,7.260236344805088,17.445855286228362,16.631636446127594,29.299645352840955,13.112996984257371,30.975751705724605,29.082060255663144,59.04427878322592,76.27254897227647,76.27254897227647,88.94055787898984,76.90703350469315,136.54794603084204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2775.416634688973,2775.416634688973,252.31060315354298,0.3024135664980824,0.5777993017193718,0.6083723945162871,0.11889782978541596,0.9004440731422668,0.32261356384516315,0.3046157770588138,0.9387027483230974,0.9666941194437393,0.10509346759562421,0.5790224051298094,0.6375123444537892,0.743058441136647,0.09816059426215407,0.4184926781104952,0.12476942059471796,0.3656223415824995,0.6329379736887051,0.7876330363175813,0.5905870894709836,3.501066212064936,4.138093346013213,4.494736020310708,3.855376073081035,6.798115064276978,5.459547205047428,6.438434721083689,14.793917296652623,13.453016624141675,22.42770637255358,10.293810794164724,24.73108541651985,23.3925175572903,46.17453379085998,61.93326227224932,61.93326227224932,70.90795202066123,60.6118084132151,109.09205406132276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3210.8082977906306,3210.8082977906306,291.8916634355119,0.32496556254845543,0.17312670621817794,0.14832538617955904,0.6408692853676894,0.5985342646845342,0.862400377822574,0.5539216397660855,0.06574844496852128,0.43321970080423977,0.6295826800801965,0.5374989958782992,0.6351043675926115,0.8591754887418395,0.7399894169195517,0.00921905226299935,0.7412573136301008,0.4550120577981577,0.18862198130378738,0.20556562179771332,0.9138601062817978,5.182264792680432,6.262259319538044,4.905684223529052,4.121346698930476,6.012532297576211,5.9295741918418745,6.484282848485989,16.100481313785696,16.313180210310392,26.955837883163998,10.605629547416466,28.062685957211155,27.979727851476817,53.874647640890856,70.99901892298936,70.99901892298936,81.64167659584297,71.33170405068554,126.01754276336453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2657.174087463351,2657.174087463351,241.56128067848647,0.31036491856378623,0.8224086558245964,0.19328390366816894,0.320006572711807,0.5977931356809278,0.1364163358914262,0.673765140474043,0.18197874289132765,0.3820907926968258,0.8301632156343772,0.19931184726273532,0.8790213762307109,0.50318669128045,0.09024087145822768,0.05441174775804791,0.2571341244762684,0.4973315990951602,0.4714296955011027,0.12041207477175908,0.25939709056649285,3.624113481417792,4.189445361749516,4.405700811901804,3.513124712132313,6.251059574101591,4.768752888669591,6.268392678472999,14.280873867421187,12.471322962551419,22.000777045674425,9.781517390605313,23.846135807874212,22.363829122442212,44.25361739883115,58.89754334302013,58.89754334302013,68.42699742614313,58.31823581610006,104.74445619656876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,313.48262633628786,3448.3088896991667,313.48262633628786,0.128416199430627,0.04842963691876501,0.05819953277863921,0.8686264653734724,0.6144171288077355,0.6228223166368482,0.6433833689695895,0.4748707418105731,0.31611360787284526,0.5865169125635381,0.7432138695781463,0.7972101060977561,0.5822181717165391,0.3952263253980577,0.6216485375963704,0.8026434865608735,0.10619279092004108,0.7541573840661366,0.8381457420979368,0.2479247987213965,5.399280655610446,5.897321702771317,5.364053425577282,4.490756893587059,7.087636025734394,6.728409061204927,7.355979153501966,17.850970106922123,17.116487657563304,28.507391831048068,11.846736047089024,30.230974431205183,29.871747466675718,57.4706155357004,76.68594127825017,76.68594127825017,88.07684545173493,75.85485391981655,135.42430754050343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
