t,y,mu_0,mu_1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0.0,44.56497772947401,44.56497772947401,8.912995545894802,0.7002195455506256,0.9993660666557491,0.045060371320863934,0.8039902409876744,0.17615261650974223,0.8649106204463796,0.17049645230138122,0.7745224111919097,0.518026131052486,0.29506362922439744,4.055259542996814,1.1211714800030332,0.9900792348141548,1.166231851323897,1.3869926149070104,2.84423223204716,2.0148302393849424,0.0,0.0,0.0,0.0,0.0
1.0,12.744154587001026,63.72077293500513,12.744154587001026,0.03678169997484737,0.41500857381930045,0.7130565143214985,0.13350306808046908,0.31211150451472325,0.6725847637797349,0.5323795284974988,0.7333595129668695,0.031895600492932163,0.8737293995846198,3.6891550525726915,1.5778505459790915,1.978795555785867,2.29090706030059,2.468058646893188,3.869116824157877,2.2894502104589334,0.0,0.0,0.0,0.0,0.0
0.0,48.58016766292849,48.58016766292849,9.716033532585698,0.5928841559494185,0.5435034380903421,0.21793388321986695,0.09469924024878018,0.8045150588454034,0.49492947204820004,0.06367769705673099,0.9194977526813006,0.9262645552283099,0.18760985717392975,2.999752802632672,1.787690508583435,1.2011093329578986,2.005624391803302,1.8666206522453497,3.614428276253742,1.1568048336487262,0.0,0.0,0.0,0.0,0.0
1.0,13.307832390967567,66.53916195483784,13.307832390967567,0.2358178353735112,0.08053440229793174,0.8658339117209547,0.9478140146281427,0.33049901516291547,0.9380357509950388,0.8140026362926718,0.04413296814862222,0.571596781277474,0.2344546204931186,4.446992186964285,1.1886346196042095,1.7239695161622486,2.0544685313251643,2.4806080190431716,3.798555684090796,3.097923018508399,0.0,0.0,0.0,0.0,0.0
1.0,12.64040308892545,63.20201544462725,12.64040308892545,0.5919693651101274,0.37296315644932243,0.18342053844309136,0.4416479701825585,0.15458871245755001,0.3105230468897595,0.9127248546538144,0.7151815824621787,0.07534196896179801,0.7660857038324197,3.7339233480186436,1.7824951495735433,1.8113269755590844,1.9659156880166346,2.608789174497003,3.1178664077006117,2.8958484322220115,0.0,0.0,0.0,0.0,0.0
0.0,54.937348385985445,54.937348385985445,10.987469677197089,0.35567856771544215,0.16294334914785158,0.722076955651916,0.8994139973506742,0.4076658275056755,0.9527067009081048,0.008358403400078984,0.5491147464914375,0.8792228227490573,0.3630844637156374,3.871928265395381,0.965138977397192,1.2795501055434326,1.6872159330491079,1.85686421798875,3.8822299204219073,2.3486123878337484,0.0,0.0,0.0,0.0,0.0
0.0,45.316998985585926,45.316998985585926,9.063399797117185,0.7117870284079515,0.8717952772665125,0.055412782660794635,0.3697808095369711,0.6083976150866385,0.817620839738034,0.35002510671658527,0.3979468891304401,0.63802529708617,0.09687416543962446,3.881693624853112,1.3563696109336638,0.80338477850782,1.4117823935944585,1.8224966983115944,2.9643026958582865,1.583879892761927,0.0,0.0,0.0,0.0,0.0
0.0,55.527651406330236,55.527651406330236,11.105530281266047,0.9832101512843899,0.5920192131290243,0.04517173735139446,0.12746977272112103,0.365446200689152,0.1737555255076526,0.7843776757808602,0.8504840091858731,0.6768968482425592,0.07708931079653047,3.1485395872601245,2.0003078856558854,1.6800334223181277,2.04547962300728,2.2552950759023274,2.973221307554022,2.017318647934296,0.0,0.0,0.0,0.0,0.0
1.0,13.873558084572384,69.36779042286192,13.873558084572384,0.4286815539234111,0.6239640522794674,0.8337416129309005,0.40659746396007146,0.8135879266094485,0.030858437187488152,0.6137099104624412,0.40747401559046514,0.9397663535147068,0.23258631177934164,3.9837272691325696,1.8347718526623549,1.8549255389838066,2.668513465593255,2.9223073157055426,3.871724568074792,2.5153168530561656,0.0,0.0,0.0,0.0,0.0
1.0,12.22823250135833,61.141162506791645,12.22823250135833,0.971215162280763,0.822043152296511,0.45064170117853997,0.7786328720320932,0.2850949546148297,0.8019836094406504,0.4309890199932517,0.8838266759824336,0.04564991418000319,0.040253598075759345,4.580854069912399,1.599910650590515,1.7654573971542251,2.050552351769055,2.178194436143144,2.938439473465468,2.671732353560407,0.0,0.0,0.0,0.0,0.0
0.0,49.556250772214376,49.556250772214376,9.911250154442875,0.11008748947487201,0.019987560558427875,0.5635692636235458,0.8272159043269557,0.33912639036394665,0.14271586650500023,0.28772396198366035,0.2197652681588972,0.1330404583693019,0.8193521087354694,3.109778545571878,0.8466156205065042,1.0710584937661034,1.4101848841300497,2.1198592141814943,2.5052933177398216,2.6079487281445033,0.0,0.0,0.0,0.0,0.0
1.0,15.776373124967119,78.8818656248356,15.776373124967119,0.5704922904654472,0.1425419466604323,0.9629510619330262,0.8831498495789097,0.46457343894582426,0.081041482191482,0.611215603138765,0.5875458217843477,0.6558909334971006,0.6488972544157877,4.364862927329675,1.663334863868937,2.161712486856139,2.6262859258019633,3.2581296488988505,4.012115595906334,3.676706059531936,0.0,0.0,0.0,0.0,0.0
1.0,14.106228005378131,70.53114002689065,14.106228005378131,0.2538188383458744,0.0890119407162886,0.8050232520333813,0.5701789790172735,0.635969218334992,0.6111948110339587,0.8200464986203264,0.13448058458710987,0.18630548084454523,0.5303780751454423,4.315621613247537,1.5904963015424283,1.7595503352408177,2.3955195535758094,3.045235882480016,3.723397920599756,2.9794456431622978,0.0,0.0,0.0,0.0,0.0
1.0,13.171352106809689,65.85676053404845,13.171352106809689,0.3767830792497229,0.7118629930947583,0.7283060269162216,0.6129823121912304,0.40406203253382655,0.4484733212005392,0.20638111785512048,0.5282163462595748,0.9561042864897804,0.9692936221179059,4.458144505159326,1.138659496648522,1.4629034910309169,1.8669655235647433,2.684825878672797,4.240836753372969,2.893746158330201,0.0,0.0,0.0,0.0,0.0
0.0,48.94202929829861,48.94202929829861,9.788405859659722,0.9448952593777817,0.28482424466021916,0.2983128397777407,0.5194522278371332,0.7316959973356635,0.929008390701684,0.024169743853278858,0.44528313474448455,0.784214928897337,0.07601446008918389,3.808373163632685,1.201148875933427,0.7677657183755041,1.4994617157111676,2.0750883004336487,3.288699495399373,1.8628445309351185,0.0,0.0,0.0,0.0,0.0
1.0,15.44939598982604,77.2469799491302,15.44939598982604,0.9469289251142416,0.005053284544648595,0.627659523286414,0.8028847731011891,0.720456490855617,0.8658808712139406,0.8275519705279876,0.35476887936131285,0.2511765509819235,0.21857811669904426,5.0149939553430825,1.9027773407449173,1.8099803731757145,2.5304368640313317,3.3411750264833042,3.866072402926239,3.423603308728876,0.0,0.0,0.0,0.0,0.0
1.0,13.201710779020264,66.00855389510131,13.201710779020264,0.9479610582388954,0.6313447403524893,0.6141050256967571,0.028266376665367687,0.6991662658532054,0.6342707695672799,0.37015957170058955,0.40076706009110263,0.8963655353118319,0.4615249787351733,4.3867987868097575,1.4700928976448975,1.3850316574884491,2.0841979233416543,3.092916900224621,4.07635920695594,2.422017011036783,0.0,0.0,0.0,0.0,0.0
