t,y,mu_0,mu_1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
1.0,15.463729048098495,77.31864524049247,15.463729048098495,0.31363790875184505,0.09770626106345326,0.9751201241158742,0.9606110779819593,0.8772092846746605,0.3215371428638154,0.9512600651407659,0.3167932814782032,0.7844816821111561,0.473669811804434,0.6326749483037236,0.3919447754940215,3.352683254134953,5.11533607707477,5.7534415231491245,3.9149128925394074,5.427297228829728,0.0,0.0,0.0,0.0,0.0
0.0,50.04526887305053,50.04526887305053,10.009053774610106,0.7376965999917684,0.2666401485933071,0.15000405553166074,0.42192898243660315,0.9291703950710899,0.8325069853612426,0.8948861563266016,0.026910746354090964,0.07252918318605117,0.22659280496689582,0.18400943349857335,0.4524775895624741,1.8742781427856248,3.2749825344965138,3.8479893349912837,1.7946617821030897,4.294035762527191,0.0,0.0,0.0,0.0,0.0
0.0,59.562392167550044,59.562392167550044,11.912478433510008,0.9463289250447058,0.40538267251882965,0.6402948243491631,0.15536221249008175,0.4147531560879464,0.05932561329062824,0.8219493653682415,0.6137028845121728,0.11653929147233977,0.4921860275567721,0.6416511624344099,0.9231201436880353,1.7336884950036073,3.763625285611729,4.485526769757049,3.118003343699756,4.538411038123037,0.0,0.0,0.0,0.0,0.0
1.0,14.798981985158372,73.99490992579186,14.798981985158372,0.685883070397187,0.32968503819550465,0.04966694350496681,0.9063048806937679,0.7958757682163917,0.9001054256041677,0.6278524035786204,0.6627608840470746,0.37374694833429845,0.5968724623193712,0.9897571362234991,0.20959704296464554,3.395369771663462,4.3867158190994715,6.29065855753623,2.9675809321562605,5.349445196374007,0.0,0.0,0.0,0.0,0.0
1.0,16.981922779608738,84.90961389804369,16.981922779608738,0.9857401607902941,0.7893002035200802,0.5688902487984725,0.69261417767142,0.9946485607211152,0.4470501707692044,0.8803880471253461,0.6490575740315542,0.42542333995172565,0.23073889999887842,0.9598732859794035,0.06940077684129786,3.8618595678437444,4.832940250656951,6.743336622232149,3.854614025373907,6.282052917654521,0.0,0.0,0.0,0.0,0.0
0.0,61.04235231068785,61.04235231068785,12.208470462137571,0.8052266021290808,0.22923451782260718,0.5068753380899422,0.03858798383306228,0.6239165646191214,0.20178694150598608,0.9888351056191106,0.47962360595798637,0.83364925276395,0.7022627705134266,0.07129133994754311,0.2788726668753325,1.796679658986284,3.149133146457534,4.492454917182706,3.3321483247565795,4.963078433010768,0.0,0.0,0.0,0.0,0.0
1.0,14.026059408599446,70.13029704299723,14.026059408599446,0.6997640070674022,0.007922192222674318,0.5251972259912492,0.6207967698007605,0.9453632290015278,0.3000360211781452,0.19702093244901253,0.08762944420901597,0.9201756222133111,0.8786314219753291,0.6789433389054385,0.5910472719423944,3.1732011521437125,3.841139374702986,5.664459272564853,3.207890733757014,5.153053991004089,0.0,0.0,0.0,0.0,0.0
1.0,12.713265501177478,63.56632750588739,12.713265501177478,0.4644187899702481,0.3619437029786945,0.37178166594758166,0.7408203164544622,0.5680220779654102,0.7053982932687615,0.08150558065506364,0.9241480062135246,0.7974942106102496,0.07679709765887,0.7094050382543848,0.32528369303870475,3.1776853462632015,4.093632501207902,5.720229199322187,2.3989272961048442,4.136766457309264,0.0,0.0,0.0,0.0,0.0
1.0,13.3091659501278,66.545829750639,13.3091659501278,0.40367619266454613,0.8720386092469588,0.46447353016181414,0.7166797139608106,0.12146005638602286,0.6061518579467368,0.9483437423010423,0.35097643054935757,0.33816706712521505,0.9328678109479364,0.06125051668611681,0.6895889832637089,2.1095959634051242,4.696694020692403,4.867741785675516,3.6171412764690833,4.748429383466389,0.0,0.0,0.0,0.0,0.0
0.0,59.89181069728443,59.89181069728443,11.978362139456886,0.17316741348021625,0.3088740266580088,0.8165909441510969,0.45189915172244777,0.5069419414640095,0.607560540882974,0.7118865163313093,0.057889695174553446,0.8226419175909367,0.2366237083706917,0.1622385219159157,0.712000115490273,2.2525955593513185,4.593691734742961,4.1444278614108505,3.058855635017959,4.346525530845158,0.0,0.0,0.0,0.0,0.0
