t,y,mu_0,mu_1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
1.0,17.768797390991267,106.6127843459476,17.768797390991267,0.5448847351390556,0.671023911364325,0.07375947593710841,0.39978857156138925,0.10111082191687537,0.7398571420117346,0.39492535122786965,0.5607855933992523,0.4147773507348088,0.869938504089421,0.9343327874115546,0.30331413598692614,0.9491173524413838,0.9164593221821237,0.5388048662823338,0.5269648377516564,8.145130836648558,6.825396688139713,6.664412260113106,6.6375791703459965,7.395711063004712,0.0,0.0,0.0,0.0,0.0,0.0
1.0,15.945808135204869,95.67484881122921,15.945808135204869,0.8735414624706465,0.06489731533386756,0.9420133037277891,0.4623936258506125,0.6207695835143209,0.95313087850584,0.14426071526469153,0.25980509551491526,0.11867728815093948,0.48770436414000373,0.7696722588325766,0.43087835231714255,0.646766230236774,0.8726008694324868,0.1057671401496223,0.5602364184297611,7.706460560756686,6.8153802986758745,5.9102036021093,5.409305762589492,6.110295631714178,0.0,0.0,0.0,0.0,0.0,0.0
1.0,20.015932067648446,120.09559240589067,20.015932067648446,0.5312771119854415,0.19404456221097544,0.8816024815459963,0.8615826397654955,0.7834902521668523,0.8208983261160193,0.7635100194589516,0.9651036487605581,0.23699943939411838,0.7554311540348883,0.26486913885300056,0.9073458314167013,0.9070334093170838,0.8074492945164912,0.36749105858018005,0.8254577785090091,9.248493487407314,9.046634511395288,6.686748855763165,8.17887065098688,7.3435929998322855,0.0,0.0,0.0,0.0,0.0,0.0
0.0,85.86931637394204,85.86931637394204,14.31155272899034,0.38407165538102017,0.9316579982305842,0.2953470160820578,0.2328708625328667,0.324397569754033,0.5095203389365696,0.7458621733334867,0.04685553497764694,0.9936988225013031,0.14516560110222265,0.6829516293051026,0.33294532660752807,0.5961062354535083,0.3669130942250043,0.7594065226534559,0.6315859726113516,7.000623317821388,6.049199288620802,5.348459075927834,5.830900843080684,5.349146269680052,0.0,0.0,0.0,0.0,0.0,0.0
0.0,69.78633813113763,69.78633813113763,11.631056355189605,0.7119174211587698,0.39590489152248054,0.25772630460931845,0.025689321462732617,0.9238402538534923,0.42731924175697245,0.08975223742678917,0.5676379276896097,0.18995082199667723,0.0663829685516365,0.08534255136067859,0.5763747463591629,0.70997036481858,0.6479334122275384,0.43363203338461087,0.4254745129437357,6.419407452233264,5.065536194429031,3.8094368957210256,4.6728724512079065,4.291250577351542,0.0,0.0,0.0,0.0,0.0,0.0
0.0,60.98709914163294,60.98709914163294,10.16451652360549,0.44463527619531085,0.8434959274796725,0.7363639213324734,0.15066917264936552,0.5837173643430555,0.11236293165851197,0.7149486955746545,0.26323838562865953,0.034973573231678046,0.06082927865235732,0.2545944618459859,0.37242914372334623,0.7044737862787392,0.4751305700178021,0.3206126717413881,0.36660930635081157,5.573466598479793,4.7538486628555265,3.696906170433205,5.121800402505447,3.18812941425061,0.0,0.0,0.0,0.0,0.0,0.0
1.0,15.678217768699886,94.06930661219931,15.678217768699886,0.27220816731080655,0.9243181664321278,0.9154535408977015,0.7875223497847007,0.8143532322217525,0.9738401569116782,0.5034732698250626,0.5735875679345278,0.24111208786936889,0.22294394500451553,0.57091028366371,0.19577106791046373,0.028713447462130004,0.7609128121365837,0.3955044726290524,0.9487185680140734,7.838347516398493,6.49539358942547,6.6383135505747735,5.821520895197041,5.775973858721147,0.0,0.0,0.0,0.0,0.0,0.0
0.0,87.09434486740008,87.09434486740008,14.515724144566681,0.6675767976481544,0.9841279069548584,0.6115520234033636,0.6104613055744035,0.3825399097222921,0.7381753576409535,0.16250629234815994,0.26456523754047745,0.43736597198699456,0.1406482931669113,0.012991533158116964,0.6727086211310412,0.9741478021447615,0.7915066599560414,0.3687155665020847,0.2642523841814438,7.310874065137495,6.043954711967714,5.6276866535323595,6.685882478357252,5.270406909500342,0.0,0.0,0.0,0.0,0.0,0.0
0.0,84.626011276307,84.626011276307,14.104335212717833,0.9041232884330825,0.013729626053087585,0.20470257187179763,0.16676496539215513,0.6110050934597616,0.6350456067856012,0.007705164388632113,0.6110514295465631,0.04155839743939316,0.6666443488856614,0.8770874607917879,0.17786179659600188,0.4395641833486148,0.7931025443274338,0.22567311155483938,0.5551120822447213,6.756261541338349,5.5687874184938915,5.139483351081403,4.252481427837263,5.915727418749855,0.0,0.0,0.0,0.0,0.0,0.0
0.0,81.90351198202056,81.90351198202056,13.65058533033676,0.09569840293263543,0.01303537763892415,0.2405586449269077,0.7266464152530856,0.09746482597164863,0.4155086755805012,0.5185632545299841,0.00513142394027466,0.1456593974973811,0.9275687192437408,0.4040932486562058,0.6840458356516782,0.8702561361792457,0.889498420328292,0.7729720949857706,0.020087432726271226,5.5815786362594775,5.90416707534906,4.6363708209837196,5.88963412310792,5.273120367323404,0.0,0.0,0.0,0.0,0.0,0.0
