t,y,mu_0,mu_1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0.0,36.65284789908787,36.65284789908787,9.163211974771967,0.5227357462831939,0.4260600064410197,0.5128555433951336,0.5879709758380686,0.8607523410397409,0.26917344029029466,0.7320890337219115,0.43523721878758737,0.6883103919641356,0.16627926297366113,0.10512932141923303,2.4074566506138257,4.4520036272161825,3.932985397719106,3.2446750057549707,0.0,0.0,0.0,0.0
0.0,38.108487238074254,38.108487238074254,9.527121809518563,0.9253835908680194,0.18304341031352678,0.5510615793576824,0.33545662368986484,0.1534409914826973,0.7013498835347796,0.09969580369711051,0.2861702488062856,0.7593337908426937,0.5521764770813714,0.4821317089774909,2.9835802342938478,3.717733840727458,4.324741537811144,3.5654077469684493,0.0,0.0,0.0,0.0
0.0,25.45447649245116,25.45447649245116,6.36361912311279,0.32920164204117974,0.013297013227317689,0.5431570425497141,0.42200664280827216,0.33721898801392436,0.4750684157579178,0.05082009771191398,0.2859828065734663,0.2935619806346269,0.5329020081484241,0.15995827806644747,2.058458528556578,2.6167109267501534,2.562798884969566,2.2692369043349396,0.0,0.0,0.0,0.0
1.0,10.64918938594272,42.59675754377088,10.64918938594272,0.47738183760551633,0.9885606374598441,0.25026369705019635,0.25100746490284054,0.6503474548707336,0.49736637745524526,0.554513317244048,0.6760143711546753,0.6307744965939553,0.1839221055440552,0.302505993142003,3.074252794122177,4.647961150885103,4.562046601102184,3.9312721045082277,0.0,0.0,0.0,0.0
0.0,40.609321350342576,40.609321350342576,10.152330337585644,0.5582138674031683,0.9750297362881075,0.26117000014016534,0.38519955884712087,0.4527882817387461,0.13776880732856822,0.9384281637343718,0.2141441525960338,0.42189505123148674,0.22324964301345718,0.6738056880190164,2.4936057654764556,4.596548256095298,4.52773466846133,4.105839617229844,0.0,0.0,0.0,0.0
0.0,33.344699744804956,33.344699744804956,8.336174936201239,0.6416956390060802,0.39027735438419886,0.05861161783030111,0.26089508621768454,0.13007080803528903,0.203391835557162,0.5545211510092753,0.25332456861463826,0.06343026670200702,0.7410282951020299,0.5228454944353723,2.4906127788817938,3.0156335550900017,3.6314096910284483,3.5679794243264413,0.0,0.0,0.0,0.0
1.0,12.208817293101319,48.835269172405276,12.208817293101319,0.5324318521158673,0.6455715207521261,0.7007602474362928,0.8645863910211796,0.4677217105836088,0.47104865652255445,0.7815228983370922,0.39681652122705924,0.47298641742042125,0.400980034561658,0.5947617082922265,3.3114349762004442,5.455221506288008,5.160706000250184,4.687719582829763,0.0,0.0,0.0,0.0
0.0,25.181033775175038,25.181033775175038,6.2952584437937595,0.30589120311635565,0.2399704088978485,0.6302089714627944,0.3993175517272687,0.2656348927607447,0.3575891276527243,0.13930073437561064,0.47951485511711567,0.16277620742798193,0.013135287621130032,0.23506056026481137,1.795418434132443,3.052488305375274,2.332555936200847,2.169779728772865,0.0,0.0,0.0,0.0
1.0,12.327744110914741,49.310976443658966,12.327744110914741,0.6892343415963206,0.4094872846177232,0.18406250903015986,0.8987499414059535,0.1450180988501666,0.5172559082436445,0.831144854461262,0.6091379919904916,0.35085066792463326,0.7003957529130502,0.31274054302352305,3.824261220767183,4.596831473219245,5.318997286176601,4.968146618251968,0.0,0.0,0.0,0.0
1.0,14.15753731866776,56.63014927467104,14.15753731866776,0.9949706557716885,0.26813354414481616,0.986476215954981,0.6367131192885899,0.9472763012299905,0.6869642866902479,0.12313878826890234,0.756273269781057,0.5621300390796035,0.8176293125276468,0.8700217190703772,4.160684188204046,6.269967900200651,5.715974734622929,5.1538446955433255,0.0,0.0,0.0,0.0
0.0,34.74175599405516,34.74175599405516,8.68543899851379,0.017756662348884622,0.894649785383199,0.23917944675367875,0.43862159653673927,0.26564373008944575,0.00308064819602083,0.7097546447498695,0.2595631171042424,0.5305812093940018,0.9211706210325352,0.37266683819463897,2.5348424306016213,3.200916469356719,4.147845122940131,3.6172639135461297,0.0,0.0,0.0,0.0
1.0,11.15851517915114,44.63406071660456,11.15851517915114,0.1793475545286214,0.4309839131877812,0.45812361081424924,0.985261778462977,0.9731765086038762,0.7599232901267898,0.1519678071182471,0.1269924023505572,0.9979545235414422,0.904190273225741,0.5339015248501557,3.3866992118824677,4.5996783900432545,5.070523067392313,4.0725685438508705,0.0,0.0,0.0,0.0
0.0,38.61497707207785,38.61497707207785,9.653744268019462,0.3807822642786767,0.023166694771101448,0.6855814406918055,0.7682733121255181,0.15051919646167788,0.6490305659635474,0.386339053703612,0.36779740833542496,0.9079705824474602,0.7227953015216858,0.3760594414077443,2.9118455469959543,3.7875493777391087,4.582214624554771,3.674244042107311,0.0,0.0,0.0,0.0
0.0,39.08486720712048,39.08486720712048,9.77121680178012,0.6281025640407341,0.1843481474855997,0.12816760611866995,0.961434840760285,0.3498284968871592,0.1464355780277138,0.1574077819188343,0.39568329651936174,0.8440407894508348,0.6942518951035807,0.6678456827458622,3.0102563219372747,3.61925399450422,4.679550576052807,3.8355097866019716,0.0,0.0,0.0,0.0
1.0,13.56518900710525,54.260756028421,13.56518900710525,0.8866338342226892,0.6290558971462493,0.3791305205993696,0.6975922271921882,0.5667192564139742,0.5760108582338894,0.47650158448760904,0.8924866376006816,0.5959988366569489,0.23860764279371072,0.726180232658342,3.9203870971894084,5.830311048554992,5.719067750992308,5.123068914335359,0.0,0.0,0.0,0.0
0.0,36.172549283420246,36.172549283420246,9.043137320855061,0.3000541871878255,0.5125314268409981,0.38332675587358445,0.44083549200389505,0.5051482055477828,0.9122164496199885,0.7666324782802443,0.1369452995036159,0.19966320695078887,0.28254658762812024,0.0503213909284459,2.5851294427844436,4.00801168578638,3.6017465189439224,3.4020833119931337,0.0,0.0,0.0,0.0
0.0,41.19475043396421,41.19475043396421,10.298687608491052,0.25808789570432666,0.8750385317827778,0.18663253696193105,0.2462237528193536,0.6462003891835127,0.6812034358998483,0.10748072036505973,0.8762874482808302,0.6745850843567357,0.5262381588821912,0.107734935457099,3.463079223369328,3.9848896464547394,4.352879963548222,3.678294879191487,0.0,0.0,0.0,0.0
1.0,11.654044714270292,46.61617885708117,11.654044714270292,0.8315515910829543,0.3933434343417652,0.1934608729537931,0.16310496881635306,0.2738664513531621,0.5662429194920683,0.8798534580086945,0.7713361812881222,0.3143123689370483,0.5245679863683852,0.6518566247116309,3.250147081389648,4.724616502048544,5.096169533047021,4.781857164109974,0.0,0.0,0.0,0.0
