t,y,mu_0,mu_1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0.0,29.647137861483653,29.647137861483653,7.411784465370913,0.8845029826595714,0.7092215953364882,0.06301717963455367,0.5424396837453045,0.4044373094550755,0.2086693764427794,0.08417130065806355,0.4244566763939954,0.6805149836880442,0.10112910329786762,2.7828675387361628,1.8578586434484585,3.9384139083793217,3.469434138474968,0.0,0.0,0.0,0.0
1.0,10.888555567518448,43.554222270073794,10.888555567518448,0.4359453564442164,0.8890228579967454,0.1996171973903237,0.7021815206625607,0.8461500345555641,0.6993208198472625,0.6347456703410227,0.7321886821931842,0.8517633558263216,0.9309607829203632,3.54366592280149,2.6217752024588235,5.791318297866877,5.490386776137118,0.0,0.0,0.0,0.0
0.0,23.318692365630945,23.318692365630945,5.829673091407736,0.44630583065021456,0.5883596343065627,0.588154095710087,0.5917870697654062,0.2362147726093966,0.1500666399123538,0.4017980238785652,0.270172529116958,0.22635706354587648,0.08602149396442038,1.932993081498177,1.22452755798701,2.911061563785333,3.1649979844305287,0.0,0.0,0.0,0.0
0.0,25.13831424856347,25.13831424856347,6.284578562140868,0.032118433312087524,0.11936905601446379,0.5532244775513478,0.029513670343331078,0.46852575366121596,0.012701832344786501,0.9514787859340386,0.6351918886466572,0.5883883267525191,0.7202717123887327,2.326546490659766,1.5846873783434317,2.8372877470090994,3.4628902159577364,0.0,0.0,0.0,0.0
0.0,19.19319121095686,19.19319121095686,4.798297802739215,0.012148749358158906,0.12600366483479497,0.11236455570699155,0.9339511383300296,0.29394237238854715,0.643088062175867,0.027648584698215406,0.039306091639698115,0.7486292812818136,0.20532830530013935,0.953736371812681,1.431514677514055,2.824717944707125,2.46001665189869,0.0,0.0,0.0,0.0
1.0,8.146396892034685,32.58558756813874,8.146396892034685,0.19280048229461821,0.265878361940435,0.9748614109288999,0.8707524707293698,0.7961450233273554,0.7646839374700285,0.7490005037226238,0.935299041500164,0.10350896190636749,0.12985699559826425,2.2464873513642085,1.809993885393638,4.678068782890962,4.082804210447934,0.0,0.0,0.0,0.0
0.0,23.595835502601165,23.595835502601165,5.898958875650291,0.028234240703912894,0.04815501019995572,0.3076420652749572,0.7645417351167895,0.06350746304507549,0.935985633486818,0.4726070876339503,0.02848353086451838,0.7978057341334712,0.581730095231196,1.3752856035358085,2.2346326959581524,3.139320435184491,3.0642234313393084,0.0,0.0,0.0,0.0
1.0,8.8640536884755,35.456214753902,8.8640536884755,0.054814449469001714,0.7605279104043655,0.9513912740957315,0.7170979794950824,0.09038506431092885,0.7016848813656991,0.7281777416934293,0.5840363527700949,0.7474950492259441,0.7238709775783889,2.8750515035628355,2.232172121754074,4.3842194287345455,4.773760446272872,0.0,0.0,0.0,0.0
0.0,24.357560539839497,24.357560539839497,6.089390134959874,0.5341350824155148,0.7373753006885788,0.13221521516491452,0.2185823254322713,0.9252169149885324,0.3897185548244798,0.1600233226972434,0.2594481601414649,0.21811349401171398,0.04418497806193633,1.9090953599545157,1.301990453948952,3.4426131551997994,2.969846633460705,0.0,0.0,0.0,0.0
0.0,26.601003298338235,26.601003298338235,6.650250824584559,0.7886252463081769,0.6824226047205724,0.15994094564520767,0.7406056555253249,0.08716328204892265,0.33515565869246355,0.15985902177747424,0.3137128934053407,0.26835722310430266,0.6114751585621354,2.212976989315867,1.5519971498824172,3.3759015855825782,3.4984491376921167,0.0,0.0,0.0,0.0
