t,y,mu_0,mu_1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
1.0,22.654815023540824,135.92889014124495,22.654815023540824,0.5800257894824443,0.23802089088919798,0.605821992902565,0.7412631496015946,0.6975597865623421,0.5192725245395858,0.9644828079610643,0.7211621897619608,0.7979622347299475,0.5903870276598927,0.7986688868960998,0.5780031257586162,0.759408060492337,0.8104727328401962,4.330478307397783,6.873447326094153,5.85093254284217,5.57365082554921,6.34587768765903,3.8379932683041686,4.427673593366437,0.0,0.0,0.0,0.0,0.0,0.0
0.0,83.91726699076554,83.91726699076554,13.98621116512759,0.6096708096903897,0.5476440000442988,0.32131711498741056,0.42947248233696245,0.787892396911177,0.1915140075535523,0.19382484380276632,0.5783454443816589,0.3607500033291696,0.4200642848019016,0.30608615811752393,0.27050301605862814,0.3603724870314152,0.314871110699086,2.9613341170344745,3.8910951175894812,3.817752627743266,3.324394956612858,3.857239024662188,2.006894076894649,3.28746244173427,0.0,0.0,0.0,0.0,0.0,0.0
0.0,69.8066882516759,69.8066882516759,11.634448041945982,0.6202822480583867,0.049952675930127755,0.3558102564365837,0.9691202924301582,0.1755681989511706,0.8425522354752552,0.1703991014205264,0.07266272830615084,0.1959913514545334,0.32500105425149695,0.4005418517383249,0.0507292234483665,0.6393035309358321,0.6722807894022022,3.009246747557092,4.105995813664803,2.344275961689517,2.5330849649568963,2.638724951729417,2.3647741190906153,3.0559159809209846,0.0,0.0,0.0,0.0,0.0,0.0
1.0,17.411835497238634,104.4710129834318,17.411835497238634,0.042924181234663905,0.17216003028055304,0.600196464797474,0.4790864037796815,0.3479803675385631,0.27739516427158606,0.31993417443942374,0.6295952736831347,0.9367546975576907,0.8861938175612812,0.7822775213651015,0.6979696557130735,0.07954463416530055,0.6337575512123256,2.932204285281942,5.37071244825854,4.7863909104878255,3.911497993007471,5.09530618373763,2.8246134580175024,3.361144863781984,0.0,0.0,0.0,0.0,0.0,0.0
0.0,96.48753141039934,96.48753141039934,16.081255235066557,0.40796436516717915,0.1980432327347149,0.7763552911964071,0.6587859652496206,0.5007720292234226,0.9312073343060954,0.22956993340092335,0.8100003134219631,0.10166104941922716,0.18049296614841448,0.3736359417602355,0.7089960186909862,0.17870960201539599,0.5989313446966049,3.6844976067479003,4.869440894562512,3.47749082774151,3.084521255261956,4.3147433113651275,3.2345859089100055,4.198218992207682,0.0,0.0,0.0,0.0,0.0,0.0
1.0,19.102244701181196,114.61346820708717,19.102244701181196,0.9552952834677978,0.8521245202572812,0.6333473137439337,0.9860981426442723,0.03994467422814474,0.3196562344707877,0.895704979311467,0.21738070267127296,0.18043548635627937,0.9977104647873265,0.46929780944352983,0.08051042435600686,0.8163310822476372,0.325839367317191,3.8427954773016344,5.558000812809546,5.104370955951767,4.599279708498593,4.32616869623942,3.8822247001373196,3.596595926625609,0.0,0.0,0.0,0.0,0.0,0.0
0.0,76.34178527576857,76.34178527576857,12.723630879294761,0.18677072230504277,0.1612927893119065,0.06743382233051698,0.720512280092379,0.5193196377321415,0.792319773176273,0.08411810735221681,0.8934135209192458,0.8115580904756384,0.445152020099978,0.40101121606559886,0.16747787354984744,0.4980450145500577,0.7143655864578659,2.6765188637438575,4.195673543179633,2.844134279222887,2.7798752883954396,3.8896093812224932,1.743272318813875,3.7249658278749074,0.0,0.0,0.0,0.0,0.0,0.0
1.0,17.363989653391613,104.18393792034968,17.363989653391613,0.8161047207014829,0.2333702405694813,0.4182813720973013,0.11893781718344165,0.6636780543267898,0.9565297471645142,0.18407502183846636,0.7137537702742368,0.5632174032167989,0.5537717141003733,0.7056060233748438,0.15028325148375032,0.4286218783806811,0.5594714279989541,3.9872707382548933,5.130485125487763,4.288387801709288,3.7780334161456444,4.622636736038154,3.079045827385888,3.973059075234589,0.0,0.0,0.0,0.0,0.0,0.0
1.0,21.035922254340086,126.21553352604052,21.035922254340086,0.8261665773120399,0.9738031643777452,0.44758852161184637,0.36356177091805786,0.587431040105511,0.8719672910464433,0.4169100627357222,0.36969901219685697,0.7864045179803557,0.9376994230731557,0.6741947264784997,0.30921371244194085,0.4323194909903757,0.14546853239459978,4.412386056581313,6.221137643703572,5.959411746116816,4.743733346250948,4.826581399852028,3.809545588221148,4.2657388270940055,0.0,0.0,0.0,0.0,0.0,0.0
1.0,17.71329227991736,106.27975367950417,17.71329227991736,0.5659579220302562,0.6189508149319554,0.33849223053490873,0.49323012278357126,0.17321100486650365,0.8425098534914884,0.7742813223220167,0.9579783908975812,0.4532138778989948,0.04599384589141964,0.834753931346195,0.9343193853205349,0.1958327600276092,0.06837969305920566,3.0963170021627207,5.455963496485889,4.739174335142785,3.481302348892244,4.311827672821422,3.501554559590625,4.013200525281356,0.0,0.0,0.0,0.0,0.0,0.0
0.0,69.88655762930497,69.88655762930497,11.647759604884163,0.6946299011621692,0.9737351140014877,0.017807826481391897,0.0021505404976697173,0.04447189133296081,0.48476392419034775,0.04232066152455505,0.6647155883078388,0.44598052897988993,0.36594670975294297,0.781163141353012,0.13032682661743955,0.9793844706218532,0.5228193969883421,2.7173315501591055,3.009561951892379,3.496382601205849,2.7208688164732027,2.92901933114753,1.7357958497288464,2.3870053818613686,0.0,0.0,0.0,0.0,0.0,0.0
0.0,87.04163764035094,87.04163764035094,14.506939606725156,0.24845350880574568,0.899687592527366,0.39967684284760086,0.8755104692505443,0.8504859180004285,0.3319956702704775,0.12602368347119064,0.015319549766100948,0.0557472576789958,0.7544716808522924,0.06601968513676326,0.4311298118310418,0.273491556270292,0.9941854780775359,3.2897049888778787,4.139514528145081,3.831695981151425,3.1394802597575877,3.8754937313309323,2.291751198078349,3.507366608776631,0.0,0.0,0.0,0.0,0.0,0.0
1.0,19.457317860003595,116.74390716002156,19.457317860003595,0.9707853164847943,0.4887454346207565,0.271124587027595,0.3113143060274437,0.620055382159027,0.33294404057647,0.3739330820435459,0.52946083164961,0.35119264632596436,0.9589022412719197,0.6968118956035014,0.5030341072512946,0.5309214371201321,0.24576036746559393,4.187767111891233,5.390097604771555,5.234584692788398,4.579948799684273,4.824248561679345,3.4107233746556194,4.226496225420559,0.0,0.0,0.0,0.0,0.0,0.0
1.0,24.10520138267817,144.63120829606902,24.10520138267817,0.8357402259036107,0.13310837634330952,0.7627243651876746,0.4759300887602289,0.7504569031501577,0.5871212734355905,0.7956743767542265,0.1803238445112777,0.4611508299723782,0.8742495454641854,0.5737442448814377,0.7936676786005047,0.7835696188676207,0.6942363879142129,5.387529610609345,6.910459532109995,5.980516546257485,6.0572335439003595,6.148224157458229,4.649177465345793,4.4974895598255555,0.0,0.0,0.0,0.0,0.0,0.0
1.0,19.773482962632627,118.64089777579576,19.773482962632627,0.7166168940024844,0.9701827488081765,0.7930687721617566,0.92049057485849,0.06048707599383074,0.5716485985699497,0.35245544418334385,0.7397734129481043,0.034030581237737945,0.7198151072093042,0.4929434585975685,0.7867002295924568,0.5626321669171197,0.921752476579588,4.210968844446902,5.448256736406923,4.926300311786659,4.025806271298034,5.124699993908607,3.9403050457192954,4.51553189317462,0.0,0.0,0.0,0.0,0.0,0.0
1.0,22.284233982410218,133.7054038944613,22.284233982410218,0.9511075779183309,0.7968932413800859,0.5782065895319045,0.6976097125073834,0.7321776796736243,0.44546163160379926,0.8908230790537939,0.4522015206197665,0.5218314444767541,0.4523634549684237,0.31077335572201736,0.7388216959986591,0.6194112602008895,0.1799171126668725,4.517549889895632,6.319176221454691,5.972998118723594,5.48474278182238,5.49745015490813,4.056784029074912,4.469743273289987,0.0,0.0,0.0,0.0,0.0,0.0
1.0,18.551429813946687,111.30857888368011,18.551429813946687,0.19337059875459317,0.26280099424383296,0.5045757796830171,0.5578775719234493,0.4437107565473879,0.8068213657094966,0.2641292235901366,0.7909315989317316,0.342569401453896,0.9365273230454872,0.2366769773000298,0.9380975177968535,0.5718472502614084,0.30798495794206904,4.394950591798244,5.224356515804347,4.122458572415234,4.1948278511327795,4.721897157745172,3.643521808579584,4.667336732708999,0.0,0.0,0.0,0.0,0.0,0.0
0.0,88.62874291729935,88.62874291729935,14.771457152883224,0.10822151830331161,0.9294101780897297,0.3589974711395162,0.8937728783052542,0.5091769822108151,0.617838197116634,0.7138652500144358,0.7134574565140153,0.6023541655007513,0.5477539506271666,0.018740443098377968,0.06640891209944288,0.44161844271295925,0.487586205187749,2.650015474209846,4.437129768415706,3.8549288710835476,3.348396692608399,4.1078219115972034,2.4130852993005067,3.45662989517664,0.0,0.0,0.0,0.0,0.0,0.0
0.0,98.14634290674383,98.14634290674383,16.35772381779064,0.4684205774310617,0.7788354961147871,0.8558694855885468,0.2402074972682755,0.2791720643561644,0.35048879627013885,0.9575333438924192,0.20883375177532304,0.25872638307936346,0.42749065095420424,0.33853671191445966,0.3278939167909998,0.46256899288851483,0.03912349296059414,3.1719044842796302,4.504339427545633,4.6924786301220065,4.037675414981274,3.823063666828677,3.387696770927371,2.3025072548461676,0.0,0.0,0.0,0.0,0.0,0.0
