t,y,mu_0,mu_1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0.0,35.2927885438727,35.2927885438727,8.823197135968176,0.33962444401731007,0.988381965807174,0.9644986561907715,0.24890455925501975,0.24507514318747747,0.06764510940654478,0.3958968195899638,0.9136112224007406,0.3346425052587444,0.09814781465415212,0.18151075923418358,0.06278585524375313,3.1257336867895793,4.43088662509291,2.7306803277107745,0.0,0.0,0.0,0.0
1.0,9.433218661183663,37.73287464473465,9.433218661183663,0.9714600307944307,0.21362810853073355,0.29879527493538105,0.38740081735729615,0.09780175451198436,0.6460138321062917,0.4243177476302822,0.6904343224768021,0.6180638261491941,0.5503836557857981,0.9003212304646632,0.36551633159675023,3.599682384205722,4.860836127599763,2.4968276605728104,0.0,0.0,0.0,0.0
1.0,9.722892189981891,38.891568759927566,9.722892189981891,0.8426857944958869,0.8925719505475631,0.0070515057528647285,0.7691702380082882,0.5420015931381467,0.2691670599303071,0.3027238988320794,0.6920863432658468,0.3242938986764118,0.1945772900424445,0.8683765928781796,0.38710176638009275,4.236324688588462,4.740958637517285,2.4062533813643454,0.0,0.0,0.0,0.0
0.0,31.028971657621575,31.028971657621575,7.757242914405394,0.3287089915819219,0.9203457487832962,0.9787529894772626,0.02590664608716209,0.3516840540841528,0.495613572629819,0.30910196605609863,0.06830722408913126,0.3305612407034152,0.9035622941305878,0.18021590315627467,0.6922844291541209,2.5267231580294993,3.9632916905613724,2.531878473762529,0.0,0.0,0.0,0.0
0.0,32.14138376445919,32.14138376445919,8.035345941114798,0.3885061876569308,0.3953917119312287,0.4769448136191796,0.2499713775331498,0.7555234537100208,0.35394162453563216,0.12003997262544663,0.869027303188946,0.11124326931952666,0.8299420677927479,0.808120470388005,0.1293710823423102,2.6831651873286133,4.278738806974917,2.3256443248578957,0.0,0.0,0.0,0.0
1.0,9.015664118071571,36.062656472286285,9.015664118071571,0.07151541897392044,0.20801211417680288,0.9430816082885861,0.5939321574595219,0.834137838462092,0.23491544425816646,0.12124032819538622,0.6325115886963212,0.8136101151382837,0.7616360355053553,0.694797283311825,0.34800940273662617,3.412112989714767,4.553821739501384,2.5370101817121493,0.0,0.0,0.0,0.0
0.0,33.20469727342589,33.20469727342589,8.301174318356473,0.20337324973329807,0.236772492868065,0.47324752511503654,0.7116075456974267,0.6759642602545074,0.19958025917515,0.5883720367388615,0.49286377456445274,0.6269289631463004,0.19034228820765886,0.2989035263048676,0.916163079095932,3.8716114184159065,3.7960060879005395,2.1352795555253383,0.0,0.0,0.0,0.0
0.0,23.181199961077006,23.181199961077006,5.7952999902692515,0.6600514041896215,0.27410121293684886,0.1952997415300851,0.533525160473137,0.1383810622900039,0.04197880057847181,0.20294755950576682,0.574977175950218,0.17329038650017115,0.522075813442588,0.39370369136275984,0.2874879388359114,2.440033125564813,2.654731034843947,1.7473921483355928,0.0,0.0,0.0,0.0
0.0,31.135127706308687,31.135127706308687,7.783781926577172,0.06905766195795793,0.5429078959827324,0.7493131428900531,0.12089137997879318,0.03569560592950005,0.5235661579311787,0.2395326825004026,0.5392860151117155,0.1297600087706704,0.7688425401456083,0.8457069044390476,0.8401937721240591,3.258278658907421,3.6748260755132582,2.2203291425111296,0.0,0.0,0.0,0.0
0.0,28.01209897447546,28.01209897447546,7.003024743618865,0.11156040433882985,0.06715510418112003,0.3177353783651964,0.48981153180886794,0.6776570383103405,0.5797539436097445,0.8242775669264439,0.13042424983667167,0.06396587155579381,0.9178375642461095,0.5295101393610658,0.825841909095443,2.930986372765406,3.3020396964852066,2.003660356746139,0.0,0.0,0.0,0.0
1.0,11.465955696614001,45.863822786456005,11.465955696614001,0.4429597883500823,0.9866030479816901,0.32596595077158064,0.6745734412937215,0.04127032687303389,0.906835179801164,0.9710428097833368,0.6597768738366441,0.6587279198362631,0.008318888774171196,0.44356562923394616,0.3601849646839733,4.754474686649575,5.436747526467741,3.2844695402121054,0.0,0.0,0.0,0.0
0.0,33.04930901669586,33.04930901669586,8.262327254173965,0.22989080249650695,0.32672135184478424,0.13643770263566513,0.20967532254485088,0.7329513329732165,0.5811046468191383,0.0642483371590249,0.6964240505417111,0.8734742414769476,0.448424346670083,0.2949890404315214,0.8932896587025414,3.3588220027013813,3.936241506378516,2.409292327692551,0.0,0.0,0.0,0.0
1.0,9.911522163865872,39.64608865546349,9.911522163865872,0.031520602788588925,0.12476779217608791,0.9756635833325488,0.9340471623199234,0.02709020512140925,0.6839508392671916,0.986985150599877,0.4352522629321537,0.5098855409357875,0.8342073796276088,0.7622963700085689,0.5211473503609644,4.274381629333362,4.537412347162213,2.8910981262715145,0.0,0.0,0.0,0.0
0.0,30.147690353727242,30.147690353727242,7.5369225884318105,0.8440290234416379,0.12206266005590527,0.2993608156261127,0.5070408639315392,0.6333790279927576,0.3604364999048284,0.9820366362045692,0.18946923968526164,0.3440928274040077,0.4429341805412895,0.011717177404262147,0.7634366257067111,2.919856030392256,3.7865839077193426,2.0805955438910337,0.0,0.0,0.0,0.0
0.0,35.63299624345619,35.63299624345619,8.908249060864048,0.22969990529526407,0.21991940055197645,0.528639482969144,0.9759120931556957,0.8565774180939828,0.2455869961946131,0.16623529041370022,0.6281079025328317,0.6164680249569122,0.7587223405708264,0.9393343194413523,0.03481043714031051,3.5807874681927787,4.430568740449777,2.3894529590262468,0.0,0.0,0.0,0.0
0.0,33.407186853951586,33.407186853951586,8.351796713487897,0.3909976011634433,0.48954866662120644,0.2912459374416325,0.11390380555780855,0.255691949075985,0.7411051816330786,0.43005613279845323,0.5628971179769233,0.3455126700359058,0.1713830589192855,0.6575465398683163,0.9840639766202136,3.583528909478827,4.164601796614944,1.9993976463517744,0.0,0.0,0.0,0.0
0.0,20.13152793248646,20.13152793248646,5.032881983121615,0.20770628947185155,0.3265820497213012,0.1814910082290374,0.09361579322503777,0.9356043759163346,0.5912873844700973,0.011728263432074337,0.12226880325166256,0.08564285993242793,0.013954126463625371,0.5348721490819883,0.979379044707536,2.154088963352028,2.997183183506775,0.5601761028010914,0.0,0.0,0.0,0.0
1.0,10.207265491601447,40.82906196640579,10.207265491601447,0.17233282772330583,0.6972391376087852,0.401483290859874,0.6252085964682494,0.6232111494722616,0.12301398278217224,0.9647059128996159,0.06579968425964389,0.6669813002193071,0.49594729887343614,0.9225759295242462,0.5933791401623449,4.535889701142192,4.637343215349212,2.8906733338607884,0.0,0.0,0.0,0.0
0.0,25.475414723466525,25.475414723466525,6.368853680866631,0.3346118249448634,0.058279610650878055,0.01749319516112935,0.04401336998295069,0.3197023206661329,0.36869103493067723,0.45002783265368285,0.4193967566135456,0.33252755029053727,0.18599952564207223,0.8446978268661818,0.702726747876846,2.851669694934622,3.1454279527776285,1.446231275850716,0.0,0.0,0.0,0.0
1.0,12.868710461777102,51.47484184710841,12.868710461777102,0.4959470937947431,0.9367066508843884,0.675360110139348,0.2491546614778316,0.25543166808109585,0.7469166602324501,0.9143936072356531,0.889084039804717,0.6119308995233329,0.601088537929533,0.7428557570097883,0.502782615448777,4.8469082313844885,6.268626486705518,3.953203735377624,0.0,0.0,0.0,0.0
1.0,12.891317744445654,51.56527097778262,12.891317744445654,0.8792101648608308,0.885515733805809,0.6894220340822373,0.6717945253232691,0.37946215176433906,0.38952967602460054,0.8141643170545833,0.7814574167091779,0.9711985234692103,0.8508484581474629,0.06990829605708915,0.8780426458849877,5.072081458304126,5.859868313827877,4.303184449186244,0.0,0.0,0.0,0.0
1.0,9.495660717181323,37.98264286872529,9.495660717181323,0.32348839988238287,0.7052355203373706,0.8304562074468682,0.5850389798787831,0.5058533791577198,0.087395145321152,0.3252419010161821,0.6104834729598144,0.9293699314980025,0.16825995697487883,0.42963836051006554,0.007732249749219489,3.5927404159494376,4.747162318129558,2.7385907827862486,0.0,0.0,0.0,0.0
0.0,28.58244271129857,28.58244271129857,7.145610677824642,0.8637894843881118,0.3121693664956783,0.9119056226974767,0.3393293590640746,0.30904484658433384,0.0945772810223019,0.38191205489829594,0.4813093304739433,0.389020614694775,0.3832003197489857,0.2463447134399951,0.10968602546119954,2.2597714645279616,3.990073314694912,1.9476116863116781,0.0,0.0,0.0,0.0
0.0,28.441988862686994,28.441988862686994,7.1104972156717485,0.4573136169671078,0.13978331383379805,0.6709004451590502,0.199920954707406,0.715683102443435,0.9026970031545969,0.28595366930524424,0.10579189572318048,0.08443767414968151,0.9608127595499802,0.8572768051634422,0.6042692942516469,2.2774336071343995,4.219837525899536,1.5767793125618845,0.0,0.0,0.0,0.0
1.0,10.61373867555665,42.4549547022266,10.61373867555665,0.4809800695498795,0.9269543963773424,0.9408313675518173,0.2874245818758989,0.49156882548684655,0.7636403202388037,0.9408654211131039,0.06773782334801282,0.5890048942741702,0.08988145464684971,0.3791548653900261,0.9050816174974958,4.09622359987605,5.580737983330002,2.614443989759479,0.0,0.0,0.0,0.0
0.0,25.124497456618172,25.124497456618172,6.281124364154543,0.8427503832814205,0.5772740069580256,0.09239392535895008,0.3515223758610505,0.28034089670096474,0.039301095985565415,0.417556469789216,0.3611674735308261,0.40871003628030134,0.05639087051841396,0.1171911151300824,0.13806494689263626,2.3714864244421383,3.1366854030153526,1.821098857076783,0.0,0.0,0.0,0.0
1.0,9.866102144416681,39.464408577666724,9.866102144416681,0.7637888346881052,0.8957007188953803,0.7576105999752228,0.12379063289142045,0.38004642923804366,0.7989441977944037,0.4794687943050464,0.2682092621616926,0.48260611978614987,0.6411167722527786,0.697487020329624,0.0752893405536551,3.022551888922969,5.523861977173668,2.7671016674010476,0.0,0.0,0.0,0.0
1.0,10.571175545271815,42.28470218108726,10.571175545271815,0.4528682375012407,0.8979413963010745,0.36363964620795963,0.23647594783521586,0.7928540367516579,0.00824358073919651,0.7981396488082368,0.5785480679074655,0.43302457058432275,0.11106437359578969,0.7412475323721889,0.8354632164592376,4.5208403802677415,5.0665067171733424,2.8187180571968895,0.0,0.0,0.0,0.0
0.0,31.64943709406344,31.64943709406344,7.91235927351586,0.9750799045884139,0.5834625130303978,0.31733508428160495,0.032629645089828796,0.007727991005497259,0.4149203827705378,0.3675605687364475,0.23013406632501743,0.5455185049901771,0.23818027580124967,0.6090416531024421,0.8155685927561671,3.183915544030478,4.0507806688305354,1.9648559288832894,0.0,0.0,0.0,0.0
1.0,10.690195979793437,42.76078391917375,10.690195979793437,0.0854266054881504,0.8326867245574527,0.1284294085566201,0.4155113362133378,0.5935960002220977,0.7330218076498767,0.4399240184577371,0.7102724106128018,0.9980549630113273,0.929811618913921,0.15943686205467866,0.5458268551163494,4.101713170023685,4.680848800610742,3.9107497355532397,0.0,0.0,0.0,0.0
1.0,12.098187826377556,48.392751305510224,12.098187826377556,0.8545662934329401,0.47279050231349795,0.8557966110148045,0.4794289477108179,0.7421163482490605,0.9190488646490353,0.7215691253942655,0.9808209235507082,0.6047001136145767,0.8948998881677558,0.061125918171015314,0.8523214175211823,4.172756948276064,6.212534700389904,3.6747805530408044,0.0,0.0,0.0,0.0
