t,y,mu_0,mu_1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0.0,84.73210436776,84.73210436776,14.122017394626667,0.007063242140799231,0.9665441052965016,0.922367382627093,0.44406181464339034,0.5800578037062113,0.6648481270634367,0.9215685627568511,0.7283232427899365,0.09334014314397865,0.4264440705810921,0.63593818688374,0.4726738223390009,0.7298576142333104,0.03684259587781924,0.2820579532751055,2.505026966445672,2.551536880428696,4.234425118570748,3.0295423101235057,4.813849526123526,5.946276814566051,0.0,0.0,0.0,0.0,0.0,0.0
0.0,84.43718029173459,84.43718029173459,14.072863381955765,0.05077594272641284,0.6328570986552701,0.8822613657234695,0.0035452181855787357,0.5447747233477074,0.7674803402952569,0.8930022836269818,0.7748308840782689,0.7222620374669672,0.8974838268983711,0.7075550713387392,0.17824793170782172,0.6268582404827178,0.8457190413421236,0.015586489486595023,2.6347055690930477,2.2265877405257846,4.410645436117455,3.957923521043349,5.404026887377571,5.373001538050611,0.0,0.0,0.0,0.0,0.0,0.0
1.0,18.28654007686962,109.71924046121772,18.28654007686962,0.1398049783113139,0.13939084404679414,0.8605676532573755,0.46285327365101103,0.5245993693678255,0.9397316899800607,0.8758331361925797,0.7198156563478303,0.649615663736856,0.3980221534483732,0.9789129356722832,0.9800722853187191,0.5944488260495544,0.997647929065716,0.49347084269257324,3.8586125625998724,2.996803440155811,5.799971676588863,5.639957140357866,6.574511880770138,6.973950131999575,0.0,0.0,0.0,0.0,0.0,0.0
0.0,76.16331388128481,76.16331388128481,12.693885646880801,0.22652016401381758,0.21517178053922903,0.17593600146258914,0.9319842380534531,0.19432983178001995,0.5001707670856247,0.3779901122037329,0.08036103760815683,0.509916033402834,0.013972450226788169,0.11012456029697582,0.2784472809816859,0.9366314894686617,0.5238672119394671,0.8548156265877203,2.3280502547979474,3.0215023749939487,3.8697526740182457,3.0760108212062534,4.002918316047861,5.022133090241892,0.0,0.0,0.0,0.0,0.0,0.0
1.0,16.23021604796384,97.38129628778303,16.23021604796384,0.16692419141188397,0.7305900821169544,0.39794440333452474,0.26988965029710055,0.866581095335876,0.8463575232522041,0.6335176739991499,0.17350319569633177,0.8375838842048017,0.20954654386792682,0.40066347106445677,0.8081992305336628,0.5118926935076524,0.061510839083047664,0.5337673417109166,3.1534955175567467,3.588957423485872,4.703730442612171,4.308747727343796,5.815033648888531,5.912888937795115,0.0,0.0,0.0,0.0,0.0,0.0
0.0,80.43340172531639,80.43340172531639,13.405566954219397,0.8973086659040613,0.9143765433369275,0.4461658652481608,0.30917227619819987,0.7268175746985611,0.3991011377620971,0.1846060375852534,0.0678791488314292,0.08744560672098456,0.5889166930656725,0.7741543872448685,0.29657717067013023,0.7082651853476467,0.3672826803450626,0.3261647159666179,1.8599813456784764,3.230137887946368,3.5354581691211773,3.66035683913554,4.989357174965893,4.965050875568216,0.0,0.0,0.0,0.0,0.0,0.0
0.0,84.0231551919648,84.0231551919648,14.0038591986608,0.3835693646519013,0.5385509282133176,0.98118632958314,0.7677985802001038,0.7707543417490058,0.2661875745491573,0.9250726166130671,0.628866983369204,0.44274392294963816,0.09141166656067934,0.6645897935590632,0.663646376909964,0.20154783884778305,0.6945383024877457,0.09808155800622675,3.141980822500001,2.3281399895788306,4.6196979900238775,4.642996276926612,4.507605054396485,5.580655537869426,0.0,0.0,0.0,0.0,0.0,0.0
1.0,16.23195775236043,97.39174651416258,16.23195775236043,0.5774218530223366,0.5416241998253986,0.9185750456693391,0.3366303776726909,0.8419807745847498,0.36166623964390365,0.524827667967918,0.8454605398225312,0.8428412187867433,0.40416258334157273,0.6641995396241526,0.8414928497956208,0.4133763653975433,0.3076188623006446,0.05817485032542602,3.6902189797205756,3.2749313371530686,4.865792686225551,4.658557616407593,5.530143942489967,6.007715701884266,0.0,0.0,0.0,0.0,0.0,0.0
0.0,76.84598714029858,76.84598714029858,12.807664523383096,0.5996832650735351,0.46588910378346715,0.1390033549547942,0.9052562185535297,0.052125832787341064,0.639677207174169,0.11844276283305943,0.03607024807350856,0.17978598025587378,0.0492673907782033,0.08257049456605903,0.9505681497172177,0.5079606435268136,0.6086249864699533,0.5693734238531589,2.4539238298063535,3.2732605662100664,4.151057753193541,3.1611748955561985,3.749455150565431,5.055277497410392,0.0,0.0,0.0,0.0,0.0,0.0
1.0,16.460503723913074,98.76302234347845,16.460503723913074,0.6987126442540189,0.6054694235760157,0.5495824457213209,0.31981584812172914,0.37779405628408047,0.40853796195750247,0.6072148251129942,0.43648584536789603,0.8725067798856398,0.6163862844247622,0.7294490012906671,0.547508318512835,0.7881319828333632,0.9484593928696738,0.07551526616874094,3.2379436793021252,3.5878444152306135,4.695780374159543,4.85716028437865,5.721757120724604,6.089347897081402,0.0,0.0,0.0,0.0,0.0,0.0
